"","date","GOOGL"
"928",2023-02-13,0.1215
"929",2023-02-14,0.129
"930",2023-02-15,0.1232
"931",2023-02-16,0.1138
"932",2023-02-17,0.1237
"933",2023-02-21,0.1235
"934",2023-02-22,0.1161
"935",2023-02-23,0.1416
"936",2023-02-24,0.1356
"937",2023-02-27,0.146
"938",2023-02-28,0.1542
"939",2023-03-01,0.1632
"940",2023-03-02,0.2032
"941",2023-03-03,0.2281
"942",2023-03-06,0.2242
"943",2023-03-07,0.1997
"944",2023-03-08,0.1854
"945",2023-03-09,0.2037
"946",2023-03-10,0.1976
"947",2023-03-13,0.1862
"948",2023-03-14,0.1817
"949",2023-03-15,0.169
"950",2023-03-16,0.1764
"951",2023-03-17,0.1905
"952",2023-03-20,0.1751
"953",2023-03-21,0.168
"954",2023-03-22,0.1539
"955",2023-03-23,0.1614
"956",2023-03-24,0.1663
"957",2023-03-27,0.1675
"958",2023-03-28,0.1495
"959",2023-03-29,0.144
"960",2023-03-30,0.1262
"961",2023-03-31,0.1135
"962",2023-04-03,0.163
"963",2023-04-04,0.1502
"964",2023-04-05,0.1266
"965",2023-04-06,0.1315
"966",2023-04-10,0.1404
"967",2023-04-11,0.153
"968",2023-04-12,0.1572
"969",2023-04-13,0.1458
"970",2023-04-14,0.144
"971",2023-04-17,0.1339
"972",2023-04-18,0.1298
"973",2023-04-19,0.1416
"974",2023-04-20,0.1412
"975",2023-04-21,0.1385
"976",2023-04-24,0.133
"977",2023-04-25,0.1334
"978",2023-04-26,0.1285
"979",2023-04-27,0.1334
"980",2023-04-28,0.1528
"981",2023-05-01,0.1638
"982",2023-05-02,0.1589
"983",2023-05-03,0.1559
"984",2023-05-04,0.1687
"985",2023-05-05,0.1766
"986",2023-05-08,0.1803
"987",2023-05-09,0.1914
"988",2023-05-10,0.1857
"989",2023-05-11,0.1821
"990",2023-05-12,0.1987
"991",2023-05-15,0.1905
"992",2023-05-16,0.1849
"993",2023-05-17,0.1842
"994",2023-05-18,0.1805
"995",2023-05-19,0.2133
"996",2023-05-22,0.1995
"997",2023-05-23,0.1852
"998",2023-05-24,0.1776
"999",2023-05-25,0.1778
"1000",2023-05-26,0.2023
"1001",2023-05-30,0.2247
"1002",2023-05-31,0.2317
"1003",2023-06-01,0.2188
"1004",2023-06-02,0.198
"1005",2023-06-05,0.2043
"1006",2023-06-06,0.2159
"1007",2023-06-07,0.1973
"1008",2023-06-08,0.1947
"1009",2023-06-09,0.1867
"1010",2023-06-12,0.1936
"1011",2023-06-13,0.2019
"1012",2023-06-14,0.2048
"1013",2023-06-15,0.21
"1014",2023-06-16,0.1996
"1015",2023-06-20,0.2058
"1016",2023-06-21,0.216
"1017",2023-06-22,0.233
"1018",2023-06-23,0.2136
"1019",2023-06-26,0.1914
"1020",2023-06-27,0.1939
"1021",2023-06-28,0.2083
"1022",2023-06-29,0.2259
