"","date","PG"
"937",2023-02-27,0.2035
"938",2023-02-28,0.1799
"939",2023-03-01,0.1686
"940",2023-03-02,0.1623
"941",2023-03-03,0.1605
"942",2023-03-06,0.1563
"943",2023-03-07,0.1519
"944",2023-03-08,0.1534
"945",2023-03-09,0.1711
"946",2023-03-10,0.1791
"947",2023-03-13,0.198
"948",2023-03-14,0.1934
"949",2023-03-15,0.1919
"950",2023-03-16,0.1773
"951",2023-03-17,0.1948
"952",2023-03-20,0.1846
"953",2023-03-21,0.195
"954",2023-03-22,0.1926
"955",2023-03-23,0.2446
"956",2023-03-24,0.2851
"957",2023-03-27,0.2944
"958",2023-03-28,0.2788
"959",2023-03-29,0.3088
"960",2023-03-30,0.3104
"961",2023-03-31,0.3228
"962",2023-04-03,0.3124
"963",2023-04-04,0.2963
"964",2023-04-05,0.275
"965",2023-04-06,0.2649
"966",2023-04-10,0.3142
"967",2023-04-11,0.328
"968",2023-04-12,0.317
"969",2023-04-13,0.2881
"970",2023-04-14,0.2696
"971",2023-04-17,0.2824
"972",2023-04-18,0.2987
"973",2023-04-19,0.2937
"974",2023-04-20,0.281
"975",2023-04-21,0.2546
"976",2023-04-24,0.2573
"977",2023-04-25,0.2648
"978",2023-04-26,0.2756
"979",2023-04-27,0.2606
"980",2023-04-28,0.2473
"981",2023-05-01,0.2355
"982",2023-05-02,0.2431
"983",2023-05-03,0.2561
"984",2023-05-04,0.2805
"985",2023-05-05,0.2787
"986",2023-05-08,0.2657
"987",2023-05-09,0.2508
"988",2023-05-10,0.2507
"989",2023-05-11,0.2359
"990",2023-05-12,0.2185
"991",2023-05-15,0.1881
"992",2023-05-16,0.187
"993",2023-05-17,0.1968
"994",2023-05-18,0.1882
"995",2023-05-19,0.1993
"996",2023-05-22,0.2152
"997",2023-05-23,0.2205
"998",2023-05-24,0.2323
"999",2023-05-25,0.2044
"1000",2023-05-26,0.2058
"1001",2023-05-30,0.2141
"1002",2023-05-31,0.2309
"1003",2023-06-01,0.2329
"1004",2023-06-02,0.2423
"1005",2023-06-05,0.2266
"1006",2023-06-06,0.23
"1007",2023-06-07,0.2416
"1008",2023-06-08,0.2787
"1009",2023-06-09,0.2748
"1010",2023-06-12,0.266
"1011",2023-06-13,0.2531
"1012",2023-06-14,0.2575
"1013",2023-06-15,0.2636
"1014",2023-06-16,0.2745
"1015",2023-06-20,0.2589
"1016",2023-06-21,0.2557
"1017",2023-06-22,0.2668
"1018",2023-06-23,0.2663
"1019",2023-06-26,0.2865
"1020",2023-06-27,0.2762
"1021",2023-06-28,0.2755
"1022",2023-06-29,0.2907
