"","date","MSFT"
"933",2023-02-21,0.2034
"934",2023-02-22,0.1922
"935",2023-02-23,0.1849
"936",2023-02-24,0.1793
"937",2023-02-27,0.1828
"938",2023-02-28,0.1972
"939",2023-03-01,0.1919
"940",2023-03-02,0.2183
"941",2023-03-03,0.2649
"942",2023-03-06,0.2721
"943",2023-03-07,0.2509
"944",2023-03-08,0.2394
"945",2023-03-09,0.2544
"946",2023-03-10,0.2513
"947",2023-03-13,0.2299
"948",2023-03-14,0.2255
"949",2023-03-15,0.2199
"950",2023-03-16,0.2094
"951",2023-03-17,0.2152
"952",2023-03-20,0.2094
"953",2023-03-21,0.1977
"954",2023-03-22,0.1906
"955",2023-03-23,0.191
"956",2023-03-24,0.1873
"957",2023-03-27,0.172
"958",2023-03-28,0.1505
"959",2023-03-29,0.1403
"960",2023-03-30,0.1253
"961",2023-03-31,0.1186
"962",2023-04-03,0.1802
"963",2023-04-04,0.1794
"964",2023-04-05,0.1949
"965",2023-04-06,0.1741
"966",2023-04-10,0.1717
"967",2023-04-11,0.1474
"968",2023-04-12,0.135
"969",2023-04-13,0.1201
"970",2023-04-14,0.1207
"971",2023-04-17,0.1164
"972",2023-04-18,0.1126
"973",2023-04-19,0.1162
"974",2023-04-20,0.1114
"975",2023-04-21,0.112
"976",2023-04-24,0.1016
"977",2023-04-25,0.0858
"978",2023-04-26,0.0815
"979",2023-04-27,0.0737
"980",2023-04-28,0.0807
"981",2023-05-01,0.0931
"982",2023-05-02,0.1065
"983",2023-05-03,0.1127
"984",2023-05-04,0.1264
"985",2023-05-05,0.1268
"986",2023-05-08,0.129
"987",2023-05-09,0.1279
"988",2023-05-10,0.1271
"989",2023-05-11,0.1178
"990",2023-05-12,0.1254
"991",2023-05-15,0.1167
"992",2023-05-16,0.1333
"993",2023-05-17,0.1477
"994",2023-05-18,0.143
"995",2023-05-19,0.1733
"996",2023-05-22,0.1715
"997",2023-05-23,0.1707
"998",2023-05-24,0.179
"999",2023-05-25,0.1769
"1000",2023-05-26,0.177
"1001",2023-05-30,0.1848
"1002",2023-05-31,0.2155
"1003",2023-06-01,0.2023
"1004",2023-06-02,0.1879
"1005",2023-06-05,0.1874
"1006",2023-06-06,0.1809
"1007",2023-06-07,0.1665
"1008",2023-06-08,0.1838
"1009",2023-06-09,0.175
"1010",2023-06-12,0.1681
"1011",2023-06-13,0.1624
"1012",2023-06-14,0.1659
"1013",2023-06-15,0.1683
"1014",2023-06-16,0.1753
"1015",2023-06-20,0.1897
"1016",2023-06-21,0.1928
"1017",2023-06-22,0.1931
"1018",2023-06-23,0.1706
"1019",2023-06-26,0.1586
"1020",2023-06-27,0.1519
"1021",2023-06-28,0.1434
"1022",2023-06-29,0.154
