"","date","AMZN"
"929",2023-02-14,0.0669
"930",2023-02-15,0.0705
"931",2023-02-16,0.0564000000000001
"932",2023-02-17,0.0748
"933",2023-02-21,0.0703
"934",2023-02-22,0.0735
"935",2023-02-23,0.0805
"936",2023-02-24,0.0846999999999999
"937",2023-02-27,0.1014
"938",2023-02-28,0.1293
"939",2023-03-01,0.1455
"940",2023-03-02,0.1893
"941",2023-03-03,0.1974
"942",2023-03-06,0.1985
"943",2023-03-07,0.2024
"944",2023-03-08,0.2183
"945",2023-03-09,0.2425
"946",2023-03-10,0.2375
"947",2023-03-13,0.2332
"948",2023-03-14,0.2347
"949",2023-03-15,0.2305
"950",2023-03-16,0.2442
"951",2023-03-17,0.2264
"952",2023-03-20,0.2288
"953",2023-03-21,0.2186
"954",2023-03-22,0.2111
"955",2023-03-23,0.2151
"956",2023-03-24,0.2348
"957",2023-03-27,0.2348
"958",2023-03-28,0.2417
"959",2023-03-29,0.2423
"960",2023-03-30,0.2361
"961",2023-03-31,0.2186
"962",2023-04-03,0.2266
"963",2023-04-04,0.204
"964",2023-04-05,0.2102
"965",2023-04-06,0.2042
"966",2023-04-10,0.1979
"967",2023-04-11,0.1914
"968",2023-04-12,0.1878
"969",2023-04-13,0.1812
"970",2023-04-14,0.1975
"971",2023-04-17,0.1926
"972",2023-04-18,0.1925
"973",2023-04-19,0.1946
"974",2023-04-20,0.2036
"975",2023-04-21,0.2042
"976",2023-04-24,0.2172
"977",2023-04-25,0.2231
"978",2023-04-26,0.2355
"979",2023-04-27,0.2419
"980",2023-04-28,0.2697
"981",2023-05-01,0.2478
"982",2023-05-02,0.2408
"983",2023-05-03,0.2406
"984",2023-05-04,0.2338
"985",2023-05-05,0.2425
"986",2023-05-08,0.2471
"987",2023-05-09,0.246
"988",2023-05-10,0.2435
"989",2023-05-11,0.2407
"990",2023-05-12,0.2386
"991",2023-05-15,0.2169
"992",2023-05-16,0.2378
"993",2023-05-17,0.2366
"994",2023-05-18,0.2288
"995",2023-05-19,0.2341
"996",2023-05-22,0.2222
"997",2023-05-23,0.2014
"998",2023-05-24,0.1942
"999",2023-05-25,0.1852
"1000",2023-05-26,0.2379
"1001",2023-05-30,0.2341
"1002",2023-05-31,0.2313
"1003",2023-06-01,0.2219
"1004",2023-06-02,0.2136
"1005",2023-06-05,0.1957
"1006",2023-06-06,0.2012
"1007",2023-06-07,0.1849
"1008",2023-06-08,0.1854
"1009",2023-06-09,0.19
"1010",2023-06-12,0.2063
"1011",2023-06-13,0.1945
"1012",2023-06-14,0.188
"1013",2023-06-15,0.1645
"1014",2023-06-16,0.1515
"1015",2023-06-20,0.1646
"1016",2023-06-21,0.1791
"1017",2023-06-22,0.1726
"1018",2023-06-23,0.1685
"1019",2023-06-26,0.1535
"1020",2023-06-27,0.1364
"1021",2023-06-28,0.1264
"1022",2023-06-29,0.1239
