"","date","PG"
"272",2021-12-08,0.2589
"273",2021-12-09,0.2656
"274",2021-12-10,0.2722
"275",2021-12-13,0.2695
"276",2021-12-14,0.2703
"277",2021-12-15,0.271
"278",2021-12-16,0.2788
"279",2021-12-17,0.2876
"280",2021-12-20,0.2809
"281",2021-12-21,0.2802
"282",2021-12-22,0.2773
"283",2021-12-23,0.2823
"284",2021-12-27,0.2834
"285",2021-12-28,0.2762
"286",2021-12-29,0.2717
"287",2021-12-30,0.2792
"288",2021-12-31,0.2939
"289",2022-01-03,0.3049
"290",2022-01-04,0.2936
"291",2022-01-05,0.2911
"292",2022-01-06,0.2912
"293",2022-01-07,0.2973
"294",2022-01-10,0.3094
"295",2022-01-11,0.3132
"296",2022-01-12,0.3081
"297",2022-01-13,0.313
"298",2022-01-14,0.3144
"299",2022-01-18,0.3322
"300",2022-01-19,0.326
"301",2022-01-20,0.3216
"302",2022-01-21,0.3247
"303",2022-01-24,0.3189
"304",2022-01-25,0.3174
"305",2022-01-26,0.3137
"306",2022-01-27,0.3192
"307",2022-01-28,0.3232
"308",2022-01-31,0.3259
"309",2022-02-01,0.3236
"310",2022-02-02,0.318
"311",2022-02-03,0.3252
"312",2022-02-04,0.3346
"313",2022-02-07,0.3357
"314",2022-02-08,0.3299
"315",2022-02-09,0.3165
"316",2022-02-10,0.3168
"317",2022-02-11,0.3173
"318",2022-02-14,0.3196
"319",2022-02-15,0.3208
"320",2022-02-16,0.3176
"321",2022-02-17,0.3175
"322",2022-02-18,0.3111
"323",2022-02-22,0.3165
"324",2022-02-23,0.3222
"325",2022-02-24,0.3249
"326",2022-02-25,0.3187
"327",2022-02-28,0.3193
"328",2022-03-01,0.3276
"329",2022-03-02,0.3344
"330",2022-03-03,0.3352
"331",2022-03-04,0.3343
"332",2022-03-07,0.3274
"333",2022-03-08,0.3231
"334",2022-03-09,0.3203
"335",2022-03-10,0.3179
"336",2022-03-11,0.3163
"337",2022-03-14,0.3173
"338",2022-03-15,0.3223
"339",2022-03-16,0.3334
"340",2022-03-17,0.3277
"341",2022-03-18,0.3258
"342",2022-03-21,0.328
"343",2022-03-22,0.3462
"344",2022-03-23,0.3564
"345",2022-03-24,0.3437
"346",2022-03-25,0.3382
"347",2022-03-28,0.332
"348",2022-03-29,0.3304
"349",2022-03-30,0.3342
"350",2022-03-31,0.3328
"351",2022-04-01,0.3311
"352",2022-04-04,0.318
"353",2022-04-05,0.3181
"354",2022-04-06,0.3348
"355",2022-04-07,0.3349
"356",2022-04-08,0.3347
"357",2022-04-11,0.3287
"358",2022-04-12,0.3281
"359",2022-04-13,0.3279
"360",2022-04-14,0.3232
"361",2022-04-18,0.3245
"362",2022-04-19,0.3207
"363",2022-04-20,0.3138
"364",2022-04-21,0.3187
"365",2022-04-22,0.3255
"366",2022-04-25,0.3296
"367",2022-04-26,0.3395
"368",2022-04-27,0.3404
"369",2022-04-28,0.3458
"370",2022-04-29,0.3355
"371",2022-05-02,0.3401
"372",2022-05-03,0.3536
"373",2022-05-04,0.3547
"374",2022-05-05,0.3469
"375",2022-05-06,0.3381
"376",2022-05-09,0.3408
"377",2022-05-10,0.345
"378",2022-05-11,0.3497
"379",2022-05-12,0.3577
"380",2022-05-13,0.3545
"381",2022-05-16,0.3489
"382",2022-05-17,0.3544
"383",2022-05-18,0.3692
"384",2022-05-19,0.3851
"385",2022-05-20,0.3854
"386",2022-05-23,0.3804
"387",2022-05-24,0.3775
"388",2022-05-25,0.3818
"389",2022-05-26,0.3899
"390",2022-05-27,0.3882
"391",2022-05-31,0.3898
"392",2022-06-01,0.3813
"393",2022-06-02,0.3881
"394",2022-06-03,0.3927
"395",2022-06-06,0.3949
"396",2022-06-07,0.4017
"397",2022-06-08,0.3975
"398",2022-06-09,0.4023
"399",2022-06-10,0.4041
"400",2022-06-13,0.3953
"401",2022-06-14,0.3897
"402",2022-06-15,0.385
"403",2022-06-16,0.3908
"404",2022-06-17,0.3981
"405",2022-06-21,0.3976
"406",2022-06-22,0.3971
"407",2022-06-23,0.4031
"408",2022-06-24,0.4098
"409",2022-06-27,0.4191
"410",2022-06-28,0.4121
"411",2022-06-29,0.4051
"412",2022-06-30,0.4
"413",2022-07-01,0.4044
"414",2022-07-05,0.4074
"415",2022-07-06,0.4073
"416",2022-07-07,0.4033
"417",2022-07-08,0.3945
"418",2022-07-11,0.3947
"419",2022-07-12,0.405
"420",2022-07-13,0.4103
"421",2022-07-14,0.4162
"422",2022-07-15,0.4129
"423",2022-07-18,0.4124
"424",2022-07-19,0.4099
"425",2022-07-20,0.4018
"426",2022-07-21,0.4016
"427",2022-07-22,0.4108
"428",2022-07-25,0.4128
"429",2022-07-26,0.4116
"430",2022-07-27,0.4019
"431",2022-07-28,0.4063
"432",2022-07-29,0.4145
"433",2022-08-01,0.4174
"434",2022-08-02,0.423
"435",2022-08-03,0.4112
"436",2022-08-04,0.4063
"437",2022-08-05,0.4074
"438",2022-08-08,0.4112
"439",2022-08-09,0.4172
"440",2022-08-10,0.4029
"441",2022-08-11,0.3966
"442",2022-08-12,0.3908
"443",2022-08-15,0.3879
"444",2022-08-16,0.3935
"445",2022-08-17,0.3895
"446",2022-08-18,0.3863
"447",2022-08-19,0.3811
"448",2022-08-22,0.3799
"449",2022-08-23,0.3918
"450",2022-08-24,0.3927
"451",2022-08-25,0.3938
"452",2022-08-26,0.3919
"453",2022-08-29,0.3937
"454",2022-08-30,0.3898
"455",2022-08-31,0.3929
"456",2022-09-01,0.3996
"457",2022-09-02,0.3966
"458",2022-09-06,0.3875
"459",2022-09-07,0.384
"460",2022-09-08,0.3818
"461",2022-09-09,0.3786
"462",2022-09-12,0.3834
"463",2022-09-13,0.4062
"464",2022-09-14,0.4081
"465",2022-09-15,0.4037
"466",2022-09-16,0.3984
"467",2022-09-19,0.3955
"468",2022-09-20,0.3995
"469",2022-09-21,0.4005
"470",2022-09-22,0.3993
"471",2022-09-23,0.3947
"472",2022-09-26,0.3902
"473",2022-09-27,0.3919
"474",2022-09-28,0.3925
"475",2022-09-29,0.3941
"476",2022-09-30,0.3916
"477",2022-10-03,0.3849
"478",2022-10-04,0.3812
"479",2022-10-05,0.3893
"480",2022-10-06,0.3833
"481",2022-10-07,0.382
"482",2022-10-10,0.3789
"483",2022-10-11,0.3801
"484",2022-10-12,0.3876
"485",2022-10-13,0.3771
"486",2022-10-14,0.3745
"487",2022-10-17,0.3695
"488",2022-10-18,0.3654
"489",2022-10-19,0.3605
"490",2022-10-20,0.3485
"491",2022-10-21,0.3455
"492",2022-10-24,0.3419
"493",2022-10-25,0.3445
"494",2022-10-26,0.3433
"495",2022-10-27,0.3353
"496",2022-10-28,0.3298
"497",2022-10-31,0.3325
"498",2022-11-01,0.3385
"499",2022-11-02,0.3398
"500",2022-11-03,0.3272
"501",2022-11-04,0.3279
"502",2022-11-07,0.3189
"503",2022-11-08,0.3211
"504",2022-11-09,0.3213
"505",2022-11-10,0.3157
"506",2022-11-11,0.3045
"507",2022-11-14,0.3035
"508",2022-11-15,0.3081
"509",2022-11-16,0.308
"510",2022-11-17,0.3106
"511",2022-11-18,0.3092
"512",2022-11-21,0.3096
"513",2022-11-22,0.3017
"514",2022-11-23,0.2976
"515",2022-11-25,0.3009
"516",2022-11-28,0.3051
"517",2022-11-29,0.3027
"518",2022-11-30,0.2997
"519",2022-12-01,0.3075
"520",2022-12-02,0.3083
"521",2022-12-05,0.3082
"522",2022-12-06,0.3075
"523",2022-12-07,0.3091
"524",2022-12-08,0.3078
"525",2022-12-09,0.3117
"526",2022-12-12,0.3212
"527",2022-12-13,0.3262
"528",2022-12-14,0.3295
"529",2022-12-15,0.3365
"530",2022-12-16,0.3381
"531",2022-12-19,0.3412
"532",2022-12-20,0.3442
"533",2022-12-21,0.3614
"534",2022-12-22,0.3711
"535",2022-12-23,0.3826
"536",2022-12-27,0.3893
"537",2022-12-28,0.3996
"538",2022-12-29,0.405
"539",2022-12-30,0.4155
"540",2023-01-03,0.423
"541",2023-01-04,0.4309
"542",2023-01-05,0.4216
"543",2023-01-06,0.4161
"544",2023-01-09,0.4211
"545",2023-01-10,0.4226
"546",2023-01-11,0.4247
"547",2023-01-12,0.4266
"548",2023-01-13,0.4258
"549",2023-01-17,0.4253
"550",2023-01-18,0.3986
"551",2023-01-19,0.3989
"552",2023-01-20,0.3845
"553",2023-01-23,0.3886
"554",2023-01-24,0.3889
"555",2023-01-25,0.3526
"556",2023-01-26,0.3003
"557",2023-01-27,0.2718
"558",2023-01-30,0.2698
"559",2023-01-31,0.2471
"560",2023-02-01,0.2426
"561",2023-02-02,0.2129
"562",2023-02-03,0.197
"563",2023-02-06,0.204
"564",2023-02-07,0.2067
"565",2023-02-08,0.2135
"566",2023-02-09,0.2075
"567",2023-02-10,0.2115
"568",2023-02-13,0.2084
"569",2023-02-14,0.2086
"570",2023-02-15,0.2043
"571",2023-02-16,0.2009
"572",2023-02-17,0.1887
"573",2023-02-21,0.1762
"574",2023-02-22,0.1701
"575",2023-02-23,0.1789
"576",2023-02-24,0.1862
"577",2023-02-27,0.1912
"578",2023-02-28,0.1872
"579",2023-03-01,0.1776
"580",2023-03-02,0.1749
"581",2023-03-03,0.1815
"582",2023-03-06,0.1874
"583",2023-03-07,0.1883
"584",2023-03-08,0.1733
"585",2023-03-09,0.1681
"586",2023-03-10,0.1631
"587",2023-03-13,0.1679
"588",2023-03-14,0.1782
"589",2023-03-15,0.1739
"590",2023-03-16,0.1594
"591",2023-03-17,0.1462
"592",2023-03-20,0.1371
"593",2023-03-21,0.1419
"594",2023-03-22,0.1387
"595",2023-03-23,0.1386
"596",2023-03-24,0.1387
"597",2023-03-27,0.1367
"598",2023-03-28,0.1328
"599",2023-03-29,0.1387
"600",2023-03-30,0.1406
"601",2023-03-31,0.1381
"602",2023-04-03,0.1274
"603",2023-04-04,0.1295
"604",2023-04-05,0.1299
"605",2023-04-06,0.1334
"606",2023-04-10,0.1297
"607",2023-04-11,0.1307
"608",2023-04-12,0.1284
"609",2023-04-13,0.1265
"610",2023-04-14,0.1268
"611",2023-04-17,0.1241
"612",2023-04-18,0.1111
"613",2023-04-19,0.1049
"614",2023-04-20,0.1058
"615",2023-04-21,0.1043
"616",2023-04-24,0.1144
"617",2023-04-25,0.1212
"618",2023-04-26,0.1219
"619",2023-04-27,0.1218
"620",2023-04-28,0.1191
"621",2023-05-01,0.1151
"622",2023-05-02,0.0995
"623",2023-05-03,0.103
"624",2023-05-04,0.1061
"625",2023-05-05,0.1029
"626",2023-05-08,0.1062
"627",2023-05-09,0.1097
"628",2023-05-10,0.1128
"629",2023-05-11,0.1139
"630",2023-05-12,0.109
"631",2023-05-15,0.109
"632",2023-05-16,0.0998
"633",2023-05-17,0.0987
"634",2023-05-18,0.0929
"635",2023-05-19,0.0942999999999999
"636",2023-05-22,0.1014
"637",2023-05-23,0.1023
"638",2023-05-24,0.0973000000000001
"639",2023-05-25,0.0842000000000001
"640",2023-05-26,0.0809
"641",2023-05-30,0.0818
"642",2023-05-31,0.0799000000000001
"643",2023-06-01,0.0823
"644",2023-06-02,0.0777000000000001
"645",2023-06-05,0.0807
"646",2023-06-06,0.0809
"647",2023-06-07,0.0976
"648",2023-06-08,0.1096
"649",2023-06-09,0.1054
"650",2023-06-12,0.0953999999999999
"651",2023-06-13,0.0859
"652",2023-06-14,0.0865
"653",2023-06-15,0.0915
"654",2023-06-16,0.0891
"655",2023-06-20,0.0888
"656",2023-06-21,0.0858000000000001
"657",2023-06-22,0.0826
"658",2023-06-23,0.0822000000000001
"659",2023-06-26,0.0869000000000001
"660",2023-06-27,0.0902
"661",2023-06-28,0.09
"662",2023-06-29,0.0896
