"","date","TSLA"
"926",2023-02-09,0.3149
"927",2023-02-10,0.315
"928",2023-02-13,0.3224
"929",2023-02-14,0.3301
"930",2023-02-15,0.3145
"931",2023-02-16,0.2967
"932",2023-02-17,0.2534
"933",2023-02-21,0.2341
"934",2023-02-22,0.2134
"935",2023-02-23,0.1793
"936",2023-02-24,0.1838
"937",2023-02-27,0.1829
"938",2023-02-28,0.1838
"939",2023-03-01,0.1964
"940",2023-03-02,0.1631
"941",2023-03-03,0.1883
"942",2023-03-06,0.1459
"943",2023-03-07,0.1357
"944",2023-03-08,0.0987
"945",2023-03-09,0.0657
"946",2023-03-10,0.0554
"947",2023-03-13,0.0431
"948",2023-03-14,0.0388999999999999
"949",2023-03-15,0.0431999999999999
"950",2023-03-16,0.0233
"951",2023-03-17,0.0229
"952",2023-03-20,0.0470999999999999
"953",2023-03-21,0.0539000000000001
"954",2023-03-22,0.0411
"955",2023-03-23,0.0213
"956",2023-03-24,0.0155000000000001
"957",2023-03-27,0.025
"958",2023-03-28,0.0258
"959",2023-03-29,0.0440999999999999
"960",2023-03-30,0.0723
"961",2023-03-31,0.0724
"962",2023-04-03,0.0739000000000001
"963",2023-04-04,0.0810999999999999
"964",2023-04-05,0.0916
"965",2023-04-06,0.1008
"966",2023-04-10,0.0895999999999999
"967",2023-04-11,0.0830000000000001
"968",2023-04-12,0.0780000000000001
"969",2023-04-13,0.0807
"970",2023-04-14,0.0933
"971",2023-04-17,0.0979
"972",2023-04-18,0.1074
"973",2023-04-19,0.1029
"974",2023-04-20,0.1111
"975",2023-04-21,0.1128
"976",2023-04-24,0.1117
"977",2023-04-25,0.1075
"978",2023-04-26,0.0931000000000001
"979",2023-04-27,0.0809
"980",2023-04-28,0.0709000000000001
"981",2023-05-01,0.0707
"982",2023-05-02,0.0769
"983",2023-05-03,0.0772999999999999
"984",2023-05-04,0.0761000000000001
"985",2023-05-05,0.0703
"986",2023-05-08,0.0662
"987",2023-05-09,0.0794999999999999
"988",2023-05-10,0.0726
"989",2023-05-11,0.0695
"990",2023-05-12,0.0578000000000001
"991",2023-05-15,0.0394000000000001
"992",2023-05-16,0.0416
"993",2023-05-17,0.0362
"994",2023-05-18,0.0353
"995",2023-05-19,0.0314
"996",2023-05-22,0.0226000000000001
"997",2023-05-23,0.0234
"998",2023-05-24,0.0223
"999",2023-05-25,0.0235
"1000",2023-05-26,0.0313
"1001",2023-05-30,0.0358000000000001
"1002",2023-05-31,0.0295
"1003",2023-06-01,0.0216
"1004",2023-06-02,0.0323000000000001
"1005",2023-06-05,0.0269
"1006",2023-06-06,0.0194
"1007",2023-06-07,0.0219
"1008",2023-06-08,0.0443
"1009",2023-06-09,0.0392
"1010",2023-06-12,0.0256000000000001
"1011",2023-06-13,0.0254000000000001
"1012",2023-06-14,0.0292
"1013",2023-06-15,0.028
"1014",2023-06-16,0.0174000000000001
"1015",2023-06-20,0.017
"1016",2023-06-21,0.0193
"1017",2023-06-22,0.0277999999999999
"1018",2023-06-23,0.0427999999999999
"1019",2023-06-26,0.0342
"1020",2023-06-27,0.0295
"1021",2023-06-28,0.0347
"1022",2023-06-29,0.0296999999999999
