"","date","META"
"923",2023-02-06,0.3263
"924",2023-02-07,0.2833
"925",2023-02-08,0.2807
"926",2023-02-09,0.2643
"927",2023-02-10,0.2438
"928",2023-02-13,0.205
"929",2023-02-14,0.2064
"930",2023-02-15,0.1846
"931",2023-02-16,0.1821
"932",2023-02-17,0.1727
"933",2023-02-21,0.1453
"934",2023-02-22,0.1259
"935",2023-02-23,0.1351
"936",2023-02-24,0.1461
"937",2023-02-27,0.1653
"938",2023-02-28,0.1675
"939",2023-03-01,0.1628
"940",2023-03-02,0.1626
"941",2023-03-03,0.1493
"942",2023-03-06,0.1551
"943",2023-03-07,0.1529
"944",2023-03-08,0.156
"945",2023-03-09,0.156
"946",2023-03-10,0.1749
"947",2023-03-13,0.1872
"948",2023-03-14,0.1921
"949",2023-03-15,0.2058
"950",2023-03-16,0.1868
"951",2023-03-17,0.225
"952",2023-03-20,0.245
"953",2023-03-21,0.256
"954",2023-03-22,0.2583
"955",2023-03-23,0.2964
"956",2023-03-24,0.3052
"957",2023-03-27,0.3098
"958",2023-03-28,0.3006
"959",2023-03-29,0.3265
"960",2023-03-30,0.3347
"961",2023-03-31,0.3308
"962",2023-04-03,0.3285
"963",2023-04-04,0.3428
"964",2023-04-05,0.3571
"965",2023-04-06,0.3783
"966",2023-04-10,0.3696
"967",2023-04-11,0.3834
"968",2023-04-12,0.3964
"969",2023-04-13,0.4104
"970",2023-04-14,0.4256
"971",2023-04-17,0.4423
"972",2023-04-18,0.4482
"973",2023-04-19,0.4346
"974",2023-04-20,0.4243
"975",2023-04-21,0.4111
"976",2023-04-24,0.3981
"977",2023-04-25,0.4188
"978",2023-04-26,0.4357
"979",2023-04-27,0.4093
"980",2023-04-28,0.3972
"981",2023-05-01,0.3973
"982",2023-05-02,0.3932
"983",2023-05-03,0.3808
"984",2023-05-04,0.3917
"985",2023-05-05,0.4109
"986",2023-05-08,0.4158
"987",2023-05-09,0.4415
"988",2023-05-10,0.4671
"989",2023-05-11,0.4516
"990",2023-05-12,0.446
"991",2023-05-15,0.4557
"992",2023-05-16,0.4443
"993",2023-05-17,0.4107
"994",2023-05-18,0.3802
"995",2023-05-19,0.4112
"996",2023-05-22,0.4064
"997",2023-05-23,0.3808
"998",2023-05-24,0.3763
"999",2023-05-25,0.3722
"1000",2023-05-26,0.3699
"1001",2023-05-30,0.3882
"1002",2023-05-31,0.424
"1003",2023-06-01,0.4106
"1004",2023-06-02,0.3639
"1005",2023-06-05,0.3406
"1006",2023-06-06,0.3473
"1007",2023-06-07,0.3721
"1008",2023-06-08,0.3802
"1009",2023-06-09,0.3417
"1010",2023-06-12,0.307
"1011",2023-06-13,0.2946
"1012",2023-06-14,0.2772
"1013",2023-06-15,0.2717
"1014",2023-06-16,0.2617
"1015",2023-06-20,0.2376
"1016",2023-06-21,0.2401
"1017",2023-06-22,0.2493
"1018",2023-06-23,0.263
"1019",2023-06-26,0.2597
"1020",2023-06-27,0.2748
"1021",2023-06-28,0.3008
"1022",2023-06-29,0.296
