"","date","V"
"936",2023-02-24,0.3209
"937",2023-02-27,0.3227
"938",2023-02-28,0.3537
"939",2023-03-01,0.3611
"940",2023-03-02,0.393
"941",2023-03-03,0.3445
"942",2023-03-06,0.3138
"943",2023-03-07,0.2937
"944",2023-03-08,0.2737
"945",2023-03-09,0.2756
"946",2023-03-10,0.3113
"947",2023-03-13,0.2997
"948",2023-03-14,0.3128
"949",2023-03-15,0.3181
"950",2023-03-16,0.3138
"951",2023-03-17,0.314
"952",2023-03-20,0.3343
"953",2023-03-21,0.3178
"954",2023-03-22,0.3149
"955",2023-03-23,0.2864
"956",2023-03-24,0.301
"957",2023-03-27,0.2886
"958",2023-03-28,0.3093
"959",2023-03-29,0.3274
"960",2023-03-30,0.3524
"961",2023-03-31,0.3383
"962",2023-04-03,0.3104
"963",2023-04-04,0.3232
"964",2023-04-05,0.3414
"965",2023-04-06,0.3258
"966",2023-04-10,0.3214
"967",2023-04-11,0.3187
"968",2023-04-12,0.3607
"969",2023-04-13,0.3632
"970",2023-04-14,0.3545
"971",2023-04-17,0.3291
"972",2023-04-18,0.3218
"973",2023-04-19,0.3106
"974",2023-04-20,0.3134
"975",2023-04-21,0.3296
"976",2023-04-24,0.3567
"977",2023-04-25,0.3359
"978",2023-04-26,0.335
"979",2023-04-27,0.3231
"980",2023-04-28,0.3164
"981",2023-05-01,0.3063
"982",2023-05-02,0.3221
"983",2023-05-03,0.3043
"984",2023-05-04,0.3054
"985",2023-05-05,0.3158
"986",2023-05-08,0.3171
"987",2023-05-09,0.3055
"988",2023-05-10,0.3188
"989",2023-05-11,0.3343
"990",2023-05-12,0.3584
"991",2023-05-15,0.3378
"992",2023-05-16,0.3212
"993",2023-05-17,0.3084
"994",2023-05-18,0.3051
"995",2023-05-19,0.3013
"996",2023-05-22,0.3341
"997",2023-05-23,0.2941
"998",2023-05-24,0.2956
"999",2023-05-25,0.2933
"1000",2023-05-26,0.3138
"1001",2023-05-30,0.2973
"1002",2023-05-31,0.2797
"1003",2023-06-01,0.2915
"1004",2023-06-02,0.3003
"1005",2023-06-05,0.2936
"1006",2023-06-06,0.2924
"1007",2023-06-07,0.2641
"1008",2023-06-08,0.286
"1009",2023-06-09,0.2783
"1010",2023-06-12,0.2847
"1011",2023-06-13,0.2801
"1012",2023-06-14,0.2878
"1013",2023-06-15,0.2667
"1014",2023-06-16,0.2699
"1015",2023-06-20,0.2619
"1016",2023-06-21,0.2781
"1017",2023-06-22,0.2753
"1018",2023-06-23,0.2686
"1019",2023-06-26,0.2701
"1020",2023-06-27,0.2819
"1021",2023-06-28,0.2448
"1022",2023-06-29,0.2387
