"","date","LLY"
"939",2023-03-01,0.2117
"940",2023-03-02,0.2238
"941",2023-03-03,0.2157
"942",2023-03-06,0.2161
"943",2023-03-07,0.22
"944",2023-03-08,0.2316
"945",2023-03-09,0.2131
"946",2023-03-10,0.2251
"947",2023-03-13,0.2298
"948",2023-03-14,0.2288
"949",2023-03-15,0.2272
"950",2023-03-16,0.2225
"951",2023-03-17,0.2032
"952",2023-03-20,0.1967
"953",2023-03-21,0.1992
"954",2023-03-22,0.1924
"955",2023-03-23,0.1929
"956",2023-03-24,0.188
"957",2023-03-27,0.1814
"958",2023-03-28,0.2026
"959",2023-03-29,0.2229
"960",2023-03-30,0.2144
"961",2023-03-31,0.2221
"962",2023-04-03,0.2021
"963",2023-04-04,0.1944
"964",2023-04-05,0.1894
"965",2023-04-06,0.1796
"966",2023-04-10,0.1953
"967",2023-04-11,0.1978
"968",2023-04-12,0.2018
"969",2023-04-13,0.212
"970",2023-04-14,0.2268
"971",2023-04-17,0.222
"972",2023-04-18,0.2024
"973",2023-04-19,0.1914
"974",2023-04-20,0.172
"975",2023-04-21,0.1448
"976",2023-04-24,0.1635
"977",2023-04-25,0.1641
"978",2023-04-26,0.1588
"979",2023-04-27,0.1445
"980",2023-04-28,0.1382
"981",2023-05-01,0.1301
"982",2023-05-02,0.1449
"983",2023-05-03,0.1334
"984",2023-05-04,0.1167
"985",2023-05-05,0.0991
"986",2023-05-08,0.0925
"987",2023-05-09,0.1055
"988",2023-05-10,0.1075
"989",2023-05-11,0.0991
"990",2023-05-12,0.0744
"991",2023-05-15,0.0823
"992",2023-05-16,0.0701999999999999
"993",2023-05-17,0.0505
"994",2023-05-18,0.0612999999999999
"995",2023-05-19,0.0379999999999999
"996",2023-05-22,0.0188
"997",2023-05-23,0.0226
"998",2023-05-24,0.0267999999999999
"999",2023-05-25,0.0313
"1000",2023-05-26,0.0316
"1001",2023-05-30,0.0318999999999999
"1002",2023-05-31,0.0293
"1003",2023-06-01,0.0237000000000001
"1004",2023-06-02,0.0245000000000001
"1005",2023-06-05,0.0206999999999999
"1006",2023-06-06,0.0463
"1007",2023-06-07,0.0635
"1008",2023-06-08,0.0687
"1009",2023-06-09,0.0846
"1010",2023-06-12,0.0856
"1011",2023-06-13,0.0828
"1012",2023-06-14,0.1172
"1013",2023-06-15,0.1261
"1014",2023-06-16,0.1233
"1015",2023-06-20,0.1337
"1016",2023-06-21,0.1482
"1017",2023-06-22,0.1638
"1018",2023-06-23,0.1772
"1019",2023-06-26,0.1827
"1020",2023-06-27,0.2027
"1021",2023-06-28,0.2004
"1022",2023-06-29,0.1885
