"","date","MA"
"114",2022-09-28,0.3142
"115",2022-09-29,0.3105
"116",2022-09-30,0.3127
"117",2022-10-03,0.308
"118",2022-10-04,0.3047
"119",2022-10-05,0.3007
"120",2022-10-06,0.3153
"121",2022-10-07,0.3271
"122",2022-10-10,0.3413
"123",2022-10-11,0.3303
"124",2022-10-12,0.3212
"125",2022-10-13,0.3108
"126",2022-10-14,0.313
"127",2022-10-17,0.316
"128",2022-10-18,0.3201
"129",2022-10-19,0.3174
"130",2022-10-20,0.3172
"131",2022-10-21,0.326
"132",2022-10-24,0.3306
"133",2022-10-25,0.3181
"134",2022-10-26,0.3204
"135",2022-10-27,0.3153
"136",2022-10-28,0.3232
"137",2022-10-31,0.3165
"138",2022-11-01,0.3082
"139",2022-11-02,0.3045
"140",2022-11-03,0.3136
"141",2022-11-04,0.318
"142",2022-11-07,0.3267
"143",2022-11-08,0.3213
"144",2022-11-09,0.3318
"145",2022-11-10,0.3375
"146",2022-11-11,0.3412
"147",2022-11-14,0.3344
"148",2022-11-15,0.3279
"149",2022-11-16,0.3282
"150",2022-11-17,0.3336
"151",2022-11-18,0.3324
"152",2022-11-21,0.3352
"153",2022-11-22,0.3187
"154",2022-11-23,0.3197
"155",2022-11-25,0.3256
"156",2022-11-28,0.3331
"157",2022-11-29,0.3244
"158",2022-11-30,0.3245
"159",2022-12-01,0.3207
"160",2022-12-02,0.3204
"161",2022-12-05,0.3352
"162",2022-12-06,0.3457
"163",2022-12-07,0.3292
"164",2022-12-08,0.3312
"165",2022-12-09,0.3325
"166",2022-12-12,0.3395
"167",2022-12-13,0.3459
"168",2022-12-14,0.3297
"169",2022-12-15,0.3206
"170",2022-12-16,0.3315
"171",2022-12-19,0.3469
"172",2022-12-20,0.3541
"173",2022-12-21,0.3358
"174",2022-12-22,0.3386
"175",2022-12-23,0.3396
"176",2022-12-27,0.3473
"177",2022-12-28,0.3413
"178",2022-12-29,0.3478
"179",2022-12-30,0.3327
"180",2023-01-03,0.3336
"181",2023-01-04,0.3389
"182",2023-01-05,0.3444
"183",2023-01-06,0.3384
"184",2023-01-09,0.3406
"185",2023-01-10,0.3399
"186",2023-01-11,0.3437
"187",2023-01-12,0.3492
"188",2023-01-13,0.3568
"189",2023-01-17,0.3473
"190",2023-01-18,0.3294
"191",2023-01-19,0.3328
"192",2023-01-20,0.3368
"193",2023-01-23,0.3163
"194",2023-01-24,0.3198
"195",2023-01-25,0.3202
"196",2023-01-26,0.3247
"197",2023-01-27,0.331
"198",2023-01-30,0.329
"199",2023-01-31,0.3234
"200",2023-02-01,0.3321
"201",2023-02-02,0.3313
"202",2023-02-03,0.3375
"203",2023-02-06,0.318
"204",2023-02-07,0.3215
"205",2023-02-08,0.3201
"206",2023-02-09,0.324
"207",2023-02-10,0.3133
"208",2023-02-13,0.3093
"209",2023-02-14,0.3121
"210",2023-02-15,0.3243
"211",2023-02-16,0.3387
"212",2023-02-17,0.3412
"213",2023-02-21,0.3232
"214",2023-02-22,0.3163
"215",2023-02-23,0.313
"216",2023-02-24,0.3133
"217",2023-02-27,0.308
"218",2023-02-28,0.3064
"219",2023-03-01,0.3127
"220",2023-03-02,0.3214
"221",2023-03-03,0.3203
"222",2023-03-06,0.3289
"223",2023-03-07,0.3047
"224",2023-03-08,0.312
"225",2023-03-09,0.3162
"226",2023-03-10,0.3252
"227",2023-03-13,0.3306
"228",2023-03-14,0.3212
"229",2023-03-15,0.306
"230",2023-03-16,0.3122
"231",2023-03-17,0.3186
"232",2023-03-20,0.3234
"233",2023-03-21,0.3137
"234",2023-03-22,0.3105
"235",2023-03-23,0.3066
"236",2023-03-24,0.308
"237",2023-03-27,0.304
"238",2023-03-28,0.3047
"239",2023-03-29,0.3069
"240",2023-03-30,0.3159
"241",2023-03-31,0.3231
"242",2023-04-03,0.3295
"243",2023-04-04,0.3162
"244",2023-04-05,0.3152
"245",2023-04-06,0.3038
"246",2023-04-10,0.3036
"247",2023-04-11,0.2961
"248",2023-04-12,0.2982
"249",2023-04-13,0.2874
"250",2023-04-14,0.2867
"251",2023-04-17,0.286
"252",2023-04-18,0.2935
"253",2023-04-19,0.2762
"254",2023-04-20,0.2775
"255",2023-04-21,0.2817
"256",2023-04-24,0.278
"257",2023-04-25,0.2763
"258",2023-04-26,0.2706
"259",2023-04-27,0.2555
"260",2023-04-28,0.2587
"261",2023-05-01,0.267
"262",2023-05-02,0.2698
"263",2023-05-03,0.2577
"264",2023-05-04,0.2597
"265",2023-05-05,0.2499
"266",2023-05-08,0.2561
"267",2023-05-09,0.2467
"268",2023-05-10,0.2388
"269",2023-05-11,0.2345
"270",2023-05-12,0.2569
"271",2023-05-15,0.2937
"272",2023-05-16,0.3088
"273",2023-05-17,0.2875
"274",2023-05-18,0.2902
"275",2023-05-19,0.2933
"276",2023-05-22,0.3044
"277",2023-05-23,0.3036
"278",2023-05-24,0.292
"279",2023-05-25,0.287
"280",2023-05-26,0.2833
"281",2023-05-30,0.2873
"282",2023-05-31,0.2954
"283",2023-06-01,0.285
"284",2023-06-02,0.2874
"285",2023-06-05,0.2842
"286",2023-06-06,0.2875
"287",2023-06-07,0.285
"288",2023-06-08,0.2867
"289",2023-06-09,0.2762
"290",2023-06-12,0.285
"291",2023-06-13,0.2892
"292",2023-06-14,0.3024
"293",2023-06-15,0.2892
"294",2023-06-16,0.2862
"295",2023-06-20,0.2844
"296",2023-06-21,0.2965
"297",2023-06-22,0.3036
"298",2023-06-23,0.3012
"299",2023-06-26,0.295
"300",2023-06-27,0.2968
"301",2023-06-28,0.2925
"302",2023-06-29,0.3009
