"","date","XOM"
"933",2023-02-21,0.2159
"934",2023-02-22,0.2165
"935",2023-02-23,0.216
"936",2023-02-24,0.1887
"937",2023-02-27,0.1893
"938",2023-02-28,0.1971
"939",2023-03-01,0.199
"940",2023-03-02,0.2057
"941",2023-03-03,0.2029
"942",2023-03-06,0.201
"943",2023-03-07,0.1885
"944",2023-03-08,0.1919
"945",2023-03-09,0.181
"946",2023-03-10,0.1841
"947",2023-03-13,0.1946
"948",2023-03-14,0.195
"949",2023-03-15,0.1822
"950",2023-03-16,0.1689
"951",2023-03-17,0.151
"952",2023-03-20,0.1444
"953",2023-03-21,0.1686
"954",2023-03-22,0.1615
"955",2023-03-23,0.1594
"956",2023-03-24,0.1492
"957",2023-03-27,0.1272
"958",2023-03-28,0.1305
"959",2023-03-29,0.1439
"960",2023-03-30,0.1486
"961",2023-03-31,0.1616
"962",2023-04-03,0.1701
"963",2023-04-04,0.1665
"964",2023-04-05,0.1591
"965",2023-04-06,0.16
"966",2023-04-10,0.1523
"967",2023-04-11,0.1527
"968",2023-04-12,0.1627
"969",2023-04-13,0.153
"970",2023-04-14,0.1656
"971",2023-04-17,0.181
"972",2023-04-18,0.1582
"973",2023-04-19,0.1603
"974",2023-04-20,0.1865
"975",2023-04-21,0.2013
"976",2023-04-24,0.2082
"977",2023-04-25,0.2043
"978",2023-04-26,0.2053
"979",2023-04-27,0.2179
"980",2023-04-28,0.2256
"981",2023-05-01,0.2299
"982",2023-05-02,0.2053
"983",2023-05-03,0.2275
"984",2023-05-04,0.2148
"985",2023-05-05,0.2182
"986",2023-05-08,0.2116
"987",2023-05-09,0.2087
"988",2023-05-10,0.2233
"989",2023-05-11,0.2269
"990",2023-05-12,0.2089
"991",2023-05-15,0.2245
"992",2023-05-16,0.2303
"993",2023-05-17,0.213
"994",2023-05-18,0.2278
"995",2023-05-19,0.2088
"996",2023-05-22,0.1917
"997",2023-05-23,0.2056
"998",2023-05-24,0.2253
"999",2023-05-25,0.2256
"1000",2023-05-26,0.2121
"1001",2023-05-30,0.2252
"1002",2023-05-31,0.2251
"1003",2023-06-01,0.2303
"1004",2023-06-02,0.235
"1005",2023-06-05,0.2314
"1006",2023-06-06,0.2076
"1007",2023-06-07,0.2053
"1008",2023-06-08,0.1905
"1009",2023-06-09,0.2022
"1010",2023-06-12,0.1944
"1011",2023-06-13,0.1932
"1012",2023-06-14,0.1965
"1013",2023-06-15,0.2052
"1014",2023-06-16,0.1961
"1015",2023-06-20,0.1955
"1016",2023-06-21,0.1972
"1017",2023-06-22,0.1873
"1018",2023-06-23,0.1968
"1019",2023-06-26,0.1863
"1020",2023-06-27,0.1688
"1021",2023-06-28,0.1757
"1022",2023-06-29,0.1681
