"","date","JNJ"
"936",2023-02-24,0.1713
"937",2023-02-27,0.1624
"938",2023-02-28,0.1616
"939",2023-03-01,0.164
"940",2023-03-02,0.172
"941",2023-03-03,0.177
"942",2023-03-06,0.1609
"943",2023-03-07,0.1718
"944",2023-03-08,0.16
"945",2023-03-09,0.1562
"946",2023-03-10,0.1682
"947",2023-03-13,0.1607
"948",2023-03-14,0.166
"949",2023-03-15,0.156
"950",2023-03-16,0.1539
"951",2023-03-17,0.156
"952",2023-03-20,0.1625
"953",2023-03-21,0.1688
"954",2023-03-22,0.1554
"955",2023-03-23,0.1606
"956",2023-03-24,0.1748
"957",2023-03-27,0.1729
"958",2023-03-28,0.1724
"959",2023-03-29,0.1945
"960",2023-03-30,0.1964
"961",2023-03-31,0.1888
"962",2023-04-03,0.1837
"963",2023-04-04,0.1817
"964",2023-04-05,0.1563
"965",2023-04-06,0.163
"966",2023-04-10,0.1735
"967",2023-04-11,0.1629
"968",2023-04-12,0.1774
"969",2023-04-13,0.1569
"970",2023-04-14,0.1459
"971",2023-04-17,0.1448
"972",2023-04-18,0.1646
"973",2023-04-19,0.1643
"974",2023-04-20,0.1595
"975",2023-04-21,0.1493
"976",2023-04-24,0.1323
"977",2023-04-25,0.1334
"978",2023-04-26,0.1231
"979",2023-04-27,0.1336
"980",2023-04-28,0.1136
"981",2023-05-01,0.1063
"982",2023-05-02,0.1073
"983",2023-05-03,0.1234
"984",2023-05-04,0.1165
"985",2023-05-05,0.1163
"986",2023-05-08,0.1085
"987",2023-05-09,0.1174
"988",2023-05-10,0.1351
"989",2023-05-11,0.1368
"990",2023-05-12,0.1388
"991",2023-05-15,0.1203
"992",2023-05-16,0.1324
"993",2023-05-17,0.1412
"994",2023-05-18,0.1628
"995",2023-05-19,0.1597
"996",2023-05-22,0.1829
"997",2023-05-23,0.1863
"998",2023-05-24,0.199
"999",2023-05-25,0.1795
"1000",2023-05-26,0.1772
"1001",2023-05-30,0.1974
"1002",2023-05-31,0.2185
"1003",2023-06-01,0.2337
"1004",2023-06-02,0.2049
"1005",2023-06-05,0.1825
"1006",2023-06-06,0.2181
"1007",2023-06-07,0.1919
"1008",2023-06-08,0.201
"1009",2023-06-09,0.1893
"1010",2023-06-12,0.2009
"1011",2023-06-13,0.1992
"1012",2023-06-14,0.2133
"1013",2023-06-15,0.2106
"1014",2023-06-16,0.1886
"1015",2023-06-20,0.194
"1016",2023-06-21,0.2183
"1017",2023-06-22,0.2382
"1018",2023-06-23,0.2527
"1019",2023-06-26,0.2291
"1020",2023-06-27,0.25
"1021",2023-06-28,0.2348
"1022",2023-06-29,0.2226
