"","date","GOOG"
"924",2023-02-07,0.1769
"925",2023-02-08,0.181
"926",2023-02-09,0.1884
"927",2023-02-10,0.1579
"928",2023-02-13,0.1467
"929",2023-02-14,0.1544
"930",2023-02-15,0.1462
"931",2023-02-16,0.1332
"932",2023-02-17,0.1446
"933",2023-02-21,0.1417
"934",2023-02-22,0.1322
"935",2023-02-23,0.157
"936",2023-02-24,0.151
"937",2023-02-27,0.1634
"938",2023-02-28,0.1733
"939",2023-03-01,0.1827
"940",2023-03-02,0.2235
"941",2023-03-03,0.2469
"942",2023-03-06,0.2454
"943",2023-03-07,0.2223
"944",2023-03-08,0.2064
"945",2023-03-09,0.2229
"946",2023-03-10,0.2196
"947",2023-03-13,0.2071
"948",2023-03-14,0.2017
"949",2023-03-15,0.1853
"950",2023-03-16,0.193
"951",2023-03-17,0.204
"952",2023-03-20,0.1889
"953",2023-03-21,0.1818
"954",2023-03-22,0.1667
"955",2023-03-23,0.1731
"956",2023-03-24,0.178
"957",2023-03-27,0.1791
"958",2023-03-28,0.1639
"959",2023-03-29,0.1581
"960",2023-03-30,0.137
"961",2023-03-31,0.1227
"962",2023-04-03,0.1733
"963",2023-04-04,0.1571
"964",2023-04-05,0.1297
"965",2023-04-06,0.1346
"966",2023-04-10,0.1425
"967",2023-04-11,0.1539
"968",2023-04-12,0.162
"969",2023-04-13,0.1504
"970",2023-04-14,0.1482
"971",2023-04-17,0.1335
"972",2023-04-18,0.1288
"973",2023-04-19,0.1429
"974",2023-04-20,0.1396
"975",2023-04-21,0.1372
"976",2023-04-24,0.1316
"977",2023-04-25,0.1334
"978",2023-04-26,0.131
"979",2023-04-27,0.1368
"980",2023-04-28,0.1571
"981",2023-05-01,0.1718
"982",2023-05-02,0.1657
"983",2023-05-03,0.1619
"984",2023-05-04,0.1719
"985",2023-05-05,0.1765
"986",2023-05-08,0.1805
"987",2023-05-09,0.1945
"988",2023-05-10,0.194
"989",2023-05-11,0.1928
"990",2023-05-12,0.2125
"991",2023-05-15,0.2022
"992",2023-05-16,0.1965
"993",2023-05-17,0.1932
"994",2023-05-18,0.1892
"995",2023-05-19,0.2199
"996",2023-05-22,0.2024
"997",2023-05-23,0.1878
"998",2023-05-24,0.1829
"999",2023-05-25,0.1838
"1000",2023-05-26,0.2032
"1001",2023-05-30,0.2213
"1002",2023-05-31,0.2284
"1003",2023-06-01,0.2177
"1004",2023-06-02,0.1931
"1005",2023-06-05,0.2023
"1006",2023-06-06,0.2151
"1007",2023-06-07,0.197
"1008",2023-06-08,0.1954
"1009",2023-06-09,0.1871
"1010",2023-06-12,0.1921
"1011",2023-06-13,0.1996
"1012",2023-06-14,0.2029
"1013",2023-06-15,0.2086
"1014",2023-06-16,0.1984
"1015",2023-06-20,0.2023
"1016",2023-06-21,0.2149
"1017",2023-06-22,0.2352
"1018",2023-06-23,0.2171
"1019",2023-06-26,0.1957
"1020",2023-06-27,0.1941
"1021",2023-06-28,0.2076
"1022",2023-06-29,0.2248
