"","date","HD"
"932",2023-02-17,0.1975
"933",2023-02-21,0.195
"934",2023-02-22,0.2105
"935",2023-02-23,0.1911
"936",2023-02-24,0.1743
"937",2023-02-27,0.169
"938",2023-02-28,0.1954
"939",2023-03-01,0.1887
"940",2023-03-02,0.197
"941",2023-03-03,0.1778
"942",2023-03-06,0.1765
"943",2023-03-07,0.1941
"944",2023-03-08,0.1965
"945",2023-03-09,0.2053
"946",2023-03-10,0.1916
"947",2023-03-13,0.1591
"948",2023-03-14,0.1659
"949",2023-03-15,0.1697
"950",2023-03-16,0.1795
"951",2023-03-17,0.1514
"952",2023-03-20,0.1587
"953",2023-03-21,0.1655
"954",2023-03-22,0.1553
"955",2023-03-23,0.1511
"956",2023-03-24,0.1705
"957",2023-03-27,0.1487
"958",2023-03-28,0.1767
"959",2023-03-29,0.1728
"960",2023-03-30,0.1957
"961",2023-03-31,0.1655
"962",2023-04-03,0.146
"963",2023-04-04,0.1338
"964",2023-04-05,0.1213
"965",2023-04-06,0.1121
"966",2023-04-10,0.1074
"967",2023-04-11,0.1068
"968",2023-04-12,0.1309
"969",2023-04-13,0.1159
"970",2023-04-14,0.127
"971",2023-04-17,0.1185
"972",2023-04-18,0.1398
"973",2023-04-19,0.1503
"974",2023-04-20,0.1705
"975",2023-04-21,0.188
"976",2023-04-24,0.1967
"977",2023-04-25,0.2084
"978",2023-04-26,0.2166
"979",2023-04-27,0.1925
"980",2023-04-28,0.1971
"981",2023-05-01,0.1695
"982",2023-05-02,0.1742
"983",2023-05-03,0.1823
"984",2023-05-04,0.1851
"985",2023-05-05,0.1846
"986",2023-05-08,0.1816
"987",2023-05-09,0.1864
"988",2023-05-10,0.2016
"989",2023-05-11,0.198
"990",2023-05-12,0.1946
"991",2023-05-15,0.1675
"992",2023-05-16,0.188
"993",2023-05-17,0.2123
"994",2023-05-18,0.231
"995",2023-05-19,0.2341
"996",2023-05-22,0.2189
"997",2023-05-23,0.2069
"998",2023-05-24,0.2416
"999",2023-05-25,0.2213
"1000",2023-05-26,0.2238
"1001",2023-05-30,0.1999
"1002",2023-05-31,0.1753
"1003",2023-06-01,0.1908
"1004",2023-06-02,0.2155
"1005",2023-06-05,0.2207
"1006",2023-06-06,0.2067
"1007",2023-06-07,0.2079
"1008",2023-06-08,0.2099
"1009",2023-06-09,0.2031
"1010",2023-06-12,0.2151
"1011",2023-06-13,0.2283
"1012",2023-06-14,0.2208
"1013",2023-06-15,0.2053
"1014",2023-06-16,0.1944
"1015",2023-06-20,0.2056
"1016",2023-06-21,0.2168
"1017",2023-06-22,0.2143
"1018",2023-06-23,0.2246
"1019",2023-06-26,0.1926
"1020",2023-06-27,0.1847
"1021",2023-06-28,0.1716
"1022",2023-06-29,0.19
