"","date","AMZN"
"384",2022-05-19,0.2254
"385",2022-05-20,0.2233
"386",2022-05-23,0.225
"387",2022-05-24,0.2282
"388",2022-05-25,0.23
"389",2022-05-26,0.2261
"390",2022-05-27,0.2166
"391",2022-05-31,0.2169
"392",2022-06-01,0.2186
"393",2022-06-02,0.2177
"394",2022-06-03,0.214
"395",2022-06-06,0.213
"396",2022-06-07,0.2091
"397",2022-06-08,0.2208
"398",2022-06-09,0.2347
"399",2022-06-10,0.2374
"400",2022-06-13,0.2464
"401",2022-06-14,0.2576
"402",2022-06-15,0.2585
"403",2022-06-16,0.2588
"404",2022-06-17,0.2502
"405",2022-06-21,0.2544
"406",2022-06-22,0.2648
"407",2022-06-23,0.275
"408",2022-06-24,0.2736
"409",2022-06-27,0.2686
"410",2022-06-28,0.2714
"411",2022-06-29,0.271
"412",2022-06-30,0.2761
"413",2022-07-01,0.2822
"414",2022-07-05,0.2818
"415",2022-07-06,0.2911
"416",2022-07-07,0.2861
"417",2022-07-08,0.2853
"418",2022-07-11,0.2893
"419",2022-07-12,0.2892
"420",2022-07-13,0.289
"421",2022-07-14,0.2933
"422",2022-07-15,0.2876
"423",2022-07-18,0.2837
"424",2022-07-19,0.2808
"425",2022-07-20,0.2822
"426",2022-07-21,0.2778
"427",2022-07-22,0.2783
"428",2022-07-25,0.2735
"429",2022-07-26,0.2665
"430",2022-07-27,0.2754
"431",2022-07-28,0.2861
"432",2022-07-29,0.2981
"433",2022-08-01,0.3004
"434",2022-08-02,0.303
"435",2022-08-03,0.2976
"436",2022-08-04,0.3059
"437",2022-08-05,0.3047
"438",2022-08-08,0.3015
"439",2022-08-09,0.3043
"440",2022-08-10,0.3004
"441",2022-08-11,0.2959
"442",2022-08-12,0.2889
"443",2022-08-15,0.2853
"444",2022-08-16,0.265
"445",2022-08-17,0.2623
"446",2022-08-18,0.2613
"447",2022-08-19,0.2652
"448",2022-08-22,0.2717
"449",2022-08-23,0.2785
"450",2022-08-24,0.2656
"451",2022-08-25,0.2577
"452",2022-08-26,0.2497
"453",2022-08-29,0.2407
"454",2022-08-30,0.2375
"455",2022-08-31,0.2294
"456",2022-09-01,0.2187
"457",2022-09-02,0.2135
"458",2022-09-06,0.2034
"459",2022-09-07,0.19
"460",2022-09-08,0.1906
"461",2022-09-09,0.1879
"462",2022-09-12,0.1933
"463",2022-09-13,0.1963
"464",2022-09-14,0.1783
"465",2022-09-15,0.172
"466",2022-09-16,0.1617
"467",2022-09-19,0.161
"468",2022-09-20,0.1496
"469",2022-09-21,0.1408
"470",2022-09-22,0.1352
"471",2022-09-23,0.1393
"472",2022-09-26,0.1366
"473",2022-09-27,0.1359
"474",2022-09-28,0.1242
"475",2022-09-29,0.1272
"476",2022-09-30,0.1167
"477",2022-10-03,0.1046
"478",2022-10-04,0.0926
"479",2022-10-05,0.0933
"480",2022-10-06,0.0835
"481",2022-10-07,0.0873
"482",2022-10-10,0.0973999999999999
"483",2022-10-11,0.1062
"484",2022-10-12,0.111
"485",2022-10-13,0.1189
"486",2022-10-14,0.1031
"487",2022-10-17,0.0986
"488",2022-10-18,0.0867
"489",2022-10-19,0.0773
"490",2022-10-20,0.0784
"491",2022-10-21,0.0781
"492",2022-10-24,0.071
"493",2022-10-25,0.0596
"494",2022-10-26,0.0451
"495",2022-10-27,0.0481
"496",2022-10-28,0.0506
"497",2022-10-31,0.0513
"498",2022-11-01,0.0461
"499",2022-11-02,0.0514
"500",2022-11-03,0.0572
"501",2022-11-04,0.0497
"502",2022-11-07,0.0527
"503",2022-11-08,0.0686
"504",2022-11-09,0.0592
"505",2022-11-10,0.0672
"506",2022-11-11,0.0643
"507",2022-11-14,0.0522
"508",2022-11-15,0.0497
"509",2022-11-16,0.0445
"510",2022-11-17,0.0444
"511",2022-11-18,0.0569
"512",2022-11-21,0.0639
"513",2022-11-22,0.0525
"514",2022-11-23,0.0437
"515",2022-11-25,0.0498
"516",2022-11-28,0.0446
"517",2022-11-29,0.037
"518",2022-11-30,0.0344
"519",2022-12-01,0.0327
"520",2022-12-02,0.0362
"521",2022-12-05,0.0363
"522",2022-12-06,0.0415
"523",2022-12-07,0.0469
"524",2022-12-08,0.0441
"525",2022-12-09,0.0424
"526",2022-12-12,0.0469
"527",2022-12-13,0.0495
"528",2022-12-14,0.0432
"529",2022-12-15,0.0383
"530",2022-12-16,0.0419
"531",2022-12-19,0.04
"532",2022-12-20,0.0465
"533",2022-12-21,0.0398
"534",2022-12-22,0.0318
"535",2022-12-23,0.0392
"536",2022-12-27,0.0427
"537",2022-12-28,0.0355
"538",2022-12-29,0.0336
"539",2022-12-30,0.0375
"540",2023-01-03,0.0329
"541",2023-01-04,0.0365
"542",2023-01-05,0.033
"543",2023-01-06,0.0296
"544",2023-01-09,0.0296
"545",2023-01-10,0.0317
"546",2023-01-11,0.0182
"547",2023-01-12,0.0175
"548",2023-01-13,0.0224
"549",2023-01-17,0.0213
"550",2023-01-18,0.0241
"551",2023-01-19,0.0291
"552",2023-01-20,0.0292
"553",2023-01-23,0.0233
"554",2023-01-24,0.0221
"555",2023-01-25,0.0246
"556",2023-01-26,0.0232
"557",2023-01-27,0.015
"558",2023-01-30,0.0168
"559",2023-01-31,0.0246
"560",2023-02-01,0.0386
"561",2023-02-02,0.0414
"562",2023-02-03,0.0387
"563",2023-02-06,0.0395
"564",2023-02-07,0.0267
"565",2023-02-08,0.0256
"566",2023-02-09,0.0248
"567",2023-02-10,0.0223
"568",2023-02-13,0.0239
"569",2023-02-14,0.0233
"570",2023-02-15,0.0307
"571",2023-02-16,0.0381
"572",2023-02-17,0.0401
"573",2023-02-21,0.0369
"574",2023-02-22,0.0426
"575",2023-02-23,0.0535
"576",2023-02-24,0.046
"577",2023-02-27,0.0455
"578",2023-02-28,0.0424999999999999
"579",2023-03-01,0.0326
"580",2023-03-02,0.0452
"581",2023-03-03,0.0511
"582",2023-03-06,0.052
"583",2023-03-07,0.0579
"584",2023-03-08,0.0513
"585",2023-03-09,0.0431
"586",2023-03-10,0.0582
"587",2023-03-13,0.0629
"588",2023-03-14,0.0633
"589",2023-03-15,0.0553
"590",2023-03-16,0.0573
"591",2023-03-17,0.0606
"592",2023-03-20,0.065
"593",2023-03-21,0.0628000000000001
"594",2023-03-22,0.0565
"595",2023-03-23,0.0594
"596",2023-03-24,0.0703
"597",2023-03-27,0.0631999999999999
"598",2023-03-28,0.056
"599",2023-03-29,0.0647
"600",2023-03-30,0.0756000000000001
"601",2023-03-31,0.0818
"602",2023-04-03,0.0878
"603",2023-04-04,0.0844
"604",2023-04-05,0.0769
"605",2023-04-06,0.0745
"606",2023-04-10,0.0613
"607",2023-04-11,0.0688
"608",2023-04-12,0.0728
"609",2023-04-13,0.0728
"610",2023-04-14,0.0834
"611",2023-04-17,0.0864
"612",2023-04-18,0.0780999999999999
"613",2023-04-19,0.0731
"614",2023-04-20,0.0652
"615",2023-04-21,0.0639999999999999
"616",2023-04-24,0.0710000000000001
"617",2023-04-25,0.0635
"618",2023-04-26,0.0605
"619",2023-04-27,0.0617
"620",2023-04-28,0.0686
"621",2023-05-01,0.0601
"622",2023-05-02,0.0608
"623",2023-05-03,0.0602
"624",2023-05-04,0.0432
"625",2023-05-05,0.043
"626",2023-05-08,0.0427
"627",2023-05-09,0.0281
"628",2023-05-10,0.0191
"629",2023-05-11,0.0223
"630",2023-05-12,0.0254
"631",2023-05-15,0.0258
"632",2023-05-16,0.022
"633",2023-05-17,0.0217
"634",2023-05-18,0.0229
"635",2023-05-19,0.0201
"636",2023-05-22,0.0183
"637",2023-05-23,0.0226
"638",2023-05-24,0.0247
"639",2023-05-25,0.0281
"640",2023-05-26,0.0215
"641",2023-05-30,0.0224
"642",2023-05-31,0.0214
"643",2023-06-01,0.0197
"644",2023-06-02,0.0231
"645",2023-06-05,0.028
"646",2023-06-06,0.03
"647",2023-06-07,0.0312
"648",2023-06-08,0.0327
"649",2023-06-09,0.0331
"650",2023-06-12,0.0297
"651",2023-06-13,0.0286
"652",2023-06-14,0.0258
"653",2023-06-15,0.0254
"654",2023-06-16,0.0286
"655",2023-06-20,0.0244
"656",2023-06-21,0.0234
"657",2023-06-22,0.0296
"658",2023-06-23,0.0293
"659",2023-06-26,0.0254
"660",2023-06-27,0.0209
"661",2023-06-28,0.0223
"662",2023-06-29,0.0195
