"","date","XOM"
"243",2023-04-04,0.2258
"244",2023-04-05,0.2247
"245",2023-04-06,0.2185
"246",2023-04-10,0.2191
"247",2023-04-11,0.2089
"248",2023-04-12,0.2007
"249",2023-04-13,0.197
"250",2023-04-14,0.1941
"251",2023-04-17,0.183
"252",2023-04-18,0.18
"253",2023-04-19,0.1768
"254",2023-04-20,0.1717
"255",2023-04-21,0.1718
"256",2023-04-24,0.1682
"257",2023-04-25,0.1655
"258",2023-04-26,0.1599
"259",2023-04-27,0.1539
"260",2023-04-28,0.1434
"261",2023-05-01,0.1424
"262",2023-05-02,0.1328
"263",2023-05-03,0.1303
"264",2023-05-04,0.1287
"265",2023-05-05,0.1208
"266",2023-05-08,0.1059
"267",2023-05-09,0.094
"268",2023-05-10,0.0815
"269",2023-05-11,0.0745
"270",2023-05-12,0.0628
"271",2023-05-15,0.0557
"272",2023-05-16,0.0553999999999999
"273",2023-05-17,0.0580000000000001
"274",2023-05-18,0.0634
"275",2023-05-19,0.0635
"276",2023-05-22,0.0667
"277",2023-05-23,0.0684
"278",2023-05-24,0.0619
"279",2023-05-25,0.0628000000000001
"280",2023-05-26,0.0597
"281",2023-05-30,0.0606
"282",2023-05-31,0.0805
"283",2023-06-01,0.0718
"284",2023-06-02,0.0631
"285",2023-06-05,0.063
"286",2023-06-06,0.0675
"287",2023-06-07,0.0622
"288",2023-06-08,0.0626
"289",2023-06-09,0.0691000000000001
"290",2023-06-12,0.0673
"291",2023-06-13,0.0714
"292",2023-06-14,0.0741
"293",2023-06-15,0.0741999999999999
"294",2023-06-16,0.075
"295",2023-06-20,0.0750000000000001
"296",2023-06-21,0.0730999999999999
"297",2023-06-22,0.0831000000000001
"298",2023-06-23,0.0789
"299",2023-06-26,0.0772
"300",2023-06-27,0.0736
"301",2023-06-28,0.0804
"302",2023-06-29,0.0814
