"","date","AVGO"
"937",2023-02-27,0.1389
"938",2023-02-28,0.1405
"939",2023-03-01,0.1467
"940",2023-03-02,0.1574
"941",2023-03-03,0.1733
"942",2023-03-06,0.1823
"943",2023-03-07,0.189
"944",2023-03-08,0.1848
"945",2023-03-09,0.205
"946",2023-03-10,0.1849
"947",2023-03-13,0.1684
"948",2023-03-14,0.1488
"949",2023-03-15,0.1566
"950",2023-03-16,0.1749
"951",2023-03-17,0.1734
"952",2023-03-20,0.1571
"953",2023-03-21,0.1762
"954",2023-03-22,0.1571
"955",2023-03-23,0.1352
"956",2023-03-24,0.1248
"957",2023-03-27,0.1047
"958",2023-03-28,0.0769
"959",2023-03-29,0.0511
"960",2023-03-30,0.0506
"961",2023-03-31,0.0508
"962",2023-04-03,0.0456
"963",2023-04-04,0.0441
"964",2023-04-05,0.0367000000000001
"965",2023-04-06,0.0325
"966",2023-04-10,0.0268
"967",2023-04-11,0.0287
"968",2023-04-12,0.0382999999999999
"969",2023-04-13,0.0462
"970",2023-04-14,0.049
"971",2023-04-17,0.0458999999999999
"972",2023-04-18,0.0488
"973",2023-04-19,0.047
"974",2023-04-20,0.0471
"975",2023-04-21,0.0432000000000001
"976",2023-04-24,0.0436
"977",2023-04-25,0.0582
"978",2023-04-26,0.061
"979",2023-04-27,0.0618
"980",2023-04-28,0.0658
"981",2023-05-01,0.0759
"982",2023-05-02,0.0717
"983",2023-05-03,0.0661
"984",2023-05-04,0.0559
"985",2023-05-05,0.0471
"986",2023-05-08,0.0376000000000001
"987",2023-05-09,0.0405
"988",2023-05-10,0.038
"989",2023-05-11,0.0426
"990",2023-05-12,0.0513
"991",2023-05-15,0.054
"992",2023-05-16,0.0473
"993",2023-05-17,0.0505
"994",2023-05-18,0.0484
"995",2023-05-19,0.0443
"996",2023-05-22,0.0408000000000001
"997",2023-05-23,0.0553
"998",2023-05-24,0.0589999999999999
"999",2023-05-25,0.0546
"1000",2023-05-26,0.0418
"1001",2023-05-30,0.0468
"1002",2023-05-31,0.0475
"1003",2023-06-01,0.0471
"1004",2023-06-02,0.051
"1005",2023-06-05,0.0579
"1006",2023-06-06,0.0634
"1007",2023-06-07,0.0715
"1008",2023-06-08,0.0726
"1009",2023-06-09,0.0777
"1010",2023-06-12,0.0841
"1011",2023-06-13,0.0954
"1012",2023-06-14,0.0992
"1013",2023-06-15,0.0899
"1014",2023-06-16,0.0963
"1015",2023-06-20,0.106
"1016",2023-06-21,0.1073
"1017",2023-06-22,0.0874
"1018",2023-06-23,0.0552
"1019",2023-06-26,0.0587
"1020",2023-06-27,0.0699
"1021",2023-06-28,0.0669
"1022",2023-06-29,0.0712
