"","date","MA"
"938",2023-02-28,0.3364
"939",2023-03-01,0.3623
"940",2023-03-02,0.3636
"941",2023-03-03,0.3513
"942",2023-03-06,0.3218
"943",2023-03-07,0.3209
"944",2023-03-08,0.2982
"945",2023-03-09,0.3044
"946",2023-03-10,0.3167
"947",2023-03-13,0.3238
"948",2023-03-14,0.3396
"949",2023-03-15,0.3529
"950",2023-03-16,0.3466
"951",2023-03-17,0.3555
"952",2023-03-20,0.3484
"953",2023-03-21,0.339
"954",2023-03-22,0.3282
"955",2023-03-23,0.3347
"956",2023-03-24,0.3325
"957",2023-03-27,0.3108
"958",2023-03-28,0.318
"959",2023-03-29,0.3306
"960",2023-03-30,0.3569
"961",2023-03-31,0.3455
"962",2023-04-03,0.315
"963",2023-04-04,0.3423
"964",2023-04-05,0.3423
"965",2023-04-06,0.3368
"966",2023-04-10,0.3324
"967",2023-04-11,0.358
"968",2023-04-12,0.3621
"969",2023-04-13,0.3497
"970",2023-04-14,0.3374
"971",2023-04-17,0.3446
"972",2023-04-18,0.3423
"973",2023-04-19,0.3273
"974",2023-04-20,0.3253
"975",2023-04-21,0.3479
"976",2023-04-24,0.3484
"977",2023-04-25,0.3138
"978",2023-04-26,0.3043
"979",2023-04-27,0.3041
"980",2023-04-28,0.2934
"981",2023-05-01,0.2878
"982",2023-05-02,0.2983
"983",2023-05-03,0.3026
"984",2023-05-04,0.3111
"985",2023-05-05,0.3183
"986",2023-05-08,0.3196
"987",2023-05-09,0.3149
"988",2023-05-10,0.319
"989",2023-05-11,0.3227
"990",2023-05-12,0.3211
"991",2023-05-15,0.3262
"992",2023-05-16,0.3124
"993",2023-05-17,0.3249
"994",2023-05-18,0.3255
"995",2023-05-19,0.3197
"996",2023-05-22,0.3298
"997",2023-05-23,0.3072
"998",2023-05-24,0.3126
"999",2023-05-25,0.3209
"1000",2023-05-26,0.3384
"1001",2023-05-30,0.3341
"1002",2023-05-31,0.3122
"1003",2023-06-01,0.3232
"1004",2023-06-02,0.3231
"1005",2023-06-05,0.3345
"1006",2023-06-06,0.3262
"1007",2023-06-07,0.3011
"1008",2023-06-08,0.327
"1009",2023-06-09,0.3221
"1010",2023-06-12,0.3193
"1011",2023-06-13,0.3341
"1012",2023-06-14,0.3148
"1013",2023-06-15,0.2931
"1014",2023-06-16,0.2887
"1015",2023-06-20,0.2997
"1016",2023-06-21,0.3135
"1017",2023-06-22,0.3053
"1018",2023-06-23,0.3055
"1019",2023-06-26,0.3231
"1020",2023-06-27,0.3282
"1021",2023-06-28,0.3039
"1022",2023-06-29,0.2876
