"","date","LREN3"
"98",2022-01-24,0.1576
"99",2022-01-25,0.1559
"100",2022-01-26,0.1653
"101",2022-01-27,0.1652
"102",2022-01-28,0.1644
"103",2022-01-31,0.1699
"104",2022-02-01,0.169
"105",2022-02-02,0.1631
"106",2022-02-03,0.1683
"107",2022-02-04,0.1595
"108",2022-02-07,0.1661
"109",2022-02-08,0.159
"110",2022-02-09,0.1647
"111",2022-02-10,0.1773
"112",2022-02-11,0.1817
"113",2022-02-14,0.1933
"114",2022-02-15,0.1968
"115",2022-02-16,0.1951
"116",2022-02-17,0.1921
"117",2022-02-18,0.1722
"118",2022-02-21,0.1839
"119",2022-02-22,0.1772
"120",2022-02-23,0.1893
"121",2022-02-24,0.1884
"122",2022-02-25,0.1936
"123",2022-03-02,0.1939
"124",2022-03-03,0.1987
"125",2022-03-04,0.1967
"126",2022-03-07,0.1982
"127",2022-03-08,0.1915
"128",2022-03-09,0.192
"129",2022-03-10,0.1811
"130",2022-03-11,0.1715
"131",2022-03-14,0.163
"132",2022-03-15,0.1557
"133",2022-03-16,0.1446
"134",2022-03-17,0.1441
"135",2022-03-18,0.1527
"136",2022-03-21,0.1508
"137",2022-03-22,0.1376
"138",2022-03-23,0.1405
"139",2022-03-24,0.1388
"140",2022-03-25,0.1401
"141",2022-03-28,0.137
"142",2022-03-29,0.1428
"143",2022-03-30,0.1465
"144",2022-03-31,0.1546
"145",2022-04-01,0.1575
"146",2022-04-04,0.1605
"147",2022-04-05,0.1514
"148",2022-04-06,0.1474
"149",2022-04-07,0.1318
"150",2022-04-08,0.1309
"151",2022-04-11,0.1169
"152",2022-04-12,0.1051
"153",2022-04-13,0.0943000000000001
"154",2022-04-14,0.0872
"155",2022-04-18,0.0793
"156",2022-04-19,0.0771000000000001
"157",2022-04-20,0.0654
"158",2022-04-22,0.0701
"159",2022-04-25,0.0613
"160",2022-04-26,0.0639
"161",2022-04-27,0.0611
"162",2022-04-28,0.0636
"163",2022-04-29,0.0663
"164",2022-05-02,0.0636
"165",2022-05-03,0.06
"166",2022-05-04,0.0642
"167",2022-05-05,0.0621
"168",2022-05-06,0.0682
"169",2022-05-09,0.0681
"170",2022-05-10,0.0699
"171",2022-05-11,0.0772
"172",2022-05-12,0.0775
"173",2022-05-13,0.0831
"174",2022-05-16,0.0905
"175",2022-05-17,0.0959
"176",2022-05-18,0.1037
"177",2022-05-19,0.0989
"178",2022-05-20,0.1171
"179",2022-05-23,0.1244
"180",2022-05-24,0.1457
"181",2022-05-25,0.1454
"182",2022-05-26,0.1534
"183",2022-05-27,0.1699
"184",2022-05-30,0.1871
"185",2022-05-31,0.1957
"186",2022-06-01,0.2067
"187",2022-06-02,0.2075
"188",2022-06-03,0.2184
"189",2022-06-06,0.2167
"190",2022-06-07,0.2288
"191",2022-06-08,0.236
"192",2022-06-09,0.2414
"193",2022-06-10,0.2404
"194",2022-06-13,0.2418
"195",2022-06-14,0.2566
"196",2022-06-15,0.2652
"197",2022-06-17,0.2623
"198",2022-06-20,0.2783
"199",2022-06-21,0.2855
"200",2022-06-22,0.2942
"201",2022-06-23,0.2938
"202",2022-06-24,0.2987
"203",2022-06-27,0.2983
"204",2022-06-28,0.3008
"205",2022-06-29,0.2999
"206",2022-06-30,0.3072
"207",2022-07-01,0.2995
"208",2022-07-04,0.3098
"209",2022-07-05,0.3079
"210",2022-07-06,0.3075
"211",2022-07-07,0.3104
"212",2022-07-08,0.3166
"213",2022-07-11,0.3233
"214",2022-07-12,0.318
"215",2022-07-13,0.3186
"216",2022-07-14,0.3262
"217",2022-07-15,0.315
"218",2022-07-18,0.313
"219",2022-07-19,0.3111
"220",2022-07-20,0.3166
"221",2022-07-21,0.3175
"222",2022-07-22,0.3362
"223",2022-07-25,0.3471
"224",2022-07-26,0.3455
"225",2022-07-27,0.3452
"226",2022-07-28,0.347
"227",2022-07-29,0.3357
"228",2022-08-01,0.3389
"229",2022-08-02,0.3253
"230",2022-08-03,0.3308
"231",2022-08-04,0.3293
"232",2022-08-05,0.3367
"233",2022-08-08,0.3444
"234",2022-08-09,0.3487
"235",2022-08-10,0.3485
"236",2022-08-11,0.3461
"237",2022-08-12,0.3351
"238",2022-08-15,0.3386
"239",2022-08-16,0.3378
"240",2022-08-17,0.3461
"241",2022-08-18,0.3436
"242",2022-08-19,0.3391
"243",2022-08-22,0.3372
"244",2022-08-23,0.3402
"245",2022-08-24,0.3362
"246",2022-08-25,0.3382
"247",2022-08-26,0.325
"248",2022-08-29,0.3361
"249",2022-08-30,0.3263
"250",2022-08-31,0.3291
"251",2022-09-01,0.3313
"252",2022-09-02,0.3281
"253",2022-09-05,0.3251
"254",2022-09-06,0.3265
"255",2022-09-08,0.3275
"256",2022-09-09,0.3338
"257",2022-09-12,0.3248
"258",2022-09-13,0.326
"259",2022-09-14,0.3181
"260",2022-09-15,0.317
"261",2022-09-16,0.3196
"262",2022-09-19,0.3238
"263",2022-09-20,0.3289
"264",2022-09-21,0.3319
"265",2022-09-22,0.3302
"266",2022-09-23,0.3257
"267",2022-09-26,0.3198
"268",2022-09-27,0.324
"269",2022-09-28,0.3171
"270",2022-09-29,0.3427
"271",2022-09-30,0.353
"272",2022-10-03,0.3493
"273",2022-10-04,0.3507
"274",2022-10-05,0.3524
"275",2022-10-06,0.3559
"276",2022-10-07,0.363
"277",2022-10-10,0.349
"278",2022-10-11,0.364
"279",2022-10-13,0.3787
"280",2022-10-14,0.3805
"281",2022-10-17,0.3729
"282",2022-10-18,0.3652
"283",2022-10-19,0.357
"284",2022-10-20,0.3472
"285",2022-10-21,0.3369
"286",2022-10-24,0.3322
"287",2022-10-25,0.3201
"288",2022-10-26,0.3206
"289",2022-10-27,0.3052
"290",2022-10-28,0.3003
"291",2022-10-31,0.2839
"292",2022-11-01,0.2796
"293",2022-11-03,0.2923
"294",2022-11-04,0.2776
"295",2022-11-07,0.2763
"296",2022-11-08,0.2699
"297",2022-11-09,0.2537
"298",2022-11-10,0.2484
"299",2022-11-11,0.2409
"300",2022-11-14,0.2466
"301",2022-11-16,0.2434
"302",2022-11-17,0.2346
"303",2022-11-18,0.2301
"304",2022-11-21,0.2212
"305",2022-11-22,0.2141
"306",2022-11-23,0.2116
"307",2022-11-24,0.2042
"308",2022-11-25,0.2016
"309",2022-11-28,0.1876
"310",2022-11-29,0.1883
"311",2022-11-30,0.1835
"312",2022-12-01,0.1784
"313",2022-12-02,0.1761
"314",2022-12-05,0.1807
"315",2022-12-06,0.1753
"316",2022-12-07,0.1767
"317",2022-12-08,0.1709
"318",2022-12-09,0.1726
"319",2022-12-12,0.1685
"320",2022-12-13,0.1721
"321",2022-12-14,0.1808
"322",2022-12-15,0.1809
"323",2022-12-16,0.1844
"324",2022-12-19,0.1863
"325",2022-12-20,0.1801
"326",2022-12-21,0.1757
"327",2022-12-22,0.177
"328",2022-12-23,0.1966
"329",2022-12-26,0.2031
"330",2022-12-27,0.2096
"331",2022-12-28,0.2169
"332",2022-12-29,0.2263
