"","date","OXY"
"934",2023-02-22,0.2474
"935",2023-02-23,0.2564
"936",2023-02-24,0.2399
"937",2023-02-27,0.2634
"938",2023-02-28,0.2555
"939",2023-03-01,0.262
"940",2023-03-02,0.2658
"941",2023-03-03,0.2766
"942",2023-03-06,0.2464
"943",2023-03-07,0.2295
"944",2023-03-08,0.2054
"945",2023-03-09,0.2037
"946",2023-03-10,0.2001
"947",2023-03-13,0.195
"948",2023-03-14,0.1834
"949",2023-03-15,0.1846
"950",2023-03-16,0.1758
"951",2023-03-17,0.1765
"952",2023-03-20,0.1898
"953",2023-03-21,0.1965
"954",2023-03-22,0.1845
"955",2023-03-23,0.1811
"956",2023-03-24,0.1492
"957",2023-03-27,0.134
"958",2023-03-28,0.1153
"959",2023-03-29,0.1185
"960",2023-03-30,0.1294
"961",2023-03-31,0.1598
"962",2023-04-03,0.1418
"963",2023-04-04,0.1486
"964",2023-04-05,0.1273
"965",2023-04-06,0.1315
"966",2023-04-10,0.1146
"967",2023-04-11,0.1159
"968",2023-04-12,0.1297
"969",2023-04-13,0.1255
"970",2023-04-14,0.1235
"971",2023-04-17,0.1398
"972",2023-04-18,0.1266
"973",2023-04-19,0.1373
"974",2023-04-20,0.1353
"975",2023-04-21,0.1382
"976",2023-04-24,0.1541
"977",2023-04-25,0.1644
"978",2023-04-26,0.1503
"979",2023-04-27,0.1655
"980",2023-04-28,0.1753
"981",2023-05-01,0.1894
"982",2023-05-02,0.1835
"983",2023-05-03,0.2033
"984",2023-05-04,0.2047
"985",2023-05-05,0.2304
"986",2023-05-08,0.2131
"987",2023-05-09,0.2272
"988",2023-05-10,0.2332
"989",2023-05-11,0.2489
"990",2023-05-12,0.2426
"991",2023-05-15,0.2647
"992",2023-05-16,0.2652
"993",2023-05-17,0.2677
"994",2023-05-18,0.2656
"995",2023-05-19,0.2617
"996",2023-05-22,0.2609
"997",2023-05-23,0.2847
"998",2023-05-24,0.2796
"999",2023-05-25,0.2752
"1000",2023-05-26,0.2863
"1001",2023-05-30,0.2968
"1002",2023-05-31,0.2793
"1003",2023-06-01,0.2787
"1004",2023-06-02,0.2613
"1005",2023-06-05,0.2669
"1006",2023-06-06,0.2776
"1007",2023-06-07,0.2917
"1008",2023-06-08,0.2894
"1009",2023-06-09,0.2967
"1010",2023-06-12,0.2844
"1011",2023-06-13,0.2751
"1012",2023-06-14,0.2661
"1013",2023-06-15,0.2735
"1014",2023-06-16,0.2514
"1015",2023-06-20,0.2487
"1016",2023-06-21,0.2669
"1017",2023-06-22,0.2741
"1018",2023-06-23,0.2858
"1019",2023-06-26,0.2577
"1020",2023-06-27,0.2422
"1021",2023-06-28,0.2485
"1022",2023-06-29,0.2447
