"","date","CDNS"
"639",2023-05-25,0.252
"640",2023-05-26,0.2596
"641",2023-05-30,0.2495
"642",2023-05-31,0.2511
"643",2023-06-01,0.2488
"644",2023-06-02,0.2489
"645",2023-06-05,0.252
"646",2023-06-06,0.2571
"647",2023-06-07,0.2547
"648",2023-06-08,0.2553
"649",2023-06-09,0.2582
"650",2023-06-12,0.2713
"651",2023-06-13,0.261
"652",2023-06-14,0.2627
"653",2023-06-15,0.2528
"654",2023-06-16,0.2495
"655",2023-06-20,0.2506
"656",2023-06-21,0.2496
"657",2023-06-22,0.2485
"658",2023-06-23,0.2455
"659",2023-06-26,0.2489
"660",2023-06-27,0.2586
"661",2023-06-28,0.2489
"662",2023-06-29,0.2459
