"","date","TOTS3"
"379",2021-09-28,0.2277
"380",2021-09-29,0.2196
"381",2021-09-30,0.2284
"382",2021-10-01,0.2371
"383",2021-10-04,0.2798
"384",2021-10-05,0.2711
"385",2021-10-06,0.2149
"386",2021-10-07,0.2119
"387",2021-10-08,0.2058
"388",2021-10-11,0.2331
"389",2021-10-13,0.2256
"390",2021-10-14,0.2179
"391",2021-10-15,0.1804
"392",2021-10-18,0.1221
"393",2021-10-19,0.1594
"394",2021-10-20,0.1732
"395",2021-10-21,0.2011
"396",2021-10-22,0.1625
"397",2021-10-25,0.1213
"398",2021-10-26,0.1027
"399",2021-10-27,0.1201
"400",2021-10-28,0.1295
"401",2021-10-29,0.1292
"402",2021-11-01,0.1067
"403",2021-11-03,0.1475
"404",2021-11-04,0.1769
"405",2021-11-05,0.1598
"406",2021-11-08,0.157
"407",2021-11-09,0.1652
"408",2021-11-10,0.1841
"409",2021-11-11,0.1727
"410",2021-11-12,0.2085
"411",2021-11-16,0.2074
"412",2021-11-17,0.1875
"413",2021-11-18,0.2116
"414",2021-11-19,0.2302
"415",2021-11-22,0.2133
"416",2021-11-23,0.1941
"417",2021-11-24,0.1975
"418",2021-11-25,0.1762
"419",2021-11-26,0.1965
"420",2021-11-29,0.1952
"421",2021-11-30,0.192
"422",2021-12-01,0.1978
"423",2021-12-02,0.2271
"424",2021-12-03,0.2141
"425",2021-12-06,0.2185
"426",2021-12-07,0.2014
"427",2021-12-08,0.1703
"428",2021-12-09,0.1582
"429",2021-12-10,0.1794
"430",2021-12-13,0.2094
"431",2021-12-14,0.2095
"432",2021-12-15,0.2077
"433",2021-12-16,0.1932
"434",2021-12-17,0.1981
"435",2021-12-20,0.1866
"436",2021-12-21,0.184
"437",2021-12-22,0.1636
"438",2021-12-23,0.1548
"439",2021-12-27,0.1717
"440",2021-12-28,0.1661
"441",2021-12-29,0.1659
"442",2021-12-30,0.1778
"443",2022-01-03,0.2567
"444",2022-01-04,0.2087
"445",2022-01-05,0.1807
"446",2022-01-06,0.1579
"447",2022-01-07,0.145
"448",2022-01-10,0.162
"449",2022-01-11,0.1586
"450",2022-01-12,0.1608
"451",2022-01-13,0.1689
"452",2022-01-14,0.1707
"453",2022-01-17,0.1923
"454",2022-01-18,0.1627
"455",2022-01-19,0.1494
"456",2022-01-20,0.1141
"457",2022-01-21,0.1227
"458",2022-01-24,0.1373
"459",2022-01-25,0.1449
"460",2022-01-26,0.1337
"461",2022-01-27,0.1471
"462",2022-01-28,0.1561
"463",2022-01-31,0.1686
"464",2022-02-01,0.1747
"465",2022-02-02,0.1975
"466",2022-02-03,0.1731
"467",2022-02-04,0.1643
"468",2022-02-07,0.1542
"469",2022-02-08,0.1639
"470",2022-02-09,0.1688
"471",2022-02-10,0.1644
"472",2022-02-11,0.156
"473",2022-02-14,0.1651
"474",2022-02-15,0.1763
"475",2022-02-16,0.1854
"476",2022-02-17,0.1589
"477",2022-02-18,0.1643
"478",2022-02-21,0.1751
"479",2022-02-22,0.1834
"480",2022-02-23,0.1635
"481",2022-02-24,0.175
"482",2022-02-25,0.1587
"483",2022-03-02,0.1589
"484",2022-03-03,0.1581
"485",2022-03-04,0.1633
"486",2022-03-07,0.1453
"487",2022-03-08,0.1405
"488",2022-03-09,0.1392
"489",2022-03-10,0.1467
"490",2022-03-11,0.1567
"491",2022-03-14,0.1714
"492",2022-03-15,0.1544
"493",2022-03-16,0.1376
"494",2022-03-17,0.1342
"495",2022-03-18,0.1374
"496",2022-03-21,0.1232
"497",2022-03-22,0.1234
"498",2022-03-23,0.1333
"499",2022-03-24,0.1441
"500",2022-03-25,0.1393
"501",2022-03-28,0.1609
"502",2022-03-29,0.1388
"503",2022-03-30,0.1305
"504",2022-03-31,0.114
"505",2022-04-01,0.1095
"506",2022-04-04,0.0972000000000001
"507",2022-04-05,0.0964
"508",2022-04-06,0.0872
"509",2022-04-07,0.0961
"510",2022-04-08,0.0824
"511",2022-04-11,0.0915
"512",2022-04-12,0.0821
"513",2022-04-13,0.1013
"514",2022-04-14,0.1002
"515",2022-04-18,0.0854
"516",2022-04-19,0.0518
"517",2022-04-20,0.0443
"518",2022-04-22,0.0488
"519",2022-04-25,0.0474
"520",2022-04-26,0.0506
"521",2022-04-27,0.0604
"522",2022-04-28,0.0619999999999999
"523",2022-04-29,0.0801
"524",2022-05-02,0.0594000000000001
"525",2022-05-03,0.0794
"526",2022-05-04,0.0649999999999999
"527",2022-05-05,0.0686
"528",2022-05-06,0.058
"529",2022-05-09,0.0712
"530",2022-05-10,0.0790999999999999
"531",2022-05-11,0.0779
"532",2022-05-12,0.0552
"533",2022-05-13,0.0654
"534",2022-05-16,0.0679999999999999
"535",2022-05-17,0.0718
"536",2022-05-18,0.0577
"537",2022-05-19,0.0773
"538",2022-05-20,0.0725
"539",2022-05-23,0.084
"540",2022-05-24,0.0771000000000001
"541",2022-05-25,0.0885
"542",2022-05-26,0.0822
"543",2022-05-27,0.0998000000000001
"544",2022-05-30,0.1112
"545",2022-05-31,0.0991
"546",2022-06-01,0.0825
"547",2022-06-02,0.094
"548",2022-06-03,0.0877000000000001
"549",2022-06-06,0.1073
"550",2022-06-07,0.0913999999999999
"551",2022-06-08,0.1012
"552",2022-06-09,0.0809000000000001
"553",2022-06-10,0.1037
"554",2022-06-13,0.1156
"555",2022-06-14,0.1235
"556",2022-06-15,0.0941000000000001
"557",2022-06-17,0.1017
"558",2022-06-20,0.1184
"559",2022-06-21,0.1364
"560",2022-06-22,0.1282
"561",2022-06-23,0.1371
"562",2022-06-24,0.1115
"563",2022-06-27,0.1122
"564",2022-06-28,0.102
"565",2022-06-29,0.121
"566",2022-06-30,0.1053
"567",2022-07-01,0.1051
"568",2022-07-04,0.1035
"569",2022-07-05,0.1279
"570",2022-07-06,0.1298
"571",2022-07-07,0.124
"572",2022-07-08,0.1134
"573",2022-07-11,0.1456
"574",2022-07-12,0.1483
"575",2022-07-13,0.1552
"576",2022-07-14,0.1356
"577",2022-07-15,0.1401
"578",2022-07-18,0.138
"579",2022-07-19,0.1483
"580",2022-07-20,0.1203
"581",2022-07-21,0.1169
"582",2022-07-22,0.1122
"583",2022-07-25,0.1263
"584",2022-07-26,0.1253
"585",2022-07-27,0.1333
"586",2022-07-28,0.0951
"587",2022-07-29,0.08
"588",2022-08-01,0.0752
"589",2022-08-02,0.0893
"590",2022-08-03,0.0875
"591",2022-08-04,0.0907
"592",2022-08-05,0.0604
"593",2022-08-08,0.0629
"594",2022-08-09,0.0528000000000001
"595",2022-08-10,0.0526
"596",2022-08-11,0.0307
"597",2022-08-12,0.0417
"598",2022-08-15,0.0536
"599",2022-08-16,0.0536
"600",2022-08-17,0.0619999999999999
"601",2022-08-18,0.0532
"602",2022-08-19,0.0576
"603",2022-08-22,0.0473
"604",2022-08-23,0.0477
"605",2022-08-24,0.045
"606",2022-08-25,0.0531
"607",2022-08-26,0.0515
"608",2022-08-29,0.0389999999999999
"609",2022-08-30,0.02
"610",2022-08-31,0.0203
"611",2022-09-01,0.0181
"612",2022-09-02,0.0280999999999999
"613",2022-09-05,0.0275
"614",2022-09-06,0.0286999999999999
"615",2022-09-08,0.0233
"616",2022-09-09,0.0144
"617",2022-09-12,0.0244000000000001
"618",2022-09-13,0.0702999999999999
"619",2022-09-14,0.0798000000000001
"620",2022-09-15,0.0625
"621",2022-09-16,0.095
"622",2022-09-19,0.0507000000000001
"623",2022-09-20,0.0483
"624",2022-09-21,0.0608000000000001
"625",2022-09-22,0.0738
"626",2022-09-23,0.0622
"627",2022-09-26,0.0475
"628",2022-09-27,0.0579
"629",2022-09-28,0.0836
"630",2022-09-29,0.0826
"631",2022-09-30,0.0760999999999999
"632",2022-10-03,0.0750999999999999
"633",2022-10-04,0.0925
"634",2022-10-05,0.0800000000000001
"635",2022-10-06,0.0710999999999999
"636",2022-10-07,0.0698
"637",2022-10-10,0.0642
"638",2022-10-11,0.0753999999999999
"639",2022-10-13,0.0792
"640",2022-10-14,0.0704
"641",2022-10-17,0.0905
"642",2022-10-18,0.1135
"643",2022-10-19,0.1141
"644",2022-10-20,0.1226
"645",2022-10-21,0.1231
"646",2022-10-24,0.0715
"647",2022-10-25,0.0373
"648",2022-10-26,0.0310999999999999
"649",2022-10-27,0.0329
"650",2022-10-28,0.046
"651",2022-10-31,0.029
"652",2022-11-01,0.021
"653",2022-11-03,0.019
"654",2022-11-04,0.0146999999999999
"655",2022-11-07,0.0296000000000001
"656",2022-11-08,0.0247000000000001
"657",2022-11-09,0.0155
"658",2022-11-10,0.015
"659",2022-11-11,0.0141
"660",2022-11-14,0.0214
"661",2022-11-16,0.0276
"662",2022-11-17,0.0272
"663",2022-11-18,0.0172
"664",2022-11-21,0.0219999999999999
"665",2022-11-22,0.0249
"666",2022-11-23,0.0248
"667",2022-11-24,0.0246000000000001
"668",2022-11-25,0.0426
"669",2022-11-28,0.077
"670",2022-11-29,0.0610999999999999
"671",2022-11-30,0.0623
"672",2022-12-01,0.0559999999999999
"673",2022-12-02,0.0594
"674",2022-12-05,0.0839
"675",2022-12-06,0.0783
"676",2022-12-07,0.0398999999999999
"677",2022-12-08,0.0203
"678",2022-12-09,0.0415
"679",2022-12-12,0.0356000000000001
"680",2022-12-13,0.0502
"681",2022-12-14,0.0634
"682",2022-12-15,0.0389
"683",2022-12-16,0.0371
"684",2022-12-19,0.0407
"685",2022-12-20,0.0514
"686",2022-12-21,0.0466
"687",2022-12-22,0.0173
"688",2022-12-23,0.0132
"689",2022-12-26,0.0331
"690",2022-12-27,0.0282
"691",2022-12-28,0.0209
"692",2022-12-29,0.012
