"","date","ALPA4"
"234",2022-08-09,0.2653
"235",2022-08-10,0.2549
"236",2022-08-11,0.2549
"237",2022-08-12,0.2422
"238",2022-08-15,0.255
"239",2022-08-16,0.2523
"240",2022-08-17,0.2605
"241",2022-08-18,0.2615
"242",2022-08-19,0.256
"243",2022-08-22,0.248
"244",2022-08-23,0.2621
"245",2022-08-24,0.2597
"246",2022-08-25,0.2742
"247",2022-08-26,0.2619
"248",2022-08-29,0.2802
"249",2022-08-30,0.2592
"250",2022-08-31,0.2609
"251",2022-09-01,0.2615
"252",2022-09-02,0.2696
"253",2022-09-05,0.2803
"254",2022-09-06,0.2909
"255",2022-09-08,0.2893
"256",2022-09-09,0.2937
"257",2022-09-12,0.2789
"258",2022-09-13,0.2912
"259",2022-09-14,0.2696
"260",2022-09-15,0.2888
"261",2022-09-16,0.2872
"262",2022-09-19,0.2921
"263",2022-09-20,0.2913
"264",2022-09-21,0.299
"265",2022-09-22,0.2933
"266",2022-09-23,0.2955
"267",2022-09-26,0.2718
"268",2022-09-27,0.2918
"269",2022-09-28,0.2819
"270",2022-09-29,0.2846
"271",2022-09-30,0.2778
"272",2022-10-03,0.2863
"273",2022-10-04,0.2956
"274",2022-10-05,0.3049
"275",2022-10-06,0.3167
"276",2022-10-07,0.3125
"277",2022-10-10,0.298
"278",2022-10-11,0.3098
"279",2022-10-13,0.2952
"280",2022-10-14,0.3132
"281",2022-10-17,0.3193
"282",2022-10-18,0.3276
"283",2022-10-19,0.3082
"284",2022-10-20,0.3157
"285",2022-10-21,0.3051
"286",2022-10-24,0.3093
"287",2022-10-25,0.2945
"288",2022-10-26,0.304
"289",2022-10-27,0.2927
"290",2022-10-28,0.3012
"291",2022-10-31,0.2837
"292",2022-11-01,0.2901
"293",2022-11-03,0.2867
"294",2022-11-04,0.2843
"295",2022-11-07,0.2752
"296",2022-11-08,0.285
"297",2022-11-09,0.28
"298",2022-11-10,0.2904
"299",2022-11-11,0.274
"300",2022-11-14,0.277
"301",2022-11-16,0.2766
"302",2022-11-17,0.2852
"303",2022-11-18,0.2766
"304",2022-11-21,0.282
"305",2022-11-22,0.2749
"306",2022-11-23,0.2765
"307",2022-11-24,0.2572
"308",2022-11-25,0.2595
"309",2022-11-28,0.2411
"310",2022-11-29,0.253
"311",2022-11-30,0.2537
"312",2022-12-01,0.2598
"313",2022-12-02,0.2494
"314",2022-12-05,0.2566
"315",2022-12-06,0.2386
"316",2022-12-07,0.2478
"317",2022-12-08,0.2492
"318",2022-12-09,0.2615
"319",2022-12-12,0.2425
"320",2022-12-13,0.2563
"321",2022-12-14,0.2444
"322",2022-12-15,0.2415
"323",2022-12-16,0.2484
"324",2022-12-19,0.2458
"325",2022-12-20,0.2294
"326",2022-12-21,0.2395
"327",2022-12-22,0.2353
"328",2022-12-23,0.2718
"329",2022-12-26,0.2648
"330",2022-12-27,0.281
"331",2022-12-28,0.274
"332",2022-12-29,0.2832
