"","date","FTNT"
"110",2021-04-20,0.2997
"111",2021-04-21,0.301
"112",2021-04-22,0.3158
"113",2021-04-23,0.3064
"114",2021-04-26,0.297
"115",2021-04-27,0.2872
"116",2021-04-28,0.2835
"117",2021-04-29,0.2883
"118",2021-04-30,0.2997
"119",2021-05-03,0.2967
"120",2021-05-04,0.3193
"121",2021-05-05,0.3069
"122",2021-05-06,0.31
"123",2021-05-07,0.3103
"124",2021-05-10,0.3068
"125",2021-05-11,0.3129
"126",2021-05-12,0.3144
"127",2021-05-13,0.3109
"128",2021-05-14,0.3041
"129",2021-05-17,0.3108
"130",2021-05-18,0.301
"131",2021-05-19,0.2985
"132",2021-05-20,0.2982
"133",2021-05-21,0.2884
"134",2021-05-24,0.2806
"135",2021-05-25,0.2778
"136",2021-05-26,0.2894
"137",2021-05-27,0.2958
"138",2021-05-28,0.2891
"139",2021-06-01,0.2865
"140",2021-06-02,0.2934
"141",2021-06-03,0.2869
"142",2021-06-04,0.2887
"143",2021-06-07,0.2872
"144",2021-06-08,0.2918
"145",2021-06-09,0.2902
"146",2021-06-10,0.2966
"147",2021-06-11,0.3119
"148",2021-06-14,0.3047
"149",2021-06-15,0.305
"150",2021-06-16,0.3052
"151",2021-06-17,0.2975
"152",2021-06-18,0.2984
"153",2021-06-21,0.2948
"154",2021-06-22,0.298
"155",2021-06-23,0.2888
"156",2021-06-24,0.2895
"157",2021-06-25,0.2847
"158",2021-06-28,0.2767
"159",2021-06-29,0.2802
"160",2021-06-30,0.2723
"161",2021-07-01,0.2813
"162",2021-07-02,0.2932
"163",2021-07-06,0.2893
"164",2021-07-07,0.2963
"165",2021-07-08,0.2987
"166",2021-07-09,0.2929
"167",2021-07-12,0.2922
"168",2021-07-13,0.2902
"169",2021-07-14,0.2848
"170",2021-07-15,0.2793
"171",2021-07-16,0.2826
"172",2021-07-19,0.2816
"173",2021-07-20,0.283
"174",2021-07-21,0.2772
"175",2021-07-22,0.2758
"176",2021-07-23,0.2762
"177",2021-07-26,0.2786
"178",2021-07-27,0.2774
"179",2021-07-28,0.2708
"180",2021-07-29,0.2737
"181",2021-07-30,0.2724
"182",2021-08-02,0.2727
"183",2021-08-03,0.271
"184",2021-08-04,0.2683
"185",2021-08-05,0.274
"186",2021-08-06,0.2746
"187",2021-08-09,0.2659
"188",2021-08-10,0.261
"189",2021-08-11,0.2572
"190",2021-08-12,0.2454
"191",2021-08-13,0.2367
"192",2021-08-16,0.2449
"193",2021-08-17,0.2344
"194",2021-08-18,0.2329
"195",2021-08-19,0.2386
"196",2021-08-20,0.2346
"197",2021-08-23,0.241
"198",2021-08-24,0.2314
"199",2021-08-25,0.222
"200",2021-08-26,0.2284
"201",2021-08-27,0.2378
"202",2021-08-30,0.245
"203",2021-08-31,0.2398
"204",2021-09-01,0.2318
"205",2021-09-02,0.2203
"206",2021-09-03,0.2176
"207",2021-09-07,0.2156
"208",2021-09-08,0.2079
"209",2021-09-09,0.2088
"210",2021-09-10,0.2066
"211",2021-09-13,0.205
"212",2021-09-14,0.2009
"213",2021-09-15,0.2011
"214",2021-09-16,0.1948
"215",2021-09-17,0.1907
"216",2021-09-20,0.1935
"217",2021-09-21,0.1951
"218",2021-09-22,0.1935
"219",2021-09-23,0.1993
"220",2021-09-24,0.1989
"221",2021-09-27,0.2013
"222",2021-09-28,0.2065
"223",2021-09-29,0.1941
"224",2021-09-30,0.1985
"225",2021-10-01,0.1932
"226",2021-10-04,0.1874
"227",2021-10-05,0.1887
"228",2021-10-06,0.1825
"229",2021-10-07,0.1705
"230",2021-10-08,0.1764
"231",2021-10-11,0.1823
"232",2021-10-12,0.1808
"233",2021-10-13,0.1766
"234",2021-10-14,0.1811
"235",2021-10-15,0.1802
"236",2021-10-18,0.1829
"237",2021-10-19,0.1935
"238",2021-10-20,0.1935
"239",2021-10-21,0.1925
"240",2021-10-22,0.1856
"241",2021-10-25,0.1871
"242",2021-10-26,0.1798
"243",2021-10-27,0.1729
"244",2021-10-28,0.1718
"245",2021-10-29,0.178
"246",2021-11-01,0.178
"247",2021-11-02,0.1716
"248",2021-11-03,0.1685
"249",2021-11-04,0.1727
"250",2021-11-05,0.1732
"251",2021-11-08,0.1697
"252",2021-11-09,0.1835
"253",2021-11-10,0.1797
"254",2021-11-11,0.1745
"255",2021-11-12,0.1786
"256",2021-11-15,0.1812
"257",2021-11-16,0.1868
"258",2021-11-17,0.1848
"259",2021-11-18,0.1681
"260",2021-11-19,0.1705
"261",2021-11-22,0.1806
"262",2021-11-23,0.1758
"263",2021-11-24,0.174
"264",2021-11-26,0.1699
"265",2021-11-29,0.1533
"266",2021-11-30,0.1578
"267",2021-12-01,0.1624
"268",2021-12-02,0.1543
"269",2021-12-03,0.164
"270",2021-12-06,0.1611
"271",2021-12-07,0.166
"272",2021-12-08,0.1844
"273",2021-12-09,0.1827
"274",2021-12-10,0.1866
"275",2021-12-13,0.1824
"276",2021-12-14,0.1791
"277",2021-12-15,0.174
"278",2021-12-16,0.1612
"279",2021-12-17,0.1612
"280",2021-12-20,0.1641
"281",2021-12-21,0.1667
"282",2021-12-22,0.1703
"283",2021-12-23,0.1702
"284",2021-12-27,0.1596
"285",2021-12-28,0.1653
"286",2021-12-29,0.167
"287",2021-12-30,0.1726
"288",2021-12-31,0.1754
"289",2022-01-03,0.1746
"290",2022-01-04,0.1821
"291",2022-01-05,0.1861
"292",2022-01-06,0.187
"293",2022-01-07,0.1923
"294",2022-01-10,0.1994
"295",2022-01-11,0.1891
"296",2022-01-12,0.1916
"297",2022-01-13,0.1993
"298",2022-01-14,0.192
"299",2022-01-18,0.1932
"300",2022-01-19,0.2014
"301",2022-01-20,0.2023
"302",2022-01-21,0.2073
"303",2022-01-24,0.2053
"304",2022-01-25,0.2038
"305",2022-01-26,0.215
"306",2022-01-27,0.2202
"307",2022-01-28,0.2253
"308",2022-01-31,0.2257
"309",2022-02-01,0.2263
"310",2022-02-02,0.2198
"311",2022-02-03,0.2201
"312",2022-02-04,0.2236
"313",2022-02-07,0.217
"314",2022-02-08,0.2142
"315",2022-02-09,0.2168
"316",2022-02-10,0.2165
"317",2022-02-11,0.2181
"318",2022-02-14,0.2239
"319",2022-02-15,0.2245
"320",2022-02-16,0.2332
"321",2022-02-17,0.2487
"322",2022-02-18,0.2526
"323",2022-02-22,0.2429
"324",2022-02-23,0.2337
"325",2022-02-24,0.2241
"326",2022-02-25,0.2226
"327",2022-02-28,0.2261
"328",2022-03-01,0.2208
"329",2022-03-02,0.2271
"330",2022-03-03,0.2265
"331",2022-03-04,0.2253
"332",2022-03-07,0.2409
"333",2022-03-08,0.248
"334",2022-03-09,0.2474
"335",2022-03-10,0.2448
"336",2022-03-11,0.2442
"337",2022-03-14,0.2465
"338",2022-03-15,0.2471
"339",2022-03-16,0.2531
"340",2022-03-17,0.2472
"341",2022-03-18,0.2526
"342",2022-03-21,0.2495
"343",2022-03-22,0.2425
"344",2022-03-23,0.2419
"345",2022-03-24,0.245
"346",2022-03-25,0.2498
"347",2022-03-28,0.2478
"348",2022-03-29,0.2438
"349",2022-03-30,0.2397
"350",2022-03-31,0.2378
"351",2022-04-01,0.2475
"352",2022-04-04,0.2511
"353",2022-04-05,0.2555
"354",2022-04-06,0.2542
"355",2022-04-07,0.2382
"356",2022-04-08,0.2395
"357",2022-04-11,0.245
"358",2022-04-12,0.2344
"359",2022-04-13,0.2279
"360",2022-04-14,0.2303
"361",2022-04-18,0.2209
"362",2022-04-19,0.2247
"363",2022-04-20,0.2252
"364",2022-04-21,0.2233
"365",2022-04-22,0.2335
"366",2022-04-25,0.2306
"367",2022-04-26,0.2321
"368",2022-04-27,0.2271
"369",2022-04-28,0.2219
"370",2022-04-29,0.2225
"371",2022-05-02,0.227
"372",2022-05-03,0.2235
"373",2022-05-04,0.2167
"374",2022-05-05,0.2075
"375",2022-05-06,0.1995
"376",2022-05-09,0.1922
"377",2022-05-10,0.1997
"378",2022-05-11,0.2029
"379",2022-05-12,0.1996
"380",2022-05-13,0.2005
"381",2022-05-16,0.2138
"382",2022-05-17,0.2242
"383",2022-05-18,0.2212
"384",2022-05-19,0.2145
"385",2022-05-20,0.2034
"386",2022-05-23,0.197
"387",2022-05-24,0.1989
"388",2022-05-25,0.1966
"389",2022-05-26,0.2001
"390",2022-05-27,0.203
"391",2022-05-31,0.2
"392",2022-06-01,0.2145
"393",2022-06-02,0.2264
"394",2022-06-03,0.214
"395",2022-06-06,0.2107
"396",2022-06-07,0.2069
"397",2022-06-08,0.2055
"398",2022-06-09,0.2074
"399",2022-06-10,0.2137
"400",2022-06-13,0.2067
"401",2022-06-14,0.2079
"402",2022-06-15,0.2106
"403",2022-06-16,0.2104
"404",2022-06-17,0.2113
"405",2022-06-21,0.2091
"406",2022-06-22,0.2196
"407",2022-06-23,0.2166
"408",2022-06-24,0.2062
"409",2022-06-27,0.2016
"410",2022-06-28,0.1997
"411",2022-06-29,0.2034
"412",2022-06-30,0.2056
"413",2022-07-01,0.2106
"414",2022-07-05,0.2018
"415",2022-07-06,0.199
"416",2022-07-07,0.2069
"417",2022-07-08,0.2141
"418",2022-07-11,0.2116
"419",2022-07-12,0.2017
"420",2022-07-13,0.1952
"421",2022-07-14,0.1883
"422",2022-07-15,0.1863
"423",2022-07-18,0.1897
"424",2022-07-19,0.1776
"425",2022-07-20,0.1813
"426",2022-07-21,0.1874
"427",2022-07-22,0.1791
"428",2022-07-25,0.1747
"429",2022-07-26,0.1789
"430",2022-07-27,0.1733
"431",2022-07-28,0.1707
"432",2022-07-29,0.1729
"433",2022-08-01,0.1673
"434",2022-08-02,0.1648
"435",2022-08-03,0.163
"436",2022-08-04,0.1614
"437",2022-08-05,0.1737
"438",2022-08-08,0.1722
"439",2022-08-09,0.1677
"440",2022-08-10,0.1699
"441",2022-08-11,0.1741
"442",2022-08-12,0.1769
"443",2022-08-15,0.1745
"444",2022-08-16,0.1705
"445",2022-08-17,0.1645
"446",2022-08-18,0.1581
"447",2022-08-19,0.1677
"448",2022-08-22,0.1721
"449",2022-08-23,0.1755
"450",2022-08-24,0.1767
"451",2022-08-25,0.1753
"452",2022-08-26,0.1791
"453",2022-08-29,0.1878
"454",2022-08-30,0.1888
"455",2022-08-31,0.1902
"456",2022-09-01,0.1976
"457",2022-09-02,0.1958
"458",2022-09-06,0.2035
"459",2022-09-07,0.2084
"460",2022-09-08,0.2047
"461",2022-09-09,0.2136
"462",2022-09-12,0.2244
"463",2022-09-13,0.214
"464",2022-09-14,0.2079
"465",2022-09-15,0.2217
"466",2022-09-16,0.2257
"467",2022-09-19,0.2357
"468",2022-09-20,0.2375
"469",2022-09-21,0.2473
"470",2022-09-22,0.2507
"471",2022-09-23,0.2503
"472",2022-09-26,0.2531
"473",2022-09-27,0.2542
"474",2022-09-28,0.2417
"475",2022-09-29,0.2342
"476",2022-09-30,0.2366
"477",2022-10-03,0.2462
"478",2022-10-04,0.2399
"479",2022-10-05,0.2329
"480",2022-10-06,0.2261
"481",2022-10-07,0.2285
"482",2022-10-10,0.2325
"483",2022-10-11,0.2332
"484",2022-10-12,0.2252
"485",2022-10-13,0.2192
"486",2022-10-14,0.2262
"487",2022-10-17,0.225
"488",2022-10-18,0.2192
"489",2022-10-19,0.2097
"490",2022-10-20,0.1998
"491",2022-10-21,0.1962
"492",2022-10-24,0.2026
"493",2022-10-25,0.2031
"494",2022-10-26,0.1922
"495",2022-10-27,0.1875
"496",2022-10-28,0.1848
"497",2022-10-31,0.1906
"498",2022-11-01,0.1922
"499",2022-11-02,0.1829
"500",2022-11-03,0.1858
"501",2022-11-04,0.1921
"502",2022-11-07,0.192
"503",2022-11-08,0.1976
"504",2022-11-09,0.1907
"505",2022-11-10,0.1812
"506",2022-11-11,0.177
"507",2022-11-14,0.1817
"508",2022-11-15,0.1804
"509",2022-11-16,0.1865
"510",2022-11-17,0.1938
"511",2022-11-18,0.1903
"512",2022-11-21,0.1879
"513",2022-11-22,0.1918
"514",2022-11-23,0.1912
"515",2022-11-25,0.1907
"516",2022-11-28,0.1951
"517",2022-11-29,0.1928
"518",2022-11-30,0.1875
"519",2022-12-01,0.1862
"520",2022-12-02,0.1884
"521",2022-12-05,0.1994
"522",2022-12-06,0.202
"523",2022-12-07,0.2002
"524",2022-12-08,0.199
"525",2022-12-09,0.2074
"526",2022-12-12,0.213
"527",2022-12-13,0.2132
"528",2022-12-14,0.2159
"529",2022-12-15,0.2064
"530",2022-12-16,0.2108
"531",2022-12-19,0.214
"532",2022-12-20,0.2143
"533",2022-12-21,0.2171
"534",2022-12-22,0.2123
"535",2022-12-23,0.218
"536",2022-12-27,0.2251
"537",2022-12-28,0.2321
"538",2022-12-29,0.2311
"539",2022-12-30,0.2228
"540",2023-01-03,0.2194
"541",2023-01-04,0.2199
"542",2023-01-05,0.2203
"543",2023-01-06,0.2133
"544",2023-01-09,0.19
"545",2023-01-10,0.1817
"546",2023-01-11,0.1702
"547",2023-01-12,0.152
"548",2023-01-13,0.1365
"549",2023-01-17,0.1367
"550",2023-01-18,0.1256
"551",2023-01-19,0.1137
"552",2023-01-20,0.1232
"553",2023-01-23,0.1263
"554",2023-01-24,0.1299
"555",2023-01-25,0.1424
"556",2023-01-26,0.1489
"557",2023-01-27,0.1576
"558",2023-01-30,0.1645
"559",2023-01-31,0.168
"560",2023-02-01,0.1608
"561",2023-02-02,0.1706
"562",2023-02-03,0.1781
"563",2023-02-06,0.1805
"564",2023-02-07,0.1814
"565",2023-02-08,0.183
"566",2023-02-09,0.1886
"567",2023-02-10,0.1884
"568",2023-02-13,0.1911
"569",2023-02-14,0.194
"570",2023-02-15,0.1975
"571",2023-02-16,0.1947
"572",2023-02-17,0.2043
"573",2023-02-21,0.2132
"574",2023-02-22,0.2051
"575",2023-02-23,0.2096
"576",2023-02-24,0.2157
"577",2023-02-27,0.2184
"578",2023-02-28,0.2175
"579",2023-03-01,0.2201
"580",2023-03-02,0.2253
"581",2023-03-03,0.2388
"582",2023-03-06,0.2496
"583",2023-03-07,0.2486
"584",2023-03-08,0.2506
"585",2023-03-09,0.2588
"586",2023-03-10,0.268
"587",2023-03-13,0.2645
"588",2023-03-14,0.2547
"589",2023-03-15,0.2405
"590",2023-03-16,0.2329
"591",2023-03-17,0.2381
"592",2023-03-20,0.2343
"593",2023-03-21,0.2307
"594",2023-03-22,0.2194
"595",2023-03-23,0.2175
"596",2023-03-24,0.2224
"597",2023-03-27,0.23
"598",2023-03-28,0.2373
"599",2023-03-29,0.2289
"600",2023-03-30,0.2296
"601",2023-03-31,0.2276
"602",2023-04-03,0.2292
"603",2023-04-04,0.228
"604",2023-04-05,0.2234
"605",2023-04-06,0.2346
"606",2023-04-10,0.2364
"607",2023-04-11,0.2294
"608",2023-04-12,0.2272
"609",2023-04-13,0.2232
"610",2023-04-14,0.2191
"611",2023-04-17,0.2204
"612",2023-04-18,0.228
"613",2023-04-19,0.2297
"614",2023-04-20,0.2298
"615",2023-04-21,0.2259
"616",2023-04-24,0.2199
"617",2023-04-25,0.2122
"618",2023-04-26,0.214
"619",2023-04-27,0.2123
"620",2023-04-28,0.2196
"621",2023-05-01,0.2318
"622",2023-05-02,0.2322
"623",2023-05-03,0.2255
"624",2023-05-04,0.2154
"625",2023-05-05,0.213
"626",2023-05-08,0.2223
"627",2023-05-09,0.2274
"628",2023-05-10,0.226
"629",2023-05-11,0.2234
"630",2023-05-12,0.224
"631",2023-05-15,0.2197
"632",2023-05-16,0.2277
"633",2023-05-17,0.2293
"634",2023-05-18,0.231
"635",2023-05-19,0.2348
"636",2023-05-22,0.2397
"637",2023-05-23,0.2417
"638",2023-05-24,0.2388
"639",2023-05-25,0.2334
"640",2023-05-26,0.2331
"641",2023-05-30,0.2377
"642",2023-05-31,0.2415
"643",2023-06-01,0.2373
"644",2023-06-02,0.2345
"645",2023-06-05,0.2441
"646",2023-06-06,0.2514
"647",2023-06-07,0.2556
"648",2023-06-08,0.2544
"649",2023-06-09,0.2508
"650",2023-06-12,0.2573
"651",2023-06-13,0.2606
"652",2023-06-14,0.2724
"653",2023-06-15,0.2788
"654",2023-06-16,0.282
"655",2023-06-20,0.2863
"656",2023-06-21,0.2918
"657",2023-06-22,0.2933
"658",2023-06-23,0.2915
"659",2023-06-26,0.2818
"660",2023-06-27,0.2893
"661",2023-06-28,0.2911
"662",2023-06-29,0.297
