"","date","AMD"
"260",2020-06-18,0.2922
"261",2020-06-19,0.2859
"262",2020-06-22,0.2853
"263",2020-06-23,0.2936
"264",2020-06-24,0.293
"265",2020-06-25,0.2871
"266",2020-06-26,0.2969
"267",2020-06-29,0.2929
"268",2020-06-30,0.269
"269",2020-07-01,0.2598
"270",2020-07-02,0.2288
"271",2020-07-06,0.2392
"272",2020-07-07,0.2574
"273",2020-07-08,0.2669
"274",2020-07-09,0.2784
"275",2020-07-10,0.2678
"276",2020-07-13,0.2846
"277",2020-07-14,0.2716
"278",2020-07-15,0.2611
"279",2020-07-16,0.2635
"280",2020-07-17,0.2624
"281",2020-07-20,0.2513
"282",2020-07-21,0.2579
"283",2020-07-22,0.2605
"284",2020-07-23,0.266
"285",2020-07-24,0.2688
"286",2020-07-27,0.274
"287",2020-07-28,0.2786
"288",2020-07-29,0.2757
"289",2020-07-30,0.2727
"290",2020-07-31,0.2819
"291",2020-08-03,0.2739
"292",2020-08-04,0.2697
"293",2020-08-05,0.2779
"294",2020-08-06,0.29
"295",2020-08-07,0.2697
"296",2020-08-10,0.2635
"297",2020-08-11,0.2765
"298",2020-08-12,0.2458
"299",2020-08-13,0.2416
"300",2020-08-14,0.2576
"301",2020-08-17,0.241
"302",2020-08-18,0.2493
"303",2020-08-19,0.2406
"304",2020-08-20,0.2233
"305",2020-08-21,0.2205
"306",2020-08-24,0.2191
"307",2020-08-25,0.252
"308",2020-08-26,0.252
"309",2020-08-27,0.2383
"310",2020-08-28,0.2357
"311",2020-08-31,0.215
"312",2020-09-01,0.2202
"313",2020-09-02,0.2269
"314",2020-09-03,0.2576
"315",2020-09-04,0.2609
"316",2020-09-08,0.259
"317",2020-09-09,0.265
"318",2020-09-10,0.2766
"319",2020-09-11,0.2867
"320",2020-09-14,0.2903
"321",2020-09-15,0.2887
"322",2020-09-16,0.2765
"323",2020-09-17,0.2606
"324",2020-09-18,0.2577
"325",2020-09-21,0.2526
"326",2020-09-22,0.2648
"327",2020-09-23,0.2684
"328",2020-09-24,0.2429
"329",2020-09-25,0.244
"330",2020-09-28,0.2464
"331",2020-09-29,0.2356
"332",2020-09-30,0.2517
"333",2020-10-01,0.2633
"334",2020-10-02,0.2549
"335",2020-10-05,0.2408
"336",2020-10-06,0.2609
"337",2020-10-07,0.2643
"338",2020-10-08,0.2529
"339",2020-10-09,0.2428
"340",2020-10-12,0.2214
"341",2020-10-13,0.203
"342",2020-10-14,0.2061
"343",2020-10-15,0.2097
"344",2020-10-16,0.2196
"345",2020-10-19,0.2093
"346",2020-10-20,0.2118
"347",2020-10-21,0.2009
"348",2020-10-22,0.1748
"349",2020-10-23,0.1703
"350",2020-10-26,0.1817
"351",2020-10-27,0.1672
"352",2020-10-28,0.1631
"353",2020-10-29,0.1628
"354",2020-10-30,0.1609
"355",2020-11-02,0.1421
"356",2020-11-03,0.1382
"357",2020-11-04,0.1415
"358",2020-11-05,0.1279
"359",2020-11-06,0.1237
"360",2020-11-09,0.129
"361",2020-11-10,0.0911000000000001
"362",2020-11-11,0.1101
"363",2020-11-12,0.1168
"364",2020-11-13,0.1203
"365",2020-11-16,0.1123
"366",2020-11-17,0.12
"367",2020-11-18,0.1348
"368",2020-11-19,0.1268
"369",2020-11-20,0.1445
"370",2020-11-23,0.1522
"371",2020-11-24,0.1421
"372",2020-11-25,0.1477
"373",2020-11-27,0.1472
"374",2020-11-30,0.1374
"375",2020-12-01,0.1294
"376",2020-12-02,0.1309
"377",2020-12-03,0.1475
"378",2020-12-04,0.1496
"379",2020-12-07,0.155
"380",2020-12-08,0.172
"381",2020-12-09,0.1758
"382",2020-12-10,0.1825
"383",2020-12-11,0.1666
"384",2020-12-14,0.18
"385",2020-12-15,0.1917
"386",2020-12-16,0.2038
"387",2020-12-17,0.2061
"388",2020-12-18,0.1982
"389",2020-12-21,0.1993
"390",2020-12-22,0.2138
"391",2020-12-23,0.2263
"392",2020-12-24,0.2473
"393",2020-12-28,0.2474
"394",2020-12-29,0.2353
"395",2020-12-30,0.2194
"396",2020-12-31,0.2179
"397",2021-01-04,0.2305
"398",2021-01-05,0.236
"399",2021-01-06,0.2431
"400",2021-01-07,0.2177
"401",2021-01-08,0.2059
"402",2021-01-11,0.2123
"403",2021-01-12,0.2109
"404",2021-01-13,0.2044
"405",2021-01-14,0.2109
"406",2021-01-15,0.2397
"407",2021-01-19,0.2344
"408",2021-01-20,0.2376
"409",2021-01-21,0.241
"410",2021-01-22,0.228
"411",2021-01-25,0.2237
"412",2021-01-26,0.2208
"413",2021-01-27,0.2107
"414",2021-01-28,0.2357
"415",2021-01-29,0.2267
"416",2021-02-01,0.2414
"417",2021-02-02,0.2555
"418",2021-02-03,0.2355
"419",2021-02-04,0.2212
"420",2021-02-05,0.2263
"421",2021-02-08,0.203
"422",2021-02-09,0.1931
"423",2021-02-10,0.1792
"424",2021-02-11,0.1636
"425",2021-02-12,0.1547
"426",2021-02-16,0.151
"427",2021-02-17,0.155
"428",2021-02-18,0.1397
"429",2021-02-19,0.1212
"430",2021-02-22,0.0913
"431",2021-02-23,0.0575
"432",2021-02-24,0.0553
"433",2021-02-25,0.0469000000000001
"434",2021-02-26,0.0406
"435",2021-03-01,0.0524
"436",2021-03-02,0.0527
"437",2021-03-03,0.0507
"438",2021-03-04,0.0554000000000001
"439",2021-03-05,0.0452
"440",2021-03-08,0.0417
"441",2021-03-09,0.0402000000000001
"442",2021-03-10,0.0501
"443",2021-03-11,0.0479000000000001
"444",2021-03-12,0.0507000000000001
"445",2021-03-15,0.0416
"446",2021-03-16,0.0331
"447",2021-03-17,0.0324
"448",2021-03-18,0.0297999999999999
"449",2021-03-19,0.0296
"450",2021-03-22,0.0401
"451",2021-03-23,0.0354
"452",2021-03-24,0.0322
"453",2021-03-25,0.0266999999999999
"454",2021-03-26,0.0251
"455",2021-03-29,0.0184
"456",2021-03-30,0.0356
"457",2021-03-31,0.0432
"458",2021-04-01,0.0387
"459",2021-04-05,0.0419
"460",2021-04-06,0.0316
"461",2021-04-07,0.0434
"462",2021-04-08,0.072
"463",2021-04-09,0.0724
"464",2021-04-12,0.0816
"465",2021-04-13,0.0695
"466",2021-04-14,0.0713
"467",2021-04-15,0.059
"468",2021-04-16,0.0737
"469",2021-04-19,0.0868
"470",2021-04-20,0.0875
"471",2021-04-21,0.0784
"472",2021-04-22,0.0798
"473",2021-04-23,0.0888
"474",2021-04-26,0.0735
"475",2021-04-27,0.0738
"476",2021-04-28,0.0968
"477",2021-04-29,0.0924
"478",2021-04-30,0.0773
"479",2021-05-03,0.0775
"480",2021-05-04,0.0853
"481",2021-05-05,0.0752
"482",2021-05-06,0.0663
"483",2021-05-07,0.0638
"484",2021-05-10,0.0663
"485",2021-05-11,0.0576
"486",2021-05-12,0.0659
"487",2021-05-13,0.0624
"488",2021-05-14,0.0572
"489",2021-05-17,0.0621
"490",2021-05-18,0.0695
"491",2021-05-19,0.0681
"492",2021-05-20,0.0795999999999999
"493",2021-05-21,0.0628
"494",2021-05-24,0.056
"495",2021-05-25,0.0630999999999999
"496",2021-05-26,0.0698
"497",2021-05-27,0.0774
"498",2021-05-28,0.0645
"499",2021-06-01,0.0575
"500",2021-06-02,0.0559000000000001
"501",2021-06-03,0.0508000000000001
"502",2021-06-04,0.0646
"503",2021-06-07,0.0659
"504",2021-06-08,0.0564000000000001
"505",2021-06-09,0.0537
"506",2021-06-10,0.0464999999999999
"507",2021-06-11,0.0526
"508",2021-06-14,0.0553000000000001
"509",2021-06-15,0.0655
"510",2021-06-16,0.0709
"511",2021-06-17,0.0469
"512",2021-06-18,0.0435000000000001
"513",2021-06-21,0.0416
"514",2021-06-22,0.0418
"515",2021-06-23,0.0297000000000001
"516",2021-06-24,0.0508
"517",2021-06-25,0.054
"518",2021-06-28,0.041
"519",2021-06-29,0.0379
"520",2021-06-30,0.0316
"521",2021-07-01,0.0512
"522",2021-07-02,0.0706
"523",2021-07-06,0.0700999999999999
"524",2021-07-07,0.0708
"525",2021-07-08,0.0598
"526",2021-07-09,0.0779000000000001
"527",2021-07-12,0.0788
"528",2021-07-13,0.0694
"529",2021-07-14,0.0378999999999999
"530",2021-07-15,0.0296000000000001
"531",2021-07-16,0.0229999999999999
"532",2021-07-19,0.0378000000000001
"533",2021-07-20,0.0483
"534",2021-07-21,0.0615
"535",2021-07-22,0.0659000000000001
"536",2021-07-23,0.0599
"537",2021-07-26,0.0687
"538",2021-07-27,0.0929
"539",2021-07-28,0.1012
"540",2021-07-29,0.1055
"541",2021-07-30,0.1026
"542",2021-08-02,0.0846
"543",2021-08-03,0.0879
"544",2021-08-04,0.1002
"545",2021-08-05,0.1252
"546",2021-08-06,0.1236
"547",2021-08-09,0.1264
"548",2021-08-10,0.1033
"549",2021-08-11,0.1064
"550",2021-08-12,0.0992999999999999
"551",2021-08-13,0.0718
"552",2021-08-16,0.0787
"553",2021-08-17,0.0601999999999999
"554",2021-08-18,0.0584
"555",2021-08-19,0.0735
"556",2021-08-20,0.0915
"557",2021-08-23,0.1212
"558",2021-08-24,0.1265
"559",2021-08-25,0.1185
"560",2021-08-26,0.1268
"561",2021-08-27,0.1298
"562",2021-08-30,0.1279
"563",2021-08-31,0.1128
"564",2021-09-01,0.1019
"565",2021-09-02,0.1061
"566",2021-09-03,0.1094
"567",2021-09-07,0.1195
"568",2021-09-08,0.1009
"569",2021-09-09,0.0875
"570",2021-09-10,0.0758
"571",2021-09-13,0.0690000000000001
"572",2021-09-14,0.0527
"573",2021-09-15,0.0508
"574",2021-09-16,0.0539000000000001
"575",2021-09-17,0.0578
"576",2021-09-20,0.0482
"577",2021-09-21,0.0543
"578",2021-09-22,0.0541
"579",2021-09-23,0.0613
"580",2021-09-24,0.0661
"581",2021-09-27,0.0645
"582",2021-09-28,0.0621999999999999
"583",2021-09-29,0.0506
"584",2021-09-30,0.0625
"585",2021-10-01,0.0502
"586",2021-10-04,0.0488000000000001
"587",2021-10-05,0.0461
"588",2021-10-06,0.0466000000000001
"589",2021-10-07,0.0470999999999999
"590",2021-10-08,0.0678
"591",2021-10-11,0.0606
"592",2021-10-12,0.0445
"593",2021-10-13,0.0518999999999999
"594",2021-10-14,0.0557000000000001
"595",2021-10-15,0.0542
"596",2021-10-18,0.0596
"597",2021-10-19,0.0677000000000001
"598",2021-10-20,0.0705
"599",2021-10-21,0.0609999999999999
"600",2021-10-22,0.0645
"601",2021-10-25,0.0657
"602",2021-10-26,0.0536
"603",2021-10-27,0.0508
"604",2021-10-28,0.0509999999999999
"605",2021-10-29,0.0601999999999999
"606",2021-11-01,0.0598
"607",2021-11-02,0.0724
"608",2021-11-03,0.0861999999999999
"609",2021-11-04,0.0711000000000001
"610",2021-11-05,0.0683
"611",2021-11-08,0.0689
"612",2021-11-09,0.0685
"613",2021-11-10,0.0571
"614",2021-11-11,0.0578
"615",2021-11-12,0.0545
"616",2021-11-15,0.0583
"617",2021-11-16,0.0572
"618",2021-11-17,0.0450999999999999
"619",2021-11-18,0.0373
"620",2021-11-19,0.0502999999999999
"621",2021-11-22,0.0629000000000001
"622",2021-11-23,0.0602
"623",2021-11-24,0.0566
"624",2021-11-26,0.044
"625",2021-11-29,0.0439000000000001
"626",2021-11-30,0.0457
"627",2021-12-01,0.0433
"628",2021-12-02,0.0407000000000001
"629",2021-12-03,0.0377000000000001
"630",2021-12-06,0.0458
"631",2021-12-07,0.0436000000000001
"632",2021-12-08,0.0545
"633",2021-12-09,0.0479000000000001
"634",2021-12-10,0.055
"635",2021-12-13,0.0572
"636",2021-12-14,0.0695
"637",2021-12-15,0.0994
"638",2021-12-16,0.1276
"639",2021-12-17,0.1471
"640",2021-12-20,0.177
"641",2021-12-21,0.2117
"642",2021-12-22,0.2234
"643",2021-12-23,0.2331
"644",2021-12-27,0.2193
"645",2021-12-28,0.2144
"646",2021-12-29,0.1983
"647",2021-12-30,0.1746
"648",2021-12-31,0.174
"649",2022-01-03,0.1752
"650",2022-01-04,0.1639
"651",2022-01-05,0.1456
"652",2022-01-06,0.1542
"653",2022-01-07,0.1619
"654",2022-01-10,0.1711
"655",2022-01-11,0.1646
"656",2022-01-12,0.165
"657",2022-01-13,0.1473
"658",2022-01-14,0.1354
"659",2022-01-18,0.1296
"660",2022-01-19,0.1361
"661",2022-01-20,0.1325
"662",2022-01-21,0.124
"663",2022-01-24,0.1278
"664",2022-01-25,0.1292
"665",2022-01-26,0.144
"666",2022-01-27,0.132
"667",2022-01-28,0.1268
"668",2022-01-31,0.143
"669",2022-02-01,0.1328
"670",2022-02-02,0.1375
"671",2022-02-03,0.1373
"672",2022-02-04,0.1236
"673",2022-02-07,0.1121
"674",2022-02-08,0.1053
"675",2022-02-09,0.1076
"676",2022-02-10,0.1026
"677",2022-02-11,0.1273
"678",2022-02-14,0.1383
"679",2022-02-15,0.1253
"680",2022-02-16,0.1535
"681",2022-02-17,0.1537
"682",2022-02-18,0.1591
"683",2022-02-22,0.1446
"684",2022-02-23,0.125
"685",2022-02-24,0.1305
"686",2022-02-25,0.1441
"687",2022-02-28,0.1492
"688",2022-03-01,0.1604
"689",2022-03-02,0.1697
"690",2022-03-03,0.1706
"691",2022-03-04,0.1644
"692",2022-03-07,0.1919
"693",2022-03-08,0.2008
"694",2022-03-09,0.2082
"695",2022-03-10,0.1969
"696",2022-03-11,0.2045
"697",2022-03-14,0.2012
"698",2022-03-15,0.1944
"699",2022-03-16,0.2074
"700",2022-03-17,0.2133
"701",2022-03-18,0.2192
"702",2022-03-21,0.217
"703",2022-03-22,0.1993
"704",2022-03-23,0.201
"705",2022-03-24,0.1911
"706",2022-03-25,0.1894
"707",2022-03-28,0.2133
"708",2022-03-29,0.211
"709",2022-03-30,0.2139
"710",2022-03-31,0.2434
"711",2022-04-01,0.2493
"712",2022-04-04,0.2463
"713",2022-04-05,0.2423
"714",2022-04-06,0.2313
"715",2022-04-07,0.206
"716",2022-04-08,0.2107
"717",2022-04-11,0.2142
"718",2022-04-12,0.2232
"719",2022-04-13,0.2232
"720",2022-04-14,0.2325
"721",2022-04-18,0.2203
"722",2022-04-19,0.2168
"723",2022-04-20,0.202
"724",2022-04-21,0.204
"725",2022-04-22,0.2238
"726",2022-04-25,0.2246
"727",2022-04-26,0.2139
"728",2022-04-27,0.2163
"729",2022-04-28,0.2133
"730",2022-04-29,0.2009
"731",2022-05-02,0.1831
"732",2022-05-03,0.1571
"733",2022-05-04,0.1656
"734",2022-05-05,0.1524
"735",2022-05-06,0.1368
"736",2022-05-09,0.1419
"737",2022-05-10,0.1664
"738",2022-05-11,0.1872
"739",2022-05-12,0.1654
"740",2022-05-13,0.2019
"741",2022-05-16,0.1817
"742",2022-05-17,0.1942
"743",2022-05-18,0.1936
"744",2022-05-19,0.2036
"745",2022-05-20,0.1875
"746",2022-05-23,0.1823
"747",2022-05-24,0.194
"748",2022-05-25,0.2022
"749",2022-05-26,0.2063
"750",2022-05-27,0.2252
"751",2022-05-31,0.2264
"752",2022-06-01,0.2306
"753",2022-06-02,0.2228
"754",2022-06-03,0.1998
"755",2022-06-06,0.2176
"756",2022-06-07,0.2029
"757",2022-06-08,0.2027
"758",2022-06-09,0.2128
"759",2022-06-10,0.2076
"760",2022-06-13,0.2262
"761",2022-06-14,0.2294
"762",2022-06-15,0.2342
"763",2022-06-16,0.2064
"764",2022-06-17,0.2166
"765",2022-06-21,0.2213
"766",2022-06-22,0.2445
"767",2022-06-23,0.2403
"768",2022-06-24,0.2267
"769",2022-06-27,0.2188
"770",2022-06-28,0.2342
"771",2022-06-29,0.2188
"772",2022-06-30,0.2168
"773",2022-07-01,0.2268
"774",2022-07-05,0.2028
"775",2022-07-06,0.1979
"776",2022-07-07,0.2251
"777",2022-07-08,0.2557
"778",2022-07-11,0.2526
"779",2022-07-12,0.2473
"780",2022-07-13,0.2518
"781",2022-07-14,0.2489
"782",2022-07-15,0.2493
"783",2022-07-18,0.2362
"784",2022-07-19,0.2263
"785",2022-07-20,0.2172
"786",2022-07-21,0.1999
"787",2022-07-22,0.1785
"788",2022-07-25,0.1819
"789",2022-07-26,0.1549
"790",2022-07-27,0.1894
"791",2022-07-28,0.1955
"792",2022-07-29,0.2001
"793",2022-08-01,0.1833
"794",2022-08-02,0.1742
"795",2022-08-03,0.1595
"796",2022-08-04,0.1491
"797",2022-08-05,0.177
"798",2022-08-08,0.1938
"799",2022-08-09,0.2024
"800",2022-08-10,0.2186
"801",2022-08-11,0.225
"802",2022-08-12,0.2187
"803",2022-08-15,0.2251
"804",2022-08-16,0.2015
"805",2022-08-17,0.1981
"806",2022-08-18,0.2182
"807",2022-08-19,0.2284
"808",2022-08-22,0.2443
"809",2022-08-23,0.2532
"810",2022-08-24,0.2627
"811",2022-08-25,0.2485
"812",2022-08-26,0.2667
"813",2022-08-29,0.2561
"814",2022-08-30,0.2591
"815",2022-08-31,0.2707
"816",2022-09-01,0.2888
"817",2022-09-02,0.3115
"818",2022-09-06,0.3164
"819",2022-09-07,0.3053
"820",2022-09-08,0.3168
"821",2022-09-09,0.3374
"822",2022-09-12,0.3366
"823",2022-09-13,0.3181
"824",2022-09-14,0.327
"825",2022-09-15,0.3243
"826",2022-09-16,0.3199
"827",2022-09-19,0.312
"828",2022-09-20,0.31
"829",2022-09-21,0.3061
"830",2022-09-22,0.3247
"831",2022-09-23,0.3149
"832",2022-09-26,0.3289
"833",2022-09-27,0.3168
"834",2022-09-28,0.2918
"835",2022-09-29,0.2685
"836",2022-09-30,0.265
"837",2022-10-03,0.2408
"838",2022-10-04,0.2091
"839",2022-10-05,0.1892
"840",2022-10-06,0.1953
"841",2022-10-07,0.183
"842",2022-10-10,0.1969
"843",2022-10-11,0.2195
"844",2022-10-12,0.2105
"845",2022-10-13,0.2621
"846",2022-10-14,0.2663
"847",2022-10-17,0.264
"848",2022-10-18,0.257
"849",2022-10-19,0.2386
"850",2022-10-20,0.279
"851",2022-10-21,0.2637
"852",2022-10-24,0.2492
"853",2022-10-25,0.2298
"854",2022-10-26,0.2202
"855",2022-10-27,0.2138
"856",2022-10-28,0.2117
"857",2022-10-31,0.2256
"858",2022-11-01,0.2079
"859",2022-11-02,0.1722
"860",2022-11-03,0.2102
"861",2022-11-04,0.211
"862",2022-11-07,0.2099
"863",2022-11-08,0.2073
"864",2022-11-09,0.2113
"865",2022-11-10,0.2165
"866",2022-11-11,0.2177
"867",2022-11-14,0.2093
"868",2022-11-15,0.2103
"869",2022-11-16,0.2042
"870",2022-11-17,0.2134
"871",2022-11-18,0.2137
"872",2022-11-21,0.2491
"873",2022-11-22,0.2281
"874",2022-11-23,0.198
"875",2022-11-25,0.2043
"876",2022-11-28,0.2175
"877",2022-11-29,0.22
"878",2022-11-30,0.2177
"879",2022-12-01,0.2076
"880",2022-12-02,0.2231
"881",2022-12-05,0.2379
"882",2022-12-06,0.2335
"883",2022-12-07,0.2177
"884",2022-12-08,0.2102
"885",2022-12-09,0.197
"886",2022-12-12,0.201
"887",2022-12-13,0.2094
"888",2022-12-14,0.1985
"889",2022-12-15,0.1917
"890",2022-12-16,0.2083
"891",2022-12-19,0.1943
"892",2022-12-20,0.1919
"893",2022-12-21,0.1803
"894",2022-12-22,0.1781
"895",2022-12-23,0.1643
"896",2022-12-27,0.1832
"897",2022-12-28,0.1834
"898",2022-12-29,0.1645
"899",2022-12-30,0.1473
"900",2023-01-03,0.1632
"901",2023-01-04,0.1641
"902",2023-01-05,0.1759
"903",2023-01-06,0.1728
"904",2023-01-09,0.186
"905",2023-01-10,0.2058
"906",2023-01-11,0.2134
"907",2023-01-12,0.2233
"908",2023-01-13,0.223
"909",2023-01-17,0.2199
"910",2023-01-18,0.2245
"911",2023-01-19,0.2287
"912",2023-01-20,0.2215
"913",2023-01-23,0.2128
"914",2023-01-24,0.2014
"915",2023-01-25,0.2183
"916",2023-01-26,0.2483
"917",2023-01-27,0.241
"918",2023-01-30,0.242
"919",2023-01-31,0.244
"920",2023-02-01,0.353
"921",2023-02-02,0.3224
"922",2023-02-03,0.289
"923",2023-02-06,0.2491
