date,NEM,ABEV3,FTNT,ENGI11,IDXX,LREN3,OXY,INTU,LLY,PANW,TOTS3,FCX,FANG,META,ALPA4,MPWR,ETN,AMD,CDNS
2020-06-24,0.2487,0.4163,0.2999,0.1098,0.2659,0.0985,0.2019,0.2257,0.3636,0.2488,0.1581,0.3059,0.1387,0.0546,0.1333,0.2682,0.5264,0.293,0.0883
2020-06-25,0.2444,0.3782,0.2627,0.1157,0.2274,0.0818,0.1948,0.185,0.3682,0.2506,0.1588,0.2716,0.1363,0.0602999999999999,0.1134,0.2517,0.4983,0.2871,0.0675
2020-06-26,0.2403,0.394,0.2799,0.0988,0.2145,0.0681,0.2038,0.2156,0.3827,0.2439,0.1444,0.2858,0.1391,0.0508999999999999,0.1043,0.2825,0.5023,0.2969,0.0690000000000001
2020-06-29,0.272,0.386,0.2856,0.0997,0.184,0.0807,0.1949,0.1824,0.3793,0.2297,0.1654,0.2783,0.1628,0.0700999999999999,0.0828,0.2583,0.4648,0.2929,0.0667
2020-06-30,0.2738,0.3959,0.2734,0.0802,0.171,0.0866,0.1565,0.1629,0.3575,0.1968,0.1394,0.2704,0.1988,0.0790000000000001,0.0848,0.2449,0.4778,0.269,0.0642999999999999
2020-07-01,0.2706,0.4048,0.2961,0.0951,0.1482,0.0876,0.2161,0.1442,0.3333,0.1899,0.1509,0.2567,0.1728,0.0700000000000001,0.0814,0.2556,0.4408,0.2598,0.0407
2020-07-02,0.2445,0.4271,0.2768,0.1034,0.1654,0.0925,0.2315,0.1508,0.3171,0.2258,0.159,0.2678,0.1653,0.1111,0.0941,0.2556,0.4159,0.2288,0.0439999999999999
2020-07-06,0.2253,0.4102,0.2918,0.1056,0.193,0.0727,0.2653,0.158,0.3095,0.2497,0.1785,0.2558,0.1623,0.1049,0.1137,0.2644,0.4107,0.2392,0.0409999999999999
2020-07-07,0.2362,0.3933,0.3494,0.0988,0.2001,0.0694,0.2451,0.1795,0.3288,0.2806,0.17,0.2847,0.1562,0.0870000000000001,0.122,0.2881,0.431,0.2574,0.0597
2020-07-08,0.2538,0.4129,0.3419,0.083,0.1713,0.0696000000000001,0.2543,0.1742,0.3434,0.2661,0.1666,0.2917,0.1324,0.073,0.1432,0.2719,0.4077,0.2669,0.0445
2020-07-09,0.2363,0.4198,0.3558,0.0870000000000001,0.204,0.0737,0.2696,0.2153,0.3504,0.29,0.1518,0.3125,0.1376,0.0556,0.1421,0.3082,0.4299,0.2784,0.0820000000000001
2020-07-10,0.2199,0.4318,0.3489,0.0776,0.2125,0.0586,0.2688,0.2234,0.3542,0.2934,0.1363,0.3311,0.1302,0.0634,0.1643,0.3065,0.4455,0.2678,0.085
2020-07-13,0.1908,0.4139,0.3396,0.0804999999999999,0.2623,0.0544,0.2823,0.2544,0.3763,0.3449,0.1342,0.3476,0.1268,0.0581,0.1681,0.3269,0.5012,0.2846,0.1193
2020-07-14,0.1964,0.4229,0.3326,0.0592,0.2736,0.0791,0.3149,0.2251,0.4104,0.3487,0.1097,0.3232,0.1209,0.0579,0.1803,0.3228,0.493,0.2716,0.0779
2020-07-15,0.1734,0.4415,0.2917,0.0659000000000001,0.2574,0.0706,0.2843,0.209,0.3914,0.3132,0.1091,0.296,0.1034,0.0706,0.1956,0.2952,0.4894,0.2611,0.0570000000000001
2020-07-16,0.1629,0.4278,0.3049,0.0669,0.23,0.06,0.3656,0.1769,0.3777,0.3002,0.1034,0.2953,0.1295,0.0658000000000001,0.1874,0.3261,0.4565,0.2635,0.0485000000000001
2020-07-17,0.162,0.4387,0.331,0.0556,0.218,0.0574,0.359,0.1719,0.3587,0.2913,0.118,0.3055,0.1394,0.0605,0.202,0.3052,0.4711,0.2624,0.0536
2020-07-20,0.1641,0.4192,0.3376,0.0502,0.2058,0.0633,0.3624,0.1947,0.3363,0.2927,0.1134,0.3242,0.1375,0.0555,0.1931,0.326,0.5142,0.2513,0.0404
2020-07-21,0.1629,0.4053,0.3444,0.0509000000000001,0.2267,0.0559,0.3378,0.2124,0.3554,0.2944,0.0977,0.3227,0.1266,0.0589000000000001,0.1887,0.3104,0.5535,0.2579,0.0508
2020-07-22,0.1698,0.4422,0.3415,0.0707,0.192,0.0627,0.3361,0.1847,0.3685,0.2882,0.0923,0.3134,0.1235,0.0632999999999999,0.2039,0.3021,0.5141,0.2605,0.0462
2020-07-23,0.1591,0.4302,0.3115,0.0762,0.1825,0.0579,0.2683,0.1926,0.3679,0.2905,0.0983,0.3194,0.1124,0.0597,0.1873,0.3056,0.4879,0.266,0.1042
2020-07-24,0.1512,0.4204,0.3053,0.0722,0.1843,0.0657,0.3232,0.2013,0.3302,0.3066,0.0871,0.3321,0.1462,0.0466,0.1981,0.3086,0.5135,0.2688,0.1006
2020-07-27,0.1307,0.4023,0.3102,0.0662999999999999,0.2126,0.0641,0.3246,0.2402,0.3305,0.2914,0.0888,0.3369,0.1488,0.0471,0.205,0.2888,0.5179,0.274,0.1501
2020-07-28,0.1461,0.4056,0.3276,0.0897,0.2115,0.0774,0.3244,0.22,0.3433,0.2869,0.0703,0.3158,0.1416,0.0508000000000001,0.2312,0.2869,0.4939,0.2786,0.1612
2020-07-29,0.1355,0.369,0.3255,0.0733,0.2076,0.0687,0.2625,0.1896,0.3452,0.3217,0.0747,0.3189,0.1283,0.0506,0.2269,0.296,0.5121,0.2757,0.1443
2020-07-30,0.1577,0.3971,0.3193,0.074,0.1534,0.073,0.3125,0.157,0.3212,0.3379,0.0681,0.3138,0.1562,0.045,0.2421,0.2759,0.4839,0.2727,0.107
2020-07-31,0.1618,0.427,0.3371,0.0702999999999999,0.1623,0.054,0.3161,0.1767,0.3157,0.3648,0.0645999999999999,0.3491,0.1604,0.0266,0.2276,0.2808,0.5149,0.2819,0.1131
2020-08-03,0.1534,0.4113,0.3463,0.0670000000000001,0.2081,0.0658,0.3435,0.1876,0.3064,0.3779,0.0593,0.354,0.163,0.0261,0.2372,0.2718,0.536,0.2739,0.1087
2020-08-04,0.1451,0.3727,0.3567,0.0491,0.2258,0.0781,0.35,0.2037,0.3091,0.3555,0.0782,0.3592,0.1579,0.0281,0.2371,0.2688,0.5525,0.2697,0.1175
2020-08-05,0.163,0.4028,0.3783,0.0639999999999999,0.199,0.0952,0.35,0.1919,0.3104,0.3479,0.0786999999999999,0.3395,0.1558,0.0303,0.2455,0.2602,0.5432,0.2779,0.1052
2020-08-06,0.1641,0.3876,0.3915,0.0558999999999999,0.1971,0.0787,0.3121,0.2034,0.3301,0.3819,0.0741000000000001,0.3661,0.159,0.0285,0.2178,0.2989,0.5469,0.29,0.1129
2020-08-07,0.1494,0.373,0.355,0.0574,0.1714,0.0790999999999999,0.2421,0.1573,0.3389,0.3726,0.0674,0.3383,0.1387,0.0273,0.2257,0.2767,0.5181,0.2697,0.0785999999999999
2020-08-10,0.1465,0.3309,0.3574,0.0526,0.2017,0.0691,0.2209,0.1871,0.3325,0.3597,0.0769,0.3696,0.1342,0.0313,0.2305,0.2711,0.5406,0.2635,0.1015
2020-08-11,0.1443,0.3126,0.3646,0.0533999999999999,0.2224,0.0786,0.2741,0.1968,0.3592,0.3595,0.0592,0.3622,0.1667,0.0376,0.2471,0.2788,0.5327,0.2765,0.1023
2020-08-12,0.1287,0.318,0.338,0.0536,0.2383,0.0842000000000001,0.2635,0.1883,0.3616,0.3179,0.0595,0.325,0.1491,0.0244,0.2565,0.2799,0.5485,0.2458,0.1061
2020-08-13,0.1276,0.3091,0.3401,0.0546,0.1973,0.0926999999999999,0.3072,0.1587,0.355,0.2869,0.0598,0.3163,0.1705,0.0237999999999999,0.2534,0.2659,0.5205,0.2416,0.0649
2020-08-14,0.1536,0.3035,0.3438,0.0621,0.1792,0.0898,0.2627,0.1455,0.3411,0.3284,0.0629,0.3545,0.1694,0.0333,0.2675,0.2459,0.5348,0.2576,0.0538
2020-08-17,0.1837,0.3167,0.3376,0.0728,0.1789,0.0825,0.2473,0.1434,0.3287,0.3342,0.0601,0.3247,0.1493,0.0569999999999999,0.2612,0.2491,0.5376,0.241,0.0278
2020-08-18,0.1843,0.328,0.3571,0.0695,0.1655,0.0657,0.2568,0.1753,0.3258,0.3519,0.0723,0.3161,0.1478,0.0774,0.2345,0.2649,0.5465,0.2493,0.0582
2020-08-19,0.1726,0.3472,0.3519,0.0825,0.1435,0.0721,0.281,0.1475,0.3179,0.3356,0.0604,0.2801,0.151,0.0582,0.2439,0.2403,0.5107,0.2406,0.0645
2020-08-20,0.1581,0.3266,0.3603,0.0566,0.1523,0.0656,0.287,0.1458,0.301,0.3419,0.0763,0.2632,0.1601,0.0398000000000001,0.2117,0.2247,0.5038,0.2233,0.0636
2020-08-21,0.1563,0.3181,0.3911,0.0530999999999999,0.1294,0.0665,0.2873,0.139,0.2827,0.3494,0.0707,0.2859,0.1618,0.0563,0.2132,0.235,0.5181,0.2205,0.034
2020-08-24,0.1548,0.3245,0.3939,0.0686,0.1287,0.0814,0.2402,0.1303,0.3104,0.3833,0.0748,0.3258,0.1525,0.0442,0.226,0.2257,0.5225,0.2191,0.0399
2020-08-25,0.1707,0.3427,0.4094,0.0749000000000001,0.1294,0.0774,0.2538,0.1456,0.3411,0.3919,0.0638,0.3436,0.1564,0.0593,0.2291,0.2352,0.5093,0.252,0.0421
2020-08-26,0.1746,0.3804,0.4145,0.1,0.1486,0.0704,0.1699,0.1655,0.3392,0.3711,0.0675999999999999,0.3387,0.133,0.0577,0.2404,0.2495,0.5071,0.252,0.0534000000000001
2020-08-27,0.1729,0.3605,0.4183,0.1131,0.1898,0.0753,0.2401,0.1639,0.3179,0.3825,0.0629000000000001,0.3548,0.1752,0.0571,0.2577,0.2992,0.5304,0.2383,0.0816
2020-08-28,0.162,0.3646,0.3969,0.1253,0.2464,0.0836,0.2432,0.1893,0.353,0.3646,0.0608,0.3557,0.1686,0.0592,0.2642,0.276,0.5681,0.2357,0.0799
2020-08-31,0.1635,0.361,0.3964,0.1456,0.2613,0.0917,0.3286,0.1983,0.3534,0.3469,0.0644,0.3414,0.2031,0.042,0.2734,0.2582,0.5796,0.215,0.0671
2020-09-01,0.1575,0.3313,0.3931,0.1477,0.2544,0.0861,0.3092,0.2018,0.3924,0.3488,0.0609,0.318,0.1759,0.0505,0.2455,0.2557,0.5783,0.2202,0.0625999999999999
2020-09-02,0.1838,0.3695,0.3845,0.1503,0.1926,0.0892,0.2956,0.1614,0.3745,0.3196,0.0609999999999999,0.2809,0.1712,0.0639000000000001,0.2305,0.2304,0.5521,0.2269,0.0452
2020-09-03,0.1835,0.3586,0.3728,0.157,0.1669,0.0776000000000001,0.2677,0.1716,0.3525,0.3049,0.0726,0.2928,0.1522,0.0588,0.183,0.2507,0.5436,0.2576,0.0415
2020-09-04,0.1899,0.381,0.3801,0.1691,0.1494,0.0669,0.3099,0.1789,0.3181,0.3002,0.0797,0.2746,0.1623,0.0356000000000001,0.1822,0.2521,0.5381,0.2609,0.0392999999999999
2020-09-08,0.175,0.3801,0.3864,0.1988,0.1569,0.0713,0.299,0.1722,0.3096,0.312,0.0814,0.262,0.1483,0.0246,0.1743,0.2215,0.545,0.259,0.0418
2020-09-09,0.1674,0.3898,0.3762,0.1952,0.1519,0.0674,0.2573,0.1466,0.3075,0.3096,0.0819,0.2372,0.1261,0.0196,0.1827,0.215,0.5108,0.265,0.0582
2020-09-10,0.151,0.3863,0.3856,0.2353,0.1577,0.0671,0.2659,0.1539,0.2955,0.3261,0.0954,0.2526,0.1356,0.0189,0.1722,0.2108,0.5392,0.2766,0.0528999999999999
2020-09-11,0.1524,0.3929,0.3977,0.2314,0.1414,0.0665,0.3094,0.1162,0.2807,0.3337,0.0791000000000001,0.2322,0.1558,0.023,0.1861,0.1876,0.4808,0.2867,0.0604
2020-09-14,0.1838,0.4,0.43,0.2358,0.1594,0.063,0.3014,0.1523,0.293,0.3616,0.075,0.2866,0.1629,0.0374,0.1891,0.1939,0.4986,0.2903,0.0491
2020-09-15,0.197,0.3993,0.4592,0.2377,0.1879,0.0630000000000001,0.3437,0.1608,0.2816,0.3966,0.0708,0.3113,0.1913,0.0503,0.2392,0.2152,0.552,0.2887,0.0486
2020-09-16,0.2233,0.4073,0.4568,0.2368,0.2083,0.0777999999999999,0.3293,0.1844,0.2754,0.3678,0.0594,0.319,0.2016,0.0477000000000001,0.2706,0.2317,0.5726,0.2765,0.0423000000000001
2020-09-17,0.2326,0.4287,0.4354,0.2159,0.2152,0.0915,0.32,0.1973,0.275,0.3193,0.0657,0.2996,0.1977,0.0185000000000001,0.2573,0.2448,0.5689,0.2606,0.0557
2020-09-18,0.2295,0.4122,0.4093,0.2165,0.2474,0.0895,0.2695,0.1868,0.2921,0.3246,0.0772,0.2959,0.2184,0.0193,0.2199,0.2581,0.5873,0.2577,0.0419
2020-09-21,0.2301,0.4362,0.38,0.195,0.2177,0.0976,0.2874,0.1558,0.3024,0.3149,0.0712,0.2575,0.2544,0.0155,0.2255,0.2148,0.5493,0.2526,0.0567
2020-09-22,0.2257,0.4253,0.3771,0.2064,0.2192,0.0799,0.2929,0.182,0.3034,0.3163,0.0847,0.2628,0.2332,0.0149,0.2152,0.229,0.5664,0.2648,0.0492
2020-09-23,0.2373,0.4127,0.3818,0.1978,0.2265,0.0765,0.2756,0.1716,0.3129,0.3185,0.0805,0.2625,0.1862,0.0266999999999999,0.2309,0.2371,0.5483,0.2684,0.049
2020-09-24,0.2165,0.4207,0.3617,0.2139,0.2135,0.0759,0.2237,0.1466,0.3078,0.2866,0.0801999999999999,0.2414,0.1411,0.0283,0.2289,0.2406,0.5198,0.2429,0.0624000000000001
2020-09-25,0.2281,0.4464,0.3773,0.2016,0.1689,0.0813,0.2916,0.1129,0.2834,0.2628,0.0972,0.2536,0.1941,0.0169,0.2345,0.2636,0.5099,0.244,0.0738
2020-09-28,0.2195,0.4496,0.3635,0.1971,0.1861,0.0694,0.2757,0.1129,0.3089,0.2674,0.0996,0.2663,0.213,0.0194,0.2138,0.2746,0.5173,0.2464,0.0667
2020-09-29,0.2188,0.45,0.3644,0.1814,0.2247,0.0837,0.2821,0.1282,0.3185,0.2817,0.0903,0.2498,0.1886,0.021,0.2193,0.2954,0.5238,0.2356,0.0531
2020-09-30,0.2498,0.4635,0.3922,0.1621,0.2196,0.1063,0.2551,0.1284,0.3313,0.3199,0.0821000000000001,0.2526,0.1569,0.0157999999999999,0.2053,0.3092,0.5223,0.2517,0.0527
2020-10-01,0.2741,0.4807,0.3728,0.149,0.1923,0.1177,0.3139,0.1153,0.3245,0.3073,0.084,0.246,0.1934,0.0209,0.2047,0.2845,0.5087,0.2633,0.0613
2020-10-02,0.2616,0.4666,0.3616,0.1613,0.1921,0.0846,0.3026,0.1115,0.3258,0.2835,0.1031,0.2092,0.2042,0.0207999999999999,0.1734,0.308,0.5027,0.2549,0.0725
2020-10-05,0.2534,0.4457,0.3444,0.1452,0.1778,0.0801,0.3163,0.0715,0.3126,0.2653,0.1056,0.2067,0.218,0.0309,0.1898,0.3201,0.4948,0.2408,0.0683
2020-10-06,0.2501,0.4066,0.3492,0.1411,0.1923,0.0769,0.2848,0.0898,0.3273,0.2937,0.1231,0.2352,0.2321,0.025,0.1739,0.3641,0.5029,0.2609,0.0606
2020-10-07,0.2759,0.4217,0.3462,0.1243,0.2004,0.0875000000000001,0.2742,0.0928,0.3629,0.3035,0.116,0.22,0.234,0.035,0.1847,0.3668,0.4933,0.2643,0.0733
2020-10-08,0.2913,0.4494,0.3272,0.1302,0.2095,0.0774,0.1747,0.1132,0.3842,0.2734,0.131,0.197,0.1673,0.0273,0.1883,0.3377,0.4963,0.2529,0.0761
2020-10-09,0.2686,0.4672,0.3263,0.1176,0.2031,0.0932999999999999,0.1861,0.0861,0.3778,0.2614,0.1332,0.2018,0.1897,0.0291,0.2204,0.3559,0.4616,0.2428,0.0881999999999999
2020-10-13,0.2586,0.4565,0.3084,0.1129,0.2929,0.0917,0.2596,0.1538,0.3377,0.2342,0.1385,0.2251,0.2056,0.033,0.2157,0.3048,0.5452,0.203,0.0892
2020-10-14,0.2638,0.4242,0.2997,0.1022,0.3163,0.1173,0.2596,0.1559,0.3772,0.2559,0.1279,0.2166,0.2184,0.0461,0.1921,0.2969,0.5638,0.2061,0.0661
2020-10-15,0.2757,0.3906,0.2825,0.0869,0.2819,0.1271,0.2739,0.1304,0.3989,0.2469,0.1237,0.1618,0.2046,0.0698,0.1821,0.2679,0.5238,0.2097,0.0779
2020-10-16,0.2919,0.4123,0.2953,0.0654,0.2446,0.142,0.2325,0.1319,0.4053,0.2459,0.1263,0.1799,0.1895,0.0713999999999999,0.1489,0.2405,0.4894,0.2196,0.0765
2020-10-19,0.3019,0.4123,0.3055,0.0607,0.2178,0.1117,0.2374,0.1103,0.3757,0.2463,0.1482,0.1779,0.1812,0.0675,0.1162,0.2328,0.4981,0.2093,0.104
2020-10-20,0.2761,0.4391,0.3148,0.0725,0.2223,0.1031,0.248,0.1358,0.3789,0.2458,0.1514,0.19,0.1883,0.0612,0.1141,0.242,0.5296,0.2118,0.0895
2020-10-21,0.2698,0.4455,0.3094,0.0598,0.2245,0.0968,0.2792,0.1314,0.3708,0.2309,0.1707,0.1782,0.1626,0.0747000000000001,0.1164,0.2412,0.5086,0.2009,0.09
2020-10-22,0.2417,0.4446,0.2885,0.0593,0.2508,0.1215,0.2218,0.1186,0.3636,0.2213,0.1562,0.1712,0.1273,0.0906,0.1255,0.2584,0.528,0.1748,0.1016
2020-10-23,0.256,0.425,0.2784,0.0498999999999999,0.2181,0.1053,0.2333,0.0858,0.3782,0.2143,0.1594,0.1442,0.1546,0.0949,0.1072,0.2488,0.4968,0.1703,0.1296
2020-10-26,0.2346,0.4586,0.2776,0.0514,0.1951,0.0931,0.1683,0.0942,0.3851,0.2232,0.1698,0.1619,0.1638,0.0845999999999999,0.1158,0.2604,0.4687,0.1817,0.1431
2020-10-27,0.2456,0.5512,0.3067,0.0555,0.2259,0.0773,0.2254,0.1274,0.3733,0.2505,0.1709,0.1858,0.2116,0.0935,0.1141,0.2625,0.4765,0.1672,0.1207
2020-10-28,0.2415,0.5171,0.3228,0.0489999999999999,0.264,0.0651,0.2278,0.1511,0.3776,0.2212,0.1731,0.2044,0.1925,0.0968,0.1252,0.2441,0.5034,0.1631,0.1074
2020-10-29,0.242,0.4911,0.3369,0.0417000000000001,0.2596,0.0693,0.256,0.1635,0.3685,0.225,0.1492,0.2006,0.2315,0.1033,0.1403,0.2485,0.5126,0.1628,0.0896000000000001
2020-10-30,0.2289,0.4962,0.3486,0.0455,0.2808,0.0812,0.2732,0.1961,0.3922,0.2627,0.1388,0.1991,0.2306,0.0962999999999999,0.1443,0.2842,0.5361,0.1609,0.0933
2020-11-03,0.2144,0.4733,0.3252,0.0433,0.2523,0.078,0.2347,0.1808,0.377,0.2424,0.1429,0.1701,0.1803,0.1035,0.1276,0.216,0.5149,0.1382,0.1005
2020-11-04,0.2213,0.4785,0.3404,0.0531,0.276,0.0842000000000001,0.2808,0.1768,0.3917,0.2351,0.1415,0.1698,0.1792,0.0985,0.1319,0.2306,0.5103,0.1415,0.0989
2020-11-05,0.1908,0.4437,0.3161,0.0512,0.2943,0.0721000000000001,0.2564,0.1719,0.3744,0.2149,0.1576,0.1361,0.1425,0.1136,0.1112,0.2344,0.4974,0.1279,0.0875
2020-11-06,0.1671,0.4366,0.3075,0.0748000000000001,0.285,0.0657,0.3143,0.1576,0.3497,0.194,0.1451,0.115,0.1429,0.123,0.1306,0.2379,0.486,0.1237,0.0746999999999999
2020-11-09,0.1553,0.431,0.321,0.0682,0.2834,0.0634000000000001,0.2784,0.1641,0.3606,0.2487,0.1502,0.1143,0.1439,0.1041,0.125,0.2426,0.5061,0.129,0.0738
2020-11-10,0.1272,0.4377,0.3004,0.0686,0.2741,0.0574,0.2564,0.1517,0.3555,0.2617,0.1581,0.0873,0.14,0.1037,0.1238,0.2539,0.4849,0.0911000000000001,0.0996
2020-11-11,0.1292,0.424,0.3211,0.0574,0.2581,0.0533999999999999,0.2848,0.181,0.3648,0.262,0.1744,0.0942000000000001,0.1588,0.0859,0.1151,0.2869,0.4965,0.1101,0.0716
2020-11-12,0.1263,0.4148,0.3273,0.0693,0.2357,0.0563,0.3021,0.1614,0.3727,0.2408,0.1751,0.0968,0.1779,0.1051,0.1258,0.2754,0.4725,0.1168,0.0587
2020-11-13,0.1193,0.3937,0.3398,0.0607,0.2282,0.0707,0.2838,0.1673,0.3687,0.2499,0.1782,0.0878,0.1677,0.0882000000000001,0.107,0.2865,0.4573,0.1203,0.0606
2020-11-16,0.1279,0.4109,0.3639,0.0674999999999999,0.2155,0.0693,0.2804,0.1697,0.3649,0.2803,0.1599,0.1007,0.1425,0.0813,0.1131,0.3133,0.4852,0.1123,0.0514999999999999
2020-11-17,0.1058,0.3971,0.3465,0.0356000000000001,0.2208,0.0817,0.2502,0.1678,0.3597,0.3103,0.1588,0.1523,0.1255,0.0897000000000001,0.1179,0.2742,0.5231,0.12,0.0544000000000001
2020-11-18,0.1099,0.4104,0.3471,0.0464,0.2277,0.0776,0.2808,0.182,0.4011,0.3192,0.1507,0.1352,0.1361,0.0815,0.1355,0.2849,0.508,0.1348,0.0531
2020-11-19,0.1265,0.4156,0.3382,0.0446,0.2452,0.0838,0.2246,0.1764,0.3852,0.2959,0.1537,0.125,0.1002,0.0712,0.1562,0.2682,0.4995,0.1268,0.0551
2020-11-23,0.1021,0.4227,0.3379,0.0560999999999999,0.2851,0.0783,0.3543,0.2262,0.3565,0.3128,0.1348,0.1567,0.2002,0.0563,0.1467,0.273,0.5548,0.1522,0.0462
2020-11-24,0.1279,0.4387,0.3501,0.0589,0.2799,0.0698,0.376,0.2516,0.3592,0.3018,0.1442,0.1357,0.1975,0.0603999999999999,0.1761,0.272,0.5701,0.1421,0.0484
2020-11-25,0.0989,0.4299,0.3228,0.0503,0.2562,0.0677,0.281,0.245,0.3868,0.3136,0.135,0.1363,0.1997,0.0559,0.1994,0.2915,0.5531,0.1477,0.0607
2020-11-27,0.1097,0.4279,0.2959,0.0713999999999999,0.2155,0.0699,0.3157,0.212,0.382,0.2955,0.1101,0.1112,0.2264,0.0619,0.2255,0.2974,0.5288,0.1472,0.0647
2020-11-30,0.0999,0.4119,0.2753,0.0748000000000001,0.2173,0.0683,0.3084,0.2122,0.3614,0.3098,0.1029,0.1155,0.2483,0.0508,0.2089,0.317,0.5267,0.1374,0.0609
2020-12-01,0.0736000000000001,0.4557,0.2451,0.1176,0.2144,0.0751,0.3484,0.185,0.3392,0.3214,0.0945,0.0902,0.2391,0.0545,0.2098,0.32,0.5179,0.1294,0.068
2020-12-02,0.0367,0.4351,0.2359,0.0951,0.2223,0.056,0.3396,0.1713,0.3413,0.3082,0.0983000000000001,0.0971,0.2315,0.0484,0.1826,0.3118,0.5376,0.1309,0.0539
2020-12-03,0.0629,0.4229,0.2436,0.1045,0.1882,0.0606,0.3276,0.1289,0.3509,0.3002,0.0802,0.0957,0.1992,0.0455,0.1925,0.2746,0.5124,0.1475,0.0518
2020-12-04,0.0638,0.4133,0.2456,0.0671,0.172,0.0634,0.2591,0.1273,0.3583,0.3094,0.0865,0.1021,0.1729,0.0359,0.1846,0.2954,0.5182,0.1496,0.0453
2020-12-07,0.078,0.4435,0.2337,0.0828,0.1549,0.0704,0.2557,0.1017,0.329,0.3151,0.0839,0.1009,0.1944,0.0332,0.2015,0.2782,0.4922,0.155,0.0485
2020-12-08,0.1021,0.4455,0.2133,0.0615,0.2024,0.0565000000000001,0.2422,0.1487,0.3253,0.3345,0.1,0.1515,0.2137,0.0281,0.1948,0.2696,0.5214,0.172,0.0489
2020-12-09,0.1151,0.4516,0.2126,0.0505000000000001,0.2551,0.0618,0.3387,0.1774,0.3314,0.3507,0.0982000000000001,0.1674,0.2888,0.0488000000000001,0.2059,0.2787,0.5793,0.1758,0.0713
2020-12-10,0.094,0.4439,0.2227,0.0471,0.3047,0.0689,0.3432,0.2236,0.369,0.3511,0.0918,0.1462,0.2741,0.0587,0.2118,0.2852,0.5979,0.1825,0.0966
2020-12-11,0.0768,0.4427,0.2382,0.0463,0.2714,0.0864,0.3352,0.2029,0.3768,0.3217,0.0886,0.1098,0.2678,0.0419999999999999,0.255,0.275,0.5499,0.1666,0.0917
2020-12-14,0.0854,0.4378,0.2694,0.0427,0.2547,0.1001,0.3293,0.1944,0.3788,0.3532,0.0636,0.1371,0.2904,0.0569,0.2739,0.3177,0.5512,0.18,0.0964
2020-12-15,0.0934,0.457,0.2578,0.0564,0.1983,0.1114,0.2994,0.1597,0.3696,0.332,0.0698,0.1042,0.2939,0.056,0.267,0.3026,0.5403,0.1917,0.0644
2020-12-16,0.0958,0.4406,0.2677,0.0588000000000001,0.2004,0.0938,0.2597,0.1725,0.3706,0.3428,0.0907999999999999,0.1084,0.2872,0.0504,0.2439,0.3154,0.5448,0.2038,0.1077
2020-12-17,0.1139,0.4497,0.2859,0.0759,0.2147,0.0859,0.2626,0.1535,0.3896,0.3551,0.0767,0.1115,0.2436,0.0421,0.2393,0.3359,0.5231,0.2061,0.0926
2020-12-18,0.1023,0.443,0.2828,0.0701000000000001,0.1955,0.0755,0.2376,0.1197,0.3615,0.3278,0.1014,0.0836,0.1927,0.0521,0.2209,0.2879,0.5161,0.1982,0.0846
2020-12-21,0.0993,0.4397,0.3004,0.0666,0.16,0.0908,0.3052,0.1077,0.3177,0.3269,0.129,0.0901999999999999,0.2524,0.0718000000000001,0.2317,0.2943,0.5064,0.1993,0.0667
2020-12-22,0.089,0.4577,0.3091,0.0511,0.1596,0.0905,0.2965,0.105,0.3074,0.3488,0.1168,0.1045,0.2777,0.0676,0.2312,0.2693,0.5111,0.2138,0.0678
2020-12-23,0.1098,0.4531,0.312,0.0468999999999999,0.1623,0.0902,0.3264,0.1121,0.2971,0.3744,0.0959,0.1066,0.2683,0.0728,0.2165,0.2819,0.5087,0.2263,0.0775
2020-12-28,0.1818,0.441,0.3684,0.0537000000000001,0.2019,0.0791000000000001,0.2974,0.17,0.3236,0.3763,0.0866000000000001,0.1525,0.309,0.0543,0.2132,0.3214,0.5387,0.2474,0.1239
2020-12-29,0.1583,0.4236,0.3435,0.0544,0.2188,0.0794,0.2255,0.1609,0.3327,0.334,0.087,0.1609,0.3191,0.0526,0.2198,0.3105,0.5335,0.2353,0.1064
2020-12-30,0.1455,0.4025,0.3469,0.0505,0.2152,0.0952000000000001,0.2637,0.1707,0.3248,0.3245,0.0811,0.1447,0.3628,0.0481999999999999,0.2359,0.3206,0.5429,0.2194,0.0865
2021-01-04,0.1248,0.4221,0.3518,0.0469999999999999,0.2622,0.0984,0.2499,0.1698,0.3945,0.3505,0.0766000000000001,0.139,0.3455,0.0278999999999999,0.247,0.3429,0.5479,0.2305,0.0479
2021-01-05,0.1028,0.4012,0.3564,0.0442,0.2451,0.0807,0.1815,0.1719,0.4036,0.3432,0.0928,0.1256,0.2921,0.0413,0.2588,0.3581,0.5344,0.236,0.0341
2021-01-06,0.1123,0.3759,0.3682,0.0466,0.1867,0.0902,0.2197,0.1359,0.3678,0.332,0.0998,0.123,0.3199,0.0344,0.2766,0.3431,0.497,0.2431,0.0358
2021-01-07,0.084,0.3624,0.3796,0.0475,0.1727,0.088,0.2008,0.1328,0.358,0.3087,0.109,0.1349,0.3013,0.0461,0.2669,0.3111,0.5027,0.2177,0.0325
2021-01-08,0.0876,0.3804,0.407,0.0486,0.1567,0.1047,0.2102,0.1339,0.3556,0.315,0.0919,0.1285,0.2988,0.039,0.2678,0.3206,0.5426,0.2059,0.0335
2021-01-11,0.0946,0.3774,0.4197,0.0481,0.1631,0.0972,0.214,0.1327,0.3668,0.334,0.1003,0.1374,0.3231,0.0452,0.2337,0.3318,0.5586,0.2123,0.04
