"","date","NEM"
"123",2021-05-07,0.2843
"124",2021-05-10,0.2918
"125",2021-05-11,0.2956
"126",2021-05-12,0.2928
"127",2021-05-13,0.2898
"128",2021-05-14,0.292
"129",2021-05-17,0.285
"130",2021-05-18,0.2703
"131",2021-05-19,0.2741
"132",2021-05-20,0.2765
"133",2021-05-21,0.2893
"134",2021-05-24,0.2743
"135",2021-05-25,0.2719
"136",2021-05-26,0.2671
"137",2021-05-27,0.2736
"138",2021-05-28,0.2722
"139",2021-06-01,0.2755
"140",2021-06-02,0.2913
"141",2021-06-03,0.2806
"142",2021-06-04,0.2737
"143",2021-06-07,0.2839
"144",2021-06-08,0.2738
"145",2021-06-09,0.2658
"146",2021-06-10,0.2657
"147",2021-06-11,0.276
"148",2021-06-14,0.266
"149",2021-06-15,0.2529
"150",2021-06-16,0.2418
"151",2021-06-17,0.2261
"152",2021-06-18,0.21
"153",2021-06-21,0.2077
"154",2021-06-22,0.19
"155",2021-06-23,0.1787
"156",2021-06-24,0.1658
"157",2021-06-25,0.1741
"158",2021-06-28,0.1742
"159",2021-06-29,0.163
"160",2021-06-30,0.1605
"161",2021-07-01,0.1677
"162",2021-07-02,0.1724
"163",2021-07-06,0.1809
"164",2021-07-07,0.1889
"165",2021-07-08,0.1865
"166",2021-07-09,0.1811
"167",2021-07-12,0.1818
"168",2021-07-13,0.1838
"169",2021-07-14,0.1942
"170",2021-07-15,0.203
"171",2021-07-16,0.1964
"172",2021-07-19,0.1891
"173",2021-07-20,0.1991
"174",2021-07-21,0.1803
"175",2021-07-22,0.1796
"176",2021-07-23,0.1906
"177",2021-07-26,0.1919
"178",2021-07-27,0.1914
"179",2021-07-28,0.1916
"180",2021-07-29,0.1933
"181",2021-07-30,0.199
"182",2021-08-02,0.2089
"183",2021-08-03,0.2235
"184",2021-08-04,0.2214
"185",2021-08-05,0.219
"186",2021-08-06,0.2162
"187",2021-08-09,0.2103
"188",2021-08-10,0.2146
"189",2021-08-11,0.2135
"190",2021-08-12,0.2075
"191",2021-08-13,0.201
"192",2021-08-16,0.2059
"193",2021-08-17,0.2203
"194",2021-08-18,0.2177
"195",2021-08-19,0.2135
"196",2021-08-20,0.2076
"197",2021-08-23,0.2171
"198",2021-08-24,0.2185
"199",2021-08-25,0.2172
"200",2021-08-26,0.2318
"201",2021-08-27,0.2363
"202",2021-08-30,0.2442
"203",2021-08-31,0.2554
"204",2021-09-01,0.2499
"205",2021-09-02,0.2543
"206",2021-09-03,0.2441
"207",2021-09-07,0.2377
"208",2021-09-08,0.2409
"209",2021-09-09,0.2455
"210",2021-09-10,0.2556
"211",2021-09-13,0.2508
"212",2021-09-14,0.2528
"213",2021-09-15,0.2593
"214",2021-09-16,0.2476
"215",2021-09-17,0.2484
"216",2021-09-20,0.2499
"217",2021-09-21,0.2627
"218",2021-09-22,0.2631
"219",2021-09-23,0.2586
"220",2021-09-24,0.251
"221",2021-09-27,0.2595
"222",2021-09-28,0.2628
"223",2021-09-29,0.2776
"224",2021-09-30,0.293
"225",2021-10-01,0.282
"226",2021-10-04,0.2729
"227",2021-10-05,0.2691
"228",2021-10-06,0.263
"229",2021-10-07,0.2568
"230",2021-10-08,0.2687
"231",2021-10-11,0.2717
"232",2021-10-12,0.272
"233",2021-10-13,0.2739
"234",2021-10-14,0.2699
"235",2021-10-15,0.2671
"236",2021-10-18,0.2701
"237",2021-10-19,0.2793
"238",2021-10-20,0.2794
"239",2021-10-21,0.2755
"240",2021-10-22,0.2747
"241",2021-10-25,0.2815
"242",2021-10-26,0.2826
"243",2021-10-27,0.2865
"244",2021-10-28,0.2742
"245",2021-10-29,0.2745
"246",2021-11-01,0.269
"247",2021-11-02,0.2734
"248",2021-11-03,0.2831
"249",2021-11-04,0.2822
"250",2021-11-05,0.2773
"251",2021-11-08,0.2617
"252",2021-11-09,0.2699
"253",2021-11-10,0.286
"254",2021-11-11,0.2908
"255",2021-11-12,0.2868
"256",2021-11-15,0.2801
"257",2021-11-16,0.2841
"258",2021-11-17,0.2864
"259",2021-11-18,0.2904
"260",2021-11-19,0.3003
"261",2021-11-22,0.2988
"262",2021-11-23,0.2818
"263",2021-11-24,0.2879
"264",2021-11-26,0.2722
"265",2021-11-29,0.2759
"266",2021-11-30,0.2811
"267",2021-12-01,0.2885
"268",2021-12-02,0.2968
"269",2021-12-03,0.2905
"270",2021-12-06,0.2827
"271",2021-12-07,0.2724
"272",2021-12-08,0.286
"273",2021-12-09,0.2969
"274",2021-12-10,0.2941
"275",2021-12-13,0.2916
"276",2021-12-14,0.2885
"277",2021-12-15,0.2868
"278",2021-12-16,0.2836
"279",2021-12-17,0.2762
"280",2021-12-20,0.2785
"281",2021-12-21,0.282
"282",2021-12-22,0.2845
"283",2021-12-23,0.2825
"284",2021-12-27,0.2831
"285",2021-12-28,0.2838
"286",2021-12-29,0.2766
"287",2021-12-30,0.2877
"288",2021-12-31,0.2873
"289",2022-01-03,0.2927
"290",2022-01-04,0.3002
"291",2022-01-05,0.294
"292",2022-01-06,0.2893
"293",2022-01-07,0.2965
"294",2022-01-10,0.3012
"295",2022-01-11,0.2864
"296",2022-01-12,0.289
"297",2022-01-13,0.29
"298",2022-01-14,0.2862
"299",2022-01-18,0.2806
"300",2022-01-19,0.2935
"301",2022-01-20,0.3066
"302",2022-01-21,0.3045
"303",2022-01-24,0.3027
"304",2022-01-25,0.2983
"305",2022-01-26,0.2933
"306",2022-01-27,0.287
"307",2022-01-28,0.2894
"308",2022-01-31,0.2973
"309",2022-02-01,0.2948
"310",2022-02-02,0.2882
"311",2022-02-03,0.2884
"312",2022-02-04,0.2946
"313",2022-02-07,0.3068
"314",2022-02-08,0.3103
"315",2022-02-09,0.308
"316",2022-02-10,0.2956
"317",2022-02-11,0.2896
"318",2022-02-14,0.2786
"319",2022-02-15,0.2748
"320",2022-02-16,0.3
"321",2022-02-17,0.2952
"322",2022-02-18,0.3009
"323",2022-02-22,0.3006
"324",2022-02-23,0.2933
"325",2022-02-24,0.2881
"326",2022-02-25,0.2871
"327",2022-02-28,0.2881
"328",2022-03-01,0.2843
"329",2022-03-02,0.2886
"330",2022-03-03,0.2871
"331",2022-03-04,0.281
"332",2022-03-07,0.2906
"333",2022-03-08,0.2992
"334",2022-03-09,0.2881
"335",2022-03-10,0.2833
"336",2022-03-11,0.2822
"337",2022-03-14,0.2885
"338",2022-03-15,0.2983
"339",2022-03-16,0.2861
"340",2022-03-17,0.2779
"341",2022-03-18,0.27
"342",2022-03-21,0.2738
"343",2022-03-22,0.277
"344",2022-03-23,0.2858
"345",2022-03-24,0.2838
"346",2022-03-25,0.2684
"347",2022-03-28,0.2566
"348",2022-03-29,0.2499
"349",2022-03-30,0.251
"350",2022-03-31,0.2435
"351",2022-04-01,0.2352
"352",2022-04-04,0.2248
"353",2022-04-05,0.2235
"354",2022-04-06,0.2113
"355",2022-04-07,0.1998
"356",2022-04-08,0.2
"357",2022-04-11,0.205
"358",2022-04-12,0.1983
"359",2022-04-13,0.184
"360",2022-04-14,0.1797
"361",2022-04-18,0.1681
"362",2022-04-19,0.1718
"363",2022-04-20,0.1755
"364",2022-04-21,0.1794
"365",2022-04-22,0.1815
"366",2022-04-25,0.1775
"367",2022-04-26,0.1796
"368",2022-04-27,0.1957
"369",2022-04-28,0.1895
"370",2022-04-29,0.1893
"371",2022-05-02,0.1975
"372",2022-05-03,0.1937
"373",2022-05-04,0.2048
"374",2022-05-05,0.2029
"375",2022-05-06,0.1981
"376",2022-05-09,0.19
"377",2022-05-10,0.1994
"378",2022-05-11,0.2076
"379",2022-05-12,0.2032
"380",2022-05-13,0.221
"381",2022-05-16,0.218
"382",2022-05-17,0.2102
"383",2022-05-18,0.2073
"384",2022-05-19,0.2137
"385",2022-05-20,0.2201
"386",2022-05-23,0.2306
"387",2022-05-24,0.2307
"388",2022-05-25,0.2266
"389",2022-05-26,0.223
"390",2022-05-27,0.2236
"391",2022-05-31,0.2261
"392",2022-06-01,0.245
"393",2022-06-02,0.2596
"394",2022-06-03,0.2534
"395",2022-06-06,0.2493
"396",2022-06-07,0.2387
"397",2022-06-08,0.2505
"398",2022-06-09,0.2468
"399",2022-06-10,0.2501
"400",2022-06-13,0.2508
"401",2022-06-14,0.2509
"402",2022-06-15,0.2536
"403",2022-06-16,0.2557
"404",2022-06-17,0.2671
"405",2022-06-21,0.2663
"406",2022-06-22,0.2677
"407",2022-06-23,0.2677
"408",2022-06-24,0.2792
"409",2022-06-27,0.2766
"410",2022-06-28,0.2862
"411",2022-06-29,0.2866
"412",2022-06-30,0.2845
"413",2022-07-01,0.2925
"414",2022-07-05,0.2847
"415",2022-07-06,0.2723
"416",2022-07-07,0.2707
"417",2022-07-08,0.2798
"418",2022-07-11,0.2751
"419",2022-07-12,0.2771
"420",2022-07-13,0.2852
"421",2022-07-14,0.2843
"422",2022-07-15,0.2887
"423",2022-07-18,0.2874
"424",2022-07-19,0.2764
"425",2022-07-20,0.2769
"426",2022-07-21,0.2728
"427",2022-07-22,0.2702
"428",2022-07-25,0.2858
"429",2022-07-26,0.2832
"430",2022-07-27,0.2811
"431",2022-07-28,0.2688
"432",2022-07-29,0.2657
"433",2022-08-01,0.2762
"434",2022-08-02,0.2827
"435",2022-08-03,0.2752
"436",2022-08-04,0.2629
"437",2022-08-05,0.2673
"438",2022-08-08,0.262
"439",2022-08-09,0.2599
"440",2022-08-10,0.2642
"441",2022-08-11,0.2646
"442",2022-08-12,0.2572
"443",2022-08-15,0.2534
"444",2022-08-16,0.2473
"445",2022-08-17,0.2431
"446",2022-08-18,0.2289
"447",2022-08-19,0.2318
"448",2022-08-22,0.236
"449",2022-08-23,0.2253
"450",2022-08-24,0.2265
"451",2022-08-25,0.207
"452",2022-08-26,0.2142
"453",2022-08-29,0.2141
"454",2022-08-30,0.2028
"455",2022-08-31,0.2009
"456",2022-09-01,0.1982
"457",2022-09-02,0.2042
"458",2022-09-06,0.201
"459",2022-09-07,0.1866
"460",2022-09-08,0.1682
"461",2022-09-09,0.1662
"462",2022-09-12,0.1729
"463",2022-09-13,0.1882
"464",2022-09-14,0.2167
"465",2022-09-15,0.2208
"466",2022-09-16,0.2193
"467",2022-09-19,0.2107
"468",2022-09-20,0.2081
"469",2022-09-21,0.208
"470",2022-09-22,0.2143
"471",2022-09-23,0.1992
"472",2022-09-26,0.1855
"473",2022-09-27,0.1768
"474",2022-09-28,0.1725
"475",2022-09-29,0.1584
"476",2022-09-30,0.1675
"477",2022-10-03,0.1699
"478",2022-10-04,0.1615
"479",2022-10-05,0.1523
"480",2022-10-06,0.1482
"481",2022-10-07,0.1498
"482",2022-10-10,0.1502
"483",2022-10-11,0.154
"484",2022-10-12,0.1471
"485",2022-10-13,0.1452
"486",2022-10-14,0.1305
"487",2022-10-17,0.1283
"488",2022-10-18,0.1421
"489",2022-10-19,0.1376
"490",2022-10-20,0.1406
"491",2022-10-21,0.1334
"492",2022-10-24,0.1346
"493",2022-10-25,0.136
"494",2022-10-26,0.1304
"495",2022-10-27,0.1217
"496",2022-10-28,0.1255
"497",2022-10-31,0.1261
"498",2022-11-01,0.1287
"499",2022-11-02,0.1239
"500",2022-11-03,0.1259
"501",2022-11-04,0.1213
"502",2022-11-07,0.1185
"503",2022-11-08,0.1236
"504",2022-11-09,0.1189
"505",2022-11-10,0.1171
"506",2022-11-11,0.1172
"507",2022-11-14,0.1285
"508",2022-11-15,0.1307
"509",2022-11-16,0.1345
"510",2022-11-17,0.1432
"511",2022-11-18,0.1312
"512",2022-11-21,0.1377
"513",2022-11-22,0.1354
"514",2022-11-23,0.1219
"515",2022-11-25,0.1135
"516",2022-11-28,0.1029
"517",2022-11-29,0.0997000000000001
"518",2022-11-30,0.1166
"519",2022-12-01,0.1097
"520",2022-12-02,0.1121
"521",2022-12-05,0.1093
"522",2022-12-06,0.107
"523",2022-12-07,0.1057
"524",2022-12-08,0.1108
"525",2022-12-09,0.1148
"526",2022-12-12,0.1112
"527",2022-12-13,0.1131
"528",2022-12-14,0.1245
"529",2022-12-15,0.1324
"530",2022-12-16,0.1395
"531",2022-12-19,0.1284
"532",2022-12-20,0.1271
"533",2022-12-21,0.1272
"534",2022-12-22,0.1237
"535",2022-12-23,0.1193
"536",2022-12-27,0.1266
"537",2022-12-28,0.1288
"538",2022-12-29,0.1406
"539",2022-12-30,0.1367
"540",2023-01-03,0.1528
"541",2023-01-04,0.149
"542",2023-01-05,0.1536
"543",2023-01-06,0.1602
"544",2023-01-09,0.1614
"545",2023-01-10,0.1607
"546",2023-01-11,0.1547
"547",2023-01-12,0.1418
"548",2023-01-13,0.1302
"549",2023-01-17,0.1091
"550",2023-01-18,0.0846
"551",2023-01-19,0.0682
"552",2023-01-20,0.0597000000000001
"553",2023-01-23,0.0730999999999999
"554",2023-01-24,0.0861000000000001
"555",2023-01-25,0.0758000000000001
"556",2023-01-26,0.0751999999999999
"557",2023-01-27,0.0745
"558",2023-01-30,0.0828
"559",2023-01-31,0.0842000000000001
"560",2023-02-01,0.1004
"561",2023-02-02,0.0929
"562",2023-02-03,0.102
"563",2023-02-06,0.1088
"564",2023-02-07,0.1096
"565",2023-02-08,0.1108
"566",2023-02-09,0.1091
"567",2023-02-10,0.1065
"568",2023-02-13,0.0907
"569",2023-02-14,0.073
"570",2023-02-15,0.0609999999999999
"571",2023-02-16,0.0394
"572",2023-02-17,0.0399999999999999
"573",2023-02-21,0.049
"574",2023-02-22,0.0488
"575",2023-02-23,0.0494
"576",2023-02-24,0.0559000000000001
"577",2023-02-27,0.0519999999999999
"578",2023-02-28,0.0587
"579",2023-03-01,0.047
"580",2023-03-02,0.0488000000000001
"581",2023-03-03,0.0559999999999999
"582",2023-03-06,0.0735
"583",2023-03-07,0.08
"584",2023-03-08,0.0936
"585",2023-03-09,0.082
"586",2023-03-10,0.0669000000000001
"587",2023-03-13,0.0622999999999999
"588",2023-03-14,0.075
"589",2023-03-15,0.0704
"590",2023-03-16,0.0736
"591",2023-03-17,0.0708000000000001
"592",2023-03-20,0.0724
"593",2023-03-21,0.0743
"594",2023-03-22,0.0664
"595",2023-03-23,0.0762
"596",2023-03-24,0.0882000000000001
"597",2023-03-27,0.0831999999999999
"598",2023-03-28,0.0881999999999999
"599",2023-03-29,0.0792
"600",2023-03-30,0.0757
"601",2023-03-31,0.0764
"602",2023-04-03,0.0736
"603",2023-04-04,0.0693
"604",2023-04-05,0.0704
"605",2023-04-06,0.0619999999999999
"606",2023-04-10,0.0604
"607",2023-04-11,0.0571999999999999
"608",2023-04-12,0.075
"609",2023-04-13,0.0760000000000001
"610",2023-04-14,0.0846
"611",2023-04-17,0.0763999999999999
"612",2023-04-18,0.0669
"613",2023-04-19,0.0671999999999999
"614",2023-04-20,0.0688
"615",2023-04-21,0.0640000000000001
"616",2023-04-24,0.0514
"617",2023-04-25,0.0459000000000001
"618",2023-04-26,0.053
"619",2023-04-27,0.0282
"620",2023-04-28,0.0323
"621",2023-05-01,0.0137
"622",2023-05-02,0.00800000000000001
"623",2023-05-03,0.00919999999999999
"624",2023-05-04,0.0106000000000001
"625",2023-05-05,0.0133000000000001
"626",2023-05-08,0.0204
"627",2023-05-09,0.0241
"628",2023-05-10,0.0207000000000001
"629",2023-05-11,0.0308
"630",2023-05-12,0.0349
"631",2023-05-15,0.0428999999999999
"632",2023-05-16,0.0384
"633",2023-05-17,0.0376
"634",2023-05-18,0.044
"635",2023-05-19,0.0453
"636",2023-05-22,0.0529000000000001
"637",2023-05-23,0.055
"638",2023-05-24,0.0523
"639",2023-05-25,0.0568
"640",2023-05-26,0.0652
"641",2023-05-30,0.0795
"642",2023-05-31,0.0795
"643",2023-06-01,0.0757
"644",2023-06-02,0.0728
"645",2023-06-05,0.0751000000000001
"646",2023-06-06,0.0717
"647",2023-06-07,0.0713
"648",2023-06-08,0.0637
"649",2023-06-09,0.0656
"650",2023-06-12,0.0558
"651",2023-06-13,0.0629
"652",2023-06-14,0.0653
"653",2023-06-15,0.0628000000000001
"654",2023-06-16,0.0700000000000001
"655",2023-06-20,0.0712
"656",2023-06-21,0.0667
"657",2023-06-22,0.0730999999999999
"658",2023-06-23,0.0664
"659",2023-06-26,0.0634
"660",2023-06-27,0.0586
"661",2023-06-28,0.0556000000000001
"662",2023-06-29,0.0516
