"","date","FTNT"
"934",2023-02-22,0.2983
"935",2023-02-23,0.3194
"936",2023-02-24,0.3285
"937",2023-02-27,0.3262
"938",2023-02-28,0.3272
"939",2023-03-01,0.315
"940",2023-03-02,0.3448
"941",2023-03-03,0.3614
"942",2023-03-06,0.3697
"943",2023-03-07,0.3594
"944",2023-03-08,0.3479
"945",2023-03-09,0.3432
"946",2023-03-10,0.354
"947",2023-03-13,0.3427
"948",2023-03-14,0.3472
"949",2023-03-15,0.3469
"950",2023-03-16,0.365
"951",2023-03-17,0.3712
"952",2023-03-20,0.3667
"953",2023-03-21,0.3635
"954",2023-03-22,0.3483
"955",2023-03-23,0.3536
"956",2023-03-24,0.3776
"957",2023-03-27,0.376
"958",2023-03-28,0.358
"959",2023-03-29,0.3518
"960",2023-03-30,0.3596
"961",2023-03-31,0.3601
"962",2023-04-03,0.3979
"963",2023-04-04,0.3982
"964",2023-04-05,0.397
"965",2023-04-06,0.3957
"966",2023-04-10,0.4085
"967",2023-04-11,0.4041
"968",2023-04-12,0.4277
"969",2023-04-13,0.4302
"970",2023-04-14,0.4318
"971",2023-04-17,0.4279
"972",2023-04-18,0.4439
"973",2023-04-19,0.4399
"974",2023-04-20,0.4348
"975",2023-04-21,0.4272
"976",2023-04-24,0.4289
"977",2023-04-25,0.4042
"978",2023-04-26,0.4094
"979",2023-04-27,0.3968
"980",2023-04-28,0.4239
"981",2023-05-01,0.4384
"982",2023-05-02,0.4531
"983",2023-05-03,0.4517
"984",2023-05-04,0.4414
"985",2023-05-05,0.4167
"986",2023-05-08,0.4237
"987",2023-05-09,0.4247
"988",2023-05-10,0.4073
"989",2023-05-11,0.3946
"990",2023-05-12,0.406
"991",2023-05-15,0.3994
"992",2023-05-16,0.4362
"993",2023-05-17,0.4368
"994",2023-05-18,0.4337
"995",2023-05-19,0.4381
"996",2023-05-22,0.4389
"997",2023-05-23,0.4147
"998",2023-05-24,0.4067
"999",2023-05-25,0.3806
"1000",2023-05-26,0.3796
"1001",2023-05-30,0.3619
"1002",2023-05-31,0.3694
"1003",2023-06-01,0.3686
"1004",2023-06-02,0.4043
"1005",2023-06-05,0.4219
"1006",2023-06-06,0.4508
"1007",2023-06-07,0.4326
"1008",2023-06-08,0.4308
"1009",2023-06-09,0.4012
"1010",2023-06-12,0.4148
"1011",2023-06-13,0.4026
"1012",2023-06-14,0.4003
"1013",2023-06-15,0.3816
"1014",2023-06-16,0.3708
"1015",2023-06-20,0.3801
"1016",2023-06-21,0.4001
"1017",2023-06-22,0.3943
"1018",2023-06-23,0.3741
"1019",2023-06-26,0.3758
"1020",2023-06-27,0.3819
"1021",2023-06-28,0.3585
"1022",2023-06-29,0.3553
