"","date","CDNS"
"926",2023-02-09,0.2394
"927",2023-02-10,0.2296
"928",2023-02-13,0.225
"929",2023-02-14,0.2256
"930",2023-02-15,0.2227
"931",2023-02-16,0.2232
"932",2023-02-17,0.2233
"933",2023-02-21,0.2166
"934",2023-02-22,0.2006
"935",2023-02-23,0.2031
"936",2023-02-24,0.2025
"937",2023-02-27,0.2017
"938",2023-02-28,0.2124
"939",2023-03-01,0.2041
"940",2023-03-02,0.2172
"941",2023-03-03,0.2215
"942",2023-03-06,0.2045
"943",2023-03-07,0.1943
"944",2023-03-08,0.1764
"945",2023-03-09,0.2014
"946",2023-03-10,0.2052
"947",2023-03-13,0.1918
"948",2023-03-14,0.178
"949",2023-03-15,0.178
"950",2023-03-16,0.1928
"951",2023-03-17,0.1933
"952",2023-03-20,0.2119
"953",2023-03-21,0.1952
"954",2023-03-22,0.1981
"955",2023-03-23,0.2125
"956",2023-03-24,0.2082
"957",2023-03-27,0.211
"958",2023-03-28,0.2039
"959",2023-03-29,0.197
"960",2023-03-30,0.1953
"961",2023-03-31,0.1909
"962",2023-04-03,0.2049
"963",2023-04-04,0.2142
"964",2023-04-05,0.1974
"965",2023-04-06,0.202
"966",2023-04-10,0.203
"967",2023-04-11,0.2185
"968",2023-04-12,0.2263
"969",2023-04-13,0.2208
"970",2023-04-14,0.2405
"971",2023-04-17,0.2464
"972",2023-04-18,0.233
"973",2023-04-19,0.2381
"974",2023-04-20,0.2273
"975",2023-04-21,0.2327
"976",2023-04-24,0.2246
"977",2023-04-25,0.2031
"978",2023-04-26,0.1831
"979",2023-04-27,0.1774
"980",2023-04-28,0.1759
"981",2023-05-01,0.1598
"982",2023-05-02,0.1779
"983",2023-05-03,0.1772
"984",2023-05-04,0.1793
"985",2023-05-05,0.1774
"986",2023-05-08,0.1767
"987",2023-05-09,0.1585
"988",2023-05-10,0.1696
"989",2023-05-11,0.169
"990",2023-05-12,0.1867
"991",2023-05-15,0.1764
"992",2023-05-16,0.1578
"993",2023-05-17,0.156
"994",2023-05-18,0.1296
"995",2023-05-19,0.1515
"996",2023-05-22,0.1314
"997",2023-05-23,0.1072
"998",2023-05-24,0.1155
"999",2023-05-25,0.1087
"1000",2023-05-26,0.1264
"1001",2023-05-30,0.1207
"1002",2023-05-31,0.1297
"1003",2023-06-01,0.1226
"1004",2023-06-02,0.0941
"1005",2023-06-05,0.1204
"1006",2023-06-06,0.1527
"1007",2023-06-07,0.1595
"1008",2023-06-08,0.1891
"1009",2023-06-09,0.217
"1010",2023-06-12,0.2311
"1011",2023-06-13,0.2284
"1012",2023-06-14,0.2259
"1013",2023-06-15,0.2094
"1014",2023-06-16,0.187
"1015",2023-06-20,0.2084
"1016",2023-06-21,0.2254
"1017",2023-06-22,0.2122
"1018",2023-06-23,0.1962
"1019",2023-06-26,0.2202
"1020",2023-06-27,0.2386
"1021",2023-06-28,0.2389
"1022",2023-06-29,0.2387
