date,XRP,BNB,BTC,DOGE,ADA,ETH,TRX,LTC
2021-08-06,0.36,0.1125,0.3483,0.4802,0.0799,0.2541,0.2434,0.3156
2021-08-07,0.3473,0.116,0.3617,0.4533,0.0831,0.259,0.2405,0.3097
2021-08-08,0.348,0.1166,0.3591,0.4635,0.0802,0.2483,0.2238,0.2945
2021-08-09,0.3538,0.1158,0.3467,0.488,0.0982000000000001,0.2517,0.2282,0.3001
2021-08-10,0.3589,0.1083,0.3453,0.4891,0.0977,0.2572,0.241,0.3015
2021-08-11,0.3653,0.1132,0.3511,0.4817,0.0961000000000001,0.2696,0.2413,0.3077
2021-08-12,0.366,0.1252,0.3584,0.4873,0.0999,0.2727,0.2366,0.3119
2021-08-13,0.3603,0.1288,0.362,0.486,0.0944999999999999,0.2658,0.2475,0.3173
2021-08-14,0.3715,0.1418,0.3809,0.4968,0.1012,0.2852,0.2503,0.3324
2021-08-15,0.3659,0.1323,0.3517,0.4692,0.0973999999999999,0.2751,0.2524,0.3252
2021-08-16,0.3889,0.1275,0.3632,0.5051,0.1249,0.2891,0.2625,0.3334
2021-08-17,0.3747,0.1197,0.3746,0.4999,0.1169,0.2935,0.2481,0.3352
2021-08-18,0.3603,0.1336,0.3746,0.4742,0.1156,0.2902,0.2415,0.332
2021-08-19,0.3708,0.1491,0.3977,0.4927,0.1444,0.3007,0.2602,0.3429
2021-08-20,0.3881,0.146,0.4052,0.5066,0.1537,0.2968,0.247,0.3354
2021-08-21,0.3864,0.1487,0.3952,0.5118,0.1553,0.2976,0.2266,0.3288
2021-08-22,0.378,0.1479,0.3987,0.5058,0.1567,0.2971,0.2317,0.3172
2021-08-23,0.38,0.1448,0.3819,0.5082,0.1562,0.2904,0.2413,0.3182
2021-08-24,0.3742,0.1575,0.3943,0.496,0.1657,0.2998,0.2496,0.3255
2021-08-25,0.3667,0.1739,0.3944,0.4978,0.1818,0.309,0.2558,0.3375
2021-08-26,0.3656,0.1653,0.3691,0.5142,0.18,0.3072,0.2423,0.3396
2021-08-27,0.3655,0.152,0.3768,0.5362,0.1959,0.3171,0.2614,0.347
2021-08-28,0.3738,0.1424,0.3811,0.5143,0.1825,0.3184,0.2561,0.3503
2021-08-29,0.3778,0.143,0.3995,0.4977,0.2095,0.3333,0.2595,0.3484
2021-08-30,0.3755,0.1392,0.3978,0.5068,0.1995,0.3271,0.2521,0.3377
2021-08-31,0.3749,0.139,0.4037,0.5056,0.1863,0.3233,0.2491,0.3336
2021-09-01,0.3803,0.1434,0.4059,0.5224,0.1933,0.3236,0.2459,0.3356
2021-09-02,0.3659,0.1369,0.3625,0.5271,0.1876,0.2971,0.2318,0.3134
2021-09-03,0.372,0.1423,0.3849,0.5275,0.2053,0.3209,0.2429,0.3182
2021-09-04,0.3663,0.1411,0.3899,0.5226,0.2067,0.3205,0.2557,0.3165
2021-09-05,0.3529,0.1277,0.3804,0.5321,0.2047,0.3055,0.2386,0.2932
2021-09-06,0.3475,0.1257,0.3558,0.5251,0.2119,0.2897,0.235,0.285
2021-09-07,0.3655,0.1389,0.3626,0.5273,0.2244,0.3035,0.2422,0.3005
2021-09-08,0.3773,0.1386,0.3719,0.5226,0.2309,0.318,0.2472,0.3156
2021-09-09,0.3899,0.1387,0.3743,0.5156,0.222,0.3271,0.252,0.3221
2021-09-10,0.3935,0.1451,0.3787,0.5009,0.2098,0.3322,0.2424,0.3182
2021-09-11,0.3813,0.1548,0.3783,0.519,0.2177,0.3296,0.2391,0.3136
2021-09-12,0.3773,0.1591,0.3795,0.53,0.2428,0.3314,0.2395,0.3201
2021-09-13,0.3883,0.1584,0.3944,0.5242,0.2407,0.3307,0.2345,0.3101
2021-09-14,0.3994,0.1584,0.3753,0.5371,0.239,0.3343,0.2378,0.3142
2021-09-15,0.3854,0.1562,0.3833,0.5687,0.2495,0.3386,0.2437,0.3047
2021-09-16,0.3711,0.1543,0.3773,0.5671,0.2395,0.3269,0.2403,0.2981
2021-09-17,0.3622,0.1574,0.3517,0.5362,0.2272,0.3046,0.2258,0.2833
2021-09-18,0.371,0.1527,0.3696,0.5422,0.2904,0.3294,0.2548,0.302
2021-09-19,0.3742,0.1406,0.3569,0.5343,0.2641,0.3184,0.2375,0.2851
2021-09-20,0.3698,0.1289,0.347,0.5243,0.2568,0.3169,0.2322,0.278
2021-09-21,0.3798,0.1306,0.3537,0.5355,0.2511,0.3125,0.2338,0.2794
2021-09-22,0.3816,0.1328,0.3579,0.5527,0.2541,0.3121,0.2325,0.2814
2021-09-23,0.3959,0.1466,0.3799,0.5383,0.2663,0.3344,0.2335,0.2903
2021-09-24,0.3905,0.1484,0.3853,0.5209,0.2461,0.3354,0.2353,0.2846
2021-09-25,0.3939,0.1441,0.3993,0.5531,0.2406,0.3393,0.2277,0.2833
2021-09-26,0.3773,0.1424,0.3831,0.5605,0.2343,0.3239,0.223,0.2722
2021-09-27,0.3758,0.1516,0.3866,0.5617,0.2316,0.3239,0.2227,0.2704
2021-09-28,0.3822,0.1483,0.3646,0.5433,0.2499,0.3233,0.2371,0.2737
2021-09-29,0.3887,0.1442,0.3512,0.5486,0.2741,0.3215,0.2452,0.2726
2021-09-30,0.3846,0.1421,0.3543,0.5561,0.2665,0.3197,0.2372,0.2651
2021-10-01,0.3796,0.1419,0.3555,0.5499,0.2593,0.3176,0.2331,0.2663
2021-10-02,0.3796,0.1459,0.3482,0.5781,0.2661,0.3055,0.2266,0.2596
2021-10-03,0.3898,0.1504,0.374,0.5914,0.2704,0.3162,0.2311,0.2697
2021-10-04,0.4004,0.149,0.3769,0.5912,0.2734,0.323,0.2293,0.2729
2021-10-05,0.3934,0.1465,0.3687,0.5866,0.2704,0.3141,0.232,0.2555
2021-10-06,0.3923,0.1463,0.3789,0.5619,0.2527,0.3139,0.245,0.2538
2021-10-07,0.4019,0.1512,0.3844,0.5731,0.2393,0.3009,0.2273,0.249
2021-10-08,0.3941,0.1487,0.3676,0.5834,0.2605,0.296,0.223,0.2458
2021-10-09,0.3962,0.1502,0.3551,0.5872,0.2493,0.2926,0.226,0.2429
2021-10-10,0.4042,0.1509,0.3689,0.5876,0.2631,0.3129,0.2333,0.2508
2021-10-11,0.3986,0.1503,0.371,0.5908,0.2523,0.3087,0.2118,0.2438
2021-10-12,0.4006,0.1531,0.357,0.5868,0.2645,0.3087,0.2105,0.2544
2021-10-13,0.4073,0.1574,0.3624,0.5994,0.2944,0.3429,0.2113,0.2575
2021-10-14,0.4105,0.1473,0.3499,0.6163,0.2933,0.3339,0.2147,0.258
2021-10-15,0.4126,0.1358,0.3416,0.6311,0.2919,0.3199,0.2138,0.249
2021-10-16,0.4022,0.1366,0.3455,0.6269,0.286,0.3132,0.2115,0.2417
2021-10-17,0.3939,0.1481,0.3519,0.6179,0.2832,0.3157,0.2136,0.2361
2021-10-18,0.3989,0.1477,0.374,0.6155,0.3154,0.3301,0.2471,0.2494
2021-10-19,0.4108,0.1454,0.3712,0.6164,0.32,0.3216,0.2403,0.2469
2021-10-20,0.3963,0.1486,0.3359,0.6276,0.3046,0.3096,0.224,0.236
2021-10-21,0.3965,0.1557,0.3538,0.6402,0.3258,0.3165,0.2379,0.2458
2021-10-22,0.3974,0.1566,0.3368,0.6376,0.2979,0.2985,0.2305,0.24
2021-10-23,0.4088,0.1583,0.346,0.6063,0.2968,0.3145,0.2315,0.2532
2021-10-24,0.4006,0.1626,0.327,0.5934,0.3144,0.3052,0.2312,0.2391
2021-10-25,0.4069,0.1556,0.3211,0.6145,0.3096,0.2942,0.2154,0.2343
2021-10-26,0.4013,0.1455,0.3194,0.6128,0.309,0.2917,0.2129,0.2325
2021-10-27,0.3957,0.1492,0.3265,0.6207,0.2979,0.2973,0.2158,0.2329
2021-10-28,0.3999,0.1526,0.356,0.6363,0.3185,0.3139,0.2291,0.2462
2021-10-29,0.388,0.1607,0.3523,0.6297,0.311,0.3084,0.2259,0.2342
2021-10-30,0.3869,0.1631,0.36,0.6301,0.3005,0.3111,0.2239,0.2315
2021-10-31,0.3773,0.158,0.3414,0.6202,0.2909,0.2975,0.2183,0.2239
2021-11-01,0.3804,0.1498,0.3036,0.6087,0.2998,0.2804,0.2272,0.2212
2021-11-02,0.3934,0.1526,0.3172,0.625,0.2927,0.2977,0.2272,0.235
2021-11-03,0.3947,0.1463,0.315,0.6097,0.2859,0.3021,0.236,0.2399
2021-11-04,0.3886,0.1449,0.3058,0.6326,0.291,0.2913,0.2257,0.231
2021-11-05,0.3841,0.1442,0.3182,0.641,0.3137,0.2976,0.2312,0.2359
2021-11-06,0.3825,0.1528,0.3143,0.6369,0.3148,0.3,0.2352,0.2397
2021-11-07,0.383,0.1503,0.312,0.6328,0.3395,0.3031,0.2502,0.2427
2021-11-08,0.3897,0.1429,0.3202,0.6478,0.3315,0.3055,0.2507,0.2419
2021-11-09,0.3855,0.1463,0.3334,0.6478,0.3293,0.3147,0.2466,0.2435
2021-11-10,0.3771,0.1583,0.3463,0.6591,0.3293,0.3157,0.2462,0.2413
2021-11-11,0.3701,0.1674,0.3214,0.6411,0.3048,0.3013,0.2476,0.2422
2021-11-12,0.393,0.1672,0.3406,0.6507,0.3246,0.3196,0.2506,0.2491
2021-11-13,0.3917,0.1604,0.3147,0.6652,0.3188,0.3222,0.242,0.2486
2021-11-14,0.3769,0.1498,0.3115,0.6539,0.3085,0.3229,0.2424,0.2357
2021-11-15,0.3697,0.1518,0.2979,0.6608,0.3173,0.3215,0.2482,0.23
2021-11-16,0.3577,0.1616,0.2963,0.6478,0.3017,0.3021,0.2411,0.2231
2021-11-17,0.3676,0.1687,0.317,0.6443,0.353,0.3168,0.2616,0.2431
2021-11-18,0.3851,0.1709,0.3253,0.6539,0.3466,0.3163,0.2616,0.2456
2021-11-19,0.3871,0.1692,0.3274,0.673,0.3333,0.3223,0.2605,0.2417
2021-11-20,0.3868,0.1674,0.3349,0.6911,0.3175,0.315,0.2682,0.2493
2021-11-21,0.3781,0.1585,0.3259,0.684,0.3107,0.2934,0.2596,0.235
2021-11-22,0.3738,0.1556,0.3133,0.6513,0.3227,0.2901,0.2623,0.231
2021-11-23,0.384,0.1489,0.3116,0.6377,0.3282,0.2963,0.2806,0.2472
2021-11-24,0.3899,0.1472,0.3071,0.6557,0.3097,0.287,0.2565,0.2425
2021-11-25,0.3894,0.1444,0.2885,0.6427,0.3078,0.2753,0.2431,0.2348
2021-11-26,0.3891,0.1547,0.2981,0.6577,0.2963,0.2715,0.2474,0.2291
2021-11-27,0.39,0.1555,0.3263,0.6432,0.3042,0.2852,0.2625,0.233
2021-11-28,0.3853,0.1518,0.3233,0.6497,0.3031,0.2847,0.2597,0.2266
2021-11-29,0.3863,0.1516,0.3249,0.66,0.3109,0.2943,0.2615,0.2263
2021-11-30,0.3872,0.1497,0.3164,0.6601,0.2929,0.2915,0.2625,0.2352
2021-12-01,0.3879,0.1459,0.3146,0.6663,0.2898,0.2833,0.2663,0.2386
2021-12-02,0.4059,0.1507,0.3322,0.675,0.3055,0.2998,0.2743,0.2508
2021-12-03,0.4077,0.1531,0.3108,0.6537,0.2997,0.2888,0.2712,0.2516
2021-12-04,0.403,0.1517,0.304,0.6472,0.3264,0.2857,0.2712,0.2459
2021-12-05,0.4028,0.1461,0.3017,0.6337,0.3062,0.2845,0.2691,0.2461
2021-12-06,0.4144,0.1462,0.3131,0.643,0.2926,0.2771,0.2561,0.2479
2021-12-07,0.4164,0.1512,0.3003,0.6483,0.3122,0.2728,0.2647,0.2528
2021-12-08,0.4132,0.157,0.3114,0.663,0.3194,0.278,0.2798,0.255
2021-12-09,0.4117,0.1618,0.3157,0.6696,0.3252,0.2862,0.2841,0.2604
2021-12-10,0.3997,0.1652,0.3183,0.6397,0.3122,0.2764,0.2748,0.2512
2021-12-11,0.4022,0.1732,0.3205,0.6542,0.3159,0.2842,0.2739,0.2547
2021-12-12,0.4044,0.1688,0.3477,0.6518,0.3123,0.3019,0.2804,0.2661
2021-12-13,0.4155,0.1565,0.3274,0.6414,0.3143,0.2909,0.2834,0.2743
2021-12-14,0.4276,0.1413,0.3136,0.6431,0.2935,0.2783,0.2777,0.2758
2021-12-15,0.4288,0.1348,0.3182,0.6565,0.3248,0.2909,0.2924,0.2924
2021-12-16,0.425,0.1425,0.3064,0.6554,0.303,0.2774,0.272,0.2816
2021-12-17,0.4318,0.1345,0.3225,0.6414,0.3239,0.2909,0.2908,0.2924
2021-12-18,0.4383,0.131,0.3181,0.6625,0.3255,0.2755,0.2863,0.2846
2021-12-19,0.4279,0.1245,0.304,0.668,0.3125,0.2693,0.2733,0.2754
2021-12-20,0.4234,0.1309,0.3243,0.6816,0.3034,0.2791,0.2769,0.2845
2021-12-21,0.4282,0.1325,0.3194,0.679,0.2913,0.2786,0.2872,0.2996
2021-12-22,0.4344,0.1437,0.3338,0.6608,0.2947,0.2991,0.3015,0.3165
2021-12-23,0.4206,0.1463,0.3356,0.6329,0.2925,0.3001,0.3042,0.3225
2021-12-24,0.4135,0.141,0.3352,0.6544,0.284,0.2909,0.2932,0.3135
2021-12-25,0.4093,0.1347,0.3288,0.6558,0.2825,0.2909,0.2925,0.3192
2021-12-26,0.4286,0.1347,0.3301,0.6644,0.2948,0.2933,0.2993,0.3237
2021-12-27,0.4442,0.1309,0.3488,0.6643,0.3139,0.3055,0.2974,0.3319
2021-12-28,0.4466,0.1306,0.3443,0.6521,0.319,0.3049,0.3006,0.3259
2021-12-29,0.4396,0.1331,0.3461,0.6514,0.311,0.3029,0.2953,0.3245
2021-12-30,0.4329,0.13,0.3505,0.6677,0.3032,0.2992,0.2841,0.3242
2021-12-31,0.4205,0.1275,0.3184,0.6794,0.286,0.2865,0.2744,0.3247
2022-01-01,0.4263,0.1325,0.3367,0.6799,0.2993,0.3111,0.2903,0.3404
2022-01-02,0.4325,0.1309,0.3327,0.6638,0.2936,0.3153,0.2989,0.3392
2022-01-03,0.4298,0.1199,0.3358,0.6531,0.2972,0.3026,0.2993,0.3317
2022-01-04,0.4321,0.1223,0.3436,0.6719,0.3026,0.3097,0.3079,0.3428
2022-01-05,0.437,0.1308,0.3244,0.6565,0.2869,0.3037,0.3054,0.3468
2022-01-06,0.4447,0.1272,0.3329,0.6703,0.3271,0.3125,0.3305,0.3587
2022-01-07,0.4502,0.1187,0.3427,0.6749,0.302,0.3184,0.3236,0.3572
2022-01-08,0.4518,0.1188,0.3572,0.6591,0.2886,0.3298,0.3131,0.359
2022-01-09,0.4395,0.1283,0.3642,0.6735,0.277,0.3235,0.3045,0.3484
2022-01-10,0.4428,0.1268,0.3575,0.6826,0.277,0.32,0.3149,0.3523
2022-01-11,0.4651,0.1234,0.3696,0.6819,0.2709,0.3324,0.3042,0.3598
2022-01-12,0.4614,0.1126,0.3309,0.6754,0.2838,0.3184,0.2966,0.3531
2022-01-13,0.4619,0.1084,0.3393,0.6949,0.2818,0.3204,0.2957,0.3527
2022-01-14,0.4444,0.1077,0.3456,0.6863,0.2656,0.3178,0.2973,0.3561
2022-01-15,0.4292,0.1218,0.3462,0.677,0.2483,0.314,0.2862,0.3524
2022-01-16,0.4323,0.1222,0.3459,0.6616,0.2995,0.3257,0.3005,0.3623
2022-01-17,0.4411,0.1162,0.3434,0.6691,0.2941,0.321,0.3072,0.3577
2022-01-18,0.4468,0.1128,0.3394,0.6486,0.2684,0.3263,0.2983,0.3562
2022-01-19,0.4511,0.112,0.3539,0.6654,0.26,0.331,0.302,0.3613
2022-01-20,0.4468,0.1152,0.3536,0.6765,0.2514,0.3172,0.2948,0.3577
2022-01-21,0.4552,0.1241,0.3615,0.6604,0.2537,0.3218,0.2919,0.3631
2022-01-22,0.4578,0.126,0.3708,0.6519,0.2469,0.3368,0.2976,0.3735
2022-01-23,0.4576,0.1194,0.3638,0.6642,0.2507,0.324,0.2848,0.3589
2022-01-24,0.4538,0.1106,0.3442,0.6875,0.2551,0.31,0.273,0.3505
2022-01-25,0.4468,0.1156,0.3576,0.6829,0.2441,0.3068,0.2818,0.3472
2022-01-26,0.4554,0.1159,0.3707,0.6913,0.2553,0.3149,0.2948,0.3619
2022-01-27,0.4598,0.1132,0.3475,0.6756,0.2595,0.2929,0.284,0.352
2022-01-28,0.4633,0.117,0.3545,0.6781,0.2814,0.3003,0.2894,0.3531
2022-01-29,0.4625,0.1151,0.3634,0.6787,0.2794,0.3048,0.2814,0.3556
2022-01-30,0.4489,0.1057,0.3568,0.6503,0.2589,0.291,0.276,0.3526
2022-01-31,0.4599,0.1099,0.3801,0.6413,0.2521,0.3004,0.2799,0.3648
2022-02-01,0.4622,0.1095,0.3855,0.6444,0.2565,0.3049,0.2819,0.3762
2022-02-02,0.4328,0.1068,0.3752,0.6397,0.2646,0.3024,0.2777,0.3661
2022-02-03,0.4283,0.1094,0.3765,0.6391,0.2617,0.3063,0.2784,0.3754
2022-02-04,0.4368,0.1185,0.3981,0.6494,0.2548,0.3155,0.2763,0.3808
2022-02-05,0.432,0.1379,0.4056,0.6475,0.2871,0.324,0.2878,0.3828
2022-02-06,0.4228,0.1332,0.4074,0.653,0.2746,0.3182,0.286,0.3737
2022-02-07,0.4115,0.1329,0.3915,0.6277,0.2697,0.319,0.2804,0.3691
2022-02-08,0.408,0.1395,0.4013,0.6121,0.2835,0.3281,0.2872,0.3759
2022-02-09,0.3965,0.1465,0.4021,0.6003,0.2797,0.3279,0.2756,0.3735
2022-02-10,0.4009,0.1597,0.4141,0.5792,0.2713,0.3449,0.2702,0.3747
2022-02-11,0.3993,0.1463,0.4067,0.5827,0.2695,0.3389,0.2692,0.3648
2022-02-12,0.395,0.1303,0.4049,0.6049,0.2673,0.341,0.2612,0.3527
2022-02-13,0.3772,0.1299,0.4193,0.5776,0.2711,0.353,0.2581,0.3485
2022-02-14,0.3701,0.1398,0.4267,0.5705,0.2602,0.3482,0.2514,0.333
2022-02-15,0.3769,0.161,0.4584,0.564,0.283,0.3787,0.2721,0.3581
2022-02-16,0.3792,0.1666,0.468,0.5773,0.272,0.379,0.2687,0.3604
2022-02-17,0.375,0.174,0.4656,0.5933,0.2619,0.3826,0.2603,0.3615
2022-02-18,0.3609,0.1777,0.4507,0.5796,0.255,0.37,0.2655,0.3472
2022-02-19,0.3649,0.1767,0.447,0.5818,0.2619,0.3671,0.2806,0.3461
2022-02-20,0.3569,0.1704,0.4507,0.5434,0.2547,0.3687,0.2656,0.3301
2022-02-21,0.3512,0.174,0.4505,0.513,0.276,0.3783,0.266,0.3289
2022-02-22,0.342,0.1633,0.4377,0.5234,0.2622,0.3648,0.2435,0.3104
2022-02-23,0.3329,0.1602,0.4382,0.5338,0.2489,0.3616,0.2296,0.2987
2022-02-24,0.3395,0.1552,0.4393,0.5342,0.2121,0.3533,0.2013,0.2775
2022-02-25,0.3324,0.1431,0.4387,0.5193,0.2101,0.3413,0.1898,0.2493
2022-02-26,0.3299,0.1319,0.4205,0.4925,0.1727,0.3255,0.1804,0.2284
2022-02-27,0.3186,0.1178,0.4075,0.481,0.1368,0.3026,0.1674,0.2097
2022-02-28,0.3092,0.1051,0.388,0.4753,0.0988,0.2613,0.1388,0.1876
2022-03-01,0.3037,0.1001,0.3026,0.4666,0.0637,0.2103,0.1081,0.1749
2022-03-02,0.3136,0.1025,0.2974,0.4902,0.0898,0.2166,0.1115,0.1735
2022-03-03,0.3105,0.1028,0.2817,0.4861,0.0851000000000001,0.216,0.1093,0.1764
2022-03-04,0.2953,0.0838000000000001,0.2652,0.4692,0.0895,0.2066,0.09,0.1583
2022-03-05,0.2926,0.0852000000000001,0.2804,0.4909,0.0901999999999999,0.2117,0.0891,0.1585
2022-03-06,0.2909,0.0871,0.2709,0.4961,0.0878,0.2126,0.0852000000000001,0.1534
2022-03-07,0.2995,0.0764,0.2643,0.4904,0.1137,0.2199,0.1017,0.1617
2022-03-08,0.3103,0.0759000000000001,0.2535,0.493,0.0983000000000001,0.2128,0.1097,0.1596
2022-03-09,0.3177,0.0736,0.2611,0.4931,0.0932999999999999,0.2186,0.1051,0.1614
2022-03-10,0.3031,0.0891000000000001,0.2741,0.4965,0.0942000000000001,0.2192,0.1103,0.1681
2022-03-11,0.2998,0.0931,0.2808,0.4798,0.0829000000000001,0.2193,0.1166,0.174
2022-03-12,0.3046,0.0937,0.2803,0.4826,0.079,0.2226,0.1122,0.1737
2022-03-13,0.2957,0.0853,0.2631,0.4845,0.0966,0.2192,0.1201,0.1717
2022-03-14,0.2932,0.0794,0.2462,0.4972,0.0813,0.2017,0.1138,0.1591
2022-03-15,0.2865,0.0791000000000001,0.2445,0.4846,0.0781000000000001,0.2158,0.1282,0.1724
2022-03-16,0.2786,0.0999,0.2391,0.4759,0.0822999999999999,0.2056,0.132,0.1627
2022-03-17,0.2911,0.1058,0.2564,0.4803,0.1508,0.2243,0.1514,0.1825
2022-03-18,0.3041,0.0989,0.2561,0.49,0.1474,0.2176,0.1478,0.1804
2022-03-19,0.3005,0.0898,0.2487,0.4812,0.1432,0.2209,0.1499,0.1762
2022-03-20,0.2996,0.0818,0.2628,0.5031,0.1204,0.2252,0.1552,0.178
2022-03-21,0.2951,0.0821,0.2712,0.5149,0.1214,0.2243,0.1658,0.1907
2022-03-22,0.303,0.0877,0.2665,0.5014,0.125,0.2262,0.1651,0.1973
2022-03-23,0.3049,0.0866,0.2516,0.4783,0.1291,0.2283,0.1739,0.2103
2022-03-24,0.3163,0.0798000000000001,0.2478,0.4708,0.126,0.2166,0.1632,0.2079
2022-03-25,0.3062,0.0778000000000001,0.2329,0.4891,0.103,0.2099,0.1576,0.2027
2022-03-26,0.2987,0.0868,0.2395,0.4858,0.0837,0.2108,0.1638,0.1996
2022-03-27,0.308,0.09,0.25,0.4903,0.1049,0.2192,0.1707,0.2108
2022-03-28,0.3275,0.0881999999999999,0.2492,0.4921,0.1071,0.212,0.1632,0.2088
2022-03-29,0.3316,0.0913999999999999,0.257,0.4941,0.1233,0.2316,0.1691,0.2167
2022-03-30,0.3241,0.1005,0.2533,0.4997,0.1196,0.2368,0.1774,0.2244
2022-03-31,0.3183,0.1046,0.2549,0.5062,0.1154,0.2285,0.1934,0.2215
2022-04-01,0.3316,0.1055,0.2659,0.5077,0.1229,0.2352,0.2061,0.2365
2022-04-02,0.3342,0.1102,0.2707,0.505,0.1299,0.2394,0.2044,0.2406
2022-04-03,0.3235,0.1089,0.2382,0.4887,0.1234,0.2208,0.1944,0.2223
2022-04-04,0.3282,0.1044,0.2309,0.4903,0.1329,0.237,0.2075,0.2353
2022-04-05,0.3362,0.1055,0.2332,0.5077,0.1113,0.2393,0.1998,0.2426
2022-04-06,0.3319,0.096,0.2262,0.4844,0.1332,0.2467,0.2065,0.2474
2022-04-07,0.3254,0.0992000000000001,0.2181,0.5111,0.1262,0.2342,0.2058,0.2319
2022-04-08,0.3257,0.0974,0.224,0.5245,0.1094,0.2482,0.2089,0.2392
2022-04-09,0.3182,0.1061,0.2272,0.5192,0.1169,0.2456,0.2057,0.2433
2022-04-10,0.3254,0.1103,0.2274,0.5165,0.1349,0.2502,0.2192,0.2552
2022-04-11,0.3415,0.1273,0.229,0.5175,0.1311,0.2608,0.2153,0.2628
2022-04-12,0.3439,0.115,0.2198,0.5088,0.1289,0.2551,0.2157,0.269
2022-04-13,0.3417,0.1003,0.2056,0.5316,0.1309,0.2449,0.2128,0.2648
2022-04-14,0.3352,0.1034,0.1889,0.5299,0.128,0.247,0.216,0.2708
2022-04-15,0.336,0.1182,0.1852,0.5332,0.1352,0.2474,0.2163,0.2728
2022-04-16,0.3527,0.1309,0.1977,0.5389,0.1522,0.2596,0.2231,0.2887
2022-04-17,0.3765,0.1219,0.2007,0.5365,0.1528,0.2609,0.2217,0.2904
2022-04-18,0.3725,0.1292,0.1786,0.5604,0.1607,0.2542,0.2213,0.276
2022-04-19,0.3756,0.1349,0.186,0.5591,0.1379,0.2509,0.2267,0.2736
2022-04-20,0.3703,0.1436,0.1886,0.5649,0.1335,0.2576,0.2339,0.2831
2022-04-21,0.362,0.149,0.1937,0.5473,0.1216,0.2649,0.227,0.2818
2022-04-22,0.3614,0.1555,0.2024,0.5542,0.1253,0.2757,0.2337,0.2945
2022-04-23,0.3534,0.1368,0.1988,0.5652,0.1169,0.2704,0.2228,0.2871
2022-04-24,0.345,0.1206,0.2015,0.5776,0.1434,0.2767,0.2263,0.2864
2022-04-25,0.3494,0.1152,0.195,0.5642,0.1199,0.2623,0.2281,0.28
2022-04-26,0.3579,0.1133,0.2149,0.5545,0.1569,0.2783,0.2503,0.3019
2022-04-27,0.3561,0.1042,0.1955,0.5609,0.1419,0.265,0.2409,0.2941
2022-04-28,0.3538,0.1019,0.195,0.5523,0.1237,0.2686,0.2387,0.2944
2022-04-29,0.3626,0.1094,0.2022,0.5634,0.1253,0.2626,0.2307,0.2919
2022-04-30,0.3559,0.1168,0.2039,0.5765,0.1299,0.2635,0.2309,0.2965
2022-05-01,0.3617,0.1239,0.2049,0.5841,0.1415,0.2707,0.2338,0.2948
2022-05-02,0.3681,0.1269,0.1914,0.5536,0.151,0.2681,0.241,0.2967
2022-05-03,0.3565,0.1162,0.1881,0.5513,0.1428,0.26,0.2347,0.2832
2022-05-04,0.3406,0.1217,0.2079,0.562,0.1641,0.2735,0.2454,0.2908
2022-05-05,0.3409,0.1446,0.2143,0.5743,0.1563,0.2669,0.2445,0.2893
2022-05-06,0.3344,0.1449,0.2141,0.5546,0.1621,0.2717,0.2538,0.2971
2022-05-07,0.3369,0.1391,0.2089,0.566,0.1696,0.2756,0.2649,0.2965
2022-05-08,0.3326,0.1289,0.2079,0.565,0.1474,0.2811,0.2599,0.2951
2022-05-09,0.3154,0.1209,0.2068,0.5478,0.1419,0.2666,0.2558,0.2778
2022-05-10,0.3099,0.1205,0.2117,0.5469,0.1274,0.261,0.2639,0.2761
2022-05-11,0.3185,0.1172,0.2245,0.5556,0.1439,0.2642,0.2551,0.2782
2022-05-12,0.3172,0.1156,0.2049,0.5608,0.1436,0.2534,0.2509,0.2791
2022-05-13,0.3114,0.1089,0.1959,0.5703,0.1509,0.2464,0.252,0.2693
2022-05-14,0.3089,0.112,0.212,0.5833,0.1578,0.266,0.2599,0.2908
2022-05-15,0.2913,0.1227,0.2307,0.5391,0.1352,0.2589,0.2587,0.283
2022-05-16,0.3043,0.1244,0.2601,0.5588,0.1811,0.2748,0.2734,0.3092
2022-05-17,0.3144,0.1365,0.2647,0.556,0.1701,0.2839,0.2767,0.3256
2022-05-18,0.3272,0.1422,0.2619,0.5593,0.1841,0.3023,0.2846,0.3347
2022-05-19,0.3591,0.1526,0.2727,0.5812,0.166,0.3194,0.2787,0.358
2022-05-20,0.3556,0.1434,0.2676,0.5683,0.1611,0.313,0.2835,0.3479
2022-05-21,0.3609,0.1602,0.266,0.5673,0.1666,0.311,0.2763,0.3448
2022-05-22,0.3527,0.1533,0.2809,0.5503,0.1582,0.3096,0.2782,0.3438
2022-05-23,0.3485,0.1398,0.2829,0.5716,0.1538,0.3074,0.2603,0.3366
2022-05-24,0.3366,0.1322,0.2699,0.5793,0.1566,0.3032,0.2653,0.3336
2022-05-25,0.3213,0.1361,0.2667,0.5944,0.1395,0.2961,0.2689,0.3242
2022-05-26,0.3195,0.1294,0.278,0.5945,0.1623,0.3006,0.2805,0.3285
2022-05-27,0.3169,0.1125,0.2705,0.5891,0.1651,0.2818,0.2764,0.3145
2022-05-28,0.3127,0.1129,0.2627,0.5547,0.181,0.286,0.2824,0.3097
2022-05-29,0.3059,0.109,0.2621,0.5647,0.1752,0.2882,0.2898,0.3088
2022-05-30,0.2957,0.1018,0.2586,0.5642,0.1623,0.2808,0.2959,0.3034
2022-05-31,0.3212,0.0939,0.2749,0.5486,0.1591,0.2901,0.3129,0.3204
