"","date","BRENT"
"158",2022-11-30,0.2833
"159",2022-12-01,0.2889
"160",2022-12-02,0.293
"161",2022-12-05,0.3002
"162",2022-12-06,0.303
"163",2022-12-07,0.3012
"164",2022-12-08,0.2943
"165",2022-12-09,0.2944
"166",2022-12-12,0.2956
"167",2022-12-13,0.2921
"168",2022-12-14,0.2958
"169",2022-12-15,0.3007
"170",2022-12-16,0.2872
"171",2022-12-19,0.2898
"172",2022-12-20,0.2965
"173",2022-12-21,0.2999
"174",2022-12-22,0.2921
"175",2022-12-23,0.2866
"176",2022-12-27,0.2844
"177",2022-12-28,0.2844
"178",2022-12-29,0.2934
"179",2022-12-30,0.2998
"180",2023-01-03,0.3044
"181",2023-01-04,0.2954
"182",2023-01-05,0.2851
"183",2023-01-06,0.291
"184",2023-01-09,0.2906
"185",2023-01-10,0.2885
"186",2023-01-11,0.2839
"187",2023-01-12,0.2771
"188",2023-01-13,0.2725
"189",2023-01-17,0.2836
"190",2023-01-18,0.2889
"191",2023-01-19,0.2844
"192",2023-01-20,0.2785
"193",2023-01-23,0.2795
"194",2023-01-24,0.2794
"195",2023-01-25,0.2795
"196",2023-01-26,0.2797
"197",2023-01-27,0.2733
"198",2023-01-30,0.2645
"199",2023-01-31,0.2697
"200",2023-02-01,0.2676
"201",2023-02-02,0.2695
"202",2023-02-03,0.2656
"203",2023-02-06,0.2579
"204",2023-02-07,0.2578
"205",2023-02-08,0.2589
"206",2023-02-09,0.2462
"207",2023-02-10,0.2444
"208",2023-02-13,0.2489
"209",2023-02-14,0.2499
"210",2023-02-15,0.2511
"211",2023-02-16,0.253
"212",2023-02-17,0.2491
"213",2023-02-21,0.2405
"214",2023-02-22,0.2318
"215",2023-02-23,0.2352
"216",2023-02-24,0.2323
"217",2023-02-27,0.2218
"218",2023-02-28,0.218
"219",2023-03-01,0.2259
"220",2023-03-02,0.2276
"221",2023-03-03,0.2255
"222",2023-03-06,0.2289
"223",2023-03-07,0.2245
"224",2023-03-08,0.2123
"225",2023-03-09,0.2087
"226",2023-03-10,0.2117
"227",2023-03-13,0.2139
"228",2023-03-14,0.2133
"229",2023-03-15,0.2255
"230",2023-03-16,0.2146
"231",2023-03-17,0.2139
"232",2023-03-20,0.2207
"233",2023-03-21,0.2178
"234",2023-03-22,0.2159
"235",2023-03-23,0.2076
"236",2023-03-24,0.1994
"237",2023-03-27,0.2039
"238",2023-03-28,0.2126
"239",2023-03-29,0.2189
"240",2023-03-30,0.2125
"241",2023-03-31,0.2041
"242",2023-04-03,0.1922
"243",2023-04-04,0.1947
"244",2023-04-05,0.1995
"245",2023-04-06,0.2026
"246",2023-04-10,0.2031
"247",2023-04-11,0.1954
"248",2023-04-12,0.1972
"249",2023-04-13,0.2031
"250",2023-04-14,0.2061
"251",2023-04-17,0.203
"252",2023-04-18,0.2023
"253",2023-04-19,0.2038
"254",2023-04-20,0.1949
"255",2023-04-21,0.2008
"256",2023-04-24,0.2119
"257",2023-04-25,0.2089
"258",2023-04-26,0.2044
"259",2023-04-27,0.2045
"260",2023-04-28,0.2016
"261",2023-05-01,0.2002
"262",2023-05-02,0.1912
"263",2023-05-03,0.1928
"264",2023-05-04,0.204
"265",2023-05-05,0.2056
"266",2023-05-08,0.1914
"267",2023-05-09,0.1864
"268",2023-05-10,0.1891
"269",2023-05-11,0.19
"270",2023-05-12,0.1857
"271",2023-05-15,0.1846
"272",2023-05-16,0.1796
"273",2023-05-17,0.1823
"274",2023-05-18,0.1891
"275",2023-05-19,0.1921
"276",2023-05-22,0.1908
"277",2023-05-23,0.1828
"278",2023-05-24,0.1737
"279",2023-05-25,0.1843
"280",2023-05-26,0.191
"281",2023-05-30,0.1926
"282",2023-05-31,0.2064
"283",2023-06-01,0.2108
"284",2023-06-02,0.2067
"285",2023-06-05,0.2138
"286",2023-06-06,0.2234
"287",2023-06-07,0.2474
"288",2023-06-08,0.2437
"289",2023-06-09,0.2442
"290",2023-06-12,0.246
"291",2023-06-13,0.2409
"292",2023-06-14,0.2425
"293",2023-06-15,0.2392
"294",2023-06-16,0.2341
"295",2023-06-20,0.2301
"296",2023-06-21,0.2198
"297",2023-06-22,0.2162
"298",2023-06-23,0.2205
"299",2023-06-26,0.2266
"300",2023-06-27,0.2233
"301",2023-06-28,0.221
"302",2023-06-29,0.2153
