"","date","WTI"
"922",2023-02-03,0.0999
"923",2023-02-06,0.0932999999999999
"924",2023-02-07,0.0959
"925",2023-02-08,0.1032
"926",2023-02-09,0.1137
"927",2023-02-10,0.1124
"928",2023-02-13,0.1166
"929",2023-02-14,0.1255
"930",2023-02-15,0.1126
"931",2023-02-16,0.0944
"932",2023-02-17,0.0805
"933",2023-02-21,0.0694
"934",2023-02-22,0.0859
"935",2023-02-23,0.0979
"936",2023-02-24,0.0874999999999999
"937",2023-02-27,0.0811000000000001
"938",2023-02-28,0.0731000000000001
"939",2023-03-01,0.0721000000000001
"940",2023-03-02,0.0594
"941",2023-03-03,0.0528000000000001
"942",2023-03-06,0.0485
"943",2023-03-07,0.0374
"944",2023-03-08,0.0453
"945",2023-03-09,0.0529000000000001
"946",2023-03-10,0.0643
"947",2023-03-13,0.0609000000000001
"948",2023-03-14,0.0631
"949",2023-03-15,0.0668
"950",2023-03-16,0.0740000000000001
"951",2023-03-17,0.0791000000000001
"952",2023-03-20,0.0858
"953",2023-03-21,0.0939
"954",2023-03-22,0.1044
"955",2023-03-23,0.1126
"956",2023-03-24,0.1116
"957",2023-03-27,0.1265
"958",2023-03-28,0.1253
"959",2023-03-29,0.1367
"960",2023-03-30,0.1373
"961",2023-03-31,0.1263
"962",2023-04-03,0.1221
"963",2023-04-04,0.1077
"964",2023-04-05,0.1045
"965",2023-04-06,0.1036
"966",2023-04-10,0.1032
"967",2023-04-11,0.1012
"968",2023-04-12,0.1022
"969",2023-04-13,0.0941
"970",2023-04-14,0.0966
"971",2023-04-17,0.0747
"972",2023-04-18,0.0705
"973",2023-04-19,0.0537
"974",2023-04-20,0.0446
"975",2023-04-21,0.0333
"976",2023-04-24,0.0303
"977",2023-04-25,0.0189
"978",2023-04-26,0.0177
"979",2023-04-27,0.0213
"980",2023-04-28,0.0151
"981",2023-05-01,0.012
"982",2023-05-02,0.0106000000000001
"983",2023-05-03,0.0145
"984",2023-05-04,0.0161
"985",2023-05-05,0.0189
"986",2023-05-08,0.0183
"987",2023-05-09,0.0184
"988",2023-05-10,0.0173
"989",2023-05-11,0.0142
"990",2023-05-12,0.0184000000000001
"991",2023-05-15,0.027
"992",2023-05-16,0.0211
"993",2023-05-17,0.0134
"994",2023-05-18,0.0208
"995",2023-05-19,0.0118
"996",2023-05-22,0.0128
"997",2023-05-23,0.0153
"998",2023-05-24,0.00980000000000003
"999",2023-05-25,0.00869999999999993
"1000",2023-05-26,0.00800000000000001
"1001",2023-05-30,0.0198
"1002",2023-05-31,0.0194
"1003",2023-06-01,0.0219
"1004",2023-06-02,0.0174
"1005",2023-06-05,0.0290999999999999
"1006",2023-06-06,0.0336
"1007",2023-06-07,0.0388000000000001
"1008",2023-06-08,0.0484
"1009",2023-06-09,0.0518
"1010",2023-06-12,0.0620000000000001
"1011",2023-06-13,0.0616
"1012",2023-06-14,0.0551999999999999
"1013",2023-06-15,0.0466
"1014",2023-06-16,0.034
"1015",2023-06-20,0.0442
"1016",2023-06-21,0.0501999999999999
"1017",2023-06-22,0.0631
"1018",2023-06-23,0.0598
"1019",2023-06-26,0.0508
"1020",2023-06-27,0.0492
"1021",2023-06-28,0.0559000000000001
"1022",2023-06-29,0.0634
