"","date","GOLD"
"244",2023-04-05,0.2556
"245",2023-04-06,0.2565
"246",2023-04-10,0.2611
"247",2023-04-11,0.2568
"248",2023-04-12,0.2654
"249",2023-04-13,0.2592
"250",2023-04-14,0.2557
"251",2023-04-17,0.2439
"252",2023-04-18,0.2417
"253",2023-04-19,0.2458
"254",2023-04-20,0.2435
"255",2023-04-21,0.2414
"256",2023-04-24,0.2444
"257",2023-04-25,0.2417
"258",2023-04-26,0.2389
"259",2023-04-27,0.2363
"260",2023-04-28,0.254
"261",2023-05-01,0.251
"262",2023-05-02,0.2452
"263",2023-05-03,0.2398
"264",2023-05-04,0.2313
"265",2023-05-05,0.2252
"266",2023-05-08,0.2341
"267",2023-05-09,0.2372
"268",2023-05-10,0.2408
"269",2023-05-11,0.2384
"270",2023-05-12,0.2365
"271",2023-05-15,0.2244
"272",2023-05-16,0.2286
"273",2023-05-17,0.2302
"274",2023-05-18,0.2354
"275",2023-05-19,0.2397
"276",2023-05-22,0.2335
"277",2023-05-23,0.23
"278",2023-05-24,0.227
"279",2023-05-25,0.2171
"280",2023-05-26,0.2234
"281",2023-05-30,0.2191
"282",2023-05-31,0.2179
"283",2023-06-01,0.2142
"284",2023-06-02,0.2206
"285",2023-06-05,0.2186
"286",2023-06-06,0.2199
"287",2023-06-07,0.2184
"288",2023-06-08,0.2168
"289",2023-06-09,0.2221
"290",2023-06-12,0.2353
"291",2023-06-13,0.2262
"292",2023-06-14,0.2226
"293",2023-06-15,0.2247
"294",2023-06-16,0.2247
"295",2023-06-20,0.2219
"296",2023-06-21,0.2323
"297",2023-06-22,0.2258
"298",2023-06-23,0.2166
"299",2023-06-26,0.211
"300",2023-06-27,0.2212
"301",2023-06-28,0.2225
"302",2023-06-29,0.2241
