"","date","BRENT"
"935",2023-02-23,0.4669
"936",2023-02-24,0.4853
"937",2023-02-27,0.526
"938",2023-02-28,0.5263
"939",2023-03-01,0.4933
"940",2023-03-02,0.4682
"941",2023-03-03,0.4597
"942",2023-03-06,0.4521
"943",2023-03-07,0.4193
"944",2023-03-08,0.4336
"945",2023-03-09,0.4889
"946",2023-03-10,0.4736
"947",2023-03-13,0.4896
"948",2023-03-14,0.4864
"949",2023-03-15,0.4471
"950",2023-03-16,0.4355
"951",2023-03-17,0.4089
"952",2023-03-20,0.3943
"953",2023-03-21,0.3921
"954",2023-03-22,0.3885
"955",2023-03-23,0.3765
"956",2023-03-24,0.3771
"957",2023-03-27,0.3541
"958",2023-03-28,0.3466
"959",2023-03-29,0.3517
"960",2023-03-30,0.3501
"961",2023-03-31,0.36
"962",2023-04-03,0.3477
"963",2023-04-04,0.3331
"964",2023-04-05,0.3257
"965",2023-04-06,0.3316
"966",2023-04-10,0.3439
"967",2023-04-11,0.3555
"968",2023-04-12,0.3538
"969",2023-04-13,0.3499
"970",2023-04-14,0.3454
"971",2023-04-17,0.3437
"972",2023-04-18,0.3549
"973",2023-04-19,0.3517
"974",2023-04-20,0.3765
"975",2023-04-21,0.3788
"976",2023-04-24,0.3744
"977",2023-04-25,0.3807
"978",2023-04-26,0.378
"979",2023-04-27,0.3906
"980",2023-04-28,0.4115
"981",2023-05-01,0.4074
"982",2023-05-02,0.3788
"983",2023-05-03,0.3112
"984",2023-05-04,0.3179
"985",2023-05-05,0.338
"986",2023-05-08,0.3443
"987",2023-05-09,0.3436
"988",2023-05-10,0.3278
"989",2023-05-11,0.3358
"990",2023-05-12,0.3446
"991",2023-05-15,0.3578
"992",2023-05-16,0.3691
"993",2023-05-17,0.3458
"994",2023-05-18,0.3634
"995",2023-05-19,0.3813
"996",2023-05-22,0.3841
"997",2023-05-23,0.3872
"998",2023-05-24,0.3791
"999",2023-05-25,0.367
"1000",2023-05-26,0.4021
"1001",2023-05-30,0.4117
"1002",2023-05-31,0.4349
"1003",2023-06-01,0.4249
"1004",2023-06-02,0.4059
"1005",2023-06-05,0.3894
"1006",2023-06-06,0.3837
"1007",2023-06-07,0.3891
"1008",2023-06-08,0.3705
"1009",2023-06-09,0.3483
"1010",2023-06-12,0.3377
"1011",2023-06-13,0.3247
"1012",2023-06-14,0.313
"1013",2023-06-15,0.3107
"1014",2023-06-16,0.3298
"1015",2023-06-20,0.3277
"1016",2023-06-21,0.3185
"1017",2023-06-22,0.3137
"1018",2023-06-23,0.3087
"1019",2023-06-26,0.2922
"1020",2023-06-27,0.2752
"1021",2023-06-28,0.2671
"1022",2023-06-29,0.2595
