"","date","HAS"
"76",2022-05-06,0.2127
"77",2022-05-09,0.2109
"78",2022-05-10,0.2005
"79",2022-05-11,0.1963
"80",2022-05-12,0.201
"81",2022-05-13,0.2315
"82",2022-05-16,0.2368
"83",2022-05-17,0.2157
"84",2022-05-18,0.1919
"85",2022-05-19,0.2014
"86",2022-05-20,0.2033
"87",2022-05-23,0.211
"88",2022-05-24,0.1986
"89",2022-05-25,0.1743
"90",2022-05-26,0.1689
"91",2022-05-27,0.1773
"92",2022-05-31,0.1825
"93",2022-06-01,0.2082
"94",2022-06-02,0.2089
"95",2022-06-03,0.2189
"96",2022-06-06,0.2171
"97",2022-06-07,0.2013
"98",2022-06-08,0.1683
"99",2022-06-09,0.1526
"100",2022-06-10,0.1513
"101",2022-06-13,0.1695
"102",2022-06-14,0.172
"103",2022-06-15,0.1697
"104",2022-06-16,0.1615
"105",2022-06-17,0.1639
"106",2022-06-21,0.1745
"107",2022-06-22,0.1961
"108",2022-06-23,0.19
"109",2022-06-24,0.1809
"110",2022-06-27,0.1695
"111",2022-06-28,0.1704
"112",2022-06-29,0.1658
"113",2022-06-30,0.1594
"114",2022-07-01,0.1462
"115",2022-07-05,0.137
"116",2022-07-06,0.1315
"117",2022-07-07,0.1586
"118",2022-07-08,0.1766
"119",2022-07-11,0.1684
"120",2022-07-12,0.1683
"121",2022-07-13,0.1885
"122",2022-07-14,0.1747
"123",2022-07-15,0.1664
"124",2022-07-18,0.1472
"125",2022-07-19,0.1534
"126",2022-07-20,0.1539
"127",2022-07-21,0.1493
"128",2022-07-22,0.1424
"129",2022-07-25,0.1609
"130",2022-07-26,0.1806
"131",2022-07-27,0.1818
"132",2022-07-28,0.1556
"133",2022-07-29,0.1346
"134",2022-08-01,0.1136
"135",2022-08-02,0.1239
"136",2022-08-03,0.139
"137",2022-08-04,0.1512
"138",2022-08-05,0.1463
"139",2022-08-08,0.1323
"140",2022-08-09,0.1289
"141",2022-08-10,0.1466
"142",2022-08-11,0.1483
"143",2022-08-12,0.1388
"144",2022-08-15,0.1153
"145",2022-08-16,0.1116
"146",2022-08-17,0.112
"147",2022-08-18,0.1074
"148",2022-08-19,0.1022
"149",2022-08-22,0.1002
"150",2022-08-23,0.109
"151",2022-08-24,0.1251
"152",2022-08-25,0.121
"153",2022-08-26,0.1269
"154",2022-08-29,0.1109
"155",2022-08-30,0.1098
"156",2022-08-31,0.1071
"157",2022-09-01,0.1195
"158",2022-09-02,0.1206
"159",2022-09-06,0.1223
"160",2022-09-07,0.1199
"161",2022-09-08,0.1231
"162",2022-09-09,0.1241
"163",2022-09-12,0.1147
"164",2022-09-13,0.1077
"165",2022-09-14,0.1261
"166",2022-09-15,0.1268
"167",2022-09-16,0.1206
"168",2022-09-19,0.1065
"169",2022-09-20,0.097
"170",2022-09-21,0.1042
"171",2022-09-22,0.118
"172",2022-09-23,0.1204
"173",2022-09-26,0.1248
"174",2022-09-27,0.1093
"175",2022-09-28,0.0964
"176",2022-09-29,0.095
"177",2022-09-30,0.1084
"178",2022-10-03,0.1155
"179",2022-10-04,0.1062
"180",2022-10-05,0.1052
"181",2022-10-06,0.1134
"182",2022-10-07,0.1024
"183",2022-10-10,0.1026
"184",2022-10-11,0.0957
"185",2022-10-12,0.1045
"186",2022-10-13,0.1037
"187",2022-10-14,0.0925
"188",2022-10-17,0.0874
"189",2022-10-18,0.0892
"190",2022-10-19,0.0965
"191",2022-10-20,0.1041
"192",2022-10-21,0.1006
"193",2022-10-24,0.0956
"194",2022-10-25,0.0854
"195",2022-10-26,0.0925
"196",2022-10-27,0.0944
"197",2022-10-28,0.0963
"198",2022-10-31,0.093
"199",2022-11-01,0.0821
"200",2022-11-02,0.0863
"201",2022-11-03,0.0975
"202",2022-11-04,0.0952000000000001
"203",2022-11-07,0.0916999999999999
"204",2022-11-08,0.0869
"205",2022-11-09,0.0894
"206",2022-11-10,0.0885
"207",2022-11-11,0.0888
"208",2022-11-14,0.0877
"209",2022-11-15,0.0894
"210",2022-11-16,0.0889
"211",2022-11-17,0.0879
"212",2022-11-18,0.0867000000000001
"213",2022-11-21,0.0929
"214",2022-11-22,0.0867
"215",2022-11-23,0.0821
"216",2022-11-25,0.0855
"217",2022-11-28,0.0901
"218",2022-11-29,0.0902
"219",2022-11-30,0.093
"220",2022-12-01,0.0908
"221",2022-12-02,0.095
"222",2022-12-05,0.1001
"223",2022-12-06,0.0999
"224",2022-12-07,0.0965
"225",2022-12-08,0.1096
"226",2022-12-09,0.1079
"227",2022-12-12,0.1256
"228",2022-12-13,0.1381
"229",2022-12-14,0.1587
"230",2022-12-15,0.1692
"231",2022-12-16,0.1869
"232",2022-12-19,0.194
"233",2022-12-20,0.2032
"234",2022-12-21,0.2134
"235",2022-12-22,0.2453
"236",2022-12-23,0.2721
"237",2022-12-27,0.3076
"238",2022-12-28,0.3295
"239",2022-12-29,0.3354
"240",2022-12-30,0.3509
"241",2023-01-03,0.3685
"242",2023-01-04,0.3769
"243",2023-01-05,0.3778
"244",2023-01-06,0.3843
"245",2023-01-09,0.4017
"246",2023-01-10,0.4115
"247",2023-01-11,0.4273
"248",2023-01-12,0.4272
"249",2023-01-13,0.4048
"250",2023-01-17,0.4025
"251",2023-01-18,0.358
"252",2023-01-19,0.3038
"253",2023-01-20,0.279
"254",2023-01-23,0.2382
"255",2023-01-24,0.2583
"256",2023-01-25,0.3022
"257",2023-01-26,0.3318
"258",2023-01-27,0.3227
"259",2023-01-30,0.2425
"260",2023-01-31,0.1835
"261",2023-02-01,0.182
"262",2023-02-02,0.189
"263",2023-02-03,0.1897
"264",2023-02-06,0.1814
"265",2023-02-07,0.1902
"266",2023-02-08,0.1875
"267",2023-02-09,0.1868
"268",2023-02-10,0.178
"269",2023-02-13,0.1581
"270",2023-02-14,0.1562
"271",2023-02-15,0.1601
"272",2023-02-16,0.1615
"273",2023-02-17,0.1604
"274",2023-02-21,0.1693
"275",2023-02-22,0.1706
"276",2023-02-23,0.1749
"277",2023-02-24,0.1721
"278",2023-02-27,0.1694
"279",2023-02-28,0.1648
"280",2023-03-01,0.1691
"281",2023-03-02,0.1653
"282",2023-03-03,0.1715
"283",2023-03-06,0.1729
"284",2023-03-07,0.1686
"285",2023-03-08,0.1544
"286",2023-03-09,0.1603
"287",2023-03-10,0.1449
"288",2023-03-13,0.1353
"289",2023-03-14,0.1351
"290",2023-03-15,0.143
"291",2023-03-16,0.1438
"292",2023-03-17,0.1472
"293",2023-03-20,0.1372
"294",2023-03-21,0.1389
"295",2023-03-22,0.1379
"296",2023-03-23,0.1413
"297",2023-03-24,0.1419
"298",2023-03-27,0.1426
"299",2023-03-28,0.1433
"300",2023-03-29,0.1429
"301",2023-03-30,0.1542
"302",2023-03-31,0.1484
"303",2023-04-03,0.124
"304",2023-04-04,0.1296
"305",2023-04-05,0.1347
"306",2023-04-06,0.1289
"307",2023-04-10,0.1351
"308",2023-04-11,0.1229
"309",2023-04-12,0.1175
"310",2023-04-13,0.1197
"311",2023-04-14,0.1233
"312",2023-04-17,0.1258
"313",2023-04-18,0.107
"314",2023-04-19,0.1001
"315",2023-04-20,0.1012
"316",2023-04-21,0.1127
"317",2023-04-24,0.1195
"318",2023-04-25,0.1219
"319",2023-04-26,0.1122
"320",2023-04-27,0.1178
"321",2023-04-28,0.1152
"322",2023-05-01,0.1199
"323",2023-05-02,0.1094
"324",2023-05-03,0.1125
"325",2023-05-04,0.1087
"326",2023-05-05,0.1115
"327",2023-05-08,0.1163
"328",2023-05-09,0.1214
"329",2023-05-10,0.121
"330",2023-05-11,0.1177
"331",2023-05-12,0.1255
"332",2023-05-15,0.1211
"333",2023-05-16,0.125
"334",2023-05-17,0.1263
"335",2023-05-18,0.1192
"336",2023-05-19,0.1145
"337",2023-05-22,0.1231
"338",2023-05-23,0.1145
"339",2023-05-24,0.1032
"340",2023-05-25,0.1174
"341",2023-05-26,0.1242
"342",2023-05-30,0.1201
"343",2023-05-31,0.1121
"344",2023-06-01,0.1013
"345",2023-06-02,0.106
"346",2023-06-05,0.1215
"347",2023-06-06,0.134
"348",2023-06-07,0.1326
"349",2023-06-08,0.1182
"350",2023-06-09,0.1224
"351",2023-06-12,0.1214
"352",2023-06-13,0.1156
"353",2023-06-14,0.1023
"354",2023-06-15,0.0977
"355",2023-06-16,0.1031
"356",2023-06-20,0.1057
"357",2023-06-21,0.1094
"358",2023-06-22,0.1102
"359",2023-06-23,0.1079
"360",2023-06-26,0.1058
"361",2023-06-27,0.1158
"362",2023-06-28,0.1265
"363",2023-06-29,0.1157
