"","date","ALLE"
"136",2021-03-01,0.3065
"137",2021-03-02,0.3052
"138",2021-03-03,0.2921
"139",2021-03-04,0.3126
"140",2021-03-05,0.2925
"141",2021-03-08,0.28
"142",2021-03-09,0.281
"143",2021-03-10,0.2787
"144",2021-03-11,0.302
"145",2021-03-12,0.3153
"146",2021-03-15,0.2895
"147",2021-03-16,0.2752
"148",2021-03-17,0.2389
"149",2021-03-18,0.2197
"150",2021-03-19,0.2136
"151",2021-03-22,0.1999
"152",2021-03-23,0.197
"153",2021-03-24,0.1893
"154",2021-03-25,0.1794
"155",2021-03-26,0.1569
"156",2021-03-29,0.0944
"157",2021-03-30,0.0334
"158",2021-03-31,0.0311
"159",2021-04-01,0.069
"160",2021-04-05,0.0812
"161",2021-04-06,0.1109
"162",2021-04-07,0.1374
"163",2021-04-08,0.1724
"164",2021-04-09,0.2203
"165",2021-04-12,0.2609
"166",2021-04-13,0.2794
"167",2021-04-14,0.3051
"168",2021-04-15,0.3093
"169",2021-04-16,0.3176
"170",2021-04-19,0.3211
"171",2021-04-20,0.3369
"172",2021-04-21,0.3596
"173",2021-04-22,0.3493
"174",2021-04-23,0.3771
"175",2021-04-26,0.3895
"176",2021-04-27,0.3492
"177",2021-04-28,0.3529
"178",2021-04-29,0.3623
"179",2021-04-30,0.3747
"180",2021-05-03,0.366
"181",2021-05-04,0.3674
"182",2021-05-05,0.3554
"183",2021-05-06,0.3731
"184",2021-05-07,0.3759
"185",2021-05-10,0.3992
"186",2021-05-11,0.3808
"187",2021-05-12,0.3793
"188",2021-05-13,0.3526
"189",2021-05-14,0.338
"190",2021-05-17,0.3133
"191",2021-05-18,0.3389
"192",2021-05-19,0.3587
"193",2021-05-20,0.3404
"194",2021-05-21,0.3873
"195",2021-05-24,0.3403
"196",2021-05-25,0.2897
"197",2021-05-26,0.267
"198",2021-05-27,0.2455
"199",2021-05-28,0.2541
"200",2021-06-01,0.2541
"201",2021-06-02,0.2277
"202",2021-06-03,0.2284
"203",2021-06-04,0.2518
"204",2021-06-07,0.2521
"205",2021-06-08,0.2896
"206",2021-06-09,0.2867
"207",2021-06-10,0.319
"208",2021-06-11,0.3158
"209",2021-06-14,0.3384
"210",2021-06-15,0.3386
"211",2021-06-16,0.3645
"212",2021-06-17,0.3271
"213",2021-06-18,0.3185
"214",2021-06-21,0.32
"215",2021-06-22,0.3309
"216",2021-06-23,0.3128
"217",2021-06-24,0.3338
"218",2021-06-25,0.3508
"219",2021-06-28,0.3772
"220",2021-06-29,0.3568
"221",2021-06-30,0.3205
"222",2021-07-01,0.2936
"223",2021-07-02,0.3344
"224",2021-07-06,0.2905
"225",2021-07-07,0.2986
"226",2021-07-08,0.2485
"227",2021-07-09,0.2381
"228",2021-07-12,0.2182
"229",2021-07-13,0.2347
"230",2021-07-14,0.2396
"231",2021-07-15,0.2108
"232",2021-07-16,0.1983
"233",2021-07-19,0.2446
"234",2021-07-20,0.2026
"235",2021-07-21,0.2296
"236",2021-07-22,0.2013
"237",2021-07-23,0.1984
"238",2021-07-26,0.1801
"239",2021-07-27,0.2132
"240",2021-07-28,0.2416
"241",2021-07-29,0.2553
"242",2021-07-30,0.2409
"243",2021-08-02,0.3016
"244",2021-08-03,0.2559
"245",2021-08-04,0.2701
"246",2021-08-05,0.2888
"247",2021-08-06,0.3513
"248",2021-08-09,0.3819
"249",2021-08-10,0.4367
"250",2021-08-11,0.475
"251",2021-08-12,0.507
"252",2021-08-13,0.5255
"253",2021-08-16,0.5407
"254",2021-08-17,0.5014
"255",2021-08-18,0.5138
"256",2021-08-19,0.4525
"257",2021-08-20,0.4277
"258",2021-08-23,0.3963
"259",2021-08-24,0.421
"260",2021-08-25,0.4007
"261",2021-08-26,0.4019
"262",2021-08-27,0.3986
"263",2021-08-30,0.4092
"264",2021-08-31,0.3429
"265",2021-09-01,0.3192
"266",2021-09-02,0.3045
"267",2021-09-03,0.2793
"268",2021-09-07,0.2916
"269",2021-09-08,0.2814
"270",2021-09-09,0.2784
"271",2021-09-10,0.2717
"272",2021-09-13,0.2522
"273",2021-09-14,0.2996
"274",2021-09-15,0.2636
"275",2021-09-16,0.2435
"276",2021-09-17,0.2459
"277",2021-09-20,0.242
"278",2021-09-21,0.2291
"279",2021-09-22,0.2399
"280",2021-09-23,0.2524
"281",2021-09-24,0.2327
"282",2021-09-27,0.2301
"283",2021-09-28,0.2766
"284",2021-09-29,0.2427
"285",2021-09-30,0.2533
"286",2021-10-01,0.2387
"287",2021-10-04,0.2359
"288",2021-10-05,0.2299
"289",2021-10-06,0.2248
"290",2021-10-07,0.2287
"291",2021-10-08,0.2317
"292",2021-10-11,0.2221
"293",2021-10-12,0.2425
"294",2021-10-13,0.2136
"295",2021-10-14,0.2353
"296",2021-10-15,0.241
"297",2021-10-18,0.253
"298",2021-10-19,0.2665
"299",2021-10-20,0.282
"300",2021-10-21,0.2796
"301",2021-10-22,0.2717
"302",2021-10-25,0.2841
"303",2021-10-26,0.3062
"304",2021-10-27,0.2873
"305",2021-10-28,0.3028
"306",2021-10-29,0.3194
"307",2021-11-01,0.3445
"308",2021-11-02,0.3017
"309",2021-11-03,0.2862
"310",2021-11-04,0.2805
"311",2021-11-05,0.2553
"312",2021-11-08,0.2534
"313",2021-11-09,0.2793
"314",2021-11-10,0.2407
"315",2021-11-11,0.2391
"316",2021-11-12,0.237
"317",2021-11-15,0.253
"318",2021-11-16,0.2688
"319",2021-11-17,0.2703
"320",2021-11-18,0.26
"321",2021-11-19,0.2651
"322",2021-11-22,0.2466
"323",2021-11-23,0.2798
"324",2021-11-24,0.2452
"325",2021-11-26,0.2477
"326",2021-11-29,0.2444
"327",2021-11-30,0.2608
"328",2021-12-01,0.2806
"329",2021-12-02,0.3003
"330",2021-12-03,0.2889
"331",2021-12-06,0.3079
"332",2021-12-07,0.2925
"333",2021-12-08,0.3392
"334",2021-12-09,0.3142
"335",2021-12-10,0.3036
"336",2021-12-13,0.2784
"337",2021-12-14,0.2617
"338",2021-12-15,0.2692
"339",2021-12-16,0.2937
"340",2021-12-17,0.3023
"341",2021-12-20,0.2756
"342",2021-12-21,0.2656
"343",2021-12-22,0.3025
"344",2021-12-23,0.2498
"345",2021-12-27,0.2623
"346",2021-12-28,0.2547
"347",2021-12-29,0.2556
"348",2021-12-30,0.2326
"349",2021-12-31,0.2318
"350",2022-01-03,0.2389
"351",2022-01-04,0.2303
"352",2022-01-05,0.1933
"353",2022-01-06,0.2166
"354",2022-01-07,0.1716
"355",2022-01-10,0.1769
"356",2022-01-11,0.1659
"357",2022-01-12,0.1851
"358",2022-01-13,0.1763
"359",2022-01-14,0.1809
"360",2022-01-18,0.1663
"361",2022-01-19,0.1679
"362",2022-01-20,0.1678
"363",2022-01-21,0.184
"364",2022-01-24,0.1497
"365",2022-01-25,0.1275
"366",2022-01-26,0.0998
"367",2022-01-27,0.1266
"368",2022-01-28,0.1149
"369",2022-01-31,0.1342
"370",2022-02-01,0.1346
"371",2022-02-02,0.1346
"372",2022-02-03,0.1343
"373",2022-02-04,0.1732
"374",2022-02-07,0.1364
"375",2022-02-08,0.1335
"376",2022-02-09,0.1226
"377",2022-02-10,0.1421
"378",2022-02-11,0.1628
"379",2022-02-14,0.179
"380",2022-02-15,0.1649
"381",2022-02-16,0.1528
"382",2022-02-17,0.1392
"383",2022-02-18,0.1847
"384",2022-02-22,0.1565
"385",2022-02-23,0.1487
"386",2022-02-24,0.1422
"387",2022-02-25,0.1545
"388",2022-02-28,0.1573
"389",2022-03-01,0.1783
"390",2022-03-02,0.1856
"391",2022-03-03,0.2002
"392",2022-03-04,0.1782
"393",2022-03-07,0.2104
"394",2022-03-08,0.1813
"395",2022-03-09,0.186
"396",2022-03-10,0.15
"397",2022-03-11,0.1584
"398",2022-03-14,0.1752
"399",2022-03-15,0.1995
"400",2022-03-16,0.219
"401",2022-03-17,0.212
"402",2022-03-18,0.193
"403",2022-03-21,0.2376
"404",2022-03-22,0.2062
"405",2022-03-23,0.2223
"406",2022-03-24,0.2235
"407",2022-03-25,0.2001
"408",2022-03-28,0.1942
"409",2022-03-29,0.1965
"410",2022-03-30,0.1883
"411",2022-03-31,0.1954
"412",2022-04-01,0.1992
"413",2022-04-04,0.2443
"414",2022-04-05,0.2367
"415",2022-04-06,0.2732
"416",2022-04-07,0.2785
"417",2022-04-08,0.3104
"418",2022-04-11,0.2907
"419",2022-04-12,0.3053
"420",2022-04-13,0.2773
"421",2022-04-14,0.2548
"422",2022-04-18,0.2544
"423",2022-04-19,0.3037
"424",2022-04-20,0.2825
"425",2022-04-21,0.2807
"426",2022-04-22,0.271
"427",2022-04-25,0.3021
"428",2022-04-26,0.3015
"429",2022-04-27,0.2996
"430",2022-04-28,0.2974
"431",2022-04-29,0.2795
"432",2022-05-02,0.2486
"433",2022-05-03,0.262
"434",2022-05-04,0.2245
"435",2022-05-05,0.2161
"436",2022-05-06,0.2022
"437",2022-05-09,0.2032
"438",2022-05-10,0.206
"439",2022-05-11,0.2288
"440",2022-05-12,0.1997
"441",2022-05-13,0.1974
"442",2022-05-16,0.1707
"443",2022-05-17,0.1782
"444",2022-05-18,0.1326
"445",2022-05-19,0.12
"446",2022-05-20,0.0898
"447",2022-05-23,0.0778
"448",2022-05-24,0.071
"449",2022-05-25,0.0785
"450",2022-05-26,0.0834
"451",2022-05-27,0.076
"452",2022-05-31,0.0445
"453",2022-06-01,0.081
"454",2022-06-02,0.0391
"455",2022-06-03,0.0465
"456",2022-06-06,0.0342
"457",2022-06-07,0.0287
"458",2022-06-08,0.0228
"459",2022-06-09,0.0271
"460",2022-06-10,0.0424
"461",2022-06-13,0.0452
"462",2022-06-14,0.0344
"463",2022-06-15,0.1006
"464",2022-06-16,0.09
"465",2022-06-17,0.1061
"466",2022-06-21,0.0999
"467",2022-06-22,0.1231
"468",2022-06-23,0.1347
"469",2022-06-24,0.1507
"470",2022-06-27,0.1739
"471",2022-06-28,0.1952
"472",2022-06-29,0.1883
"473",2022-06-30,0.1987
"474",2022-07-01,0.1815
"475",2022-07-05,0.2117
"476",2022-07-06,0.1967
"477",2022-07-07,0.2085
"478",2022-07-08,0.2116
"479",2022-07-11,0.2287
"480",2022-07-12,0.2331
"481",2022-07-13,0.2325
"482",2022-07-14,0.234
"483",2022-07-15,0.2881
"484",2022-07-18,0.2458
"485",2022-07-19,0.2288
"486",2022-07-20,0.2106
"487",2022-07-21,0.2162
"488",2022-07-22,0.2032
"489",2022-07-25,0.2238
"490",2022-07-26,0.235
"491",2022-07-27,0.2356
"492",2022-07-28,0.2241
"493",2022-07-29,0.2587
"494",2022-08-01,0.2461
"495",2022-08-02,0.2436
"496",2022-08-03,0.2374
"497",2022-08-04,0.2332
"498",2022-08-05,0.2291
"499",2022-08-08,0.2708
"500",2022-08-09,0.2753
"501",2022-08-10,0.2687
"502",2022-08-11,0.249
"503",2022-08-12,0.286
"504",2022-08-15,0.2585
"505",2022-08-16,0.2583
"506",2022-08-17,0.2446
"507",2022-08-18,0.2597
"508",2022-08-19,0.2541
"509",2022-08-22,0.2707
"510",2022-08-23,0.2963
"511",2022-08-24,0.2935
"512",2022-08-25,0.247
"513",2022-08-26,0.2807
"514",2022-08-29,0.2383
"515",2022-08-30,0.2414
"516",2022-08-31,0.2333
"517",2022-09-01,0.2105
"518",2022-09-02,0.2046
"519",2022-09-06,0.2063
"520",2022-09-07,0.2006
"521",2022-09-08,0.1894
"522",2022-09-09,0.1758
"523",2022-09-12,0.2154
"524",2022-09-13,0.1647
"525",2022-09-14,0.1686
"526",2022-09-15,0.1495
"527",2022-09-16,0.1384
"528",2022-09-19,0.0952
"529",2022-09-20,0.083
"530",2022-09-21,0.0643
"531",2022-09-22,0.0282
"532",2022-09-23,0.0391
"533",2022-09-26,0.0308
"534",2022-09-27,0.0323000000000001
"535",2022-09-28,0.0165
"536",2022-09-29,0.0173
"537",2022-09-30,0.016
"538",2022-10-03,0.0186
"539",2022-10-04,0.0254
"540",2022-10-05,0.0227
"541",2022-10-06,0.0256
"542",2022-10-07,0.0393
"543",2022-10-10,0.0352
"544",2022-10-11,0.0225
"545",2022-10-12,0.0203
"546",2022-10-13,0.0182
"547",2022-10-14,0.047
"548",2022-10-17,0.0474
"549",2022-10-18,0.084
"550",2022-10-19,0.0786
"551",2022-10-20,0.1002
"552",2022-10-21,0.0858
"553",2022-10-24,0.111
"554",2022-10-25,0.1092
"555",2022-10-26,0.1143
"556",2022-10-27,0.1004
"557",2022-10-28,0.0999
"558",2022-10-31,0.1133
"559",2022-11-01,0.1626
"560",2022-11-02,0.1715
"561",2022-11-03,0.1557
"562",2022-11-04,0.1332
"563",2022-11-07,0.1561
"564",2022-11-08,0.1138
"565",2022-11-09,0.1212
"566",2022-11-10,0.1218
"567",2022-11-11,0.1299
"568",2022-11-14,0.1262
"569",2022-11-15,0.1274
"570",2022-11-16,0.1272
"571",2022-11-17,0.1377
"572",2022-11-18,0.1385
"573",2022-11-21,0.2218
"574",2022-11-22,0.187
"575",2022-11-23,0.167
"576",2022-11-25,0.1598
"577",2022-11-28,0.1552
"578",2022-11-29,0.1492
"579",2022-11-30,0.1498
"580",2022-12-01,0.1428
"581",2022-12-02,0.1377
"582",2022-12-05,0.1325
"583",2022-12-06,0.138
"584",2022-12-07,0.1314
"585",2022-12-08,0.1239
"586",2022-12-09,0.1319
"587",2022-12-12,0.1259
"588",2022-12-13,0.1145
"589",2022-12-14,0.1063
"590",2022-12-15,0.0959
"591",2022-12-16,0.0951
"592",2022-12-19,0.0795
"593",2022-12-20,0.0749
"594",2022-12-21,0.0965
"595",2022-12-22,0.1288
"596",2022-12-23,0.1139
"597",2022-12-27,0.1522
"598",2022-12-28,0.187
"599",2022-12-29,0.186
"600",2022-12-30,0.1539
"601",2023-01-03,0.134
"602",2023-01-04,0.1195
"603",2023-01-05,0.1005
"604",2023-01-06,0.1074
"605",2023-01-09,0.0927
"606",2023-01-10,0.0799
"607",2023-01-11,0.0744
"608",2023-01-12,0.0701000000000001
"609",2023-01-13,0.0577
"610",2023-01-17,0.0396
"611",2023-01-18,0.0357
"612",2023-01-19,0.0377
"613",2023-01-20,0.0326
"614",2023-01-23,0.0298
"615",2023-01-24,0.038
"616",2023-01-25,0.0325
"617",2023-01-26,0.0293
"618",2023-01-27,0.0265
"619",2023-01-30,0.0324
"620",2023-01-31,0.0237000000000001
"621",2023-02-01,0.0235
"622",2023-02-02,0.0246
"623",2023-02-03,0.0416
"624",2023-02-06,0.0538
"625",2023-02-07,0.0476
"626",2023-02-08,0.0404
"627",2023-02-09,0.0445
"628",2023-02-10,0.037
"629",2023-02-13,0.0337
"630",2023-02-14,0.03
"631",2023-02-15,0.0299
"632",2023-02-16,0.0427
"633",2023-02-17,0.0417
"634",2023-02-21,0.0424
"635",2023-02-22,0.0455
"636",2023-02-23,0.047
"637",2023-02-24,0.0478
"638",2023-02-27,0.0435
"639",2023-02-28,0.0465
"640",2023-03-01,0.0539
"641",2023-03-02,0.0501
"642",2023-03-03,0.0535
"643",2023-03-06,0.0426
"644",2023-03-07,0.0353
"645",2023-03-08,0.0271
"646",2023-03-09,0.0166
"647",2023-03-10,0.0192
"648",2023-03-13,0.0165
"649",2023-03-14,0.0207
"650",2023-03-15,0.0258
"651",2023-03-16,0.0256
"652",2023-03-17,0.0218
"653",2023-03-20,0.0217
"654",2023-03-21,0.0129
"655",2023-03-22,0.00920000000000004
"656",2023-03-23,0.0111000000000001
"657",2023-03-24,0.011
"658",2023-03-27,0.0135
"659",2023-03-28,0.0113
"660",2023-03-29,0.00819999999999999
"661",2023-03-30,0.0347
"662",2023-03-31,0.0745
"663",2023-04-03,0.1136
"664",2023-04-04,0.0854
"665",2023-04-05,0.0553
"666",2023-04-06,0.034
"667",2023-04-10,0.0144
"668",2023-04-11,0.0122
"669",2023-04-12,0.0222
"670",2023-04-13,0.0337
"671",2023-04-14,0.0461
"672",2023-04-17,0.0661
"673",2023-04-18,0.0517
"674",2023-04-19,0.0356
"675",2023-04-20,0.0291
"676",2023-04-21,0.0387
"677",2023-04-24,0.036
"678",2023-04-25,0.0341
"679",2023-04-26,0.0223
"680",2023-04-27,0.0227
"681",2023-04-28,0.0238
"682",2023-05-01,0.0234
"683",2023-05-02,0.012
"684",2023-05-03,0.0171999999999999
"685",2023-05-04,0.0159
"686",2023-05-05,0.0173
"687",2023-05-08,0.0307
"688",2023-05-09,0.0773
"689",2023-05-10,0.0715
"690",2023-05-11,0.0717
"691",2023-05-12,0.0707
"692",2023-05-15,0.0871999999999999
"693",2023-05-16,0.059
"694",2023-05-17,0.0342
"695",2023-05-18,0.0553
"696",2023-05-19,0.0561
"697",2023-05-22,0.0452
"698",2023-05-23,0.0505
"699",2023-05-24,0.0459
"700",2023-05-25,0.0481
"701",2023-05-26,0.0407
"702",2023-05-30,0.0353
"703",2023-05-31,0.0140999999999999
"704",2023-06-01,0.0436
"705",2023-06-02,0.0636
"706",2023-06-05,0.0581
"707",2023-06-06,0.0514
"708",2023-06-07,0.0315
"709",2023-06-08,0.0282
"710",2023-06-09,0.0189
"711",2023-06-12,0.0422
"712",2023-06-13,0.0291999999999999
"713",2023-06-14,0.0309
"714",2023-06-15,0.0417
"715",2023-06-16,0.0590000000000001
"716",2023-06-20,0.057
"717",2023-06-21,0.0474
"718",2023-06-22,0.0424
"719",2023-06-23,0.0423000000000001
"720",2023-06-26,0.0298
"721",2023-06-27,0.0247
"722",2023-06-28,0.0201
"723",2023-06-29,0.0422
