"","date","TPR"
"137",2022-08-04,0.1848
"138",2022-08-05,0.1811
"139",2022-08-08,0.1762
"140",2022-08-09,0.1756
"141",2022-08-10,0.1893
"142",2022-08-11,0.1899
"143",2022-08-12,0.1868
"144",2022-08-15,0.1752
"145",2022-08-16,0.175
"146",2022-08-17,0.1746
"147",2022-08-18,0.1822
"148",2022-08-19,0.1787
"149",2022-08-22,0.1738
"150",2022-08-23,0.1721
"151",2022-08-24,0.1895
"152",2022-08-25,0.1801
"153",2022-08-26,0.1778
"154",2022-08-29,0.1699
"155",2022-08-30,0.165
"156",2022-08-31,0.1625
"157",2022-09-01,0.1667
"158",2022-09-02,0.1609
"159",2022-09-06,0.1617
"160",2022-09-07,0.1641
"161",2022-09-08,0.1674
"162",2022-09-09,0.1688
"163",2022-09-12,0.1714
"164",2022-09-13,0.1528
"165",2022-09-14,0.1462
"166",2022-09-15,0.1475
"167",2022-09-16,0.1516
"168",2022-09-19,0.1546
"169",2022-09-20,0.15
"170",2022-09-21,0.135
"171",2022-09-22,0.1499
"172",2022-09-23,0.15
"173",2022-09-26,0.1532
"174",2022-09-27,0.1392
"175",2022-09-28,0.1365
"176",2022-09-29,0.1295
"177",2022-09-30,0.1333
"178",2022-10-03,0.1336
"179",2022-10-04,0.1285
"180",2022-10-05,0.1263
"181",2022-10-06,0.1349
"182",2022-10-07,0.135
"183",2022-10-10,0.1572
"184",2022-10-11,0.1577
"185",2022-10-12,0.1646
"186",2022-10-13,0.1547
"187",2022-10-14,0.1506
"188",2022-10-17,0.1383
"189",2022-10-18,0.1242
"190",2022-10-19,0.1222
"191",2022-10-20,0.1266
"192",2022-10-21,0.1247
"193",2022-10-24,0.1228
"194",2022-10-25,0.1028
"195",2022-10-26,0.1119
"196",2022-10-27,0.1126
"197",2022-10-28,0.1071
"198",2022-10-31,0.0964
"199",2022-11-01,0.0915
"200",2022-11-02,0.0753
"201",2022-11-03,0.0884
"202",2022-11-04,0.0922999999999999
"203",2022-11-07,0.0857
"204",2022-11-08,0.0738
"205",2022-11-09,0.0639
"206",2022-11-10,0.0616
"207",2022-11-11,0.0625
"208",2022-11-14,0.0558999999999999
"209",2022-11-15,0.0482
"210",2022-11-16,0.0417
"211",2022-11-17,0.0469
"212",2022-11-18,0.0433
"213",2022-11-21,0.0457
"214",2022-11-22,0.0424
"215",2022-11-23,0.044
"216",2022-11-25,0.0459
"217",2022-11-28,0.0566
"218",2022-11-29,0.0479
"219",2022-11-30,0.0522
"220",2022-12-01,0.048
"221",2022-12-02,0.0459
"222",2022-12-05,0.0465
"223",2022-12-06,0.0502
"224",2022-12-07,0.042
"225",2022-12-08,0.0404
"226",2022-12-09,0.0376
"227",2022-12-12,0.0368
"228",2022-12-13,0.0431
"229",2022-12-14,0.0498
"230",2022-12-15,0.047
"231",2022-12-16,0.0617
"232",2022-12-19,0.0702
"233",2022-12-20,0.0886
"234",2022-12-21,0.0917
"235",2022-12-22,0.1085
"236",2022-12-23,0.1233
"237",2022-12-27,0.1428
"238",2022-12-28,0.1676
"239",2022-12-29,0.1916
"240",2022-12-30,0.2051
"241",2023-01-03,0.2262
"242",2023-01-04,0.2396
"243",2023-01-05,0.2595
"244",2023-01-06,0.2709
"245",2023-01-09,0.2969
"246",2023-01-10,0.3162
"247",2023-01-11,0.3317
"248",2023-01-12,0.3402
"249",2023-01-13,0.3359
"250",2023-01-17,0.3322
"251",2023-01-18,0.3184
"252",2023-01-19,0.2946
"253",2023-01-20,0.2937
"254",2023-01-23,0.2583
"255",2023-01-24,0.2539
"256",2023-01-25,0.2569
"257",2023-01-26,0.2649
"258",2023-01-27,0.2647
"259",2023-01-30,0.2655
"260",2023-01-31,0.2387
"261",2023-02-01,0.2519
"262",2023-02-02,0.2405
"263",2023-02-03,0.2219
"264",2023-02-06,0.2123
"265",2023-02-07,0.2065
"266",2023-02-08,0.2012
"267",2023-02-09,0.1943
"268",2023-02-10,0.1814
"269",2023-02-13,0.1431
"270",2023-02-14,0.1323
"271",2023-02-15,0.1334
"272",2023-02-16,0.1312
"273",2023-02-17,0.132
"274",2023-02-21,0.1264
"275",2023-02-22,0.1299
"276",2023-02-23,0.135
"277",2023-02-24,0.1388
"278",2023-02-27,0.1328
"279",2023-02-28,0.13
"280",2023-03-01,0.1285
"281",2023-03-02,0.133
"282",2023-03-03,0.1265
"283",2023-03-06,0.1249
"284",2023-03-07,0.1214
"285",2023-03-08,0.1312
"286",2023-03-09,0.1375
"287",2023-03-10,0.144
"288",2023-03-13,0.1408
"289",2023-03-14,0.1387
"290",2023-03-15,0.1355
"291",2023-03-16,0.1346
"292",2023-03-17,0.1371
"293",2023-03-20,0.138
"294",2023-03-21,0.1357
"295",2023-03-22,0.1272
"296",2023-03-23,0.1216
"297",2023-03-24,0.1377
"298",2023-03-27,0.1295
"299",2023-03-28,0.1208
"300",2023-03-29,0.1123
"301",2023-03-30,0.1064
"302",2023-03-31,0.1049
"303",2023-04-03,0.1157
"304",2023-04-04,0.1183
"305",2023-04-05,0.1324
"306",2023-04-06,0.1295
"307",2023-04-10,0.125
"308",2023-04-11,0.113
"309",2023-04-12,0.0975
"310",2023-04-13,0.098
"311",2023-04-14,0.1094
"312",2023-04-17,0.1166
"313",2023-04-18,0.131
"314",2023-04-19,0.1321
"315",2023-04-20,0.1345
"316",2023-04-21,0.1441
"317",2023-04-24,0.1532
"318",2023-04-25,0.1511
"319",2023-04-26,0.1554
"320",2023-04-27,0.1639
"321",2023-04-28,0.1729
"322",2023-05-01,0.1692
"323",2023-05-02,0.1728
"324",2023-05-03,0.1706
"325",2023-05-04,0.1723
"326",2023-05-05,0.1691
"327",2023-05-08,0.1801
"328",2023-05-09,0.1849
"329",2023-05-10,0.1855
"330",2023-05-11,0.183
"331",2023-05-12,0.1782
"332",2023-05-15,0.1691
"333",2023-05-16,0.1815
"334",2023-05-17,0.1721
"335",2023-05-18,0.1699
"336",2023-05-19,0.1716
"337",2023-05-22,0.1782
"338",2023-05-23,0.1779
"339",2023-05-24,0.1777
"340",2023-05-25,0.1806
"341",2023-05-26,0.1915
"342",2023-05-30,0.189
"343",2023-05-31,0.1836
"344",2023-06-01,0.1748
"345",2023-06-02,0.1793
"346",2023-06-05,0.1836
"347",2023-06-06,0.1846
"348",2023-06-07,0.181
"349",2023-06-08,0.1814
"350",2023-06-09,0.1762
"351",2023-06-12,0.1735
"352",2023-06-13,0.1789
"353",2023-06-14,0.1865
"354",2023-06-15,0.1746
"355",2023-06-16,0.178
"356",2023-06-20,0.1793
"357",2023-06-21,0.1894
"358",2023-06-22,0.1868
"359",2023-06-23,0.183
"360",2023-06-26,0.1807
"361",2023-06-27,0.1775
"362",2023-06-28,0.1832
"363",2023-06-29,0.1954
