"","date","NCLH"
"268",2023-02-10,0.2219
"269",2023-02-13,0.2177
"270",2023-02-14,0.2276
"271",2023-02-15,0.2246
"272",2023-02-16,0.2173
"273",2023-02-17,0.2107
"274",2023-02-21,0.2252
"275",2023-02-22,0.2283
"276",2023-02-23,0.2302
"277",2023-02-24,0.2343
"278",2023-02-27,0.2441
"279",2023-02-28,0.2522
"280",2023-03-01,0.2581
"281",2023-03-02,0.2626
"282",2023-03-03,0.2643
"283",2023-03-06,0.2543
"284",2023-03-07,0.2512
"285",2023-03-08,0.2585
"286",2023-03-09,0.2598
"287",2023-03-10,0.2344
"288",2023-03-13,0.2362
"289",2023-03-14,0.2199
"290",2023-03-15,0.2214
"291",2023-03-16,0.2171
"292",2023-03-17,0.2119
"293",2023-03-20,0.2141
"294",2023-03-21,0.2221
"295",2023-03-22,0.2261
"296",2023-03-23,0.238
"297",2023-03-24,0.239
"298",2023-03-27,0.2324
"299",2023-03-28,0.2264
"300",2023-03-29,0.2253
"301",2023-03-30,0.224
"302",2023-03-31,0.219
"303",2023-04-03,0.2109
"304",2023-04-04,0.2087
"305",2023-04-05,0.2099
"306",2023-04-06,0.2117
"307",2023-04-10,0.1846
"308",2023-04-11,0.1759
"309",2023-04-12,0.1731
"310",2023-04-13,0.1584
"311",2023-04-14,0.1496
"312",2023-04-17,0.1497
"313",2023-04-18,0.154
"314",2023-04-19,0.1568
"315",2023-04-20,0.1501
"316",2023-04-21,0.1456
"317",2023-04-24,0.1537
"318",2023-04-25,0.1663
"319",2023-04-26,0.1687
"320",2023-04-27,0.1676
"321",2023-04-28,0.167
"322",2023-05-01,0.1626
"323",2023-05-02,0.1645
"324",2023-05-03,0.1609
"325",2023-05-04,0.1682
"326",2023-05-05,0.1736
"327",2023-05-08,0.1669
"328",2023-05-09,0.1604
"329",2023-05-10,0.1628
"330",2023-05-11,0.1734
"331",2023-05-12,0.1708
"332",2023-05-15,0.163
"333",2023-05-16,0.161
"334",2023-05-17,0.163
"335",2023-05-18,0.1635
"336",2023-05-19,0.1661
"337",2023-05-22,0.1694
"338",2023-05-23,0.171
"339",2023-05-24,0.1749
"340",2023-05-25,0.1752
"341",2023-05-26,0.1806
"342",2023-05-30,0.1779
"343",2023-05-31,0.1744
"344",2023-06-01,0.1718
"345",2023-06-02,0.1766
"346",2023-06-05,0.1795
"347",2023-06-06,0.1725
"348",2023-06-07,0.175
"349",2023-06-08,0.1847
"350",2023-06-09,0.1824
"351",2023-06-12,0.1836
"352",2023-06-13,0.1789
"353",2023-06-14,0.1841
"354",2023-06-15,0.1795
"355",2023-06-16,0.17
"356",2023-06-20,0.1747
"357",2023-06-21,0.177
"358",2023-06-22,0.1847
"359",2023-06-23,0.1799
"360",2023-06-26,0.18
"361",2023-06-27,0.1823
"362",2023-06-28,0.1826
"363",2023-06-29,0.1813
