"","date","RL"
"123",2021-02-09,0.3656
"124",2021-02-10,0.3499
"125",2021-02-11,0.3535
"126",2021-02-12,0.3321
"127",2021-02-16,0.3301
"128",2021-02-17,0.3151
"129",2021-02-18,0.2925
"130",2021-02-19,0.245
"131",2021-02-22,0.2636
"132",2021-02-23,0.2441
"133",2021-02-24,0.2215
"134",2021-02-25,0.2139
"135",2021-02-26,0.2375
"136",2021-03-01,0.2563
"137",2021-03-02,0.2489
"138",2021-03-03,0.2252
"139",2021-03-04,0.205
"140",2021-03-05,0.2091
"141",2021-03-08,0.2342
"142",2021-03-09,0.2292
"143",2021-03-10,0.244
"144",2021-03-11,0.2309
"145",2021-03-12,0.2425
"146",2021-03-15,0.2326
"147",2021-03-16,0.2273
"148",2021-03-17,0.2184
"149",2021-03-18,0.2183
"150",2021-03-19,0.2044
"151",2021-03-22,0.2356
"152",2021-03-23,0.2331
"153",2021-03-24,0.2333
"154",2021-03-25,0.2281
"155",2021-03-26,0.2279
"156",2021-03-29,0.2291
"157",2021-03-30,0.2477
"158",2021-03-31,0.2568
"159",2021-04-01,0.2584
"160",2021-04-05,0.2592
"161",2021-04-06,0.2776
"162",2021-04-07,0.2792
"163",2021-04-08,0.2769
"164",2021-04-09,0.2654
"165",2021-04-12,0.2787
"166",2021-04-13,0.2718
"167",2021-04-14,0.2668
"168",2021-04-15,0.2659
"169",2021-04-16,0.2833
"170",2021-04-19,0.2778
"171",2021-04-20,0.2899
"172",2021-04-21,0.2829
"173",2021-04-22,0.2805
"174",2021-04-23,0.2682
"175",2021-04-26,0.2886
"176",2021-04-27,0.2945
"177",2021-04-28,0.2855
"178",2021-04-29,0.2786
"179",2021-04-30,0.2553
"180",2021-05-03,0.2616
"181",2021-05-04,0.2641
"182",2021-05-05,0.2441
"183",2021-05-06,0.2237
"184",2021-05-07,0.2154
"185",2021-05-10,0.2426
"186",2021-05-11,0.2495
"187",2021-05-12,0.2405
"188",2021-05-13,0.2278
"189",2021-05-14,0.2169
"190",2021-05-17,0.2158
"191",2021-05-18,0.3924
"192",2021-05-19,0.3962
"193",2021-05-20,0.3727
"194",2021-05-21,0.3206
"195",2021-05-24,0.3
"196",2021-05-25,0.2967
"197",2021-05-26,0.2614
"198",2021-05-27,0.2393
"199",2021-05-28,0.2022
"200",2021-06-01,0.1801
"201",2021-06-02,0.1787
"202",2021-06-03,0.1643
"203",2021-06-04,0.162
"204",2021-06-07,0.1372
"205",2021-06-08,0.1402
"206",2021-06-09,0.1284
"207",2021-06-10,0.1294
"208",2021-06-11,0.1186
"209",2021-06-14,0.1095
"210",2021-06-15,0.1127
"211",2021-06-16,0.1347
"212",2021-06-17,0.1223
"213",2021-06-18,0.1206
"214",2021-06-21,0.1147
"215",2021-06-22,0.125
"216",2021-06-23,0.1065
"217",2021-06-24,0.1186
"218",2021-06-25,0.0989
"219",2021-06-28,0.1122
"220",2021-06-29,0.1228
"221",2021-06-30,0.1167
"222",2021-07-01,0.0898
"223",2021-07-02,0.0711
"224",2021-07-06,0.0411
"225",2021-07-07,0.0603
"226",2021-07-08,0.0474
"227",2021-07-09,0.0259
"228",2021-07-12,0.0202
"229",2021-07-13,0.0321
"230",2021-07-14,0.0523
"231",2021-07-15,0.0499999999999999
"232",2021-07-16,0.0598
"233",2021-07-19,0.0595
"234",2021-07-20,0.0631999999999999
"235",2021-07-21,0.0552
"236",2021-07-22,0.0495
"237",2021-07-23,0.0387
"238",2021-07-26,0.0393
"239",2021-07-27,0.0543
"240",2021-07-28,0.0794
"241",2021-07-29,0.0959
"242",2021-07-30,0.0682
"243",2021-08-02,0.0516
"244",2021-08-03,0.0666
"245",2021-08-04,0.1222
"246",2021-08-05,0.147
"247",2021-08-06,0.1997
"248",2021-08-09,0.2397
"249",2021-08-10,0.2694
"250",2021-08-11,0.3015
"251",2021-08-12,0.3153
"252",2021-08-13,0.3028
"253",2021-08-16,0.2991
"254",2021-08-17,0.2851
"255",2021-08-18,0.3083
"256",2021-08-19,0.3051
"257",2021-08-20,0.2926
"258",2021-08-23,0.2817
"259",2021-08-24,0.2731
"260",2021-08-25,0.2663
"261",2021-08-26,0.2908
"262",2021-08-27,0.2827
"263",2021-08-30,0.2704
"264",2021-08-31,0.2654
"265",2021-09-01,0.2748
"266",2021-09-02,0.2808
"267",2021-09-03,0.2858
"268",2021-09-07,0.2841
"269",2021-09-08,0.2438
"270",2021-09-09,0.2338
"271",2021-09-10,0.2384
"272",2021-09-13,0.2242
"273",2021-09-14,0.2029
"274",2021-09-15,0.2032
"275",2021-09-16,0.2194
"276",2021-09-17,0.2122
"277",2021-09-20,0.2249
"278",2021-09-21,0.2286
"279",2021-09-22,0.225
"280",2021-09-23,0.2257
"281",2021-09-24,0.2319
"282",2021-09-27,0.2156
"283",2021-09-28,0.1993
"284",2021-09-29,0.1814
"285",2021-09-30,0.2043
"286",2021-10-01,0.1969
"287",2021-10-04,0.1895
"288",2021-10-05,0.1756
"289",2021-10-06,0.1933
"290",2021-10-07,0.2067
"291",2021-10-08,0.2113
"292",2021-10-11,0.1921
"293",2021-10-12,0.1684
"294",2021-10-13,0.1688
"295",2021-10-14,0.2067
"296",2021-10-15,0.2225
"297",2021-10-18,0.2253
"298",2021-10-19,0.2167
"299",2021-10-20,0.2139
"300",2021-10-21,0.2184
"301",2021-10-22,0.2389
"302",2021-10-25,0.2442
"303",2021-10-26,0.2325
"304",2021-10-27,0.2279
"305",2021-10-28,0.2646
"306",2021-10-29,0.2482
"307",2021-11-01,0.2253
"308",2021-11-02,0.1815
"309",2021-11-03,0.1645
"310",2021-11-04,0.1732
"311",2021-11-05,0.2038
"312",2021-11-08,0.1984
"313",2021-11-09,0.1944
"314",2021-11-10,0.1925
"315",2021-11-11,0.1999
"316",2021-11-12,0.1841
"317",2021-11-15,0.1835
"318",2021-11-16,0.1897
"319",2021-11-17,0.1918
"320",2021-11-18,0.183
"321",2021-11-19,0.181
"322",2021-11-22,0.1838
"323",2021-11-23,0.1752
"324",2021-11-24,0.1758
"325",2021-11-26,0.2007
"326",2021-11-29,0.1924
"327",2021-11-30,0.1963
"328",2021-12-01,0.1878
"329",2021-12-02,0.1881
"330",2021-12-03,0.1973
"331",2021-12-06,0.2315
"332",2021-12-07,0.214
"333",2021-12-08,0.2167
"334",2021-12-09,0.2067
"335",2021-12-10,0.2198
"336",2021-12-13,0.2017
"337",2021-12-14,0.2176
"338",2021-12-15,0.2288
"339",2021-12-16,0.2235
"340",2021-12-17,0.227
"341",2021-12-20,0.2322
"342",2021-12-21,0.2182
"343",2021-12-22,0.2124
"344",2021-12-23,0.2273
"345",2021-12-27,0.2442
"346",2021-12-28,0.2423
"347",2021-12-29,0.2388
"348",2021-12-30,0.2162
"349",2021-12-31,0.2199
"350",2022-01-03,0.2286
"351",2022-01-04,0.2396
"352",2022-01-05,0.2196
"353",2022-01-06,0.2101
"354",2022-01-07,0.1835
"355",2022-01-10,0.1943
"356",2022-01-11,0.177
"357",2022-01-12,0.177
"358",2022-01-13,0.171
"359",2022-01-14,0.1602
"360",2022-01-18,0.1492
"361",2022-01-19,0.1691
"362",2022-01-20,0.169
"363",2022-01-21,0.1524
"364",2022-01-24,0.1433
"365",2022-01-25,0.1601
"366",2022-01-26,0.1643
"367",2022-01-27,0.1482
"368",2022-01-28,0.1145
"369",2022-01-31,0.106
"370",2022-02-01,0.1036
"371",2022-02-02,0.1055
"372",2022-02-03,0.0865
"373",2022-02-04,0.094
"374",2022-02-07,0.0871
"375",2022-02-08,0.108
"376",2022-02-09,0.0902
"377",2022-02-10,0.0941
"378",2022-02-11,0.0722
"379",2022-02-14,0.0851
"380",2022-02-15,0.0811
"381",2022-02-16,0.0941
"382",2022-02-17,0.1148
"383",2022-02-18,0.1316
"384",2022-02-22,0.1439
"385",2022-02-23,0.1857
"386",2022-02-24,0.1855
"387",2022-02-25,0.1838
"388",2022-02-28,0.1877
"389",2022-03-01,0.1922
"390",2022-03-02,0.1957
"391",2022-03-03,0.2041
"392",2022-03-04,0.1857
"393",2022-03-07,0.2011
"394",2022-03-08,0.2067
"395",2022-03-09,0.2355
"396",2022-03-10,0.224
"397",2022-03-11,0.2225
"398",2022-03-14,0.2042
"399",2022-03-15,0.226
"400",2022-03-16,0.2297
"401",2022-03-17,0.256
"402",2022-03-18,0.2591
"403",2022-03-21,0.2599
"404",2022-03-22,0.2563
"405",2022-03-23,0.2856
"406",2022-03-24,0.2802
"407",2022-03-25,0.273
"408",2022-03-28,0.2733
"409",2022-03-29,0.2829
"410",2022-03-30,0.2893
"411",2022-03-31,0.2656
"412",2022-04-01,0.2524
"413",2022-04-04,0.2313
"414",2022-04-05,0.2076
"415",2022-04-06,0.2213
"416",2022-04-07,0.216
"417",2022-04-08,0.2537
"418",2022-04-11,0.2679
"419",2022-04-12,0.2719
"420",2022-04-13,0.2753
"421",2022-04-14,0.2597
"422",2022-04-18,0.2411
"423",2022-04-19,0.28
"424",2022-04-20,0.2921
"425",2022-04-21,0.3085
"426",2022-04-22,0.2859
"427",2022-04-25,0.265
"428",2022-04-26,0.2536
"429",2022-04-27,0.2674
"430",2022-04-28,0.271
"431",2022-04-29,0.2687
"432",2022-05-02,0.2449
"433",2022-05-03,0.2436
"434",2022-05-04,0.251
"435",2022-05-05,0.2572
"436",2022-05-06,0.2368
"437",2022-05-09,0.2399
"438",2022-05-10,0.2438
"439",2022-05-11,0.2488
"440",2022-05-12,0.247
"441",2022-05-13,0.2596
"442",2022-05-16,0.2513
"443",2022-05-17,0.2415
"444",2022-05-18,0.2152
"445",2022-05-19,0.2411
"446",2022-05-20,0.2407
"447",2022-05-23,0.2337
"448",2022-05-24,0.2328
"449",2022-05-25,0.2501
"450",2022-05-26,0.2569
"451",2022-05-27,0.2195
"452",2022-05-31,0.1971
"453",2022-06-01,0.2186
"454",2022-06-02,0.2349
"455",2022-06-03,0.2549
"456",2022-06-06,0.2578
"457",2022-06-07,0.2649
"458",2022-06-08,0.248
"459",2022-06-09,0.2545
"460",2022-06-10,0.2587
"461",2022-06-13,0.2581
"462",2022-06-14,0.2383
"463",2022-06-15,0.2295
"464",2022-06-16,0.2037
"465",2022-06-17,0.2128
"466",2022-06-21,0.1954
"467",2022-06-22,0.2138
"468",2022-06-23,0.2331
"469",2022-06-24,0.2376
"470",2022-06-27,0.2488
"471",2022-06-28,0.2349
"472",2022-06-29,0.2467
"473",2022-06-30,0.2765
"474",2022-07-01,0.2746
"475",2022-07-05,0.2803
"476",2022-07-06,0.2635
"477",2022-07-07,0.2554
"478",2022-07-08,0.2507
"479",2022-07-11,0.242
"480",2022-07-12,0.2508
"481",2022-07-13,0.2455
"482",2022-07-14,0.2401
"483",2022-07-15,0.2646
"484",2022-07-18,0.2613
"485",2022-07-19,0.2643
"486",2022-07-20,0.2437
"487",2022-07-21,0.2366
"488",2022-07-22,0.2222
"489",2022-07-25,0.2568
"490",2022-07-26,0.2743
"491",2022-07-27,0.2661
"492",2022-07-28,0.2573
"493",2022-07-29,0.2627
"494",2022-08-01,0.2761
"495",2022-08-02,0.271
"496",2022-08-03,0.2692
"497",2022-08-04,0.264
"498",2022-08-05,0.2496
"499",2022-08-08,0.2351
"500",2022-08-09,0.2553
"501",2022-08-10,0.2792
"502",2022-08-11,0.2837
"503",2022-08-12,0.2654
"504",2022-08-15,0.2519
"505",2022-08-16,0.2654
"506",2022-08-17,0.2901
"507",2022-08-18,0.3004
"508",2022-08-19,0.281
"509",2022-08-22,0.2807
"510",2022-08-23,0.2682
"511",2022-08-24,0.2598
"512",2022-08-25,0.2524
"513",2022-08-26,0.2739
"514",2022-08-29,0.2785
"515",2022-08-30,0.2865
"516",2022-08-31,0.2975
"517",2022-09-01,0.2795
"518",2022-09-02,0.2704
"519",2022-09-06,0.2783
"520",2022-09-07,0.2797
"521",2022-09-08,0.2651
"522",2022-09-09,0.2796
"523",2022-09-12,0.2809
"524",2022-09-13,0.2643
"525",2022-09-14,0.2653
"526",2022-09-15,0.2673
"527",2022-09-16,0.2676
"528",2022-09-19,0.2623
"529",2022-09-20,0.2767
"530",2022-09-21,0.2796
"531",2022-09-22,0.2518
"532",2022-09-23,0.2359
"533",2022-09-26,0.2519
"534",2022-09-27,0.2364
"535",2022-09-28,0.2281
"536",2022-09-29,0.2365
"537",2022-09-30,0.2508
"538",2022-10-03,0.2634
"539",2022-10-04,0.2563
"540",2022-10-05,0.257
"541",2022-10-06,0.2359
"542",2022-10-07,0.2192
"543",2022-10-10,0.2239
"544",2022-10-11,0.2387
"545",2022-10-12,0.2586
"546",2022-10-13,0.2531
"547",2022-10-14,0.2338
"548",2022-10-17,0.217
"549",2022-10-18,0.2241
"550",2022-10-19,0.221
"551",2022-10-20,0.2235
"552",2022-10-21,0.2397
"553",2022-10-24,0.25
"554",2022-10-25,0.2477
"555",2022-10-26,0.2674
"556",2022-10-27,0.2727
"557",2022-10-28,0.2733
"558",2022-10-31,0.2671
"559",2022-11-01,0.2489
"560",2022-11-02,0.2369
"561",2022-11-03,0.2341
"562",2022-11-04,0.2294
"563",2022-11-07,0.2213
"564",2022-11-08,0.2235
"565",2022-11-09,0.2251
"566",2022-11-10,0.2441
"567",2022-11-11,0.2507
"568",2022-11-14,0.2342
"569",2022-11-15,0.2282
"570",2022-11-16,0.212
"571",2022-11-17,0.207
"572",2022-11-18,0.2118
"573",2022-11-21,0.2362
"574",2022-11-22,0.247
"575",2022-11-23,0.249
"576",2022-11-25,0.2324
"577",2022-11-28,0.2361
"578",2022-11-29,0.2414
"579",2022-11-30,0.2461
"580",2022-12-01,0.2436
"581",2022-12-02,0.2432
"582",2022-12-05,0.2393
"583",2022-12-06,0.2295
"584",2022-12-07,0.2237
"585",2022-12-08,0.2374
"586",2022-12-09,0.238
"587",2022-12-12,0.2224
"588",2022-12-13,0.2164
"589",2022-12-14,0.2165
"590",2022-12-15,0.2208
"591",2022-12-16,0.2334
"592",2022-12-19,0.2506
"593",2022-12-20,0.2638
"594",2022-12-21,0.2447
"595",2022-12-22,0.2298
"596",2022-12-23,0.2182
"597",2022-12-27,0.2245
"598",2022-12-28,0.2077
"599",2022-12-29,0.2196
"600",2022-12-30,0.2286
"601",2023-01-03,0.2298
"602",2023-01-04,0.2444
"603",2023-01-05,0.2615
"604",2023-01-06,0.2603
"605",2023-01-09,0.2648
"606",2023-01-10,0.2523
"607",2023-01-11,0.2273
"608",2023-01-12,0.211
"609",2023-01-13,0.215
"610",2023-01-17,0.2274
"611",2023-01-18,0.2115
"612",2023-01-19,0.1944
"613",2023-01-20,0.2073
"614",2023-01-23,0.2051
"615",2023-01-24,0.2103
"616",2023-01-25,0.2115
"617",2023-01-26,0.227
"618",2023-01-27,0.2214
"619",2023-01-30,0.2123
"620",2023-01-31,0.1986
"621",2023-02-01,0.2108
"622",2023-02-02,0.2079
"623",2023-02-03,0.2014
"624",2023-02-06,0.1925
"625",2023-02-07,0.1869
"626",2023-02-08,0.2055
"627",2023-02-09,0.2215
"628",2023-02-10,0.226
"629",2023-02-13,0.2222
"630",2023-02-14,0.2097
"631",2023-02-15,0.1858
"632",2023-02-16,0.1864
"633",2023-02-17,0.2045
"634",2023-02-21,0.2118
"635",2023-02-22,0.2182
"636",2023-02-23,0.2174
"637",2023-02-24,0.2283
"638",2023-02-27,0.2087
"639",2023-02-28,0.2057
"640",2023-03-01,0.2139
"641",2023-03-02,0.2296
"642",2023-03-03,0.2186
"643",2023-03-06,0.2436
"644",2023-03-07,0.2442
"645",2023-03-08,0.2614
"646",2023-03-09,0.2517
"647",2023-03-10,0.2444
"648",2023-03-13,0.2585
"649",2023-03-14,0.2691
"650",2023-03-15,0.293
"651",2023-03-16,0.2851
"652",2023-03-17,0.314
"653",2023-03-20,0.3136
"654",2023-03-21,0.2831
"655",2023-03-22,0.2758
"656",2023-03-23,0.2686
"657",2023-03-24,0.2848
"658",2023-03-27,0.2868
"659",2023-03-28,0.2698
"660",2023-03-29,0.2626
"661",2023-03-30,0.2614
"662",2023-03-31,0.2633
"663",2023-04-03,0.2975
"664",2023-04-04,0.3106
"665",2023-04-05,0.3312
"666",2023-04-06,0.3176
"667",2023-04-10,0.3031
"668",2023-04-11,0.3063
"669",2023-04-12,0.3357
"670",2023-04-13,0.3498
"671",2023-04-14,0.3396
"672",2023-04-17,0.3113
"673",2023-04-18,0.3299
"674",2023-04-19,0.3201
"675",2023-04-20,0.3241
"676",2023-04-21,0.3411
"677",2023-04-24,0.3427
"678",2023-04-25,0.3065
"679",2023-04-26,0.3081
"680",2023-04-27,0.3148
"681",2023-04-28,0.3442
"682",2023-05-01,0.3441
"683",2023-05-02,0.338
"684",2023-05-03,0.3299
"685",2023-05-04,0.3327
"686",2023-05-05,0.3187
"687",2023-05-08,0.333
"688",2023-05-09,0.3445
"689",2023-05-10,0.3507
"690",2023-05-11,0.3406
"691",2023-05-12,0.3294
"692",2023-05-15,0.318
"693",2023-05-16,0.3496
"694",2023-05-17,0.3373
"695",2023-05-18,0.313
"696",2023-05-19,0.3066
"697",2023-05-22,0.3167
"698",2023-05-23,0.3093
"699",2023-05-24,0.3038
"700",2023-05-25,0.2937
"701",2023-05-26,0.2957
"702",2023-05-30,0.2856
"703",2023-05-31,0.3008
"704",2023-06-01,0.2887
"705",2023-06-02,0.3042
"706",2023-06-05,0.2951
"707",2023-06-06,0.3014
"708",2023-06-07,0.2827
"709",2023-06-08,0.2886
"710",2023-06-09,0.2647
"711",2023-06-12,0.2519
"712",2023-06-13,0.2454
"713",2023-06-14,0.2571
"714",2023-06-15,0.2384
"715",2023-06-16,0.2256
"716",2023-06-20,0.2279
"717",2023-06-21,0.2524
"718",2023-06-22,0.2623
"719",2023-06-23,0.2475
"720",2023-06-26,0.2353
"721",2023-06-27,0.2314
"722",2023-06-28,0.2184
"723",2023-06-29,0.2435
