"","date","GNRC"
"174",2021-04-23,0.3731
"175",2021-04-26,0.3814
"176",2021-04-27,0.3768
"177",2021-04-28,0.384
"178",2021-04-29,0.4004
"179",2021-04-30,0.4856
"180",2021-05-03,0.4847
"181",2021-05-04,0.4943
"182",2021-05-05,0.5083
"183",2021-05-06,0.5124
"184",2021-05-07,0.4613
"185",2021-05-10,0.4642
"186",2021-05-11,0.452
"187",2021-05-12,0.4578
"188",2021-05-13,0.5154
"189",2021-05-14,0.4985
"190",2021-05-17,0.4876
"191",2021-05-18,0.4681
"192",2021-05-19,0.4578
"193",2021-05-20,0.5747
"194",2021-05-21,0.5105
"195",2021-05-24,0.473
"196",2021-05-25,0.4081
"197",2021-05-26,0.373
"198",2021-05-27,0.3342
"199",2021-05-28,0.3159
"200",2021-06-01,0.2931
"201",2021-06-02,0.2751
"202",2021-06-03,0.2726
"203",2021-06-04,0.28
"204",2021-06-07,0.2731
"205",2021-06-08,0.2885
"206",2021-06-09,0.2872
"207",2021-06-10,0.2842
"208",2021-06-11,0.2931
"209",2021-06-14,0.2938
"210",2021-06-15,0.2647
"211",2021-06-16,0.2541
"212",2021-06-17,0.2473
"213",2021-06-18,0.2537
"214",2021-06-21,0.2587
"215",2021-06-22,0.2779
"216",2021-06-23,0.2981
"217",2021-06-24,0.2926
"218",2021-06-25,0.2755
"219",2021-06-28,0.2772
"220",2021-06-29,0.246
"221",2021-06-30,0.2504
"222",2021-07-01,0.2559
"223",2021-07-02,0.2655
"224",2021-07-06,0.28
"225",2021-07-07,0.2748
"226",2021-07-08,0.2831
"227",2021-07-09,0.2809
"228",2021-07-12,0.2879
"229",2021-07-13,0.302
"230",2021-07-14,0.2782
"231",2021-07-15,0.2563
"232",2021-07-16,0.2218
"233",2021-07-19,0.235
"234",2021-07-20,0.2452
"235",2021-07-21,0.2789
"236",2021-07-22,0.2812
"237",2021-07-23,0.2706
"238",2021-07-26,0.2873
"239",2021-07-27,0.3212
"240",2021-07-28,0.324
"241",2021-07-29,0.3372
"242",2021-07-30,0.3526
"243",2021-08-02,0.3353
"244",2021-08-03,0.3116
"245",2021-08-04,0.328
"246",2021-08-05,0.3772
"247",2021-08-06,0.3893
"248",2021-08-09,0.3952
"249",2021-08-10,0.3899
"250",2021-08-11,0.3627
"251",2021-08-12,0.3462
"252",2021-08-13,0.3377
"253",2021-08-16,0.3488
"254",2021-08-17,0.319
"255",2021-08-18,0.3126
"256",2021-08-19,0.308
"257",2021-08-20,0.3187
"258",2021-08-23,0.3003
"259",2021-08-24,0.3131
"260",2021-08-25,0.2827
"261",2021-08-26,0.2774
"262",2021-08-27,0.2744
"263",2021-08-30,0.2572
"264",2021-08-31,0.2471
"265",2021-09-01,0.2503
"266",2021-09-02,0.2675
"267",2021-09-03,0.2368
"268",2021-09-07,0.2341
"269",2021-09-08,0.2357
"270",2021-09-09,0.2352
"271",2021-09-10,0.239
"272",2021-09-13,0.2466
"273",2021-09-14,0.2459
"274",2021-09-15,0.2233
"275",2021-09-16,0.2203
"276",2021-09-17,0.2216
"277",2021-09-20,0.2185
"278",2021-09-21,0.2237
"279",2021-09-22,0.2368
"280",2021-09-23,0.1976
"281",2021-09-24,0.2086
"282",2021-09-27,0.2236
"283",2021-09-28,0.2535
"284",2021-09-29,0.2513
"285",2021-09-30,0.2587
"286",2021-10-01,0.2617
"287",2021-10-04,0.2478
"288",2021-10-05,0.2388
"289",2021-10-06,0.2494
"290",2021-10-07,0.2631
"291",2021-10-08,0.237
"292",2021-10-11,0.2291
"293",2021-10-12,0.2368
"294",2021-10-13,0.2415
"295",2021-10-14,0.2561
"296",2021-10-15,0.2807
"297",2021-10-18,0.2488
"298",2021-10-19,0.2547
"299",2021-10-20,0.28
"300",2021-10-21,0.2724
"301",2021-10-22,0.2911
"302",2021-10-25,0.2698
"303",2021-10-26,0.2602
"304",2021-10-27,0.2345
"305",2021-10-28,0.2542
"306",2021-10-29,0.2872
"307",2021-11-01,0.283
"308",2021-11-02,0.2732
"309",2021-11-03,0.2814
"310",2021-11-04,0.2608
"311",2021-11-05,0.275
"312",2021-11-08,0.3097
"313",2021-11-09,0.3123
"314",2021-11-10,0.3026
"315",2021-11-11,0.3044
"316",2021-11-12,0.3042
"317",2021-11-15,0.3041
"318",2021-11-16,0.2982
"319",2021-11-17,0.3113
"320",2021-11-18,0.2817
"321",2021-11-19,0.2675
"322",2021-11-22,0.2619
"323",2021-11-23,0.2871
"324",2021-11-24,0.2812
"325",2021-11-26,0.3166
"326",2021-11-29,0.355
"327",2021-11-30,0.3179
"328",2021-12-01,0.2886
"329",2021-12-02,0.2804
"330",2021-12-03,0.2467
"331",2021-12-06,0.2322
"332",2021-12-07,0.2301
"333",2021-12-08,0.23
"334",2021-12-09,0.234
"335",2021-12-10,0.2383
"336",2021-12-13,0.262
"337",2021-12-14,0.2578
"338",2021-12-15,0.2677
"339",2021-12-16,0.2606
"340",2021-12-17,0.2295
"341",2021-12-20,0.2221
"342",2021-12-21,0.235
"343",2021-12-22,0.2357
"344",2021-12-23,0.2288
"345",2021-12-27,0.2509
"346",2021-12-28,0.2546
"347",2021-12-29,0.234
"348",2021-12-30,0.2155
"349",2021-12-31,0.2028
"350",2022-01-03,0.2005
"351",2022-01-04,0.1808
"352",2022-01-05,0.1553
"353",2022-01-06,0.1453
"354",2022-01-07,0.1328
"355",2022-01-10,0.1551
"356",2022-01-11,0.1874
"357",2022-01-12,0.1468
"358",2022-01-13,0.1392
"359",2022-01-14,0.1629
"360",2022-01-18,0.1724
"361",2022-01-19,0.1956
"362",2022-01-20,0.2044
"363",2022-01-21,0.188
"364",2022-01-24,0.1661
"365",2022-01-25,0.1603
"366",2022-01-26,0.1847
"367",2022-01-27,0.1761
"368",2022-01-28,0.1689
"369",2022-01-31,0.1651
"370",2022-02-01,0.1566
"371",2022-02-02,0.144
"372",2022-02-03,0.1613
"373",2022-02-04,0.1842
"374",2022-02-07,0.1803
"375",2022-02-08,0.1767
"376",2022-02-09,0.1727
"377",2022-02-10,0.1532
"378",2022-02-11,0.1816
"379",2022-02-14,0.1913
"380",2022-02-15,0.181
"381",2022-02-16,0.1753
"382",2022-02-17,0.1815
"383",2022-02-18,0.198
"384",2022-02-22,0.2016
"385",2022-02-23,0.2232
"386",2022-02-24,0.234
"387",2022-02-25,0.1983
"388",2022-02-28,0.1759
"389",2022-03-01,0.2062
"390",2022-03-02,0.2083
"391",2022-03-03,0.1975
"392",2022-03-04,0.1973
"393",2022-03-07,0.1984
"394",2022-03-08,0.197
"395",2022-03-09,0.2196
"396",2022-03-10,0.2576
"397",2022-03-11,0.2541
"398",2022-03-14,0.258
"399",2022-03-15,0.2463
"400",2022-03-16,0.2411
"401",2022-03-17,0.2224
"402",2022-03-18,0.2369
"403",2022-03-21,0.2446
"404",2022-03-22,0.231
"405",2022-03-23,0.2316
"406",2022-03-24,0.2552
"407",2022-03-25,0.2303
"408",2022-03-28,0.2268
"409",2022-03-29,0.2406
"410",2022-03-30,0.24
"411",2022-03-31,0.2367
"412",2022-04-01,0.2058
"413",2022-04-04,0.2117
"414",2022-04-05,0.2112
"415",2022-04-06,0.2342
"416",2022-04-07,0.262
"417",2022-04-08,0.2407
"418",2022-04-11,0.2349
"419",2022-04-12,0.2407
"420",2022-04-13,0.2488
"421",2022-04-14,0.2535
"422",2022-04-18,0.2688
"423",2022-04-19,0.2459
"424",2022-04-20,0.2274
"425",2022-04-21,0.2282
"426",2022-04-22,0.2624
"427",2022-04-25,0.2489
"428",2022-04-26,0.2513
"429",2022-04-27,0.2617
"430",2022-04-28,0.2505
"431",2022-04-29,0.231
"432",2022-05-02,0.2341
"433",2022-05-03,0.2643
"434",2022-05-04,0.2652
"435",2022-05-05,0.2748
"436",2022-05-06,0.2835
"437",2022-05-09,0.2736
"438",2022-05-10,0.2775
"439",2022-05-11,0.2869
"440",2022-05-12,0.2709
"441",2022-05-13,0.2499
"442",2022-05-16,0.2563
"443",2022-05-17,0.2718
"444",2022-05-18,0.2944
"445",2022-05-19,0.2966
"446",2022-05-20,0.3021
"447",2022-05-23,0.2685
"448",2022-05-24,0.2652
"449",2022-05-25,0.2882
"450",2022-05-26,0.2972
"451",2022-05-27,0.2794
"452",2022-05-31,0.2726
"453",2022-06-01,0.2731
"454",2022-06-02,0.2735
"455",2022-06-03,0.3021
"456",2022-06-06,0.3142
"457",2022-06-07,0.2971
"458",2022-06-08,0.2939
"459",2022-06-09,0.3113
"460",2022-06-10,0.292
"461",2022-06-13,0.2889
"462",2022-06-14,0.3134
"463",2022-06-15,0.3309
"464",2022-06-16,0.3205
"465",2022-06-17,0.3222
"466",2022-06-21,0.3613
"467",2022-06-22,0.3336
"468",2022-06-23,0.3417
"469",2022-06-24,0.3786
"470",2022-06-27,0.3827
"471",2022-06-28,0.3444
"472",2022-06-29,0.3287
"473",2022-06-30,0.3267
"474",2022-07-01,0.3296
"475",2022-07-05,0.3404
"476",2022-07-06,0.365
"477",2022-07-07,0.3518
"478",2022-07-08,0.3384
"479",2022-07-11,0.3395
"480",2022-07-12,0.3332
"481",2022-07-13,0.3272
"482",2022-07-14,0.3082
"483",2022-07-15,0.255
"484",2022-07-18,0.1978
"485",2022-07-19,0.2153
"486",2022-07-20,0.2488
"487",2022-07-21,0.2224
"488",2022-07-22,0.2251
"489",2022-07-25,0.2181
"490",2022-07-26,0.1861
"491",2022-07-27,0.1768
"492",2022-07-28,0.1864
"493",2022-07-29,0.1835
"494",2022-08-01,0.1839
"495",2022-08-02,0.1888
"496",2022-08-03,0.1931
"497",2022-08-04,0.1642
"498",2022-08-05,0.1775
"499",2022-08-08,0.2304
"500",2022-08-09,0.2202
"501",2022-08-10,0.2025
"502",2022-08-11,0.2114
"503",2022-08-12,0.2082
"504",2022-08-15,0.2052
"505",2022-08-16,0.2205
"506",2022-08-17,0.2438
"507",2022-08-18,0.2064
"508",2022-08-19,0.1905
"509",2022-08-22,0.2047
"510",2022-08-23,0.2263
"511",2022-08-24,0.2113
"512",2022-08-25,0.2121
"513",2022-08-26,0.2146
"514",2022-08-29,0.2243
"515",2022-08-30,0.2394
"516",2022-08-31,0.2885
"517",2022-09-01,0.2902
"518",2022-09-02,0.2883
"519",2022-09-06,0.2791
"520",2022-09-07,0.2644
"521",2022-09-08,0.271
"522",2022-09-09,0.2712
"523",2022-09-12,0.2693
"524",2022-09-13,0.2568
"525",2022-09-14,0.2631
"526",2022-09-15,0.2886
"527",2022-09-16,0.2679
"528",2022-09-19,0.2708
"529",2022-09-20,0.2788
"530",2022-09-21,0.2671
"531",2022-09-22,0.2415
"532",2022-09-23,0.2499
"533",2022-09-26,0.2562
"534",2022-09-27,0.2682
"535",2022-09-28,0.281
"536",2022-09-29,0.2999
"537",2022-09-30,0.279
"538",2022-10-03,0.2749
"539",2022-10-04,0.2932
"540",2022-10-05,0.285
"541",2022-10-06,0.2816
"542",2022-10-07,0.2678
"543",2022-10-10,0.2664
"544",2022-10-11,0.2547
"545",2022-10-12,0.2827
"546",2022-10-13,0.3379
"547",2022-10-14,0.3198
"548",2022-10-17,0.3126
"549",2022-10-18,0.3249
"550",2022-10-19,0.3395
"551",2022-10-20,0.3303
"552",2022-10-21,0.326
"553",2022-10-24,0.3276
"554",2022-10-25,0.3512
"555",2022-10-26,0.3313
"556",2022-10-27,0.3342
"557",2022-10-28,0.307
"558",2022-10-31,0.3126
"559",2022-11-01,0.3259
"560",2022-11-02,0.3171
"561",2022-11-03,0.2826
"562",2022-11-04,0.2721
"563",2022-11-07,0.2544
"564",2022-11-08,0.2419
"565",2022-11-09,0.2783
"566",2022-11-10,0.28
"567",2022-11-11,0.2325
"568",2022-11-14,0.183
"569",2022-11-15,0.177
"570",2022-11-16,0.1799
"571",2022-11-17,0.1554
"572",2022-11-18,0.1326
"573",2022-11-21,0.1098
"574",2022-11-22,0.1084
"575",2022-11-23,0.1025
"576",2022-11-25,0.1095
"577",2022-11-28,0.12
"578",2022-11-29,0.1158
"579",2022-11-30,0.0808
"580",2022-12-01,0.0994
"581",2022-12-02,0.0849
"582",2022-12-05,0.1055
"583",2022-12-06,0.1327
"584",2022-12-07,0.1264
"585",2022-12-08,0.1174
"586",2022-12-09,0.121
"587",2022-12-12,0.1342
"588",2022-12-13,0.1233
"589",2022-12-14,0.1193
"590",2022-12-15,0.1263
"591",2022-12-16,0.1217
"592",2022-12-19,0.1056
"593",2022-12-20,0.1095
"594",2022-12-21,0.1012
"595",2022-12-22,0.1163
"596",2022-12-23,0.1242
"597",2022-12-27,0.1226
"598",2022-12-28,0.122
"599",2022-12-29,0.1172
"600",2022-12-30,0.1291
"601",2023-01-03,0.1199
"602",2023-01-04,0.1476
"603",2023-01-05,0.1507
"604",2023-01-06,0.1451
"605",2023-01-09,0.1549
"606",2023-01-10,0.171
"607",2023-01-11,0.1791
"608",2023-01-12,0.173
"609",2023-01-13,0.1566
"610",2023-01-17,0.1781
"611",2023-01-18,0.1765
"612",2023-01-19,0.1656
"613",2023-01-20,0.2116
"614",2023-01-23,0.215
"615",2023-01-24,0.1984
"616",2023-01-25,0.2136
"617",2023-01-26,0.248
"618",2023-01-27,0.2425
"619",2023-01-30,0.2602
"620",2023-01-31,0.2645
"621",2023-02-01,0.2414
"622",2023-02-02,0.2331
"623",2023-02-03,0.2171
"624",2023-02-06,0.2332
"625",2023-02-07,0.2696
"626",2023-02-08,0.2677
"627",2023-02-09,0.2588
"628",2023-02-10,0.2459
"629",2023-02-13,0.2542
"630",2023-02-14,0.284
"631",2023-02-15,0.2689
"632",2023-02-16,0.2711
"633",2023-02-17,0.2472
"634",2023-02-21,0.2424
"635",2023-02-22,0.2518
"636",2023-02-23,0.2366
"637",2023-02-24,0.2477
"638",2023-02-27,0.2563
"639",2023-02-28,0.2367
"640",2023-03-01,0.24
"641",2023-03-02,0.2334
"642",2023-03-03,0.2543
"643",2023-03-06,0.2625
"644",2023-03-07,0.2531
"645",2023-03-08,0.2453
"646",2023-03-09,0.2461
"647",2023-03-10,0.2333
"648",2023-03-13,0.2066
"649",2023-03-14,0.1891
"650",2023-03-15,0.1963
"651",2023-03-16,0.1477
"652",2023-03-17,0.1196
"653",2023-03-20,0.1071
"654",2023-03-21,0.0792
"655",2023-03-22,0.0626
"656",2023-03-23,0.0405
"657",2023-03-24,0.0373
"658",2023-03-27,0.0309
"659",2023-03-28,0.0264
"660",2023-03-29,0.0283
"661",2023-03-30,0.0325
"662",2023-03-31,0.0398000000000001
"663",2023-04-03,0.0553
"664",2023-04-04,0.068
"665",2023-04-05,0.0952
"666",2023-04-06,0.1008
"667",2023-04-10,0.1298
"668",2023-04-11,0.184
"669",2023-04-12,0.162
"670",2023-04-13,0.1816
"671",2023-04-14,0.1816
"672",2023-04-17,0.1696
"673",2023-04-18,0.181
"674",2023-04-19,0.1969
"675",2023-04-20,0.2052
"676",2023-04-21,0.2187
"677",2023-04-24,0.233
"678",2023-04-25,0.2257
"679",2023-04-26,0.2147
"680",2023-04-27,0.2523
"681",2023-04-28,0.232
"682",2023-05-01,0.2389
"683",2023-05-02,0.242
"684",2023-05-03,0.2285
"685",2023-05-04,0.2381
"686",2023-05-05,0.2569
"687",2023-05-08,0.2667
"688",2023-05-09,0.2298
"689",2023-05-10,0.2047
"690",2023-05-11,0.2473
"691",2023-05-12,0.2293
"692",2023-05-15,0.2149
"693",2023-05-16,0.2416
"694",2023-05-17,0.265
"695",2023-05-18,0.2545
"696",2023-05-19,0.2486
"697",2023-05-22,0.2739
"698",2023-05-23,0.2579
"699",2023-05-24,0.2453
"700",2023-05-25,0.2314
"701",2023-05-26,0.2088
"702",2023-05-30,0.2001
"703",2023-05-31,0.1811
"704",2023-06-01,0.195
"705",2023-06-02,0.1952
"706",2023-06-05,0.2034
"707",2023-06-06,0.2116
"708",2023-06-07,0.2042
"709",2023-06-08,0.1703
"710",2023-06-09,0.1708
"711",2023-06-12,0.1867
"712",2023-06-13,0.1901
"713",2023-06-14,0.1869
"714",2023-06-15,0.1737
"715",2023-06-16,0.1935
"716",2023-06-20,0.185
"717",2023-06-21,0.1726
"718",2023-06-22,0.1698
"719",2023-06-23,0.171
"720",2023-06-26,0.167
"721",2023-06-27,0.1653
"722",2023-06-28,0.167
"723",2023-06-29,0.1995
