"","date","BXP"
"136",2021-03-01,0.2602
"137",2021-03-02,0.2753
"138",2021-03-03,0.2908
"139",2021-03-04,0.2781
"140",2021-03-05,0.2519
"141",2021-03-08,0.2792
"142",2021-03-09,0.2824
"143",2021-03-10,0.2996
"144",2021-03-11,0.283
"145",2021-03-12,0.2709
"146",2021-03-15,0.2276
"147",2021-03-16,0.2513
"148",2021-03-17,0.2277
"149",2021-03-18,0.1955
"150",2021-03-19,0.1562
"151",2021-03-22,0.1683
"152",2021-03-23,0.1627
"153",2021-03-24,0.1612
"154",2021-03-25,0.154
"155",2021-03-26,0.1238
"156",2021-03-29,0.1021
"157",2021-03-30,0.1066
"158",2021-03-31,0.125
"159",2021-04-01,0.1564
"160",2021-04-05,0.1653
"161",2021-04-06,0.236
"162",2021-04-07,0.2807
"163",2021-04-08,0.3122
"164",2021-04-09,0.3246
"165",2021-04-12,0.3495
"166",2021-04-13,0.35
"167",2021-04-14,0.3864
"168",2021-04-15,0.4207
"169",2021-04-16,0.4418
"170",2021-04-19,0.4536
"171",2021-04-20,0.4962
"172",2021-04-21,0.4921
"173",2021-04-22,0.5035
"174",2021-04-23,0.5066
"175",2021-04-26,0.5068
"176",2021-04-27,0.4847
"177",2021-04-28,0.5007
"178",2021-04-29,0.5171
"179",2021-04-30,0.5204
"180",2021-05-03,0.5163
"181",2021-05-04,0.5051
"182",2021-05-05,0.5175
"183",2021-05-06,0.5145
"184",2021-05-07,0.5005
"185",2021-05-10,0.4793
"186",2021-05-11,0.4574
"187",2021-05-12,0.4554
"188",2021-05-13,0.4795
"189",2021-05-14,0.4881
"190",2021-05-17,0.497
"191",2021-05-18,0.542
"192",2021-05-19,0.5278
"193",2021-05-20,0.5398
"194",2021-05-21,0.5302
"195",2021-05-24,0.5315
"196",2021-05-25,0.5112
"197",2021-05-26,0.4974
"198",2021-05-27,0.5151
"199",2021-05-28,0.5042
"200",2021-06-01,0.4672
"201",2021-06-02,0.4794
"202",2021-06-03,0.4444
"203",2021-06-04,0.4711
"204",2021-06-07,0.4559
"205",2021-06-08,0.4353
"206",2021-06-09,0.4466
"207",2021-06-10,0.5221
"208",2021-06-11,0.5158
"209",2021-06-14,0.4977
"210",2021-06-15,0.4948
"211",2021-06-16,0.5065
"212",2021-06-17,0.4924
"213",2021-06-18,0.5106
"214",2021-06-21,0.5218
"215",2021-06-22,0.4992
"216",2021-06-23,0.4568
"217",2021-06-24,0.424
"218",2021-06-25,0.4584
"219",2021-06-28,0.4578
"220",2021-06-29,0.3924
"221",2021-06-30,0.4086
"222",2021-07-01,0.3771
"223",2021-07-02,0.3452
"224",2021-07-06,0.3183
"225",2021-07-07,0.2985
"226",2021-07-08,0.2578
"227",2021-07-09,0.2488
"228",2021-07-12,0.2309
"229",2021-07-13,0.2626
"230",2021-07-14,0.2646
"231",2021-07-15,0.2633
"232",2021-07-16,0.265
"233",2021-07-19,0.2754
"234",2021-07-20,0.2164
"235",2021-07-21,0.2068
"236",2021-07-22,0.16
"237",2021-07-23,0.1702
"238",2021-07-26,0.1906
"239",2021-07-27,0.1919
"240",2021-07-28,0.2019
"241",2021-07-29,0.2077
"242",2021-07-30,0.2273
"243",2021-08-02,0.2486
"244",2021-08-03,0.2212
"245",2021-08-04,0.279
"246",2021-08-05,0.2999
"247",2021-08-06,0.3148
"248",2021-08-09,0.3727
"249",2021-08-10,0.4144
"250",2021-08-11,0.4084
"251",2021-08-12,0.4473
"252",2021-08-13,0.4643
"253",2021-08-16,0.4507
"254",2021-08-17,0.4172
"255",2021-08-18,0.4188
"256",2021-08-19,0.3305
"257",2021-08-20,0.3125
"258",2021-08-23,0.3393
"259",2021-08-24,0.3367
"260",2021-08-25,0.318
"261",2021-08-26,0.3201
"262",2021-08-27,0.3252
"263",2021-08-30,0.3681
"264",2021-08-31,0.3384
"265",2021-09-01,0.3562
"266",2021-09-02,0.3939
"267",2021-09-03,0.3865
"268",2021-09-07,0.3605
"269",2021-09-08,0.2936
"270",2021-09-09,0.2411
"271",2021-09-10,0.2608
"272",2021-09-13,0.2171
"273",2021-09-14,0.2247
"274",2021-09-15,0.212
"275",2021-09-16,0.228
"276",2021-09-17,0.2237
"277",2021-09-20,0.2396
"278",2021-09-21,0.3231
"279",2021-09-22,0.3097
"280",2021-09-23,0.2906
"281",2021-09-24,0.2984
"282",2021-09-27,0.2659
"283",2021-09-28,0.2372
"284",2021-09-29,0.2636
"285",2021-09-30,0.25
"286",2021-10-01,0.2189
"287",2021-10-04,0.2158
"288",2021-10-05,0.2134
"289",2021-10-06,0.2172
"290",2021-10-07,0.2152
"291",2021-10-08,0.2172
"292",2021-10-11,0.1829
"293",2021-10-12,0.1562
"294",2021-10-13,0.145
"295",2021-10-14,0.1395
"296",2021-10-15,0.1443
"297",2021-10-18,0.1842
"298",2021-10-19,0.2065
"299",2021-10-20,0.2033
"300",2021-10-21,0.1504
"301",2021-10-22,0.1766
"302",2021-10-25,0.1951
"303",2021-10-26,0.1849
"304",2021-10-27,0.1421
"305",2021-10-28,0.1573
"306",2021-10-29,0.1621
"307",2021-11-01,0.1281
"308",2021-11-02,0.1264
"309",2021-11-03,0.1286
"310",2021-11-04,0.1269
"311",2021-11-05,0.1379
"312",2021-11-08,0.0968
"313",2021-11-09,0.0796999999999999
"314",2021-11-10,0.0866999999999999
"315",2021-11-11,0.0918
"316",2021-11-12,0.0757
"317",2021-11-15,0.0612
"318",2021-11-16,0.0638
"319",2021-11-17,0.0620000000000001
"320",2021-11-18,0.089
"321",2021-11-19,0.0836000000000001
"322",2021-11-22,0.0718
"323",2021-11-23,0.0929
"324",2021-11-24,0.0708
"325",2021-11-26,0.0718
"326",2021-11-29,0.0939
"327",2021-11-30,0.0887
"328",2021-12-01,0.092
"329",2021-12-02,0.0845000000000001
"330",2021-12-03,0.0706
"331",2021-12-06,0.1108
"332",2021-12-07,0.0954
"333",2021-12-08,0.1321
"334",2021-12-09,0.1059
"335",2021-12-10,0.1005
"336",2021-12-13,0.1227
"337",2021-12-14,0.1494
"338",2021-12-15,0.2155
"339",2021-12-16,0.2205
"340",2021-12-17,0.1653
"341",2021-12-20,0.1899
"342",2021-12-21,0.1973
"343",2021-12-22,0.1876
"344",2021-12-23,0.1793
"345",2021-12-27,0.1705
"346",2021-12-28,0.1586
"347",2021-12-29,0.1596
"348",2021-12-30,0.1668
"349",2021-12-31,0.1892
"350",2022-01-03,0.1923
"351",2022-01-04,0.1953
"352",2022-01-05,0.1599
"353",2022-01-06,0.1883
"354",2022-01-07,0.1595
"355",2022-01-10,0.1699
"356",2022-01-11,0.1539
"357",2022-01-12,0.156
"358",2022-01-13,0.1633
"359",2022-01-14,0.1625
"360",2022-01-18,0.0810000000000001
"361",2022-01-19,0.1215
"362",2022-01-20,0.1474
"363",2022-01-21,0.1358
"364",2022-01-24,0.1277
"365",2022-01-25,0.1322
"366",2022-01-26,0.1239
"367",2022-01-27,0.0972
"368",2022-01-28,0.1041
"369",2022-01-31,0.1022
"370",2022-02-01,0.075
"371",2022-02-02,0.0977
"372",2022-02-03,0.0669
"373",2022-02-04,0.0658000000000001
"374",2022-02-07,0.0898
"375",2022-02-08,0.1325
"376",2022-02-09,0.0969
"377",2022-02-10,0.0833999999999999
"378",2022-02-11,0.0901999999999999
"379",2022-02-14,0.0798
"380",2022-02-15,0.0727
"381",2022-02-16,0.0722999999999999
"382",2022-02-17,0.0553999999999999
"383",2022-02-18,0.0899
"384",2022-02-22,0.0514
"385",2022-02-23,0.0677
"386",2022-02-24,0.0795
"387",2022-02-25,0.0766
"388",2022-02-28,0.0844
"389",2022-03-01,0.0755
"390",2022-03-02,0.0620000000000001
"391",2022-03-03,0.0644
"392",2022-03-04,0.0705
"393",2022-03-07,0.0642
"394",2022-03-08,0.0417
"395",2022-03-09,0.0383
"396",2022-03-10,0.0407000000000001
"397",2022-03-11,0.0444
"398",2022-03-14,0.0679
"399",2022-03-15,0.0806
"400",2022-03-16,0.0569999999999999
"401",2022-03-17,0.0700000000000001
"402",2022-03-18,0.0466
"403",2022-03-21,0.0520999999999999
"404",2022-03-22,0.0436000000000001
"405",2022-03-23,0.0456000000000001
"406",2022-03-24,0.0512
"407",2022-03-25,0.0495
"408",2022-03-28,0.0579000000000001
"409",2022-03-29,0.0498999999999999
"410",2022-03-30,0.0644
"411",2022-03-31,0.0670000000000001
"412",2022-04-01,0.0607
"413",2022-04-04,0.0505
"414",2022-04-05,0.1048
"415",2022-04-06,0.1442
"416",2022-04-07,0.1722
"417",2022-04-08,0.1913
"418",2022-04-11,0.2515
"419",2022-04-12,0.2917
"420",2022-04-13,0.2144
"421",2022-04-14,0.2213
"422",2022-04-18,0.2264
"423",2022-04-19,0.2431
"424",2022-04-20,0.195
"425",2022-04-21,0.1887
"426",2022-04-22,0.1669
"427",2022-04-25,0.1828
"428",2022-04-26,0.1905
"429",2022-04-27,0.1742
"430",2022-04-28,0.1562
"431",2022-04-29,0.1515
"432",2022-05-02,0.143
"433",2022-05-03,0.1499
"434",2022-05-04,0.169
"435",2022-05-05,0.1674
"436",2022-05-06,0.1453
"437",2022-05-09,0.1335
"438",2022-05-10,0.1726
"439",2022-05-11,0.1944
"440",2022-05-12,0.2194
"441",2022-05-13,0.2565
"442",2022-05-16,0.2396
"443",2022-05-17,0.2539
"444",2022-05-18,0.2253
"445",2022-05-19,0.2292
"446",2022-05-20,0.2599
"447",2022-05-23,0.2575
"448",2022-05-24,0.2616
"449",2022-05-25,0.2698
"450",2022-05-26,0.2669
"451",2022-05-27,0.2879
"452",2022-05-31,0.3001
"453",2022-06-01,0.3343
"454",2022-06-02,0.3044
"455",2022-06-03,0.3
"456",2022-06-06,0.2784
"457",2022-06-07,0.2586
"458",2022-06-08,0.2987
"459",2022-06-09,0.3008
"460",2022-06-10,0.282
"461",2022-06-13,0.2979
"462",2022-06-14,0.2933
"463",2022-06-15,0.3012
"464",2022-06-16,0.2914
"465",2022-06-17,0.2909
"466",2022-06-21,0.2736
"467",2022-06-22,0.2611
"468",2022-06-23,0.2515
"469",2022-06-24,0.2495
"470",2022-06-27,0.2545
"471",2022-06-28,0.2665
"472",2022-06-29,0.2328
"473",2022-06-30,0.2296
"474",2022-07-01,0.2254
"475",2022-07-05,0.227
"476",2022-07-06,0.2347
"477",2022-07-07,0.2232
"478",2022-07-08,0.2163
"479",2022-07-11,0.2285
"480",2022-07-12,0.2232
"481",2022-07-13,0.2226
"482",2022-07-14,0.2232
"483",2022-07-15,0.2326
"484",2022-07-18,0.2128
"485",2022-07-19,0.2261
"486",2022-07-20,0.2241
"487",2022-07-21,0.2123
"488",2022-07-22,0.2126
"489",2022-07-25,0.2027
"490",2022-07-26,0.183
"491",2022-07-27,0.1904
"492",2022-07-28,0.2011
"493",2022-07-29,0.1862
"494",2022-08-01,0.1762
"495",2022-08-02,0.1765
"496",2022-08-03,0.1788
"497",2022-08-04,0.1779
"498",2022-08-05,0.21
"499",2022-08-08,0.2156
"500",2022-08-09,0.2088
"501",2022-08-10,0.2282
"502",2022-08-11,0.2071
"503",2022-08-12,0.2006
"504",2022-08-15,0.1882
"505",2022-08-16,0.208
"506",2022-08-17,0.209
"507",2022-08-18,0.2264
"508",2022-08-19,0.218
"509",2022-08-22,0.2287
"510",2022-08-23,0.2115
"511",2022-08-24,0.2229
"512",2022-08-25,0.2109
"513",2022-08-26,0.2216
"514",2022-08-29,0.2012
"515",2022-08-30,0.2766
"516",2022-08-31,0.2686
"517",2022-09-01,0.2518
"518",2022-09-02,0.3902
"519",2022-09-06,0.3594
"520",2022-09-07,0.306
"521",2022-09-08,0.287
"522",2022-09-09,0.2697
"523",2022-09-12,0.2646
"524",2022-09-13,0.2466
"525",2022-09-14,0.2486
"526",2022-09-15,0.2495
"527",2022-09-16,0.2262
"528",2022-09-19,0.2101
"529",2022-09-20,0.1858
"530",2022-09-21,0.174
"531",2022-09-22,0.1839
"532",2022-09-23,0.1758
"533",2022-09-26,0.1944
"534",2022-09-27,0.1877
"535",2022-09-28,0.2097
"536",2022-09-29,0.2213
"537",2022-09-30,0.2211
"538",2022-10-03,0.2134
"539",2022-10-04,0.212
"540",2022-10-05,0.2091
"541",2022-10-06,0.2201
"542",2022-10-07,0.2137
"543",2022-10-10,0.2198
"544",2022-10-11,0.2009
"545",2022-10-12,0.2005
"546",2022-10-13,0.217
"547",2022-10-14,0.207
"548",2022-10-17,0.2033
"549",2022-10-18,0.2048
"550",2022-10-19,0.195
"551",2022-10-20,0.1982
"552",2022-10-21,0.1629
"553",2022-10-24,0.1187
"554",2022-10-25,0.0758
"555",2022-10-26,0.0667
"556",2022-10-27,0.04
"557",2022-10-28,0.0333
"558",2022-10-31,0.036
"559",2022-11-01,0.0398
"560",2022-11-02,0.0424
"561",2022-11-03,0.0474000000000001
"562",2022-11-04,0.0508
"563",2022-11-07,0.0539
"564",2022-11-08,0.0465
"565",2022-11-09,0.0402
"566",2022-11-10,0.0378
"567",2022-11-11,0.0366
"568",2022-11-14,0.0367
"569",2022-11-15,0.035
"570",2022-11-16,0.0367
"571",2022-11-17,0.0447
"572",2022-11-18,0.0541
"573",2022-11-21,0.066
"574",2022-11-22,0.0608
"575",2022-11-23,0.0553
"576",2022-11-25,0.066
"577",2022-11-28,0.0683
"578",2022-11-29,0.0802
"579",2022-11-30,0.0903
"580",2022-12-01,0.0774
"581",2022-12-02,0.1
"582",2022-12-05,0.1228
"583",2022-12-06,0.137
"584",2022-12-07,0.1341
"585",2022-12-08,0.1359
"586",2022-12-09,0.1361
"587",2022-12-12,0.1242
"588",2022-12-13,0.1474
"589",2022-12-14,0.1444
"590",2022-12-15,0.1572
"591",2022-12-16,0.1712
"592",2022-12-19,0.1696
"593",2022-12-20,0.1833
"594",2022-12-21,0.1813
"595",2022-12-22,0.2035
"596",2022-12-23,0.2155
"597",2022-12-27,0.2158
"598",2022-12-28,0.2164
"599",2022-12-29,0.2013
"600",2022-12-30,0.1955
"601",2023-01-03,0.2015
"602",2023-01-04,0.2015
"603",2023-01-05,0.2235
"604",2023-01-06,0.217
"605",2023-01-09,0.2298
"606",2023-01-10,0.2379
"607",2023-01-11,0.2119
"608",2023-01-12,0.2043
"609",2023-01-13,0.2023
"610",2023-01-17,0.1974
"611",2023-01-18,0.1974
"612",2023-01-19,0.2032
"613",2023-01-20,0.1917
"614",2023-01-23,0.1803
"615",2023-01-24,0.1778
"616",2023-01-25,0.1774
"617",2023-01-26,0.1741
"618",2023-01-27,0.1756
"619",2023-01-30,0.1763
"620",2023-01-31,0.1734
"621",2023-02-01,0.1881
"622",2023-02-02,0.1896
"623",2023-02-03,0.1918
"624",2023-02-06,0.1837
"625",2023-02-07,0.1848
"626",2023-02-08,0.1968
"627",2023-02-09,0.1985
"628",2023-02-10,0.1992
"629",2023-02-13,0.2114
"630",2023-02-14,0.2222
"631",2023-02-15,0.2315
"632",2023-02-16,0.2377
"633",2023-02-17,0.2498
"634",2023-02-21,0.2587
"635",2023-02-22,0.2559
"636",2023-02-23,0.2524
"637",2023-02-24,0.2346
"638",2023-02-27,0.2243
"639",2023-02-28,0.2094
"640",2023-03-01,0.2046
"641",2023-03-02,0.1983
"642",2023-03-03,0.2121
"643",2023-03-06,0.225
"644",2023-03-07,0.2186
"645",2023-03-08,0.255
"646",2023-03-09,0.2378
"647",2023-03-10,0.2116
"648",2023-03-13,0.2101
"649",2023-03-14,0.1939
"650",2023-03-15,0.1928
"651",2023-03-16,0.1984
"652",2023-03-17,0.1912
"653",2023-03-20,0.1678
"654",2023-03-21,0.1588
"655",2023-03-22,0.1453
"656",2023-03-23,0.1419
"657",2023-03-24,0.1386
"658",2023-03-27,0.1426
"659",2023-03-28,0.132
"660",2023-03-29,0.1424
"661",2023-03-30,0.1517
"662",2023-03-31,0.1578
"663",2023-04-03,0.1604
"664",2023-04-04,0.1499
"665",2023-04-05,0.1386
"666",2023-04-06,0.136
"667",2023-04-10,0.1373
"668",2023-04-11,0.1308
"669",2023-04-12,0.1264
"670",2023-04-13,0.1289
"671",2023-04-14,0.118
"672",2023-04-17,0.1157
"673",2023-04-18,0.1095
"674",2023-04-19,0.0957
"675",2023-04-20,0.0898
"676",2023-04-21,0.0947000000000001
"677",2023-04-24,0.0918
"678",2023-04-25,0.0935
"679",2023-04-26,0.1113
"680",2023-04-27,0.1157
"681",2023-04-28,0.1126
"682",2023-05-01,0.1042
"683",2023-05-02,0.0871
"684",2023-05-03,0.0832
"685",2023-05-04,0.0936999999999999
"686",2023-05-05,0.0908
"687",2023-05-08,0.0876
"688",2023-05-09,0.0820000000000001
"689",2023-05-10,0.0767
"690",2023-05-11,0.0803
"691",2023-05-12,0.0783
"692",2023-05-15,0.0648
"693",2023-05-16,0.0687
"694",2023-05-17,0.0723
"695",2023-05-18,0.0676
"696",2023-05-19,0.0737
"697",2023-05-22,0.0806999999999999
"698",2023-05-23,0.0845
"699",2023-05-24,0.0779
"700",2023-05-25,0.0861
"701",2023-05-26,0.0884
"702",2023-05-30,0.0914
"703",2023-05-31,0.0865
"704",2023-06-01,0.0759
"705",2023-06-02,0.0716
"706",2023-06-05,0.0684999999999999
"707",2023-06-06,0.0708000000000001
"708",2023-06-07,0.0721
"709",2023-06-08,0.0704
"710",2023-06-09,0.0750999999999999
"711",2023-06-12,0.0673
"712",2023-06-13,0.0715
"713",2023-06-14,0.0671999999999999
"714",2023-06-15,0.0654
"715",2023-06-16,0.0755
"716",2023-06-20,0.0774
"717",2023-06-21,0.0711
"718",2023-06-22,0.0609000000000001
"719",2023-06-23,0.0395
"720",2023-06-26,0.0369
"721",2023-06-27,0.0398000000000001
"722",2023-06-28,0.052
"723",2023-06-29,0.0562
