"","date","FMC"
"143",2022-08-12,0.3027
"144",2022-08-15,0.2953
"145",2022-08-16,0.3021
"146",2022-08-17,0.2894
"147",2022-08-18,0.293
"148",2022-08-19,0.297
"149",2022-08-22,0.2918
"150",2022-08-23,0.2912
"151",2022-08-24,0.3008
"152",2022-08-25,0.3115
"153",2022-08-26,0.3032
"154",2022-08-29,0.3036
"155",2022-08-30,0.2881
"156",2022-08-31,0.2818
"157",2022-09-01,0.2848
"158",2022-09-02,0.287
"159",2022-09-06,0.29
"160",2022-09-07,0.3016
"161",2022-09-08,0.3227
"162",2022-09-09,0.3408
"163",2022-09-12,0.3862
"164",2022-09-13,0.3776
"165",2022-09-14,0.3751
"166",2022-09-15,0.3639
"167",2022-09-16,0.3638
"168",2022-09-19,0.3601
"169",2022-09-20,0.351
"170",2022-09-21,0.3517
"171",2022-09-22,0.365
"172",2022-09-23,0.3641
"173",2022-09-26,0.3628
"174",2022-09-27,0.3455
"175",2022-09-28,0.3308
"176",2022-09-29,0.3082
"177",2022-09-30,0.2977
"178",2022-10-03,0.3019
"179",2022-10-04,0.2942
"180",2022-10-05,0.2902
"181",2022-10-06,0.2839
"182",2022-10-07,0.2797
"183",2022-10-10,0.2713
"184",2022-10-11,0.2625
"185",2022-10-12,0.2659
"186",2022-10-13,0.2604
"187",2022-10-14,0.2614
"188",2022-10-17,0.2492
"189",2022-10-18,0.2411
"190",2022-10-19,0.2491
"191",2022-10-20,0.2521
"192",2022-10-21,0.2561
"193",2022-10-24,0.2531
"194",2022-10-25,0.2361
"195",2022-10-26,0.2288
"196",2022-10-27,0.2238
"197",2022-10-28,0.2233
"198",2022-10-31,0.2295
"199",2022-11-01,0.2263
"200",2022-11-02,0.2185
"201",2022-11-03,0.2179
"202",2022-11-04,0.2239
"203",2022-11-07,0.2298
"204",2022-11-08,0.2278
"205",2022-11-09,0.225
"206",2022-11-10,0.2195
"207",2022-11-11,0.2251
"208",2022-11-14,0.2389
"209",2022-11-15,0.2435
"210",2022-11-16,0.2403
"211",2022-11-17,0.2417
"212",2022-11-18,0.2442
"213",2022-11-21,0.2435
"214",2022-11-22,0.2478
"215",2022-11-23,0.2508
"216",2022-11-25,0.2465
"217",2022-11-28,0.259
"218",2022-11-29,0.2691
"219",2022-11-30,0.274
"220",2022-12-01,0.2767
"221",2022-12-02,0.2696
"222",2022-12-05,0.2747
"223",2022-12-06,0.2741
"224",2022-12-07,0.2722
"225",2022-12-08,0.2716
"226",2022-12-09,0.2667
"227",2022-12-12,0.2766
"228",2022-12-13,0.2814
"229",2022-12-14,0.3003
"230",2022-12-15,0.2984
"231",2022-12-16,0.303
"232",2022-12-19,0.3117
"233",2022-12-20,0.3267
"234",2022-12-21,0.3449
"235",2022-12-22,0.3569
"236",2022-12-23,0.3728
"237",2022-12-27,0.374
"238",2022-12-28,0.3964
"239",2022-12-29,0.4069
"240",2022-12-30,0.4264
"241",2023-01-03,0.4244
"242",2023-01-04,0.4388
"243",2023-01-05,0.4425
"244",2023-01-06,0.4474
"245",2023-01-09,0.4585
"246",2023-01-10,0.4648
"247",2023-01-11,0.4628
"248",2023-01-12,0.4504
"249",2023-01-13,0.4311
"250",2023-01-17,0.4401
"251",2023-01-18,0.4189
"252",2023-01-19,0.4001
"253",2023-01-20,0.3812
"254",2023-01-23,0.275
"255",2023-01-24,0.2604
"256",2023-01-25,0.263
"257",2023-01-26,0.2554
"258",2023-01-27,0.2635
"259",2023-01-30,0.2601
"260",2023-01-31,0.2348
"261",2023-02-01,0.214
"262",2023-02-02,0.2191
"263",2023-02-03,0.2181
"264",2023-02-06,0.2331
"265",2023-02-07,0.2122
"266",2023-02-08,0.2041
"267",2023-02-09,0.1943
"268",2023-02-10,0.1936
"269",2023-02-13,0.1607
"270",2023-02-14,0.1632
"271",2023-02-15,0.153
"272",2023-02-16,0.1536
"273",2023-02-17,0.1501
"274",2023-02-21,0.1494
"275",2023-02-22,0.1475
"276",2023-02-23,0.1466
"277",2023-02-24,0.1446
"278",2023-02-27,0.1505
"279",2023-02-28,0.1481
"280",2023-03-01,0.1535
"281",2023-03-02,0.1476
"282",2023-03-03,0.1529
"283",2023-03-06,0.1452
"284",2023-03-07,0.1519
"285",2023-03-08,0.1474
"286",2023-03-09,0.145
"287",2023-03-10,0.1346
"288",2023-03-13,0.1308
"289",2023-03-14,0.1269
"290",2023-03-15,0.1334
"291",2023-03-16,0.1348
"292",2023-03-17,0.134
"293",2023-03-20,0.1276
"294",2023-03-21,0.1384
"295",2023-03-22,0.1408
"296",2023-03-23,0.131
"297",2023-03-24,0.1215
"298",2023-03-27,0.114
"299",2023-03-28,0.1171
"300",2023-03-29,0.1091
"301",2023-03-30,0.1022
"302",2023-03-31,0.1029
"303",2023-04-03,0.0900000000000001
"304",2023-04-04,0.0961000000000001
"305",2023-04-05,0.091
"306",2023-04-06,0.0956
"307",2023-04-10,0.085
"308",2023-04-11,0.0894
"309",2023-04-12,0.0881999999999999
"310",2023-04-13,0.0952
"311",2023-04-14,0.0973
"312",2023-04-17,0.1061
"313",2023-04-18,0.0996
"314",2023-04-19,0.0945
"315",2023-04-20,0.0916
"316",2023-04-21,0.0843
"317",2023-04-24,0.086
"318",2023-04-25,0.0889
"319",2023-04-26,0.0929
"320",2023-04-27,0.1058
"321",2023-04-28,0.1034
"322",2023-05-01,0.1045
"323",2023-05-02,0.0973000000000001
"324",2023-05-03,0.0995
"325",2023-05-04,0.0975
"326",2023-05-05,0.0976
"327",2023-05-08,0.0923
"328",2023-05-09,0.0981
"329",2023-05-10,0.1007
"330",2023-05-11,0.1057
"331",2023-05-12,0.097
"332",2023-05-15,0.0966
"333",2023-05-16,0.0902999999999999
"334",2023-05-17,0.1031
"335",2023-05-18,0.1042
"336",2023-05-19,0.1114
"337",2023-05-22,0.1138
"338",2023-05-23,0.1229
"339",2023-05-24,0.1237
"340",2023-05-25,0.1218
"341",2023-05-26,0.1227
"342",2023-05-30,0.1284
"343",2023-05-31,0.1224
"344",2023-06-01,0.1214
"345",2023-06-02,0.1202
"346",2023-06-05,0.1244
"347",2023-06-06,0.1253
"348",2023-06-07,0.1301
"349",2023-06-08,0.1269
"350",2023-06-09,0.1357
"351",2023-06-12,0.1256
"352",2023-06-13,0.1266
"353",2023-06-14,0.1234
"354",2023-06-15,0.1363
"355",2023-06-16,0.1391
"356",2023-06-20,0.1311
"357",2023-06-21,0.122
"358",2023-06-22,0.1196
"359",2023-06-23,0.1241
"360",2023-06-26,0.1308
"361",2023-06-27,0.1298
"362",2023-06-28,0.1306
"363",2023-06-29,0.1166
