"","date","VFC"
"350",2023-06-09,0.1293
"351",2023-06-12,0.1338
"352",2023-06-13,0.1324
"353",2023-06-14,0.1267
"354",2023-06-15,0.1332
"355",2023-06-16,0.1212
"356",2023-06-20,0.1341
"357",2023-06-21,0.1467
"358",2023-06-22,0.137
"359",2023-06-23,0.1299
"360",2023-06-26,0.1338
"361",2023-06-27,0.1424
"362",2023-06-28,0.1359
"363",2023-06-29,0.148
