"","date","JNPR"
"93",2020-12-24,0.3556
"94",2020-12-28,0.3694
"95",2020-12-29,0.3667
"96",2020-12-30,0.3765
"97",2020-12-31,0.3755
"98",2021-01-04,0.3524
"99",2021-01-05,0.3441
"100",2021-01-06,0.3413
"101",2021-01-07,0.35
"102",2021-01-08,0.3542
"103",2021-01-11,0.3439
"104",2021-01-12,0.315
"105",2021-01-13,0.3156
"106",2021-01-14,0.3311
"107",2021-01-15,0.3058
"108",2021-01-19,0.3045
"109",2021-01-20,0.3216
"110",2021-01-21,0.3092
"111",2021-01-22,0.2934
"112",2021-01-25,0.318
"113",2021-01-26,0.3289
"114",2021-01-27,0.3239
"115",2021-01-28,0.3293
"116",2021-01-29,0.3153
"117",2021-02-01,0.3029
"118",2021-02-02,0.3197
"119",2021-02-03,0.3246
"120",2021-02-04,0.3383
"121",2021-02-05,0.3415
"122",2021-02-08,0.3237
"123",2021-02-09,0.3161
"124",2021-02-10,0.311
"125",2021-02-11,0.2984
"126",2021-02-12,0.2998
"127",2021-02-16,0.3091
"128",2021-02-17,0.3085
"129",2021-02-18,0.3058
"130",2021-02-19,0.3168
"131",2021-02-22,0.3119
"132",2021-02-23,0.3238
"133",2021-02-24,0.3294
"134",2021-02-25,0.3064
"135",2021-02-26,0.3121
"136",2021-03-01,0.3105
"137",2021-03-02,0.31
"138",2021-03-03,0.3188
"139",2021-03-04,0.3207
"140",2021-03-05,0.3208
"141",2021-03-08,0.3097
"142",2021-03-09,0.3102
"143",2021-03-10,0.3133
"144",2021-03-11,0.3145
"145",2021-03-12,0.328
"146",2021-03-15,0.3149
"147",2021-03-16,0.2824
"148",2021-03-17,0.2902
"149",2021-03-18,0.2797
"150",2021-03-19,0.2646
"151",2021-03-22,0.2589
"152",2021-03-23,0.2307
"153",2021-03-24,0.2364
"154",2021-03-25,0.2355
"155",2021-03-26,0.204
"156",2021-03-29,0.2106
"157",2021-03-30,0.2473
"158",2021-03-31,0.2318
"159",2021-04-01,0.2419
"160",2021-04-05,0.2542
"161",2021-04-06,0.2439
"162",2021-04-07,0.2573
"163",2021-04-08,0.2708
"164",2021-04-09,0.268
"165",2021-04-12,0.2895
"166",2021-04-13,0.3162
"167",2021-04-14,0.3274
"168",2021-04-15,0.3706
"169",2021-04-16,0.3611
"170",2021-04-19,0.356
"171",2021-04-20,0.3567
"172",2021-04-21,0.3772
"173",2021-04-22,0.3877
"174",2021-04-23,0.3851
"175",2021-04-26,0.4005
"176",2021-04-27,0.3945
"177",2021-04-28,0.408
"178",2021-04-29,0.4296
"179",2021-04-30,0.4402
"180",2021-05-03,0.4317
"181",2021-05-04,0.4352
"182",2021-05-05,0.4336
"183",2021-05-06,0.4544
"184",2021-05-07,0.486
"185",2021-05-10,0.511
"186",2021-05-11,0.5276
"187",2021-05-12,0.5283
"188",2021-05-13,0.5015
"189",2021-05-14,0.472
"190",2021-05-17,0.5198
"191",2021-05-18,0.5113
"192",2021-05-19,0.5175
"193",2021-05-20,0.4961
"194",2021-05-21,0.4672
"195",2021-05-24,0.4336
"196",2021-05-25,0.4328
"197",2021-05-26,0.4112
"198",2021-05-27,0.4048
"199",2021-05-28,0.3532
"200",2021-06-01,0.3366
"201",2021-06-02,0.3308
"202",2021-06-03,0.3193
"203",2021-06-04,0.3068
"204",2021-06-07,0.2835
"205",2021-06-08,0.284
"206",2021-06-09,0.2778
"207",2021-06-10,0.2592
"208",2021-06-11,0.2468
"209",2021-06-14,0.2111
"210",2021-06-15,0.2011
"211",2021-06-16,0.195
"212",2021-06-17,0.187
"213",2021-06-18,0.1833
"214",2021-06-21,0.1889
"215",2021-06-22,0.1741
"216",2021-06-23,0.1721
"217",2021-06-24,0.1683
"218",2021-06-25,0.1486
"219",2021-06-28,0.1103
"220",2021-06-29,0.1253
"221",2021-06-30,0.0841999999999999
"222",2021-07-01,0.0896
"223",2021-07-02,0.0902999999999999
"224",2021-07-06,0.091
"225",2021-07-07,0.0802
"226",2021-07-08,0.0901999999999999
"227",2021-07-09,0.0910000000000001
"228",2021-07-12,0.1123
"229",2021-07-13,0.0874
"230",2021-07-14,0.0726
"231",2021-07-15,0.0504
"232",2021-07-16,0.0484
"233",2021-07-19,0.0536
"234",2021-07-20,0.0716
"235",2021-07-21,0.0923
"236",2021-07-22,0.1123
"237",2021-07-23,0.1508
"238",2021-07-26,0.1869
"239",2021-07-27,0.1892
"240",2021-07-28,0.2131
"241",2021-07-29,0.2344
"242",2021-07-30,0.2673
"243",2021-08-02,0.2547
"244",2021-08-03,0.2676
"245",2021-08-04,0.2752
"246",2021-08-05,0.2901
"247",2021-08-06,0.3099
"248",2021-08-09,0.3378
"249",2021-08-10,0.3171
"250",2021-08-11,0.3339
"251",2021-08-12,0.2839
"252",2021-08-13,0.2689
"253",2021-08-16,0.2606
"254",2021-08-17,0.2061
"255",2021-08-18,0.1969
"256",2021-08-19,0.2099
"257",2021-08-20,0.2023
"258",2021-08-23,0.2256
"259",2021-08-24,0.2277
"260",2021-08-25,0.2364
"261",2021-08-26,0.2536
"262",2021-08-27,0.2818
"263",2021-08-30,0.2777
"264",2021-08-31,0.291
"265",2021-09-01,0.2851
"266",2021-09-02,0.3095
"267",2021-09-03,0.3101
"268",2021-09-07,0.3129
"269",2021-09-08,0.3003
"270",2021-09-09,0.2961
"271",2021-09-10,0.3008
"272",2021-09-13,0.3066
"273",2021-09-14,0.308
"274",2021-09-15,0.3204
"275",2021-09-16,0.3195
"276",2021-09-17,0.3224
"277",2021-09-20,0.3174
"278",2021-09-21,0.317
"279",2021-09-22,0.2925
"280",2021-09-23,0.3049
"281",2021-09-24,0.3103
"282",2021-09-27,0.3182
"283",2021-09-28,0.3099
"284",2021-09-29,0.3024
"285",2021-09-30,0.2875
"286",2021-10-01,0.2876
"287",2021-10-04,0.2854
"288",2021-10-05,0.2919
"289",2021-10-06,0.2916
"290",2021-10-07,0.2959
"291",2021-10-08,0.2641
"292",2021-10-11,0.2538
"293",2021-10-12,0.2493
"294",2021-10-13,0.25
"295",2021-10-14,0.249
"296",2021-10-15,0.2704
"297",2021-10-18,0.2845
"298",2021-10-19,0.2731
"299",2021-10-20,0.2553
"300",2021-10-21,0.2667
"301",2021-10-22,0.265
"302",2021-10-25,0.2556
"303",2021-10-26,0.2458
"304",2021-10-27,0.2384
"305",2021-10-28,0.2253
"306",2021-10-29,0.2203
"307",2021-11-01,0.2268
"308",2021-11-02,0.2316
"309",2021-11-03,0.2049
"310",2021-11-04,0.2105
"311",2021-11-05,0.21
"312",2021-11-08,0.2039
"313",2021-11-09,0.2042
"314",2021-11-10,0.2021
"315",2021-11-11,0.2024
"316",2021-11-12,0.2028
"317",2021-11-15,0.2174
"318",2021-11-16,0.2373
"319",2021-11-17,0.2464
"320",2021-11-18,0.2293
"321",2021-11-19,0.2007
"322",2021-11-22,0.207
"323",2021-11-23,0.2042
"324",2021-11-24,0.2128
"325",2021-11-26,0.1826
"326",2021-11-29,0.204
"327",2021-11-30,0.216
"328",2021-12-01,0.2163
"329",2021-12-02,0.2102
"330",2021-12-03,0.223
"331",2021-12-06,0.2442
"332",2021-12-07,0.2764
"333",2021-12-08,0.2869
"334",2021-12-09,0.2867
"335",2021-12-10,0.2764
"336",2021-12-13,0.2954
"337",2021-12-14,0.3205
"338",2021-12-15,0.3395
"339",2021-12-16,0.3393
"340",2021-12-17,0.327
"341",2021-12-20,0.3132
"342",2021-12-21,0.3118
"343",2021-12-22,0.3272
"344",2021-12-23,0.3383
"345",2021-12-27,0.3365
"346",2021-12-28,0.3519
"347",2021-12-29,0.3415
"348",2021-12-30,0.3538
"349",2021-12-31,0.335
"350",2022-01-03,0.3476
"351",2022-01-04,0.3277
"352",2022-01-05,0.3359
"353",2022-01-06,0.3317
"354",2022-01-07,0.3252
"355",2022-01-10,0.3009
"356",2022-01-11,0.3071
"357",2022-01-12,0.315
"358",2022-01-13,0.3214
"359",2022-01-14,0.3216
"360",2022-01-18,0.333
"361",2022-01-19,0.3251
"362",2022-01-20,0.3182
"363",2022-01-21,0.3179
"364",2022-01-24,0.3048
"365",2022-01-25,0.294
"366",2022-01-26,0.2981
"367",2022-01-27,0.316
"368",2022-01-28,0.3222
"369",2022-01-31,0.3177
"370",2022-02-01,0.3172
"371",2022-02-02,0.3043
"372",2022-02-03,0.3117
"373",2022-02-04,0.3093
"374",2022-02-07,0.3264
"375",2022-02-08,0.2968
"376",2022-02-09,0.3019
"377",2022-02-10,0.2812
"378",2022-02-11,0.3166
"379",2022-02-14,0.3175
"380",2022-02-15,0.332
"381",2022-02-16,0.3333
"382",2022-02-17,0.3464
"383",2022-02-18,0.3507
"384",2022-02-22,0.3463
"385",2022-02-23,0.3172
"386",2022-02-24,0.301
"387",2022-02-25,0.3148
"388",2022-02-28,0.3142
"389",2022-03-01,0.2998
"390",2022-03-02,0.2761
"391",2022-03-03,0.2639
"392",2022-03-04,0.2851
"393",2022-03-07,0.3029
"394",2022-03-08,0.3188
"395",2022-03-09,0.3185
"396",2022-03-10,0.3218
"397",2022-03-11,0.2953
"398",2022-03-14,0.297
"399",2022-03-15,0.2795
"400",2022-03-16,0.2762
"401",2022-03-17,0.2845
"402",2022-03-18,0.2906
"403",2022-03-21,0.3004
"404",2022-03-22,0.3258
"405",2022-03-23,0.3274
"406",2022-03-24,0.3615
"407",2022-03-25,0.3787
"408",2022-03-28,0.3838
"409",2022-03-29,0.3823
"410",2022-03-30,0.3614
"411",2022-03-31,0.3366
"412",2022-04-01,0.3068
"413",2022-04-04,0.2824
"414",2022-04-05,0.2728
"415",2022-04-06,0.2636
"416",2022-04-07,0.2861
"417",2022-04-08,0.3011
"418",2022-04-11,0.3116
"419",2022-04-12,0.287
"420",2022-04-13,0.3065
"421",2022-04-14,0.2685
"422",2022-04-18,0.267
"423",2022-04-19,0.2705
"424",2022-04-20,0.2912
"425",2022-04-21,0.2867
"426",2022-04-22,0.3038
"427",2022-04-25,0.3361
"428",2022-04-26,0.3467
"429",2022-04-27,0.3595
"430",2022-04-28,0.3309
"431",2022-04-29,0.3044
"432",2022-05-02,0.3051
"433",2022-05-03,0.278
"434",2022-05-04,0.287
"435",2022-05-05,0.2646
"436",2022-05-06,0.2688
"437",2022-05-09,0.2719
"438",2022-05-10,0.2688
"439",2022-05-11,0.2713
"440",2022-05-12,0.2752
"441",2022-05-13,0.247
"442",2022-05-16,0.2531
"443",2022-05-17,0.2736
"444",2022-05-18,0.2781
"445",2022-05-19,0.2499
"446",2022-05-20,0.2538
"447",2022-05-23,0.2339
"448",2022-05-24,0.2243
"449",2022-05-25,0.226
"450",2022-05-26,0.2312
"451",2022-05-27,0.2284
"452",2022-05-31,0.2304
"453",2022-06-01,0.244
"454",2022-06-02,0.2244
"455",2022-06-03,0.2131
"456",2022-06-06,0.23
"457",2022-06-07,0.2395
"458",2022-06-08,0.2594
"459",2022-06-09,0.2832
"460",2022-06-10,0.2669
"461",2022-06-13,0.2449
"462",2022-06-14,0.2466
"463",2022-06-15,0.2578
"464",2022-06-16,0.251
"465",2022-06-17,0.2299
"466",2022-06-21,0.2325
"467",2022-06-22,0.2248
"468",2022-06-23,0.2315
"469",2022-06-24,0.2335
"470",2022-06-27,0.2385
"471",2022-06-28,0.248
"472",2022-06-29,0.262
"473",2022-06-30,0.2552
"474",2022-07-01,0.2043
"475",2022-07-05,0.1764
"476",2022-07-06,0.177
"477",2022-07-07,0.179
"478",2022-07-08,0.1868
"479",2022-07-11,0.1958
"480",2022-07-12,0.1889
"481",2022-07-13,0.1555
"482",2022-07-14,0.1598
"483",2022-07-15,0.149
"484",2022-07-18,0.1456
"485",2022-07-19,0.1293
"486",2022-07-20,0.1407
"487",2022-07-21,0.1359
"488",2022-07-22,0.1385
"489",2022-07-25,0.1534
"490",2022-07-26,0.1517
"491",2022-07-27,0.1678
"492",2022-07-28,0.1724
"493",2022-07-29,0.1461
"494",2022-08-01,0.1352
"495",2022-08-02,0.125
"496",2022-08-03,0.1197
"497",2022-08-04,0.1449
"498",2022-08-05,0.1387
"499",2022-08-08,0.1631
"500",2022-08-09,0.1714
"501",2022-08-10,0.1597
"502",2022-08-11,0.1704
"503",2022-08-12,0.1677
"504",2022-08-15,0.1971
"505",2022-08-16,0.1619
"506",2022-08-17,0.1561
"507",2022-08-18,0.1546
"508",2022-08-19,0.1692
"509",2022-08-22,0.1652
"510",2022-08-23,0.1661
"511",2022-08-24,0.1688
"512",2022-08-25,0.1712
"513",2022-08-26,0.2105
"514",2022-08-29,0.2541
"515",2022-08-30,0.2382
"516",2022-08-31,0.2274
"517",2022-09-01,0.2062
"518",2022-09-02,0.197
"519",2022-09-06,0.2092
"520",2022-09-07,0.1808
"521",2022-09-08,0.1872
"522",2022-09-09,0.1998
"523",2022-09-12,0.2115
"524",2022-09-13,0.2391
"525",2022-09-14,0.2362
"526",2022-09-15,0.2336
"527",2022-09-16,0.2231
"528",2022-09-19,0.2279
"529",2022-09-20,0.222
"530",2022-09-21,0.2292
"531",2022-09-22,0.2058
"532",2022-09-23,0.1918
"533",2022-09-26,0.1925
"534",2022-09-27,0.199
"535",2022-09-28,0.202
"536",2022-09-29,0.2124
"537",2022-09-30,0.2316
"538",2022-10-03,0.2281
"539",2022-10-04,0.2312
"540",2022-10-05,0.2183
"541",2022-10-06,0.2069
"542",2022-10-07,0.1881
"543",2022-10-10,0.1813
"544",2022-10-11,0.178
"545",2022-10-12,0.1486
"546",2022-10-13,0.1572
"547",2022-10-14,0.1956
"548",2022-10-17,0.2144
"549",2022-10-18,0.224
"550",2022-10-19,0.2195
"551",2022-10-20,0.2091
"552",2022-10-21,0.2114
"553",2022-10-24,0.1832
"554",2022-10-25,0.1898
"555",2022-10-26,0.1941
"556",2022-10-27,0.1867
"557",2022-10-28,0.1826
"558",2022-10-31,0.1989
"559",2022-11-01,0.2001
"560",2022-11-02,0.196
"561",2022-11-03,0.1842
"562",2022-11-04,0.1985
"563",2022-11-07,0.2115
"564",2022-11-08,0.2054
"565",2022-11-09,0.1707
"566",2022-11-10,0.1446
"567",2022-11-11,0.1263
"568",2022-11-14,0.1129
"569",2022-11-15,0.1414
"570",2022-11-16,0.1456
"571",2022-11-17,0.1404
"572",2022-11-18,0.1373
"573",2022-11-21,0.1333
"574",2022-11-22,0.1465
"575",2022-11-23,0.1219
"576",2022-11-25,0.132
"577",2022-11-28,0.1219
"578",2022-11-29,0.1223
"579",2022-11-30,0.1439
"580",2022-12-01,0.1313
"581",2022-12-02,0.1391
"582",2022-12-05,0.149
"583",2022-12-06,0.1543
"584",2022-12-07,0.1627
"585",2022-12-08,0.1691
"586",2022-12-09,0.1598
"587",2022-12-12,0.1687
"588",2022-12-13,0.1784
"589",2022-12-14,0.1814
"590",2022-12-15,0.2029
"591",2022-12-16,0.2193
"592",2022-12-19,0.2283
"593",2022-12-20,0.2216
"594",2022-12-21,0.2241
"595",2022-12-22,0.2029
"596",2022-12-23,0.2142
"597",2022-12-27,0.2094
"598",2022-12-28,0.2054
"599",2022-12-29,0.2196
"600",2022-12-30,0.2147
"601",2023-01-03,0.1935
"602",2023-01-04,0.216
"603",2023-01-05,0.2348
"604",2023-01-06,0.2767
"605",2023-01-09,0.2765
"606",2023-01-10,0.2606
"607",2023-01-11,0.2755
"608",2023-01-12,0.2546
"609",2023-01-13,0.2696
"610",2023-01-17,0.2523
"611",2023-01-18,0.2379
"612",2023-01-19,0.2537
"613",2023-01-20,0.2453
"614",2023-01-23,0.2605
"615",2023-01-24,0.2416
"616",2023-01-25,0.243
"617",2023-01-26,0.2318
"618",2023-01-27,0.2599
"619",2023-01-30,0.2798
"620",2023-01-31,0.2644
"621",2023-02-01,0.2345
"622",2023-02-02,0.2316
"623",2023-02-03,0.2293
"624",2023-02-06,0.2386
"625",2023-02-07,0.2109
"626",2023-02-08,0.2075
"627",2023-02-09,0.2147
"628",2023-02-10,0.2162
"629",2023-02-13,0.2136
"630",2023-02-14,0.1887
"631",2023-02-15,0.1664
"632",2023-02-16,0.1766
"633",2023-02-17,0.1749
"634",2023-02-21,0.1886
"635",2023-02-22,0.1835
"636",2023-02-23,0.1768
"637",2023-02-24,0.1411
"638",2023-02-27,0.1625
"639",2023-02-28,0.1906
"640",2023-03-01,0.208
"641",2023-03-02,0.2078
"642",2023-03-03,0.2186
"643",2023-03-06,0.1978
"644",2023-03-07,0.221
"645",2023-03-08,0.1962
"646",2023-03-09,0.1992
"647",2023-03-10,0.1731
"648",2023-03-13,0.1807
"649",2023-03-14,0.1771
"650",2023-03-15,0.1984
"651",2023-03-16,0.1999
"652",2023-03-17,0.2229
"653",2023-03-20,0.2031
"654",2023-03-21,0.2068
"655",2023-03-22,0.177
"656",2023-03-23,0.1786
"657",2023-03-24,0.1768
"658",2023-03-27,0.1855
"659",2023-03-28,0.1663
"660",2023-03-29,0.1829
"661",2023-03-30,0.1318
"662",2023-03-31,0.1393
"663",2023-04-03,0.1421
"664",2023-04-04,0.1503
"665",2023-04-05,0.136
"666",2023-04-06,0.154
"667",2023-04-10,0.1857
"668",2023-04-11,0.1965
"669",2023-04-12,0.2019
"670",2023-04-13,0.1917
"671",2023-04-14,0.1524
"672",2023-04-17,0.1599
"673",2023-04-18,0.145
"674",2023-04-19,0.1588
"675",2023-04-20,0.1203
"676",2023-04-21,0.1241
"677",2023-04-24,0.1095
"678",2023-04-25,0.1053
"679",2023-04-26,0.1241
"680",2023-04-27,0.1333
"681",2023-04-28,0.1175
"682",2023-05-01,0.1355
"683",2023-05-02,0.1314
"684",2023-05-03,0.1409
"685",2023-05-04,0.1406
"686",2023-05-05,0.1383
"687",2023-05-08,0.117
"688",2023-05-09,0.1282
"689",2023-05-10,0.1286
"690",2023-05-11,0.1428
"691",2023-05-12,0.1246
"692",2023-05-15,0.1339
"693",2023-05-16,0.1275
"694",2023-05-17,0.1562
"695",2023-05-18,0.1461
"696",2023-05-19,0.1703
"697",2023-05-22,0.1444
"698",2023-05-23,0.1319
"699",2023-05-24,0.1499
"700",2023-05-25,0.1538
"701",2023-05-26,0.1471
"702",2023-05-30,0.1699
"703",2023-05-31,0.1466
"704",2023-06-01,0.1454
"705",2023-06-02,0.1339
"706",2023-06-05,0.1499
"707",2023-06-06,0.1573
"708",2023-06-07,0.1675
"709",2023-06-08,0.1551
"710",2023-06-09,0.1615
"711",2023-06-12,0.1303
"712",2023-06-13,0.143
"713",2023-06-14,0.1395
"714",2023-06-15,0.1491
"715",2023-06-16,0.137
"716",2023-06-20,0.155
"717",2023-06-21,0.1305
"718",2023-06-22,0.1639
"719",2023-06-23,0.1501
"720",2023-06-26,0.1421
"721",2023-06-27,0.113
"722",2023-06-28,0.1099
"723",2023-06-29,0.1159
