"","date","RHI"
"268",2021-09-07,0.4161
"269",2021-09-08,0.435
"270",2021-09-09,0.4303
"271",2021-09-10,0.4482
"272",2021-09-13,0.4467
"273",2021-09-14,0.4631
"274",2021-09-15,0.4687
"275",2021-09-16,0.4561
"276",2021-09-17,0.4408
"277",2021-09-20,0.459
"278",2021-09-21,0.4687
"279",2021-09-22,0.4861
"280",2021-09-23,0.468
"281",2021-09-24,0.4803
"282",2021-09-27,0.4874
"283",2021-09-28,0.4838
"284",2021-09-29,0.4764
"285",2021-09-30,0.4905
"286",2021-10-01,0.507
"287",2021-10-04,0.5057
"288",2021-10-05,0.4793
"289",2021-10-06,0.4917
"290",2021-10-07,0.4879
"291",2021-10-08,0.5008
"292",2021-10-11,0.475
"293",2021-10-12,0.4751
"294",2021-10-13,0.4855
"295",2021-10-14,0.5274
"296",2021-10-15,0.5432
"297",2021-10-18,0.5523
"298",2021-10-19,0.5351
"299",2021-10-20,0.5006
"300",2021-10-21,0.4507
"301",2021-10-22,0.4928
"302",2021-10-25,0.5153
"303",2021-10-26,0.5121
"304",2021-10-27,0.505
"305",2021-10-28,0.5155
"306",2021-10-29,0.5136
"307",2021-11-01,0.5036
"308",2021-11-02,0.4565
"309",2021-11-03,0.4672
"310",2021-11-04,0.455
"311",2021-11-05,0.4817
"312",2021-11-08,0.4667
"313",2021-11-09,0.4467
"314",2021-11-10,0.4221
"315",2021-11-11,0.3906
"316",2021-11-12,0.3901
"317",2021-11-15,0.4228
"318",2021-11-16,0.4308
"319",2021-11-17,0.4437
"320",2021-11-18,0.3814
"321",2021-11-19,0.3856
"322",2021-11-22,0.3895
"323",2021-11-23,0.4165
"324",2021-11-24,0.4032
"325",2021-11-26,0.4032
"326",2021-11-29,0.4308
"327",2021-11-30,0.4386
"328",2021-12-01,0.4206
"329",2021-12-02,0.4113
"330",2021-12-03,0.3994
"331",2021-12-06,0.449
"332",2021-12-07,0.4307
"333",2021-12-08,0.4585
"334",2021-12-09,0.4512
"335",2021-12-10,0.4234
"336",2021-12-13,0.4097
"337",2021-12-14,0.4336
"338",2021-12-15,0.4443
"339",2021-12-16,0.4544
"340",2021-12-17,0.4161
"341",2021-12-20,0.4413
"342",2021-12-21,0.4392
"343",2021-12-22,0.4343
"344",2021-12-23,0.4225
"345",2021-12-27,0.4355
"346",2021-12-28,0.4727
"347",2021-12-29,0.4768
"348",2021-12-30,0.4187
"349",2021-12-31,0.4295
"350",2022-01-03,0.4061
"351",2022-01-04,0.4209
"352",2022-01-05,0.4061
"353",2022-01-06,0.4258
"354",2022-01-07,0.4105
"355",2022-01-10,0.4014
"356",2022-01-11,0.4063
"357",2022-01-12,0.4377
"358",2022-01-13,0.449
"359",2022-01-14,0.4488
"360",2022-01-18,0.395
"361",2022-01-19,0.4404
"362",2022-01-20,0.4478
"363",2022-01-21,0.4351
"364",2022-01-24,0.416
"365",2022-01-25,0.4084
"366",2022-01-26,0.4298
"367",2022-01-27,0.4539
"368",2022-01-28,0.4257
"369",2022-01-31,0.4483
"370",2022-02-01,0.4295
"371",2022-02-02,0.4524
"372",2022-02-03,0.4347
"373",2022-02-04,0.4503
"374",2022-02-07,0.458
"375",2022-02-08,0.4472
"376",2022-02-09,0.4179
"377",2022-02-10,0.4222
"378",2022-02-11,0.4259
"379",2022-02-14,0.4512
"380",2022-02-15,0.4162
"381",2022-02-16,0.418
"382",2022-02-17,0.4281
"383",2022-02-18,0.4461
"384",2022-02-22,0.4335
"385",2022-02-23,0.438
"386",2022-02-24,0.4258
"387",2022-02-25,0.4194
"388",2022-02-28,0.4111
"389",2022-03-01,0.4326
"390",2022-03-02,0.3973
"391",2022-03-03,0.4246
"392",2022-03-04,0.4061
"393",2022-03-07,0.4252
"394",2022-03-08,0.4111
"395",2022-03-09,0.4118
"396",2022-03-10,0.4053
"397",2022-03-11,0.4174
"398",2022-03-14,0.4084
"399",2022-03-15,0.4235
"400",2022-03-16,0.4113
"401",2022-03-17,0.4498
"402",2022-03-18,0.4678
"403",2022-03-21,0.4772
"404",2022-03-22,0.4651
"405",2022-03-23,0.4742
"406",2022-03-24,0.4819
"407",2022-03-25,0.4665
"408",2022-03-28,0.4376
"409",2022-03-29,0.3745
"410",2022-03-30,0.3495
"411",2022-03-31,0.3662
"412",2022-04-01,0.3561
"413",2022-04-04,0.3912
"414",2022-04-05,0.4302
"415",2022-04-06,0.4555
"416",2022-04-07,0.4766
"417",2022-04-08,0.5075
"418",2022-04-11,0.4772
"419",2022-04-12,0.4359
"420",2022-04-13,0.2751
"421",2022-04-14,0.2551
"422",2022-04-18,0.2451
"423",2022-04-19,0.2646
"424",2022-04-20,0.273
"425",2022-04-21,0.2613
"426",2022-04-22,0.2664
"427",2022-04-25,0.2751
"428",2022-04-26,0.2433
"429",2022-04-27,0.2678
"430",2022-04-28,0.2969
"431",2022-04-29,0.3313
"432",2022-05-02,0.3074
"433",2022-05-03,0.2931
"434",2022-05-04,0.2986
"435",2022-05-05,0.2964
"436",2022-05-06,0.2937
"437",2022-05-09,0.3178
"438",2022-05-10,0.3361
"439",2022-05-11,0.3662
"440",2022-05-12,0.3403
"441",2022-05-13,0.3496
"442",2022-05-16,0.3375
"443",2022-05-17,0.3343
"444",2022-05-18,0.3478
"445",2022-05-19,0.3354
"446",2022-05-20,0.3116
"447",2022-05-23,0.3016
"448",2022-05-24,0.2968
"449",2022-05-25,0.3247
"450",2022-05-26,0.3275
"451",2022-05-27,0.318
"452",2022-05-31,0.2793
"453",2022-06-01,0.3038
"454",2022-06-02,0.3151
"455",2022-06-03,0.3198
"456",2022-06-06,0.3224
"457",2022-06-07,0.3084
"458",2022-06-08,0.2849
"459",2022-06-09,0.3063
"460",2022-06-10,0.3069
"461",2022-06-13,0.3188
"462",2022-06-14,0.2997
"463",2022-06-15,0.3001
"464",2022-06-16,0.3073
"465",2022-06-17,0.306
"466",2022-06-21,0.3123
"467",2022-06-22,0.3265
"468",2022-06-23,0.3177
"469",2022-06-24,0.3269
"470",2022-06-27,0.331
"471",2022-06-28,0.3381
"472",2022-06-29,0.3184
"473",2022-06-30,0.3232
"474",2022-07-01,0.3378
"475",2022-07-05,0.3355
"476",2022-07-06,0.3188
"477",2022-07-07,0.3235
"478",2022-07-08,0.3121
"479",2022-07-11,0.3367
"480",2022-07-12,0.3312
"481",2022-07-13,0.3299
"482",2022-07-14,0.321
"483",2022-07-15,0.3296
"484",2022-07-18,0.328
"485",2022-07-19,0.3305
"486",2022-07-20,0.3507
"487",2022-07-21,0.3449
"488",2022-07-22,0.3075
"489",2022-07-25,0.3291
"490",2022-07-26,0.3412
"491",2022-07-27,0.3523
"492",2022-07-28,0.3458
"493",2022-07-29,0.3355
"494",2022-08-01,0.332
"495",2022-08-02,0.311
"496",2022-08-03,0.3057
"497",2022-08-04,0.3193
"498",2022-08-05,0.2968
"499",2022-08-08,0.3221
"500",2022-08-09,0.322
"501",2022-08-10,0.3463
"502",2022-08-11,0.3427
"503",2022-08-12,0.349
"504",2022-08-15,0.3582
"505",2022-08-16,0.3424
"506",2022-08-17,0.3394
"507",2022-08-18,0.3288
"508",2022-08-19,0.3115
"509",2022-08-22,0.3229
"510",2022-08-23,0.3308
"511",2022-08-24,0.3352
"512",2022-08-25,0.3091
"513",2022-08-26,0.3206
"514",2022-08-29,0.331
"515",2022-08-30,0.3364
"516",2022-08-31,0.3298
"517",2022-09-01,0.3016
"518",2022-09-02,0.2899
"519",2022-09-06,0.3032
"520",2022-09-07,0.2937
"521",2022-09-08,0.2981
"522",2022-09-09,0.3006
"523",2022-09-12,0.3005
"524",2022-09-13,0.2882
"525",2022-09-14,0.2887
"526",2022-09-15,0.2999
"527",2022-09-16,0.2983
"528",2022-09-19,0.2932
"529",2022-09-20,0.2994
"530",2022-09-21,0.2945
"531",2022-09-22,0.2765
"532",2022-09-23,0.2639
"533",2022-09-26,0.2776
"534",2022-09-27,0.2944
"535",2022-09-28,0.2935
"536",2022-09-29,0.3071
"537",2022-09-30,0.3252
"538",2022-10-03,0.3165
"539",2022-10-04,0.3342
"540",2022-10-05,0.3401
"541",2022-10-06,0.3365
"542",2022-10-07,0.319
"543",2022-10-10,0.3032
"544",2022-10-11,0.3054
"545",2022-10-12,0.3021
"546",2022-10-13,0.3005
"547",2022-10-14,0.2987
"548",2022-10-17,0.2895
"549",2022-10-18,0.3307
"550",2022-10-19,0.3445
"551",2022-10-20,0.3671
"552",2022-10-21,0.3783
"553",2022-10-24,0.3608
"554",2022-10-25,0.3578
"555",2022-10-26,0.333
"556",2022-10-27,0.3279
"557",2022-10-28,0.3348
"558",2022-10-31,0.3323
"559",2022-11-01,0.3415
"560",2022-11-02,0.3355
"561",2022-11-03,0.3341
"562",2022-11-04,0.3356
"563",2022-11-07,0.3358
"564",2022-11-08,0.3386
"565",2022-11-09,0.3196
"566",2022-11-10,0.3357
"567",2022-11-11,0.3377
"568",2022-11-14,0.3158
"569",2022-11-15,0.3344
"570",2022-11-16,0.3419
"571",2022-11-17,0.3446
"572",2022-11-18,0.3435
"573",2022-11-21,0.3463
"574",2022-11-22,0.3558
"575",2022-11-23,0.3368
"576",2022-11-25,0.3495
"577",2022-11-28,0.3495
"578",2022-11-29,0.3424
"579",2022-11-30,0.3375
"580",2022-12-01,0.3377
"581",2022-12-02,0.3512
"582",2022-12-05,0.3577
"583",2022-12-06,0.3588
"584",2022-12-07,0.3682
"585",2022-12-08,0.3574
"586",2022-12-09,0.3354
"587",2022-12-12,0.3335
"588",2022-12-13,0.337
"589",2022-12-14,0.3156
"590",2022-12-15,0.3158
"591",2022-12-16,0.3229
"592",2022-12-19,0.3114
"593",2022-12-20,0.3149
"594",2022-12-21,0.2978
"595",2022-12-22,0.2576
"596",2022-12-23,0.253
"597",2022-12-27,0.2459
"598",2022-12-28,0.2358
"599",2022-12-29,0.2469
"600",2022-12-30,0.2562
"601",2023-01-03,0.248
"602",2023-01-04,0.243
"603",2023-01-05,0.2412
"604",2023-01-06,0.2454
"605",2023-01-09,0.2545
"606",2023-01-10,0.2672
"607",2023-01-11,0.2796
"608",2023-01-12,0.2903
"609",2023-01-13,0.3249
"610",2023-01-17,0.3234
"611",2023-01-18,0.3251
"612",2023-01-19,0.3196
"613",2023-01-20,0.329
"614",2023-01-23,0.3369
"615",2023-01-24,0.306
"616",2023-01-25,0.3073
"617",2023-01-26,0.3092
"618",2023-01-27,0.3271
"619",2023-01-30,0.3233
"620",2023-01-31,0.3065
"621",2023-02-01,0.3072
"622",2023-02-02,0.2765
"623",2023-02-03,0.2532
"624",2023-02-06,0.252
"625",2023-02-07,0.2245
"626",2023-02-08,0.2323
"627",2023-02-09,0.2312
"628",2023-02-10,0.2315
"629",2023-02-13,0.2469
"630",2023-02-14,0.2309
"631",2023-02-15,0.2209
"632",2023-02-16,0.2236
"633",2023-02-17,0.2172
"634",2023-02-21,0.2274
"635",2023-02-22,0.2304
"636",2023-02-23,0.2385
"637",2023-02-24,0.2325
"638",2023-02-27,0.2219
"639",2023-02-28,0.2301
"640",2023-03-01,0.2403
"641",2023-03-02,0.2463
"642",2023-03-03,0.2371
"643",2023-03-06,0.2343
"644",2023-03-07,0.2308
"645",2023-03-08,0.2277
"646",2023-03-09,0.2268
"647",2023-03-10,0.2357
"648",2023-03-13,0.2342
"649",2023-03-14,0.2273
"650",2023-03-15,0.2301
"651",2023-03-16,0.2464
"652",2023-03-17,0.2409
"653",2023-03-20,0.2354
"654",2023-03-21,0.2255
"655",2023-03-22,0.2007
"656",2023-03-23,0.2021
"657",2023-03-24,0.2091
"658",2023-03-27,0.2011
"659",2023-03-28,0.1942
"660",2023-03-29,0.2073
"661",2023-03-30,0.211
"662",2023-03-31,0.2154
"663",2023-04-03,0.2046
"664",2023-04-04,0.2045
"665",2023-04-05,0.2017
"666",2023-04-06,0.1966
"667",2023-04-10,0.2016
"668",2023-04-11,0.2203
"669",2023-04-12,0.2348
"670",2023-04-13,0.2355
"671",2023-04-14,0.2426
"672",2023-04-17,0.2367
"673",2023-04-18,0.2244
"674",2023-04-19,0.2071
"675",2023-04-20,0.1874
"676",2023-04-21,0.1818
"677",2023-04-24,0.1841
"678",2023-04-25,0.1702
"679",2023-04-26,0.1853
"680",2023-04-27,0.1872
"681",2023-04-28,0.2002
"682",2023-05-01,0.1878
"683",2023-05-02,0.1663
"684",2023-05-03,0.154
"685",2023-05-04,0.1675
"686",2023-05-05,0.1688
"687",2023-05-08,0.1631
"688",2023-05-09,0.1592
"689",2023-05-10,0.1721
"690",2023-05-11,0.1686
"691",2023-05-12,0.1702
"692",2023-05-15,0.1586
"693",2023-05-16,0.1621
"694",2023-05-17,0.1489
"695",2023-05-18,0.1543
"696",2023-05-19,0.1677
"697",2023-05-22,0.1756
"698",2023-05-23,0.1683
"699",2023-05-24,0.1693
"700",2023-05-25,0.1594
"701",2023-05-26,0.1759
"702",2023-05-30,0.1632
"703",2023-05-31,0.1649
"704",2023-06-01,0.1792
"705",2023-06-02,0.1661
"706",2023-06-05,0.1506
"707",2023-06-06,0.1624
"708",2023-06-07,0.1473
"709",2023-06-08,0.1524
"710",2023-06-09,0.1619
"711",2023-06-12,0.1638
"712",2023-06-13,0.147
"713",2023-06-14,0.136
"714",2023-06-15,0.1234
"715",2023-06-16,0.1178
"716",2023-06-20,0.1249
"717",2023-06-21,0.1356
"718",2023-06-22,0.1341
"719",2023-06-23,0.1356
"720",2023-06-26,0.1375
"721",2023-06-27,0.1508
"722",2023-06-28,0.1341
"723",2023-06-29,0.1377
