"","date","SEE"
"167",2022-09-16,0.1936
"168",2022-09-19,0.1902
"169",2022-09-20,0.1824
"170",2022-09-21,0.175
"171",2022-09-22,0.1838
"172",2022-09-23,0.189
"173",2022-09-26,0.1805
"174",2022-09-27,0.1592
"175",2022-09-28,0.1656
"176",2022-09-29,0.1586
"177",2022-09-30,0.1436
"178",2022-10-03,0.1436
"179",2022-10-04,0.1471
"180",2022-10-05,0.1428
"181",2022-10-06,0.1385
"182",2022-10-07,0.1283
"183",2022-10-10,0.1325
"184",2022-10-11,0.1217
"185",2022-10-12,0.1174
"186",2022-10-13,0.1116
"187",2022-10-14,0.1128
"188",2022-10-17,0.0966
"189",2022-10-18,0.0966
"190",2022-10-19,0.0992
"191",2022-10-20,0.0942999999999999
"192",2022-10-21,0.0873
"193",2022-10-24,0.0934
"194",2022-10-25,0.0730000000000001
"195",2022-10-26,0.0733
"196",2022-10-27,0.0719
"197",2022-10-28,0.0687
"198",2022-10-31,0.0679
"199",2022-11-01,0.0719000000000001
"200",2022-11-02,0.0716
"201",2022-11-03,0.0701
"202",2022-11-04,0.0668
"203",2022-11-07,0.0708
"204",2022-11-08,0.069
"205",2022-11-09,0.0669999999999999
"206",2022-11-10,0.0610000000000001
"207",2022-11-11,0.0672
"208",2022-11-14,0.0674000000000001
"209",2022-11-15,0.0672
"210",2022-11-16,0.0666
"211",2022-11-17,0.0722
"212",2022-11-18,0.0652
"213",2022-11-21,0.0693
"214",2022-11-22,0.0661
"215",2022-11-23,0.0695
"216",2022-11-25,0.0758
"217",2022-11-28,0.0869
"218",2022-11-29,0.0896
"219",2022-11-30,0.1079
"220",2022-12-01,0.1192
"221",2022-12-02,0.1157
"222",2022-12-05,0.1199
"223",2022-12-06,0.145
"224",2022-12-07,0.1304
"225",2022-12-08,0.1358
"226",2022-12-09,0.1487
"227",2022-12-12,0.1658
"228",2022-12-13,0.1817
"229",2022-12-14,0.1963
"230",2022-12-15,0.2044
"231",2022-12-16,0.2222
"232",2022-12-19,0.2293
"233",2022-12-20,0.2525
"234",2022-12-21,0.2599
"235",2022-12-22,0.2817
"236",2022-12-23,0.2984
"237",2022-12-27,0.3161
"238",2022-12-28,0.3344
"239",2022-12-29,0.357
"240",2022-12-30,0.3778
"241",2023-01-03,0.3916
"242",2023-01-04,0.4067
"243",2023-01-05,0.4232
"244",2023-01-06,0.4262
"245",2023-01-09,0.4405
"246",2023-01-10,0.4588
"247",2023-01-11,0.4673
"248",2023-01-12,0.4691
"249",2023-01-13,0.4654
"250",2023-01-17,0.4538
"251",2023-01-18,0.4089
"252",2023-01-19,0.3674
"253",2023-01-20,0.3416
"254",2023-01-23,0.2716
"255",2023-01-24,0.2796
"256",2023-01-25,0.2909
"257",2023-01-26,0.2357
"258",2023-01-27,0.2289
"259",2023-01-30,0.224
"260",2023-01-31,0.2269
"261",2023-02-01,0.2246
"262",2023-02-02,0.234
"263",2023-02-03,0.2358
"264",2023-02-06,0.2344
"265",2023-02-07,0.2316
"266",2023-02-08,0.2325
"267",2023-02-09,0.2314
"268",2023-02-10,0.2177
"269",2023-02-13,0.1957
"270",2023-02-14,0.1974
"271",2023-02-15,0.1976
"272",2023-02-16,0.1946
"273",2023-02-17,0.1903
"274",2023-02-21,0.183
"275",2023-02-22,0.1829
"276",2023-02-23,0.1845
"277",2023-02-24,0.1854
"278",2023-02-27,0.1816
"279",2023-02-28,0.1852
"280",2023-03-01,0.1869
"281",2023-03-02,0.1835
"282",2023-03-03,0.1895
"283",2023-03-06,0.1989
"284",2023-03-07,0.1985
"285",2023-03-08,0.195
"286",2023-03-09,0.1974
"287",2023-03-10,0.1919
"288",2023-03-13,0.1932
"289",2023-03-14,0.1865
"290",2023-03-15,0.1899
"291",2023-03-16,0.1878
"292",2023-03-17,0.1805
"293",2023-03-20,0.1806
"294",2023-03-21,0.1786
"295",2023-03-22,0.1866
"296",2023-03-23,0.1905
"297",2023-03-24,0.1985
"298",2023-03-27,0.1963
"299",2023-03-28,0.1931
"300",2023-03-29,0.1935
"301",2023-03-30,0.1889
"302",2023-03-31,0.1865
"303",2023-04-03,0.185
"304",2023-04-04,0.1853
"305",2023-04-05,0.1899
"306",2023-04-06,0.192
"307",2023-04-10,0.1909
"308",2023-04-11,0.1834
"309",2023-04-12,0.1755
"310",2023-04-13,0.1842
"311",2023-04-14,0.1892
"312",2023-04-17,0.185
"313",2023-04-18,0.1755
"314",2023-04-19,0.1696
"315",2023-04-20,0.1719
"316",2023-04-21,0.1763
"317",2023-04-24,0.1714
"318",2023-04-25,0.1672
"319",2023-04-26,0.1684
"320",2023-04-27,0.1614
"321",2023-04-28,0.1639
"322",2023-05-01,0.164
"323",2023-05-02,0.1639
"324",2023-05-03,0.1615
"325",2023-05-04,0.1624
"326",2023-05-05,0.1701
"327",2023-05-08,0.1792
"328",2023-05-09,0.1784
"329",2023-05-10,0.1706
"330",2023-05-11,0.173
"331",2023-05-12,0.1712
"332",2023-05-15,0.1686
"333",2023-05-16,0.1704
"334",2023-05-17,0.16
"335",2023-05-18,0.1569
"336",2023-05-19,0.1544
"337",2023-05-22,0.147
"338",2023-05-23,0.1496
"339",2023-05-24,0.1542
"340",2023-05-25,0.1654
"341",2023-05-26,0.1644
"342",2023-05-30,0.1615
"343",2023-05-31,0.1647
"344",2023-06-01,0.158
"345",2023-06-02,0.1542
"346",2023-06-05,0.1506
"347",2023-06-06,0.1475
"348",2023-06-07,0.1449
"349",2023-06-08,0.1453
"350",2023-06-09,0.1492
"351",2023-06-12,0.1454
"352",2023-06-13,0.1438
"353",2023-06-14,0.145
"354",2023-06-15,0.1495
"355",2023-06-16,0.1551
"356",2023-06-20,0.1495
"357",2023-06-21,0.1401
"358",2023-06-22,0.1319
"359",2023-06-23,0.1291
"360",2023-06-26,0.136
"361",2023-06-27,0.1392
"362",2023-06-28,0.1338
"363",2023-06-29,0.1371
