"","date","FRT"
"132",2022-07-28,0.2728
"133",2022-07-29,0.2626
"134",2022-08-01,0.2493
"135",2022-08-02,0.2504
"136",2022-08-03,0.2448
"137",2022-08-04,0.2636
"138",2022-08-05,0.2487
"139",2022-08-08,0.234
"140",2022-08-09,0.2186
"141",2022-08-10,0.2319
"142",2022-08-11,0.2294
"143",2022-08-12,0.2342
"144",2022-08-15,0.2215
"145",2022-08-16,0.2291
"146",2022-08-17,0.2241
"147",2022-08-18,0.231
"148",2022-08-19,0.2167
"149",2022-08-22,0.2104
"150",2022-08-23,0.2008
"151",2022-08-24,0.2199
"152",2022-08-25,0.218
"153",2022-08-26,0.2217
"154",2022-08-29,0.2081
"155",2022-08-30,0.2093
"156",2022-08-31,0.1908
"157",2022-09-01,0.1927
"158",2022-09-02,0.1874
"159",2022-09-06,0.1868
"160",2022-09-07,0.1729
"161",2022-09-08,0.1849
"162",2022-09-09,0.217
"163",2022-09-12,0.2199
"164",2022-09-13,0.2118
"165",2022-09-14,0.2098
"166",2022-09-15,0.1995
"167",2022-09-16,0.2284
"168",2022-09-19,0.2103
"169",2022-09-20,0.199
"170",2022-09-21,0.1803
"171",2022-09-22,0.1893
"172",2022-09-23,0.1822
"173",2022-09-26,0.1823
"174",2022-09-27,0.1739
"175",2022-09-28,0.1713
"176",2022-09-29,0.1548
"177",2022-09-30,0.158
"178",2022-10-03,0.1414
"179",2022-10-04,0.1382
"180",2022-10-05,0.1279
"181",2022-10-06,0.1284
"182",2022-10-07,0.1303
"183",2022-10-10,0.1313
"184",2022-10-11,0.1285
"185",2022-10-12,0.1321
"186",2022-10-13,0.1246
"187",2022-10-14,0.1247
"188",2022-10-17,0.1166
"189",2022-10-18,0.1119
"190",2022-10-19,0.1059
"191",2022-10-20,0.1108
"192",2022-10-21,0.1098
"193",2022-10-24,0.1078
"194",2022-10-25,0.0981
"195",2022-10-26,0.0992999999999999
"196",2022-10-27,0.0954
"197",2022-10-28,0.0978
"198",2022-10-31,0.0928999999999999
"199",2022-11-01,0.0821
"200",2022-11-02,0.0738
"201",2022-11-03,0.0785
"202",2022-11-04,0.0805
"203",2022-11-07,0.0818
"204",2022-11-08,0.0761
"205",2022-11-09,0.0739
"206",2022-11-10,0.0718
"207",2022-11-11,0.0759
"208",2022-11-14,0.0752
"209",2022-11-15,0.0714
"210",2022-11-16,0.0599
"211",2022-11-17,0.0608
"212",2022-11-18,0.0632
"213",2022-11-21,0.067
"214",2022-11-22,0.0628
"215",2022-11-23,0.0635
"216",2022-11-25,0.0606
"217",2022-11-28,0.0626
"218",2022-11-29,0.0635000000000001
"219",2022-11-30,0.0643
"220",2022-12-01,0.0612
"221",2022-12-02,0.0623
"222",2022-12-05,0.0633
"223",2022-12-06,0.0632
"224",2022-12-07,0.062
"225",2022-12-08,0.0643
"226",2022-12-09,0.0624
"227",2022-12-12,0.0666
"228",2022-12-13,0.0680000000000001
"229",2022-12-14,0.0705
"230",2022-12-15,0.0656
"231",2022-12-16,0.0742
"232",2022-12-19,0.0757
"233",2022-12-20,0.0833
"234",2022-12-21,0.0857
"235",2022-12-22,0.096
"236",2022-12-23,0.1011
"237",2022-12-27,0.1197
"238",2022-12-28,0.1273
"239",2022-12-29,0.1486
"240",2022-12-30,0.1539
"241",2023-01-03,0.1803
"242",2023-01-04,0.1977
"243",2023-01-05,0.2066
"244",2023-01-06,0.207
"245",2023-01-09,0.2311
"246",2023-01-10,0.25
"247",2023-01-11,0.2765
"248",2023-01-12,0.2858
"249",2023-01-13,0.3078
"250",2023-01-17,0.3152
"251",2023-01-18,0.3372
"252",2023-01-19,0.3321
"253",2023-01-20,0.326
"254",2023-01-23,0.2997
"255",2023-01-24,0.2951
"256",2023-01-25,0.2619
"257",2023-01-26,0.2687
"258",2023-01-27,0.2655
"259",2023-01-30,0.2587
"260",2023-01-31,0.2563
"261",2023-02-01,0.2787
"262",2023-02-02,0.2746
"263",2023-02-03,0.2758
"264",2023-02-06,0.2664
"265",2023-02-07,0.2695
"266",2023-02-08,0.2704
"267",2023-02-09,0.278
"268",2023-02-10,0.2737
"269",2023-02-13,0.2558
"270",2023-02-14,0.2398
"271",2023-02-15,0.2586
"272",2023-02-16,0.2555
"273",2023-02-17,0.256
"274",2023-02-21,0.2506
"275",2023-02-22,0.2488
"276",2023-02-23,0.2316
"277",2023-02-24,0.2369
"278",2023-02-27,0.2477
"279",2023-02-28,0.2485
"280",2023-03-01,0.2288
"281",2023-03-02,0.2516
"282",2023-03-03,0.2589
"283",2023-03-06,0.2632
"284",2023-03-07,0.2568
"285",2023-03-08,0.2626
"286",2023-03-09,0.2635
"287",2023-03-10,0.2611
"288",2023-03-13,0.247
"289",2023-03-14,0.2475
"290",2023-03-15,0.2367
"291",2023-03-16,0.2529
"292",2023-03-17,0.2477
"293",2023-03-20,0.2563
"294",2023-03-21,0.2456
"295",2023-03-22,0.2582
"296",2023-03-23,0.2626
"297",2023-03-24,0.2748
"298",2023-03-27,0.2638
"299",2023-03-28,0.2525
"300",2023-03-29,0.2222
"301",2023-03-30,0.238
"302",2023-03-31,0.2476
"303",2023-04-03,0.2425
"304",2023-04-04,0.2439
"305",2023-04-05,0.2517
"306",2023-04-06,0.2384
"307",2023-04-10,0.224
"308",2023-04-11,0.1915
"309",2023-04-12,0.1889
"310",2023-04-13,0.1697
"311",2023-04-14,0.1923
"312",2023-04-17,0.1871
"313",2023-04-18,0.1998
"314",2023-04-19,0.208
"315",2023-04-20,0.2112
"316",2023-04-21,0.2057
"317",2023-04-24,0.2286
"318",2023-04-25,0.2239
"319",2023-04-26,0.2234
"320",2023-04-27,0.202
"321",2023-04-28,0.21
"322",2023-05-01,0.2015
"323",2023-05-02,0.2149
"324",2023-05-03,0.196
"325",2023-05-04,0.2082
"326",2023-05-05,0.2208
"327",2023-05-08,0.2229
"328",2023-05-09,0.2145
"329",2023-05-10,0.2046
"330",2023-05-11,0.1946
"331",2023-05-12,0.2274
"332",2023-05-15,0.2167
"333",2023-05-16,0.2316
"334",2023-05-17,0.2225
"335",2023-05-18,0.2109
"336",2023-05-19,0.1951
"337",2023-05-22,0.2191
"338",2023-05-23,0.2217
"339",2023-05-24,0.2102
"340",2023-05-25,0.1846
"341",2023-05-26,0.2088
"342",2023-05-30,0.1962
"343",2023-05-31,0.1934
"344",2023-06-01,0.1972
"345",2023-06-02,0.1936
"346",2023-06-05,0.1994
"347",2023-06-06,0.2015
"348",2023-06-07,0.1869
"349",2023-06-08,0.1938
"350",2023-06-09,0.1797
"351",2023-06-12,0.1896
"352",2023-06-13,0.1832
"353",2023-06-14,0.1895
"354",2023-06-15,0.1776
"355",2023-06-16,0.1788
"356",2023-06-20,0.1811
"357",2023-06-21,0.187
"358",2023-06-22,0.1928
"359",2023-06-23,0.1926
"360",2023-06-26,0.1661
"361",2023-06-27,0.1915
"362",2023-06-28,0.1955
"363",2023-06-29,0.1905
