"","date","DVA"
"312",2023-04-17,0.4129
"313",2023-04-18,0.419
"314",2023-04-19,0.4077
"315",2023-04-20,0.3964
"316",2023-04-21,0.3557
"317",2023-04-24,0.3814
"318",2023-04-25,0.3874
"319",2023-04-26,0.4168
"320",2023-04-27,0.4137
"321",2023-04-28,0.4025
"322",2023-05-01,0.376
"323",2023-05-02,0.3957
"324",2023-05-03,0.405
"325",2023-05-04,0.4121
"326",2023-05-05,0.3973
"327",2023-05-08,0.3945
"328",2023-05-09,0.3787
"329",2023-05-10,0.4017
"330",2023-05-11,0.4031
"331",2023-05-12,0.3959
"332",2023-05-15,0.4029
"333",2023-05-16,0.4064
"334",2023-05-17,0.4246
"335",2023-05-18,0.4172
"336",2023-05-19,0.3976
"337",2023-05-22,0.4124
"338",2023-05-23,0.4043
"339",2023-05-24,0.3988
"340",2023-05-25,0.3783
"341",2023-05-26,0.3897
"342",2023-05-30,0.3911
"343",2023-05-31,0.3958
"344",2023-06-01,0.3816
"345",2023-06-02,0.3953
"346",2023-06-05,0.3682
"347",2023-06-06,0.3957
"348",2023-06-07,0.3989
"349",2023-06-08,0.4057
"350",2023-06-09,0.4151
"351",2023-06-12,0.4198
"352",2023-06-13,0.4075
"353",2023-06-14,0.409
"354",2023-06-15,0.4068
"355",2023-06-16,0.3815
"356",2023-06-20,0.3563
"357",2023-06-21,0.3744
"358",2023-06-22,0.3908
"359",2023-06-23,0.4084
"360",2023-06-26,0.411
"361",2023-06-27,0.4135
"362",2023-06-28,0.4098
"363",2023-06-29,0.4014
