"","date","FFIV"
"447",2022-05-23,0.2977
"448",2022-05-24,0.276
"449",2022-05-25,0.2945
"450",2022-05-26,0.2796
"451",2022-05-27,0.2655
"452",2022-05-31,0.2085
"453",2022-06-01,0.2789
"454",2022-06-02,0.2317
"455",2022-06-03,0.2208
"456",2022-06-06,0.2369
"457",2022-06-07,0.2204
"458",2022-06-08,0.1816
"459",2022-06-09,0.2077
"460",2022-06-10,0.2385
"461",2022-06-13,0.231
"462",2022-06-14,0.2364
"463",2022-06-15,0.2529
"464",2022-06-16,0.2553
"465",2022-06-17,0.2131
"466",2022-06-21,0.1861
"467",2022-06-22,0.1842
"468",2022-06-23,0.1983
"469",2022-06-24,0.1805
"470",2022-06-27,0.1823
"471",2022-06-28,0.2105
"472",2022-06-29,0.1905
"473",2022-06-30,0.2322
"474",2022-07-01,0.2214
"475",2022-07-05,0.212
"476",2022-07-06,0.218
"477",2022-07-07,0.2268
"478",2022-07-08,0.1905
"479",2022-07-11,0.1964
"480",2022-07-12,0.163
"481",2022-07-13,0.1714
"482",2022-07-14,0.1954
"483",2022-07-15,0.2256
"484",2022-07-18,0.1881
"485",2022-07-19,0.1747
"486",2022-07-20,0.2098
"487",2022-07-21,0.1838
"488",2022-07-22,0.1746
"489",2022-07-25,0.2122
"490",2022-07-26,0.1987
"491",2022-07-27,0.1888
"492",2022-07-28,0.2113
"493",2022-07-29,0.2497
"494",2022-08-01,0.2023
"495",2022-08-02,0.2008
"496",2022-08-03,0.2215
"497",2022-08-04,0.247
"498",2022-08-05,0.2509
"499",2022-08-08,0.2409
"500",2022-08-09,0.2386
"501",2022-08-10,0.2553
"502",2022-08-11,0.2151
"503",2022-08-12,0.2565
"504",2022-08-15,0.2656
"505",2022-08-16,0.2562
"506",2022-08-17,0.2614
"507",2022-08-18,0.2437
"508",2022-08-19,0.2377
"509",2022-08-22,0.2535
"510",2022-08-23,0.2689
"511",2022-08-24,0.2717
"512",2022-08-25,0.2822
"513",2022-08-26,0.3147
"514",2022-08-29,0.2775
"515",2022-08-30,0.2609
"516",2022-08-31,0.2574
"517",2022-09-01,0.2298
"518",2022-09-02,0.2256
"519",2022-09-06,0.2727
"520",2022-09-07,0.2783
"521",2022-09-08,0.2911
"522",2022-09-09,0.2601
"523",2022-09-12,0.275
"524",2022-09-13,0.2358
"525",2022-09-14,0.2441
"526",2022-09-15,0.2577
"527",2022-09-16,0.2398
"528",2022-09-19,0.2542
"529",2022-09-20,0.2403
"530",2022-09-21,0.2284
"531",2022-09-22,0.2357
"532",2022-09-23,0.2321
"533",2022-09-26,0.2646
"534",2022-09-27,0.2522
"535",2022-09-28,0.1608
"536",2022-09-29,0.1208
"537",2022-09-30,0.1489
"538",2022-10-03,0.0978
"539",2022-10-04,0.1213
"540",2022-10-05,0.1243
"541",2022-10-06,0.1344
"542",2022-10-07,0.1523
"543",2022-10-10,0.1771
"544",2022-10-11,0.1508
"545",2022-10-12,0.1235
"546",2022-10-13,0.1281
"547",2022-10-14,0.1301
"548",2022-10-17,0.1491
"549",2022-10-18,0.1528
"550",2022-10-19,0.1166
"551",2022-10-20,0.1366
"552",2022-10-21,0.1629
"553",2022-10-24,0.1951
"554",2022-10-25,0.1664
"555",2022-10-26,0.1599
"556",2022-10-27,0.1587
"557",2022-10-28,0.1368
"558",2022-10-31,0.1696
"559",2022-11-01,0.181
"560",2022-11-02,0.1712
"561",2022-11-03,0.2002
"562",2022-11-04,0.1822
"563",2022-11-07,0.2121
"564",2022-11-08,0.1929
"565",2022-11-09,0.1826
"566",2022-11-10,0.2005
"567",2022-11-11,0.2066
"568",2022-11-14,0.2084
"569",2022-11-15,0.2261
"570",2022-11-16,0.2449
"571",2022-11-17,0.2149
"572",2022-11-18,0.2229
"573",2022-11-21,0.2729
"574",2022-11-22,0.239
"575",2022-11-23,0.2315
"576",2022-11-25,0.2656
"577",2022-11-28,0.2578
"578",2022-11-29,0.2287
"579",2022-11-30,0.2314
"580",2022-12-01,0.2419
"581",2022-12-02,0.2782
"582",2022-12-05,0.258
"583",2022-12-06,0.28
"584",2022-12-07,0.2613
"585",2022-12-08,0.2702
"586",2022-12-09,0.2435
"587",2022-12-12,0.2457
"588",2022-12-13,0.2619
"589",2022-12-14,0.2508
"590",2022-12-15,0.251
"591",2022-12-16,0.2761
"592",2022-12-19,0.2749
"593",2022-12-20,0.2674
"594",2022-12-21,0.2545
"595",2022-12-22,0.1804
"596",2022-12-23,0.1909
"597",2022-12-27,0.1692
"598",2022-12-28,0.1378
"599",2022-12-29,0.1578
"600",2022-12-30,0.1687
"601",2023-01-03,0.1656
"602",2023-01-04,0.1884
"603",2023-01-05,0.2955
"604",2023-01-06,0.2575
"605",2023-01-09,0.2379
"606",2023-01-10,0.2268
"607",2023-01-11,0.2278
"608",2023-01-12,0.2068
"609",2023-01-13,0.2316
"610",2023-01-17,0.2084
"611",2023-01-18,0.21
"612",2023-01-19,0.1887
"613",2023-01-20,0.2145
"614",2023-01-23,0.1726
"615",2023-01-24,0.1819
"616",2023-01-25,0.2185
"617",2023-01-26,0.2822
"618",2023-01-27,0.3318
"619",2023-01-30,0.293
"620",2023-01-31,0.2573
"621",2023-02-01,0.2365
"622",2023-02-02,0.1998
"623",2023-02-03,0.1968
"624",2023-02-06,0.1623
"625",2023-02-07,0.1443
"626",2023-02-08,0.137
"627",2023-02-09,0.1237
"628",2023-02-10,0.1026
"629",2023-02-13,0.115
"630",2023-02-14,0.1154
"631",2023-02-15,0.0905
"632",2023-02-16,0.0851
"633",2023-02-17,0.0896
"634",2023-02-21,0.0750999999999999
"635",2023-02-22,0.0836
"636",2023-02-23,0.0875
"637",2023-02-24,0.0775
"638",2023-02-27,0.0832000000000001
"639",2023-02-28,0.1024
"640",2023-03-01,0.1168
"641",2023-03-02,0.1185
"642",2023-03-03,0.1266
"643",2023-03-06,0.1307
"644",2023-03-07,0.1336
"645",2023-03-08,0.1302
"646",2023-03-09,0.1539
"647",2023-03-10,0.1559
"648",2023-03-13,0.1437
"649",2023-03-14,0.1406
"650",2023-03-15,0.1512
"651",2023-03-16,0.1492
"652",2023-03-17,0.1551
"653",2023-03-20,0.1528
"654",2023-03-21,0.1461
"655",2023-03-22,0.1324
"656",2023-03-23,0.1305
"657",2023-03-24,0.1358
"658",2023-03-27,0.1288
"659",2023-03-28,0.1264
"660",2023-03-29,0.1249
"661",2023-03-30,0.1037
"662",2023-03-31,0.0896
"663",2023-04-03,0.1217
"664",2023-04-04,0.1245
"665",2023-04-05,0.1197
"666",2023-04-06,0.1231
"667",2023-04-10,0.1088
"668",2023-04-11,0.1082
"669",2023-04-12,0.1197
"670",2023-04-13,0.1211
"671",2023-04-14,0.1163
"672",2023-04-17,0.1059
"673",2023-04-18,0.1021
"674",2023-04-19,0.0985
"675",2023-04-20,0.1031
"676",2023-04-21,0.0985
"677",2023-04-24,0.0802
"678",2023-04-25,0.0744
"679",2023-04-26,0.0813
"680",2023-04-27,0.0881000000000001
"681",2023-04-28,0.096
"682",2023-05-01,0.0749
"683",2023-05-02,0.0651
"684",2023-05-03,0.0691
"685",2023-05-04,0.0699
"686",2023-05-05,0.0749
"687",2023-05-08,0.0659
"688",2023-05-09,0.0544
"689",2023-05-10,0.0573
"690",2023-05-11,0.0588
"691",2023-05-12,0.0545
"692",2023-05-15,0.049
"693",2023-05-16,0.0542
"694",2023-05-17,0.0568
"695",2023-05-18,0.0653
"696",2023-05-19,0.0682
"697",2023-05-22,0.0628
"698",2023-05-23,0.0554
"699",2023-05-24,0.0623
"700",2023-05-25,0.0678
"701",2023-05-26,0.0803
"702",2023-05-30,0.0952
"703",2023-05-31,0.092
"704",2023-06-01,0.0688
"705",2023-06-02,0.0822000000000001
"706",2023-06-05,0.1091
"707",2023-06-06,0.1073
"708",2023-06-07,0.1055
"709",2023-06-08,0.0996
"710",2023-06-09,0.1042
"711",2023-06-12,0.1099
"712",2023-06-13,0.1167
"713",2023-06-14,0.1274
"714",2023-06-15,0.1225
"715",2023-06-16,0.1288
"716",2023-06-20,0.1085
"717",2023-06-21,0.1242
"718",2023-06-22,0.1405
"719",2023-06-23,0.1597
"720",2023-06-26,0.171
"721",2023-06-27,0.1454
"722",2023-06-28,0.1348
"723",2023-06-29,0.1483
