"","date","AIZ"
"320",2021-11-18,0.2422
"321",2021-11-19,0.2818
"322",2021-11-22,0.2971
"323",2021-11-23,0.243
"324",2021-11-24,0.253
"325",2021-11-26,0.2459
"326",2021-11-29,0.2461
"327",2021-11-30,0.2368
"328",2021-12-01,0.2547
"329",2021-12-02,0.2106
"330",2021-12-03,0.2332
"331",2021-12-06,0.2077
"332",2021-12-07,0.2105
"333",2021-12-08,0.1829
"334",2021-12-09,0.192
"335",2021-12-10,0.2311
"336",2021-12-13,0.2542
"337",2021-12-14,0.2762
"338",2021-12-15,0.2671
"339",2021-12-16,0.2585
"340",2021-12-17,0.2542
"341",2021-12-20,0.2794
"342",2021-12-21,0.277
"343",2021-12-22,0.264
"344",2021-12-23,0.2924
"345",2021-12-27,0.2925
"346",2021-12-28,0.2872
"347",2021-12-29,0.3188
"348",2021-12-30,0.3425
"349",2021-12-31,0.3699
"350",2022-01-03,0.3825
"351",2022-01-04,0.3835
"352",2022-01-05,0.3307
"353",2022-01-06,0.1696
"354",2022-01-07,0.1732
"355",2022-01-10,0.1658
"356",2022-01-11,0.1783
"357",2022-01-12,0.1792
"358",2022-01-13,0.18
"359",2022-01-14,0.1454
"360",2022-01-18,0.1384
"361",2022-01-19,0.1774
"362",2022-01-20,0.1557
"363",2022-01-21,0.1575
"364",2022-01-24,0.1363
"365",2022-01-25,0.1217
"366",2022-01-26,0.1084
"367",2022-01-27,0.1188
"368",2022-01-28,0.11
"369",2022-01-31,0.0982
"370",2022-02-01,0.082
"371",2022-02-02,0.1144
"372",2022-02-03,0.0843
"373",2022-02-04,0.0735
"374",2022-02-07,0.0976
"375",2022-02-08,0.0895
"376",2022-02-09,0.1012
"377",2022-02-10,0.1057
"378",2022-02-11,0.0971
"379",2022-02-14,0.054
"380",2022-02-15,0.0716000000000001
"381",2022-02-16,0.1189
"382",2022-02-17,0.1266
"383",2022-02-18,0.0967
"384",2022-02-22,0.1046
"385",2022-02-23,0.118
"386",2022-02-24,0.1241
"387",2022-02-25,0.1524
"388",2022-02-28,0.1727
"389",2022-03-01,0.1565
"390",2022-03-02,0.1323
"391",2022-03-03,0.1871
"392",2022-03-04,0.172
"393",2022-03-07,0.1612
"394",2022-03-08,0.144
"395",2022-03-09,0.1541
"396",2022-03-10,0.1809
"397",2022-03-11,0.2051
"398",2022-03-14,0.2094
"399",2022-03-15,0.1809
"400",2022-03-16,0.1953
"401",2022-03-17,0.2205
"402",2022-03-18,0.2137
"403",2022-03-21,0.1753
"404",2022-03-22,0.1847
"405",2022-03-23,0.2025
"406",2022-03-24,0.2166
"407",2022-03-25,0.2312
"408",2022-03-28,0.2349
"409",2022-03-29,0.2236
"410",2022-03-30,0.2121
"411",2022-03-31,0.237
"412",2022-04-01,0.2447
"413",2022-04-04,0.2346
"414",2022-04-05,0.2302
"415",2022-04-06,0.2366
"416",2022-04-07,0.2461
"417",2022-04-08,0.2603
"418",2022-04-11,0.2612
"419",2022-04-12,0.2481
"420",2022-04-13,0.2363
"421",2022-04-14,0.2785
"422",2022-04-18,0.2722
"423",2022-04-19,0.2553
"424",2022-04-20,0.2551
"425",2022-04-21,0.2259
"426",2022-04-22,0.2317
"427",2022-04-25,0.2426
"428",2022-04-26,0.2495
"429",2022-04-27,0.2362
"430",2022-04-28,0.2136
"431",2022-04-29,0.2355
"432",2022-05-02,0.2247
"433",2022-05-03,0.2129
"434",2022-05-04,0.213
"435",2022-05-05,0.2029
"436",2022-05-06,0.1961
"437",2022-05-09,0.2098
"438",2022-05-10,0.2
"439",2022-05-11,0.1645
"440",2022-05-12,0.1737
"441",2022-05-13,0.1875
"442",2022-05-16,0.1563
"443",2022-05-17,0.1253
"444",2022-05-18,0.1089
"445",2022-05-19,0.1112
"446",2022-05-20,0.0997
"447",2022-05-23,0.1184
"448",2022-05-24,0.1332
"449",2022-05-25,0.0869
"450",2022-05-26,0.0665
"451",2022-05-27,0.097
"452",2022-05-31,0.088
"453",2022-06-01,0.0837
"454",2022-06-02,0.0705
"455",2022-06-03,0.0358999999999999
"456",2022-06-06,0.0366000000000001
"457",2022-06-07,0.0599999999999999
"458",2022-06-08,0.0454
"459",2022-06-09,0.029
"460",2022-06-10,0.0267999999999999
"461",2022-06-13,0.0643
"462",2022-06-14,0.0499000000000001
"463",2022-06-15,0.0233
"464",2022-06-16,0.0332
"465",2022-06-17,0.0455
"466",2022-06-21,0.0643
"467",2022-06-22,0.0937
"468",2022-06-23,0.1093
"469",2022-06-24,0.1143
"470",2022-06-27,0.1346
"471",2022-06-28,0.1743
"472",2022-06-29,0.1844
"473",2022-06-30,0.1779
"474",2022-07-01,0.1627
"475",2022-07-05,0.1661
"476",2022-07-06,0.1862
"477",2022-07-07,0.2078
"478",2022-07-08,0.2386
"479",2022-07-11,0.2398
"480",2022-07-12,0.2526
"481",2022-07-13,0.2885
"482",2022-07-14,0.2547
"483",2022-07-15,0.2092
"484",2022-07-18,0.2171
"485",2022-07-19,0.1822
"486",2022-07-20,0.1805
"487",2022-07-21,0.1966
"488",2022-07-22,0.1903
"489",2022-07-25,0.1964
"490",2022-07-26,0.1939
"491",2022-07-27,0.2267
"492",2022-07-28,0.2058
"493",2022-07-29,0.1971
"494",2022-08-01,0.1909
"495",2022-08-02,0.1823
"496",2022-08-03,0.2299
"497",2022-08-04,0.2575
"498",2022-08-05,0.2589
"499",2022-08-08,0.2388
"500",2022-08-09,0.2499
"501",2022-08-10,0.2918
"502",2022-08-11,0.2884
"503",2022-08-12,0.2802
"504",2022-08-15,0.3031
"505",2022-08-16,0.3023
"506",2022-08-17,0.3497
"507",2022-08-18,0.3455
"508",2022-08-19,0.3659
"509",2022-08-22,0.3333
"510",2022-08-23,0.3277
"511",2022-08-24,0.365
"512",2022-08-25,0.359
"513",2022-08-26,0.3544
"514",2022-08-29,0.3416
"515",2022-08-30,0.3291
"516",2022-08-31,0.3629
"517",2022-09-01,0.4274
"518",2022-09-02,0.4035
"519",2022-09-06,0.3567
"520",2022-09-07,0.3691
"521",2022-09-08,0.4039
"522",2022-09-09,0.3795
"523",2022-09-12,0.3558
"524",2022-09-13,0.3288
"525",2022-09-14,0.3074
"526",2022-09-15,0.338
"527",2022-09-16,0.3607
"528",2022-09-19,0.3759
"529",2022-09-20,0.3329
"530",2022-09-21,0.3111
"531",2022-09-22,0.3245
"532",2022-09-23,0.3136
"533",2022-09-26,0.3201
"534",2022-09-27,0.32
"535",2022-09-28,0.2848
"536",2022-09-29,0.3085
"537",2022-09-30,0.3227
"538",2022-10-03,0.3243
"539",2022-10-04,0.2986
"540",2022-10-05,0.2901
"541",2022-10-06,0.3356
"542",2022-10-07,0.3109
"543",2022-10-10,0.3135
"544",2022-10-11,0.3451
"545",2022-10-12,0.321
"546",2022-10-13,0.3136
"547",2022-10-14,0.2978
"548",2022-10-17,0.3056
"549",2022-10-18,0.3028
"550",2022-10-19,0.3087
"551",2022-10-20,0.3555
"552",2022-10-21,0.3408
"553",2022-10-24,0.3229
"554",2022-10-25,0.2989
"555",2022-10-26,0.288
"556",2022-10-27,0.3202
"557",2022-10-28,0.3482
"558",2022-10-31,0.369
"559",2022-11-01,0.3394
"560",2022-11-02,0.3432
"561",2022-11-03,0.374
"562",2022-11-04,0.3601
"563",2022-11-07,0.3677
"564",2022-11-08,0.3746
"565",2022-11-09,0.3526
"566",2022-11-10,0.3739
"567",2022-11-11,0.3612
"568",2022-11-14,0.3656
"569",2022-11-15,0.3463
"570",2022-11-16,0.3581
"571",2022-11-17,0.4203
"572",2022-11-18,0.3916
"573",2022-11-21,0.4078
"574",2022-11-22,0.3783
"575",2022-11-23,0.3717
"576",2022-11-25,0.4006
"577",2022-11-28,0.4144
"578",2022-11-29,0.3973
"579",2022-11-30,0.3675
"580",2022-12-01,0.3791
"581",2022-12-02,0.414
"582",2022-12-05,0.3746
"583",2022-12-06,0.3521
"584",2022-12-07,0.3437
"585",2022-12-08,0.3609
"586",2022-12-09,0.3846
"587",2022-12-12,0.3849
"588",2022-12-13,0.4048
"589",2022-12-14,0.3482
"590",2022-12-15,0.3417
"591",2022-12-16,0.4004
"592",2022-12-19,0.3928
"593",2022-12-20,0.386
"594",2022-12-21,0.3565
"595",2022-12-22,0.322
"596",2022-12-23,0.3618
"597",2022-12-27,0.3722
"598",2022-12-28,0.3713
"599",2022-12-29,0.3446
"600",2022-12-30,0.3269
"601",2023-01-03,0.3515
"602",2023-01-04,0.3099
"603",2023-01-05,0.3112
"604",2023-01-06,0.3083
"605",2023-01-09,0.2882
"606",2023-01-10,0.2708
"607",2023-01-11,0.2596
"608",2023-01-12,0.2593
"609",2023-01-13,0.2526
"610",2023-01-17,0.2712
"611",2023-01-18,0.3077
"612",2023-01-19,0.2851
"613",2023-01-20,0.2721
"614",2023-01-23,0.2479
"615",2023-01-24,0.2211
"616",2023-01-25,0.2427
"617",2023-01-26,0.2374
"618",2023-01-27,0.2564
"619",2023-01-30,0.2188
"620",2023-01-31,0.2104
"621",2023-02-01,0.2727
"622",2023-02-02,0.2529
"623",2023-02-03,0.2717
"624",2023-02-06,0.277
"625",2023-02-07,0.2456
"626",2023-02-08,0.235
"627",2023-02-09,0.2395
"628",2023-02-10,0.2628
"629",2023-02-13,0.2202
"630",2023-02-14,0.1948
"631",2023-02-15,0.2398
"632",2023-02-16,0.237
"633",2023-02-17,0.2488
"634",2023-02-21,0.217
"635",2023-02-22,0.2218
"636",2023-02-23,0.2532
"637",2023-02-24,0.2444
"638",2023-02-27,0.2131
"639",2023-02-28,0.206
"640",2023-03-01,0.2439
"641",2023-03-02,0.2917
"642",2023-03-03,0.2899
"643",2023-03-06,0.277
"644",2023-03-07,0.2378
"645",2023-03-08,0.2045
"646",2023-03-09,0.222
"647",2023-03-10,0.2328
"648",2023-03-13,0.2409
"649",2023-03-14,0.2218
"650",2023-03-15,0.2066
"651",2023-03-16,0.2558
"652",2023-03-17,0.232
"653",2023-03-20,0.2402
"654",2023-03-21,0.2641
"655",2023-03-22,0.2633
"656",2023-03-23,0.2864
"657",2023-03-24,0.3079
"658",2023-03-27,0.2985
"659",2023-03-28,0.282
"660",2023-03-29,0.3009
"661",2023-03-30,0.3454
"662",2023-03-31,0.3259
"663",2023-04-03,0.3311
"664",2023-04-04,0.3364
"665",2023-04-05,0.33
"666",2023-04-06,0.3144
"667",2023-04-10,0.301
"668",2023-04-11,0.3124
"669",2023-04-12,0.3207
"670",2023-04-13,0.339
"671",2023-04-14,0.3552
"672",2023-04-17,0.3226
"673",2023-04-18,0.3136
"674",2023-04-19,0.282
"675",2023-04-20,0.3066
"676",2023-04-21,0.3339
"677",2023-04-24,0.3257
"678",2023-04-25,0.3267
"679",2023-04-26,0.3105
"680",2023-04-27,0.2924
"681",2023-04-28,0.337
"682",2023-05-01,0.3104
"683",2023-05-02,0.3082
"684",2023-05-03,0.314
"685",2023-05-04,0.2762
"686",2023-05-05,0.2678
"687",2023-05-08,0.2911
"688",2023-05-09,0.3143
"689",2023-05-10,0.2842
"690",2023-05-11,0.2752
"691",2023-05-12,0.3079
"692",2023-05-15,0.2838
"693",2023-05-16,0.2867
"694",2023-05-17,0.2719
"695",2023-05-18,0.2751
"696",2023-05-19,0.2946
"697",2023-05-22,0.2871
"698",2023-05-23,0.2719
"699",2023-05-24,0.2467
"700",2023-05-25,0.2438
"701",2023-05-26,0.3022
"702",2023-05-30,0.2631
"703",2023-05-31,0.2634
"704",2023-06-01,0.245
"705",2023-06-02,0.2278
"706",2023-06-05,0.2461
"707",2023-06-06,0.2577
"708",2023-06-07,0.275
"709",2023-06-08,0.2425
"710",2023-06-09,0.2128
"711",2023-06-12,0.2103
"712",2023-06-13,0.2337
"713",2023-06-14,0.244
"714",2023-06-15,0.2363
"715",2023-06-16,0.2214
"716",2023-06-20,0.2101
"717",2023-06-21,0.2323
"718",2023-06-22,0.2148
"719",2023-06-23,0.2032
"720",2023-06-26,0.2341
"721",2023-06-27,0.2332
"722",2023-06-28,0.2306
"723",2023-06-29,0.2443
