"","date","AAL"
"94",2022-06-02,0.173
"95",2022-06-03,0.1696
"96",2022-06-06,0.174
"97",2022-06-07,0.1849
"98",2022-06-08,0.1867
"99",2022-06-09,0.1811
"100",2022-06-10,0.166
"101",2022-06-13,0.1696
"102",2022-06-14,0.1667
"103",2022-06-15,0.1714
"104",2022-06-16,0.1693
"105",2022-06-17,0.1759
"106",2022-06-21,0.1758
"107",2022-06-22,0.1776
"108",2022-06-23,0.1899
"109",2022-06-24,0.1858
"110",2022-06-27,0.1792
"111",2022-06-28,0.1814
"112",2022-06-29,0.1793
"113",2022-06-30,0.1886
"114",2022-07-01,0.1806
"115",2022-07-05,0.1734
"116",2022-07-06,0.1762
"117",2022-07-07,0.1783
"118",2022-07-08,0.1774
"119",2022-07-11,0.1848
"120",2022-07-12,0.1763
"121",2022-07-13,0.1879
"122",2022-07-14,0.1929
"123",2022-07-15,0.1932
"124",2022-07-18,0.1951
"125",2022-07-19,0.1983
"126",2022-07-20,0.2042
"127",2022-07-21,0.1904
"128",2022-07-22,0.1831
"129",2022-07-25,0.1886
"130",2022-07-26,0.1807
"131",2022-07-27,0.1806
"132",2022-07-28,0.1818
"133",2022-07-29,0.1836
"134",2022-08-01,0.1747
"135",2022-08-02,0.1622
"136",2022-08-03,0.1753
"137",2022-08-04,0.1779
"138",2022-08-05,0.1827
"139",2022-08-08,0.1734
"140",2022-08-09,0.1624
"141",2022-08-10,0.1898
"142",2022-08-11,0.1852
"143",2022-08-12,0.1924
"144",2022-08-15,0.1902
"145",2022-08-16,0.1942
"146",2022-08-17,0.1821
"147",2022-08-18,0.1663
"148",2022-08-19,0.1654
"149",2022-08-22,0.1711
"150",2022-08-23,0.1599
"151",2022-08-24,0.1592
"152",2022-08-25,0.1672
"153",2022-08-26,0.1837
"154",2022-08-29,0.1769
"155",2022-08-30,0.1757
"156",2022-08-31,0.1767
"157",2022-09-01,0.1793
"158",2022-09-02,0.1932
"159",2022-09-06,0.1907
"160",2022-09-07,0.173
"161",2022-09-08,0.1699
"162",2022-09-09,0.1751
"163",2022-09-12,0.1739
"164",2022-09-13,0.1629
"165",2022-09-14,0.1651
"166",2022-09-15,0.1576
"167",2022-09-16,0.1518
"168",2022-09-19,0.1555
"169",2022-09-20,0.1609
"170",2022-09-21,0.1578
"171",2022-09-22,0.1568
"172",2022-09-23,0.1566
"173",2022-09-26,0.1575
"174",2022-09-27,0.1403
"175",2022-09-28,0.1276
"176",2022-09-29,0.1244
"177",2022-09-30,0.1229
"178",2022-10-03,0.1206
"179",2022-10-04,0.1111
"180",2022-10-05,0.0987000000000001
"181",2022-10-06,0.1024
"182",2022-10-07,0.0994
"183",2022-10-10,0.1067
"184",2022-10-11,0.107
"185",2022-10-12,0.11
"186",2022-10-13,0.1115
"187",2022-10-14,0.0981
"188",2022-10-17,0.0943
"189",2022-10-18,0.0883
"190",2022-10-19,0.0644999999999999
"191",2022-10-20,0.0652
"192",2022-10-21,0.0607
"193",2022-10-24,0.0616
"194",2022-10-25,0.0522
"195",2022-10-26,0.0473
"196",2022-10-27,0.0487
"197",2022-10-28,0.0505
"198",2022-10-31,0.0578
"199",2022-11-01,0.0444
"200",2022-11-02,0.0351
"201",2022-11-03,0.0392
"202",2022-11-04,0.0385
"203",2022-11-07,0.0386
"204",2022-11-08,0.0373
"205",2022-11-09,0.0392
"206",2022-11-10,0.043
"207",2022-11-11,0.0451
"208",2022-11-14,0.0433
"209",2022-11-15,0.0413
"210",2022-11-16,0.0498
"211",2022-11-17,0.054
"212",2022-11-18,0.06
"213",2022-11-21,0.0557
"214",2022-11-22,0.0578
"215",2022-11-23,0.0578
"216",2022-11-25,0.0553
"217",2022-11-28,0.0569999999999999
"218",2022-11-29,0.0542
"219",2022-11-30,0.0527
"220",2022-12-01,0.0557
"221",2022-12-02,0.052
"222",2022-12-05,0.0495
"223",2022-12-06,0.0484000000000001
"224",2022-12-07,0.0504000000000001
"225",2022-12-08,0.0487
"226",2022-12-09,0.051
"227",2022-12-12,0.0493000000000001
"228",2022-12-13,0.0396
"229",2022-12-14,0.0343
"230",2022-12-15,0.0355
"231",2022-12-16,0.0338
"232",2022-12-19,0.0494
"233",2022-12-20,0.0703
"234",2022-12-21,0.0744
"235",2022-12-22,0.0842
"236",2022-12-23,0.1037
"237",2022-12-27,0.1238
"238",2022-12-28,0.1419
"239",2022-12-29,0.171
"240",2022-12-30,0.1844
"241",2023-01-03,0.2065
"242",2023-01-04,0.2198
"243",2023-01-05,0.2314
"244",2023-01-06,0.2341
"245",2023-01-09,0.2383
"246",2023-01-10,0.2509
"247",2023-01-11,0.2549
"248",2023-01-12,0.2697
"249",2023-01-13,0.2824
"250",2023-01-17,0.2774
"251",2023-01-18,0.2838
"252",2023-01-19,0.2962
"253",2023-01-20,0.3107
"254",2023-01-23,0.3034
"255",2023-01-24,0.2969
"256",2023-01-25,0.2934
"257",2023-01-26,0.3029
"258",2023-01-27,0.3034
"259",2023-01-30,0.2931
"260",2023-01-31,0.2741
"261",2023-02-01,0.2898
"262",2023-02-02,0.2851
"263",2023-02-03,0.2791
"264",2023-02-06,0.2718
"265",2023-02-07,0.2654
"266",2023-02-08,0.2628
"267",2023-02-09,0.2592
"268",2023-02-10,0.2642
"269",2023-02-13,0.2667
"270",2023-02-14,0.2606
"271",2023-02-15,0.2553
"272",2023-02-16,0.2563
"273",2023-02-17,0.2714
"274",2023-02-21,0.2652
"275",2023-02-22,0.2718
"276",2023-02-23,0.275
"277",2023-02-24,0.2721
"278",2023-02-27,0.2701
"279",2023-02-28,0.2719
"280",2023-03-01,0.2681
"281",2023-03-02,0.2763
"282",2023-03-03,0.278
"283",2023-03-06,0.2789
"284",2023-03-07,0.277
"285",2023-03-08,0.2857
"286",2023-03-09,0.2786
"287",2023-03-10,0.2707
"288",2023-03-13,0.2751
"289",2023-03-14,0.2755
"290",2023-03-15,0.2688
"291",2023-03-16,0.2787
"292",2023-03-17,0.2874
"293",2023-03-20,0.2877
"294",2023-03-21,0.2808
"295",2023-03-22,0.2905
"296",2023-03-23,0.307
"297",2023-03-24,0.3171
"298",2023-03-27,0.3235
"299",2023-03-28,0.3287
"300",2023-03-29,0.3309
"301",2023-03-30,0.3451
"302",2023-03-31,0.3537
"303",2023-04-03,0.361
"304",2023-04-04,0.3614
"305",2023-04-05,0.3656
"306",2023-04-06,0.3689
"307",2023-04-10,0.3352
"308",2023-04-11,0.3078
"309",2023-04-12,0.2556
"310",2023-04-13,0.1599
"311",2023-04-14,0.1501
"312",2023-04-17,0.1584
"313",2023-04-18,0.1652
"314",2023-04-19,0.1641
"315",2023-04-20,0.1606
"316",2023-04-21,0.1428
"317",2023-04-24,0.1489
"318",2023-04-25,0.1616
"319",2023-04-26,0.1753
"320",2023-04-27,0.1806
"321",2023-04-28,0.1898
"322",2023-05-01,0.1716
"323",2023-05-02,0.1719
"324",2023-05-03,0.1672
"325",2023-05-04,0.1708
"326",2023-05-05,0.1693
"327",2023-05-08,0.1622
"328",2023-05-09,0.1658
"329",2023-05-10,0.1686
"330",2023-05-11,0.1698
"331",2023-05-12,0.1634
"332",2023-05-15,0.1609
"333",2023-05-16,0.16
"334",2023-05-17,0.1464
"335",2023-05-18,0.1454
"336",2023-05-19,0.1486
"337",2023-05-22,0.1509
"338",2023-05-23,0.1465
"339",2023-05-24,0.1426
"340",2023-05-25,0.1499
"341",2023-05-26,0.1582
"342",2023-05-30,0.1562
"343",2023-05-31,0.1524
"344",2023-06-01,0.1434
"345",2023-06-02,0.1457
"346",2023-06-05,0.1377
"347",2023-06-06,0.1319
"348",2023-06-07,0.1368
"349",2023-06-08,0.1437
"350",2023-06-09,0.1383
"351",2023-06-12,0.1414
"352",2023-06-13,0.1402
"353",2023-06-14,0.1464
"354",2023-06-15,0.1425
"355",2023-06-16,0.1359
"356",2023-06-20,0.1319
"357",2023-06-21,0.1353
"358",2023-06-22,0.1324
"359",2023-06-23,0.1363
"360",2023-06-26,0.136
"361",2023-06-27,0.1339
"362",2023-06-28,0.1365
"363",2023-06-29,0.1483
