"","date","SEDG"
"75",2022-05-05,0.2938
"76",2022-05-06,0.273
"77",2022-05-09,0.2587
"78",2022-05-10,0.2499
"79",2022-05-11,0.2452
"80",2022-05-12,0.2521
"81",2022-05-13,0.2518
"82",2022-05-16,0.2537
"83",2022-05-17,0.2559
"84",2022-05-18,0.2505
"85",2022-05-19,0.2416
"86",2022-05-20,0.2291
"87",2022-05-23,0.2287
"88",2022-05-24,0.2233
"89",2022-05-25,0.2098
"90",2022-05-26,0.2065
"91",2022-05-27,0.2113
"92",2022-05-31,0.2115
"93",2022-06-01,0.2211
"94",2022-06-02,0.2308
"95",2022-06-03,0.2203
"96",2022-06-06,0.2161
"97",2022-06-07,0.2148
"98",2022-06-08,0.2184
"99",2022-06-09,0.2251
"100",2022-06-10,0.2207
"101",2022-06-13,0.2078
"102",2022-06-14,0.2116
"103",2022-06-15,0.2228
"104",2022-06-16,0.2235
"105",2022-06-17,0.2215
"106",2022-06-21,0.2226
"107",2022-06-22,0.2196
"108",2022-06-23,0.2243
"109",2022-06-24,0.221
"110",2022-06-27,0.2249
"111",2022-06-28,0.2287
"112",2022-06-29,0.23
"113",2022-06-30,0.2326
"114",2022-07-01,0.233
"115",2022-07-05,0.2278
"116",2022-07-06,0.2178
"117",2022-07-07,0.2189
"118",2022-07-08,0.2269
"119",2022-07-11,0.2312
"120",2022-07-12,0.234
"121",2022-07-13,0.2377
"122",2022-07-14,0.2372
"123",2022-07-15,0.2428
"124",2022-07-18,0.2428
"125",2022-07-19,0.2263
"126",2022-07-20,0.2271
"127",2022-07-21,0.2346
"128",2022-07-22,0.234
"129",2022-07-25,0.2344
"130",2022-07-26,0.2385
"131",2022-07-27,0.2349
"132",2022-07-28,0.239
"133",2022-07-29,0.2403
"134",2022-08-01,0.2399
"135",2022-08-02,0.239
"136",2022-08-03,0.2395
"137",2022-08-04,0.2351
"138",2022-08-05,0.2417
"139",2022-08-08,0.2387
"140",2022-08-09,0.2261
"141",2022-08-10,0.2269
"142",2022-08-11,0.2345
"143",2022-08-12,0.2377
"144",2022-08-15,0.2376
"145",2022-08-16,0.2357
"146",2022-08-17,0.2292
"147",2022-08-18,0.2245
"148",2022-08-19,0.2208
"149",2022-08-22,0.215
"150",2022-08-23,0.215
"151",2022-08-24,0.2165
"152",2022-08-25,0.2155
"153",2022-08-26,0.2159
"154",2022-08-29,0.2195
"155",2022-08-30,0.2094
"156",2022-08-31,0.2097
"157",2022-09-01,0.2121
"158",2022-09-02,0.2127
"159",2022-09-06,0.2118
"160",2022-09-07,0.2089
"161",2022-09-08,0.2106
"162",2022-09-09,0.2159
"163",2022-09-12,0.2259
"164",2022-09-13,0.2239
"165",2022-09-14,0.2201
"166",2022-09-15,0.2273
"167",2022-09-16,0.223
"168",2022-09-19,0.2285
"169",2022-09-20,0.2257
"170",2022-09-21,0.2317
"171",2022-09-22,0.2428
"172",2022-09-23,0.2375
"173",2022-09-26,0.229
"174",2022-09-27,0.2291
"175",2022-09-28,0.221
"176",2022-09-29,0.2145
"177",2022-09-30,0.2096
"178",2022-10-03,0.2158
"179",2022-10-04,0.2121
"180",2022-10-05,0.2074
"181",2022-10-06,0.2046
"182",2022-10-07,0.2045
"183",2022-10-10,0.204
"184",2022-10-11,0.2003
"185",2022-10-12,0.1901
"186",2022-10-13,0.1901
"187",2022-10-14,0.1926
"188",2022-10-17,0.1853
"189",2022-10-18,0.1838
"190",2022-10-19,0.1917
"191",2022-10-20,0.203
"192",2022-10-21,0.2035
"193",2022-10-24,0.2013
"194",2022-10-25,0.1928
"195",2022-10-26,0.1777
"196",2022-10-27,0.1713
"197",2022-10-28,0.1633
"198",2022-10-31,0.1635
"199",2022-11-01,0.1592
"200",2022-11-02,0.1513
"201",2022-11-03,0.1599
"202",2022-11-04,0.1617
"203",2022-11-07,0.1653
"204",2022-11-08,0.1697
"205",2022-11-09,0.1581
"206",2022-11-10,0.154
"207",2022-11-11,0.151
"208",2022-11-14,0.1433
"209",2022-11-15,0.142
"210",2022-11-16,0.1369
"211",2022-11-17,0.1408
"212",2022-11-18,0.1395
"213",2022-11-21,0.1458
"214",2022-11-22,0.1484
"215",2022-11-23,0.1438
"216",2022-11-25,0.1413
"217",2022-11-28,0.1456
"218",2022-11-29,0.1505
"219",2022-11-30,0.1525
"220",2022-12-01,0.1562
"221",2022-12-02,0.1596
"222",2022-12-05,0.1598
"223",2022-12-06,0.1682
"224",2022-12-07,0.1643
"225",2022-12-08,0.1629
"226",2022-12-09,0.1676
"227",2022-12-12,0.1666
"228",2022-12-13,0.168
"229",2022-12-14,0.1769
"230",2022-12-15,0.1777
"231",2022-12-16,0.1832
"232",2022-12-19,0.1799
"233",2022-12-20,0.1762
"234",2022-12-21,0.172
"235",2022-12-22,0.1679
"236",2022-12-23,0.1554
"237",2022-12-27,0.1599
"238",2022-12-28,0.1717
"239",2022-12-29,0.1776
"240",2022-12-30,0.1837
"241",2023-01-03,0.2004
"242",2023-01-04,0.2128
"243",2023-01-05,0.228
"244",2023-01-06,0.2284
"245",2023-01-09,0.2327
"246",2023-01-10,0.2396
"247",2023-01-11,0.2428
"248",2023-01-12,0.232
"249",2023-01-13,0.2128
"250",2023-01-17,0.1989
"251",2023-01-18,0.1745
"252",2023-01-19,0.1587
"253",2023-01-20,0.1631
"254",2023-01-23,0.1614
"255",2023-01-24,0.1559
"256",2023-01-25,0.1567
"257",2023-01-26,0.1556
"258",2023-01-27,0.1603
"259",2023-01-30,0.1622
"260",2023-01-31,0.1547
"261",2023-02-01,0.1521
"262",2023-02-02,0.1466
"263",2023-02-03,0.1452
"264",2023-02-06,0.1483
"265",2023-02-07,0.1477
"266",2023-02-08,0.1517
"267",2023-02-09,0.1545
"268",2023-02-10,0.1497
"269",2023-02-13,0.1447
"270",2023-02-14,0.1427
"271",2023-02-15,0.1478
"272",2023-02-16,0.1431
"273",2023-02-17,0.1462
"274",2023-02-21,0.149
"275",2023-02-22,0.1468
"276",2023-02-23,0.1457
"277",2023-02-24,0.1499
"278",2023-02-27,0.1517
"279",2023-02-28,0.1461
"280",2023-03-01,0.1429
"281",2023-03-02,0.1471
"282",2023-03-03,0.1486
"283",2023-03-06,0.151
"284",2023-03-07,0.1495
"285",2023-03-08,0.1487
"286",2023-03-09,0.1508
"287",2023-03-10,0.1493
"288",2023-03-13,0.1487
"289",2023-03-14,0.1558
"290",2023-03-15,0.1557
"291",2023-03-16,0.1512
"292",2023-03-17,0.145
"293",2023-03-20,0.1419
"294",2023-03-21,0.138
"295",2023-03-22,0.1413
"296",2023-03-23,0.147
"297",2023-03-24,0.1503
"298",2023-03-27,0.1527
"299",2023-03-28,0.1563
"300",2023-03-29,0.1548
"301",2023-03-30,0.1585
"302",2023-03-31,0.155
"303",2023-04-03,0.1582
"304",2023-04-04,0.1566
"305",2023-04-05,0.1492
"306",2023-04-06,0.1533
"307",2023-04-10,0.1504
"308",2023-04-11,0.1514
"309",2023-04-12,0.1514
"310",2023-04-13,0.1469
"311",2023-04-14,0.1457
"312",2023-04-17,0.1447
"313",2023-04-18,0.1518
"314",2023-04-19,0.1551
"315",2023-04-20,0.1495
"316",2023-04-21,0.149
"317",2023-04-24,0.1476
"318",2023-04-25,0.1498
"319",2023-04-26,0.152
"320",2023-04-27,0.1477
"321",2023-04-28,0.151
"322",2023-05-01,0.1496
"323",2023-05-02,0.1486
"324",2023-05-03,0.1477
"325",2023-05-04,0.1506
"326",2023-05-05,0.1547
"327",2023-05-08,0.1541
"328",2023-05-09,0.1477
"329",2023-05-10,0.1431
"330",2023-05-11,0.1415
"331",2023-05-12,0.1487
"332",2023-05-15,0.1473
"333",2023-05-16,0.1503
"334",2023-05-17,0.1478
"335",2023-05-18,0.1409
"336",2023-05-19,0.1417
"337",2023-05-22,0.1439
"338",2023-05-23,0.1415
"339",2023-05-24,0.1387
"340",2023-05-25,0.1385
"341",2023-05-26,0.1407
"342",2023-05-30,0.1426
"343",2023-05-31,0.1448
"344",2023-06-01,0.146
"345",2023-06-02,0.1432
"346",2023-06-05,0.1447
"347",2023-06-06,0.1455
"348",2023-06-07,0.1488
"349",2023-06-08,0.1477
"350",2023-06-09,0.1473
"351",2023-06-12,0.148
"352",2023-06-13,0.1513
"353",2023-06-14,0.1476
"354",2023-06-15,0.1502
"355",2023-06-16,0.1608
"356",2023-06-20,0.1452
"357",2023-06-21,0.1463
"358",2023-06-22,0.1453
"359",2023-06-23,0.1424
"360",2023-06-26,0.1375
"361",2023-06-27,0.1388
"362",2023-06-28,0.1355
"363",2023-06-29,0.1357
