"","date","TFX"
"98",2021-01-04,0.439
"99",2021-01-05,0.4279
"100",2021-01-06,0.3637
"101",2021-01-07,0.3553
"102",2021-01-08,0.3697
"103",2021-01-11,0.4121
"104",2021-01-12,0.4049
"105",2021-01-13,0.3952
"106",2021-01-14,0.4097
"107",2021-01-15,0.4473
"108",2021-01-19,0.4469
"109",2021-01-20,0.4648
"110",2021-01-21,0.4229
"111",2021-01-22,0.3916
"112",2021-01-25,0.3999
"113",2021-01-26,0.439
"114",2021-01-27,0.4291
"115",2021-01-28,0.4167
"116",2021-01-29,0.3809
"117",2021-02-01,0.369
"118",2021-02-02,0.394
"119",2021-02-03,0.4429
"120",2021-02-04,0.4186
"121",2021-02-05,0.4294
"122",2021-02-08,0.4278
"123",2021-02-09,0.4316
"124",2021-02-10,0.3884
"125",2021-02-11,0.3654
"126",2021-02-12,0.3501
"127",2021-02-16,0.3654
"128",2021-02-17,0.3435
"129",2021-02-18,0.3525
"130",2021-02-19,0.3585
"131",2021-02-22,0.384
"132",2021-02-23,0.3776
"133",2021-02-24,0.3888
"134",2021-02-25,0.3468
"135",2021-02-26,0.302
"136",2021-03-01,0.2667
"137",2021-03-02,0.2548
"138",2021-03-03,0.2211
"139",2021-03-04,0.2048
"140",2021-03-05,0.128
"141",2021-03-08,0.1207
"142",2021-03-09,0.133
"143",2021-03-10,0.1392
"144",2021-03-11,0.1188
"145",2021-03-12,0.1304
"146",2021-03-15,0.1222
"147",2021-03-16,0.1291
"148",2021-03-17,0.1061
"149",2021-03-18,0.1149
"150",2021-03-19,0.0892000000000001
"151",2021-03-22,0.1436
"152",2021-03-23,0.1902
"153",2021-03-24,0.2257
"154",2021-03-25,0.2392
"155",2021-03-26,0.2412
"156",2021-03-29,0.2203
"157",2021-03-30,0.2497
"158",2021-03-31,0.2632
"159",2021-04-01,0.2839
"160",2021-04-05,0.2642
"161",2021-04-06,0.2924
"162",2021-04-07,0.3159
"163",2021-04-08,0.3592
"164",2021-04-09,0.3527
"165",2021-04-12,0.3666
"166",2021-04-13,0.406
"167",2021-04-14,0.4434
"168",2021-04-15,0.4423
"169",2021-04-16,0.4508
"170",2021-04-19,0.4155
"171",2021-04-20,0.4292
"172",2021-04-21,0.4527
"173",2021-04-22,0.5106
"174",2021-04-23,0.4975
"175",2021-04-26,0.4917
"176",2021-04-27,0.4655
"177",2021-04-28,0.4877
"178",2021-04-29,0.4752
"179",2021-04-30,0.4841
"180",2021-05-03,0.4577
"181",2021-05-04,0.4521
"182",2021-05-05,0.4397
"183",2021-05-06,0.4432
"184",2021-05-07,0.4337
"185",2021-05-10,0.4493
"186",2021-05-11,0.42
"187",2021-05-12,0.4156
"188",2021-05-13,0.3933
"189",2021-05-14,0.3971
"190",2021-05-17,0.3856
"191",2021-05-18,0.4184
"192",2021-05-19,0.4637
"193",2021-05-20,0.5311
"194",2021-05-21,0.5149
"195",2021-05-24,0.5096
"196",2021-05-25,0.4957
"197",2021-05-26,0.5137
"198",2021-05-27,0.4655
"199",2021-05-28,0.454
"200",2021-06-01,0.3922
"201",2021-06-02,0.3914
"202",2021-06-03,0.364
"203",2021-06-04,0.4029
"204",2021-06-07,0.3528
"205",2021-06-08,0.3357
"206",2021-06-09,0.3291
"207",2021-06-10,0.3277
"208",2021-06-11,0.2899
"209",2021-06-14,0.2911
"210",2021-06-15,0.2473
"211",2021-06-16,0.268
"212",2021-06-17,0.2673
"213",2021-06-18,0.2753
"214",2021-06-21,0.2516
"215",2021-06-22,0.213
"216",2021-06-23,0.16
"217",2021-06-24,0.1829
"218",2021-06-25,0.1553
"219",2021-06-28,0.168
"220",2021-06-29,0.1634
"221",2021-06-30,0.175
"222",2021-07-01,0.1875
"223",2021-07-02,0.2289
"224",2021-07-06,0.2124
"225",2021-07-07,0.2084
"226",2021-07-08,0.1633
"227",2021-07-09,0.1834
"228",2021-07-12,0.173
"229",2021-07-13,0.214
"230",2021-07-14,0.1619
"231",2021-07-15,0.1649
"232",2021-07-16,0.1475
"233",2021-07-19,0.1897
"234",2021-07-20,0.171
"235",2021-07-21,0.2131
"236",2021-07-22,0.2363
"237",2021-07-23,0.2855
"238",2021-07-26,0.2738
"239",2021-07-27,0.3071
"240",2021-07-28,0.3381
"241",2021-07-29,0.3615
"242",2021-07-30,0.3783
"243",2021-08-02,0.4054
"244",2021-08-03,0.4007
"245",2021-08-04,0.4384
"246",2021-08-05,0.4547
"247",2021-08-06,0.5248
"248",2021-08-09,0.5475
"249",2021-08-10,0.5985
"250",2021-08-11,0.5815
"251",2021-08-12,0.6125
"252",2021-08-13,0.5639
"253",2021-08-16,0.5424
"254",2021-08-17,0.4
"255",2021-08-18,0.3265
"256",2021-08-19,0.3035
"257",2021-08-20,0.3461
"258",2021-08-23,0.3249
"259",2021-08-24,0.3813
"260",2021-08-25,0.3514
"261",2021-08-26,0.3663
"262",2021-08-27,0.3472
"263",2021-08-30,0.3391
"264",2021-08-31,0.3358
"265",2021-09-01,0.3469
"266",2021-09-02,0.3311
"267",2021-09-03,0.3205
"268",2021-09-07,0.2876
"269",2021-09-08,0.2813
"270",2021-09-09,0.2589
"271",2021-09-10,0.2812
"272",2021-09-13,0.2638
"273",2021-09-14,0.2901
"274",2021-09-15,0.2722
"275",2021-09-16,0.2753
"276",2021-09-17,0.2655
"277",2021-09-20,0.2667
"278",2021-09-21,0.2667
"279",2021-09-22,0.2762
"280",2021-09-23,0.2605
"281",2021-09-24,0.2684
"282",2021-09-27,0.2441
"283",2021-09-28,0.2396
"284",2021-09-29,0.2506
"285",2021-09-30,0.2607
"286",2021-10-01,0.2184
"287",2021-10-04,0.2423
"288",2021-10-05,0.2594
"289",2021-10-06,0.3015
"290",2021-10-07,0.2928
"291",2021-10-08,0.269
"292",2021-10-11,0.2674
"293",2021-10-12,0.2963
"294",2021-10-13,0.2935
"295",2021-10-14,0.3252
"296",2021-10-15,0.3107
"297",2021-10-18,0.3092
"298",2021-10-19,0.2584
"299",2021-10-20,0.2977
"300",2021-10-21,0.2954
"301",2021-10-22,0.3182
"302",2021-10-25,0.3319
"303",2021-10-26,0.3438
"304",2021-10-27,0.342
"305",2021-10-28,0.3592
"306",2021-10-29,0.3458
"307",2021-11-01,0.3508
"308",2021-11-02,0.3355
"309",2021-11-03,0.3582
"310",2021-11-04,0.3436
"311",2021-11-05,0.3731
"312",2021-11-08,0.3723
"313",2021-11-09,0.365
"314",2021-11-10,0.3448
"315",2021-11-11,0.3332
"316",2021-11-12,0.3293
"317",2021-11-15,0.349
"318",2021-11-16,0.3326
"319",2021-11-17,0.3693
"320",2021-11-18,0.3692
"321",2021-11-19,0.3746
"322",2021-11-22,0.3339
"323",2021-11-23,0.3511
"324",2021-11-24,0.3532
"325",2021-11-26,0.3789
"326",2021-11-29,0.3754
"327",2021-11-30,0.3769
"328",2021-12-01,0.3631
"329",2021-12-02,0.3642
"330",2021-12-03,0.3187
"331",2021-12-06,0.344
"332",2021-12-07,0.3549
"333",2021-12-08,0.3856
"334",2021-12-09,0.3666
"335",2021-12-10,0.3683
"336",2021-12-13,0.3645
"337",2021-12-14,0.3897
"338",2021-12-15,0.3777
"339",2021-12-16,0.4032
"340",2021-12-17,0.3816
"341",2021-12-20,0.3839
"342",2021-12-21,0.3568
"343",2021-12-22,0.3559
"344",2021-12-23,0.3586
"345",2021-12-27,0.3639
"346",2021-12-28,0.3233
"347",2021-12-29,0.3155
"348",2021-12-30,0.3046
"349",2021-12-31,0.3114
"350",2022-01-03,0.3277
"351",2022-01-04,0.3276
"352",2022-01-05,0.3119
"353",2022-01-06,0.3315
"354",2022-01-07,0.3122
"355",2022-01-10,0.3331
"356",2022-01-11,0.3161
"357",2022-01-12,0.3076
"358",2022-01-13,0.2591
"359",2022-01-14,0.2753
"360",2022-01-18,0.263
"361",2022-01-19,0.2971
"362",2022-01-20,0.2748
"363",2022-01-21,0.2683
"364",2022-01-24,0.2612
"365",2022-01-25,0.2745
"366",2022-01-26,0.2643
"367",2022-01-27,0.2642
"368",2022-01-28,0.2526
"369",2022-01-31,0.2695
"370",2022-02-01,0.2461
"371",2022-02-02,0.2508
"372",2022-02-03,0.2724
"373",2022-02-04,0.2906
"374",2022-02-07,0.301
"375",2022-02-08,0.3141
"376",2022-02-09,0.3194
"377",2022-02-10,0.3613
"378",2022-02-11,0.3402
"379",2022-02-14,0.3872
"380",2022-02-15,0.3872
"381",2022-02-16,0.3922
"382",2022-02-17,0.3677
"383",2022-02-18,0.3945
"384",2022-02-22,0.3792
"385",2022-02-23,0.3723
"386",2022-02-24,0.3614
"387",2022-02-25,0.3851
"388",2022-02-28,0.3688
"389",2022-03-01,0.3942
"390",2022-03-02,0.3828
"391",2022-03-03,0.3874
"392",2022-03-04,0.3851
"393",2022-03-07,0.4115
"394",2022-03-08,0.3898
"395",2022-03-09,0.3879
"396",2022-03-10,0.3628
"397",2022-03-11,0.3704
"398",2022-03-14,0.3518
"399",2022-03-15,0.3637
"400",2022-03-16,0.3652
"401",2022-03-17,0.3782
"402",2022-03-18,0.3583
"403",2022-03-21,0.3774
"404",2022-03-22,0.409
"405",2022-03-23,0.4231
"406",2022-03-24,0.4049
"407",2022-03-25,0.4193
"408",2022-03-28,0.4214
"409",2022-03-29,0.4232
"410",2022-03-30,0.3793
"411",2022-03-31,0.3608
"412",2022-04-01,0.3153
"413",2022-04-04,0.3182
"414",2022-04-05,0.3085
"415",2022-04-06,0.338
"416",2022-04-07,0.3469
"417",2022-04-08,0.355
"418",2022-04-11,0.3079
"419",2022-04-12,0.3124
"420",2022-04-13,0.3146
"421",2022-04-14,0.3279
"422",2022-04-18,0.3212
"423",2022-04-19,0.3307
"424",2022-04-20,0.3176
"425",2022-04-21,0.3251
"426",2022-04-22,0.2928
"427",2022-04-25,0.319
"428",2022-04-26,0.3153
"429",2022-04-27,0.3257
"430",2022-04-28,0.3015
"431",2022-04-29,0.3197
"432",2022-05-02,0.3276
"433",2022-05-03,0.3259
"434",2022-05-04,0.3004
"435",2022-05-05,0.2938
"436",2022-05-06,0.2679
"437",2022-05-09,0.2881
"438",2022-05-10,0.2742
"439",2022-05-11,0.3079
"440",2022-05-12,0.3078
"441",2022-05-13,0.3098
"442",2022-05-16,0.2836
"443",2022-05-17,0.3001
"444",2022-05-18,0.3052
"445",2022-05-19,0.3178
"446",2022-05-20,0.3015
"447",2022-05-23,0.3027
"448",2022-05-24,0.278
"449",2022-05-25,0.3052
"450",2022-05-26,0.2856
"451",2022-05-27,0.3038
"452",2022-05-31,0.3063
"453",2022-06-01,0.304
"454",2022-06-02,0.277
"455",2022-06-03,0.2937
"456",2022-06-06,0.2915
"457",2022-06-07,0.2742
"458",2022-06-08,0.2436
"459",2022-06-09,0.2502
"460",2022-06-10,0.2539
"461",2022-06-13,0.2739
"462",2022-06-14,0.2336
"463",2022-06-15,0.2304
"464",2022-06-16,0.2287
"465",2022-06-17,0.2403
"466",2022-06-21,0.2218
"467",2022-06-22,0.2451
"468",2022-06-23,0.2506
"469",2022-06-24,0.2591
"470",2022-06-27,0.249
"471",2022-06-28,0.2799
"472",2022-06-29,0.2817
"473",2022-06-30,0.2926
"474",2022-07-01,0.2657
"475",2022-07-05,0.2719
"476",2022-07-06,0.2539
"477",2022-07-07,0.2633
"478",2022-07-08,0.2493
"479",2022-07-11,0.2911
"480",2022-07-12,0.2984
"481",2022-07-13,0.3086
"482",2022-07-14,0.3205
"483",2022-07-15,0.3388
"484",2022-07-18,0.3248
"485",2022-07-19,0.3329
"486",2022-07-20,0.3068
"487",2022-07-21,0.3203
"488",2022-07-22,0.3178
"489",2022-07-25,0.337
"490",2022-07-26,0.3083
"491",2022-07-27,0.3244
"492",2022-07-28,0.3254
"493",2022-07-29,0.3558
"494",2022-08-01,0.3491
"495",2022-08-02,0.353
"496",2022-08-03,0.3394
"497",2022-08-04,0.3515
"498",2022-08-05,0.3288
"499",2022-08-08,0.3398
"500",2022-08-09,0.3208
"501",2022-08-10,0.313
"502",2022-08-11,0.3
"503",2022-08-12,0.3249
"504",2022-08-15,0.3065
"505",2022-08-16,0.317
"506",2022-08-17,0.3091
"507",2022-08-18,0.3289
"508",2022-08-19,0.3708
"509",2022-08-22,0.3953
"510",2022-08-23,0.3679
"511",2022-08-24,0.3746
"512",2022-08-25,0.3914
"513",2022-08-26,0.4169
"514",2022-08-29,0.3858
"515",2022-08-30,0.393
"516",2022-08-31,0.3759
"517",2022-09-01,0.3637
"518",2022-09-02,0.3377
"519",2022-09-06,0.3243
"520",2022-09-07,0.3166
"521",2022-09-08,0.3235
"522",2022-09-09,0.2977
"523",2022-09-12,0.3253
"524",2022-09-13,0.3048
"525",2022-09-14,0.2746
"526",2022-09-15,0.2756
"527",2022-09-16,0.2843
"528",2022-09-19,0.2725
"529",2022-09-20,0.2778
"530",2022-09-21,0.2857
"531",2022-09-22,0.2884
"532",2022-09-23,0.2838
"533",2022-09-26,0.2865
"534",2022-09-27,0.2724
"535",2022-09-28,0.2688
"536",2022-09-29,0.2635
"537",2022-09-30,0.2634
"538",2022-10-03,0.2613
"539",2022-10-04,0.2554
"540",2022-10-05,0.263
"541",2022-10-06,0.2727
"542",2022-10-07,0.2618
"543",2022-10-10,0.2537
"544",2022-10-11,0.2644
"545",2022-10-12,0.2692
"546",2022-10-13,0.2716
"547",2022-10-14,0.2758
"548",2022-10-17,0.289
"549",2022-10-18,0.2735
"550",2022-10-19,0.2547
"551",2022-10-20,0.2552
"552",2022-10-21,0.2579
"553",2022-10-24,0.2449
"554",2022-10-25,0.2347
"555",2022-10-26,0.207
"556",2022-10-27,0.2045
"557",2022-10-28,0.2106
"558",2022-10-31,0.2397
"559",2022-11-01,0.3541
"560",2022-11-02,0.3423
"561",2022-11-03,0.3136
"562",2022-11-04,0.2865
"563",2022-11-07,0.301
"564",2022-11-08,0.2782
"565",2022-11-09,0.2507
"566",2022-11-10,0.2395
"567",2022-11-11,0.225
"568",2022-11-14,0.2062
"569",2022-11-15,0.2071
"570",2022-11-16,0.2071
"571",2022-11-17,0.1744
"572",2022-11-18,0.1909
"573",2022-11-21,0.1806
"574",2022-11-22,0.182
"575",2022-11-23,0.1928
"576",2022-11-25,0.1794
"577",2022-11-28,0.1793
"578",2022-11-29,0.1911
"579",2022-11-30,0.1644
"580",2022-12-01,0.1715
"581",2022-12-02,0.1891
"582",2022-12-05,0.1961
"583",2022-12-06,0.1789
"584",2022-12-07,0.1914
"585",2022-12-08,0.1781
"586",2022-12-09,0.1664
"587",2022-12-12,0.1571
"588",2022-12-13,0.1504
"589",2022-12-14,0.1349
"590",2022-12-15,0.1409
"591",2022-12-16,0.1348
"592",2022-12-19,0.1535
"593",2022-12-20,0.1557
"594",2022-12-21,0.1579
"595",2022-12-22,0.1445
"596",2022-12-23,0.1454
"597",2022-12-27,0.1468
"598",2022-12-28,0.1297
"599",2022-12-29,0.124
"600",2022-12-30,0.1253
"601",2023-01-03,0.1408
"602",2023-01-04,0.1413
"603",2023-01-05,0.1529
"604",2023-01-06,0.1383
"605",2023-01-09,0.1371
"606",2023-01-10,0.1417
"607",2023-01-11,0.1353
"608",2023-01-12,0.2206
"609",2023-01-13,0.1856
"610",2023-01-17,0.1723
"611",2023-01-18,0.1724
"612",2023-01-19,0.1626
"613",2023-01-20,0.1475
"614",2023-01-23,0.1774
"615",2023-01-24,0.1385
"616",2023-01-25,0.1077
"617",2023-01-26,0.0869
"618",2023-01-27,0.0927000000000001
"619",2023-01-30,0.0679
"620",2023-01-31,0.0901
"621",2023-02-01,0.1046
"622",2023-02-02,0.102
"623",2023-02-03,0.1065
"624",2023-02-06,0.1038
"625",2023-02-07,0.094
"626",2023-02-08,0.0976
"627",2023-02-09,0.0957
"628",2023-02-10,0.0986
"629",2023-02-13,0.1177
"630",2023-02-14,0.1442
"631",2023-02-15,0.1151
"632",2023-02-16,0.1258
"633",2023-02-17,0.1252
"634",2023-02-21,0.1207
"635",2023-02-22,0.1158
"636",2023-02-23,0.1313
"637",2023-02-24,0.1221
"638",2023-02-27,0.1359
"639",2023-02-28,0.1316
"640",2023-03-01,0.1526
"641",2023-03-02,0.1626
"642",2023-03-03,0.1624
"643",2023-03-06,0.1545
"644",2023-03-07,0.1608
"645",2023-03-08,0.1428
"646",2023-03-09,0.1567
"647",2023-03-10,0.157
"648",2023-03-13,0.1549
"649",2023-03-14,0.1589
"650",2023-03-15,0.1788
"651",2023-03-16,0.1893
"652",2023-03-17,0.1802
"653",2023-03-20,0.1781
"654",2023-03-21,0.1757
"655",2023-03-22,0.1465
"656",2023-03-23,0.1636
"657",2023-03-24,0.1827
"658",2023-03-27,0.198
"659",2023-03-28,0.1854
"660",2023-03-29,0.2074
"661",2023-03-30,0.2047
"662",2023-03-31,0.2098
"663",2023-04-03,0.2023
"664",2023-04-04,0.1889
"665",2023-04-05,0.1878
"666",2023-04-06,0.2034
"667",2023-04-10,0.1904
"668",2023-04-11,0.1971
"669",2023-04-12,0.1828
"670",2023-04-13,0.1984
"671",2023-04-14,0.1995
"672",2023-04-17,0.1985
"673",2023-04-18,0.2083
"674",2023-04-19,0.2018
"675",2023-04-20,0.1698
"676",2023-04-21,0.1718
"677",2023-04-24,0.182
"678",2023-04-25,0.1925
"679",2023-04-26,0.1506
"680",2023-04-27,0.1733
"681",2023-04-28,0.17
"682",2023-05-01,0.1673
"683",2023-05-02,0.1788
"684",2023-05-03,0.1866
"685",2023-05-04,0.1635
"686",2023-05-05,0.1706
"687",2023-05-08,0.1613
"688",2023-05-09,0.1452
"689",2023-05-10,0.1368
"690",2023-05-11,0.1756
"691",2023-05-12,0.157
"692",2023-05-15,0.1567
"693",2023-05-16,0.1565
"694",2023-05-17,0.15
"695",2023-05-18,0.1401
"696",2023-05-19,0.1476
"697",2023-05-22,0.1694
"698",2023-05-23,0.1486
"699",2023-05-24,0.138
"700",2023-05-25,0.1451
"701",2023-05-26,0.161
"702",2023-05-30,0.1826
"703",2023-05-31,0.1641
"704",2023-06-01,0.1713
"705",2023-06-02,0.1582
"706",2023-06-05,0.1812
"707",2023-06-06,0.1926
"708",2023-06-07,0.168
"709",2023-06-08,0.1508
"710",2023-06-09,0.1616
"711",2023-06-12,0.166
"712",2023-06-13,0.1642
"713",2023-06-14,0.1731
"714",2023-06-15,0.1702
"715",2023-06-16,0.1362
"716",2023-06-20,0.1508
"717",2023-06-21,0.1876
"718",2023-06-22,0.1648
"719",2023-06-23,0.16
"720",2023-06-26,0.1748
"721",2023-06-27,0.1769
"722",2023-06-28,0.1771
"723",2023-06-29,0.1646
