"","date","ZION"
"293",2023-03-20,0.2046
"294",2023-03-21,0.2272
"295",2023-03-22,0.232
"296",2023-03-23,0.2296
"297",2023-03-24,0.224
"298",2023-03-27,0.2155
"299",2023-03-28,0.2178
"300",2023-03-29,0.2172
"301",2023-03-30,0.2034
"302",2023-03-31,0.1944
"303",2023-04-03,0.1841
"304",2023-04-04,0.1987
"305",2023-04-05,0.2043
"306",2023-04-06,0.2226
"307",2023-04-10,0.1987
"308",2023-04-11,0.2076
"309",2023-04-12,0.2192
"310",2023-04-13,0.2051
"311",2023-04-14,0.1946
"312",2023-04-17,0.2066
"313",2023-04-18,0.2086
"314",2023-04-19,0.2095
"315",2023-04-20,0.2141
"316",2023-04-21,0.21
"317",2023-04-24,0.1999
"318",2023-04-25,0.218
"319",2023-04-26,0.2322
"320",2023-04-27,0.2402
"321",2023-04-28,0.232
"322",2023-05-01,0.2263
"323",2023-05-02,0.2086
"324",2023-05-03,0.2289
"325",2023-05-04,0.2219
"326",2023-05-05,0.2397
"327",2023-05-08,0.236
"328",2023-05-09,0.241
"329",2023-05-10,0.2402
"330",2023-05-11,0.2372
"331",2023-05-12,0.2231
"332",2023-05-15,0.2285
"333",2023-05-16,0.2328
"334",2023-05-17,0.226
"335",2023-05-18,0.2182
"336",2023-05-19,0.2274
"337",2023-05-22,0.2378
"338",2023-05-23,0.2422
"339",2023-05-24,0.2391
"340",2023-05-25,0.2282
"341",2023-05-26,0.2253
"342",2023-05-30,0.2289
"343",2023-05-31,0.232
"344",2023-06-01,0.2285
"345",2023-06-02,0.226
"346",2023-06-05,0.2178
"347",2023-06-06,0.2054
"348",2023-06-07,0.2414
"349",2023-06-08,0.2365
"350",2023-06-09,0.2437
"351",2023-06-12,0.2282
"352",2023-06-13,0.2314
"353",2023-06-14,0.2366
"354",2023-06-15,0.2444
"355",2023-06-16,0.2369
"356",2023-06-20,0.2313
"357",2023-06-21,0.2314
"358",2023-06-22,0.2303
"359",2023-06-23,0.2374
"360",2023-06-26,0.2448
"361",2023-06-27,0.2361
"362",2023-06-28,0.2296
"363",2023-06-29,0.2303
