"","date","WYNN"
"136",2021-03-01,0.2021
"137",2021-03-02,0.2039
"138",2021-03-03,0.178
"139",2021-03-04,0.1783
"140",2021-03-05,0.1832
"141",2021-03-08,0.219
"142",2021-03-09,0.2345
"143",2021-03-10,0.2593
"144",2021-03-11,0.2264
"145",2021-03-12,0.2522
"146",2021-03-15,0.235
"147",2021-03-16,0.2547
"148",2021-03-17,0.2853
"149",2021-03-18,0.266
"150",2021-03-19,0.2817
"151",2021-03-22,0.3256
"152",2021-03-23,0.3231
"153",2021-03-24,0.3301
"154",2021-03-25,0.3073
"155",2021-03-26,0.3081
"156",2021-03-29,0.3249
"157",2021-03-30,0.3763
"158",2021-03-31,0.3949
"159",2021-04-01,0.3879
"160",2021-04-05,0.3894
"161",2021-04-06,0.4143
"162",2021-04-07,0.4081
"163",2021-04-08,0.4375
"164",2021-04-09,0.4265
"165",2021-04-12,0.4606
"166",2021-04-13,0.4592
"167",2021-04-14,0.4559
"168",2021-04-15,0.4463
"169",2021-04-16,0.4635
"170",2021-04-19,0.4543
"171",2021-04-20,0.4663
"172",2021-04-21,0.4879
"173",2021-04-22,0.484
"174",2021-04-23,0.4438
"175",2021-04-26,0.4367
"176",2021-04-27,0.4206
"177",2021-04-28,0.4361
"178",2021-04-29,0.4659
"179",2021-04-30,0.4416
"180",2021-05-03,0.4388
"181",2021-05-04,0.4561
"182",2021-05-05,0.4391
"183",2021-05-06,0.4578
"184",2021-05-07,0.4632
"185",2021-05-10,0.4849
"186",2021-05-11,0.4645
"187",2021-05-12,0.445
"188",2021-05-13,0.4197
"189",2021-05-14,0.3966
"190",2021-05-17,0.4463
"191",2021-05-18,0.4739
"192",2021-05-19,0.4588
"193",2021-05-20,0.4778
"194",2021-05-21,0.4712
"195",2021-05-24,0.5391
"196",2021-05-25,0.5349
"197",2021-05-26,0.5195
"198",2021-05-27,0.4937
"199",2021-05-28,0.4596
"200",2021-06-01,0.4588
"201",2021-06-02,0.4676
"202",2021-06-03,0.4311
"203",2021-06-04,0.425
"204",2021-06-07,0.3995
"205",2021-06-08,0.4213
"206",2021-06-09,0.3988
"207",2021-06-10,0.4029
"208",2021-06-11,0.4113
"209",2021-06-14,0.3893
"210",2021-06-15,0.3551
"211",2021-06-16,0.3618
"212",2021-06-17,0.3518
"213",2021-06-18,0.3635
"214",2021-06-21,0.2949
"215",2021-06-22,0.2732
"216",2021-06-23,0.2793
"217",2021-06-24,0.2852
"218",2021-06-25,0.2643
"219",2021-06-28,0.2454
"220",2021-06-29,0.2833
"221",2021-06-30,0.2869
"222",2021-07-01,0.2319
"223",2021-07-02,0.2242
"224",2021-07-06,0.1655
"225",2021-07-07,0.1854
"226",2021-07-08,0.1395
"227",2021-07-09,0.1136
"228",2021-07-12,0.1071
"229",2021-07-13,0.0975
"230",2021-07-14,0.1015
"231",2021-07-15,0.1296
"232",2021-07-16,0.1078
"233",2021-07-19,0.1025
"234",2021-07-20,0.0960000000000001
"235",2021-07-21,0.0985
"236",2021-07-22,0.1117
"237",2021-07-23,0.1527
"238",2021-07-26,0.179
"239",2021-07-27,0.1988
"240",2021-07-28,0.2312
"241",2021-07-29,0.2878
"242",2021-07-30,0.3112
"243",2021-08-02,0.3155
"244",2021-08-03,0.3003
"245",2021-08-04,0.3525
"246",2021-08-05,0.4053
"247",2021-08-06,0.4615
"248",2021-08-09,0.4971
"249",2021-08-10,0.535
"250",2021-08-11,0.5461
"251",2021-08-12,0.5476
"252",2021-08-13,0.5304
"253",2021-08-16,0.5401
"254",2021-08-17,0.4284
"255",2021-08-18,0.4198
"256",2021-08-19,0.4395
"257",2021-08-20,0.4284
"258",2021-08-23,0.3954
"259",2021-08-24,0.3577
"260",2021-08-25,0.357
"261",2021-08-26,0.4118
"262",2021-08-27,0.3453
"263",2021-08-30,0.2767
"264",2021-08-31,0.2246
"265",2021-09-01,0.2107
"266",2021-09-02,0.1686
"267",2021-09-03,0.1957
"268",2021-09-07,0.2367
"269",2021-09-08,0.2069
"270",2021-09-09,0.2054
"271",2021-09-10,0.2081
"272",2021-09-13,0.212
"273",2021-09-14,0.2486
"274",2021-09-15,0.2255
"275",2021-09-16,0.2391
"276",2021-09-17,0.2389
"277",2021-09-20,0.2349
"278",2021-09-21,0.2373
"279",2021-09-22,0.2183
"280",2021-09-23,0.2174
"281",2021-09-24,0.238
"282",2021-09-27,0.2235
"283",2021-09-28,0.2395
"284",2021-09-29,0.2367
"285",2021-09-30,0.2602
"286",2021-10-01,0.251
"287",2021-10-04,0.2337
"288",2021-10-05,0.227
"289",2021-10-06,0.2556
"290",2021-10-07,0.2509
"291",2021-10-08,0.2618
"292",2021-10-11,0.2554
"293",2021-10-12,0.2604
"294",2021-10-13,0.2528
"295",2021-10-14,0.2843
"296",2021-10-15,0.2837
"297",2021-10-18,0.3195
"298",2021-10-19,0.3018
"299",2021-10-20,0.259
"300",2021-10-21,0.2797
"301",2021-10-22,0.3194
"302",2021-10-25,0.307
"303",2021-10-26,0.3058
"304",2021-10-27,0.3074
"305",2021-10-28,0.3237
"306",2021-10-29,0.3192
"307",2021-11-01,0.2894
"308",2021-11-02,0.2835
"309",2021-11-03,0.2643
"310",2021-11-04,0.2239
"311",2021-11-05,0.2304
"312",2021-11-08,0.2272
"313",2021-11-09,0.2482
"314",2021-11-10,0.24
"315",2021-11-11,0.2366
"316",2021-11-12,0.2486
"317",2021-11-15,0.2553
"318",2021-11-16,0.2653
"319",2021-11-17,0.2595
"320",2021-11-18,0.2493
"321",2021-11-19,0.2818
"322",2021-11-22,0.2533
"323",2021-11-23,0.2561
"324",2021-11-24,0.2145
"325",2021-11-26,0.2365
"326",2021-11-29,0.2348
"327",2021-11-30,0.2325
"328",2021-12-01,0.2489
"329",2021-12-02,0.2445
"330",2021-12-03,0.274
"331",2021-12-06,0.2932
"332",2021-12-07,0.2556
"333",2021-12-08,0.2841
"334",2021-12-09,0.2499
"335",2021-12-10,0.2384
"336",2021-12-13,0.2553
"337",2021-12-14,0.282
"338",2021-12-15,0.2875
"339",2021-12-16,0.2713
"340",2021-12-17,0.2881
"341",2021-12-20,0.2951
"342",2021-12-21,0.2726
"343",2021-12-22,0.2525
"344",2021-12-23,0.2276
"345",2021-12-27,0.2371
"346",2021-12-28,0.2076
"347",2021-12-29,0.2068
"348",2021-12-30,0.2137
"349",2021-12-31,0.2334
"350",2022-01-03,0.2294
"351",2022-01-04,0.2665
"352",2022-01-05,0.2726
"353",2022-01-06,0.2732
"354",2022-01-07,0.2161
"355",2022-01-10,0.2039
"356",2022-01-11,0.1886
"357",2022-01-12,0.2018
"358",2022-01-13,0.1751
"359",2022-01-14,0.1426
"360",2022-01-18,0.1289
"361",2022-01-19,0.1693
"362",2022-01-20,0.1627
"363",2022-01-21,0.1784
"364",2022-01-24,0.1683
"365",2022-01-25,0.1508
"366",2022-01-26,0.164
"367",2022-01-27,0.1381
"368",2022-01-28,0.1246
"369",2022-01-31,0.1463
"370",2022-02-01,0.1304
"371",2022-02-02,0.1483
"372",2022-02-03,0.1551
"373",2022-02-04,0.1943
"374",2022-02-07,0.2129
"375",2022-02-08,0.2057
"376",2022-02-09,0.1973
"377",2022-02-10,0.214
"378",2022-02-11,0.2234
"379",2022-02-14,0.2449
"380",2022-02-15,0.2606
"381",2022-02-16,0.3207
"382",2022-02-17,0.3166
"383",2022-02-18,0.316
"384",2022-02-22,0.3043
"385",2022-02-23,0.354
"386",2022-02-24,0.334
"387",2022-02-25,0.2998
"388",2022-02-28,0.3252
"389",2022-03-01,0.3101
"390",2022-03-02,0.3022
"391",2022-03-03,0.3301
"392",2022-03-04,0.3034
"393",2022-03-07,0.3369
"394",2022-03-08,0.2942
"395",2022-03-09,0.2992
"396",2022-03-10,0.3108
"397",2022-03-11,0.2775
"398",2022-03-14,0.2344
"399",2022-03-15,0.2244
"400",2022-03-16,0.2308
"401",2022-03-17,0.2356
"402",2022-03-18,0.2331
"403",2022-03-21,0.2286
"404",2022-03-22,0.2031
"405",2022-03-23,0.2198
"406",2022-03-24,0.2045
"407",2022-03-25,0.2119
"408",2022-03-28,0.2188
"409",2022-03-29,0.1885
"410",2022-03-30,0.1749
"411",2022-03-31,0.1812
"412",2022-04-01,0.1889
"413",2022-04-04,0.2219
"414",2022-04-05,0.2277
"415",2022-04-06,0.2358
"416",2022-04-07,0.2464
"417",2022-04-08,0.2916
"418",2022-04-11,0.2959
"419",2022-04-12,0.2776
"420",2022-04-13,0.269
"421",2022-04-14,0.2901
"422",2022-04-18,0.2719
"423",2022-04-19,0.272
"424",2022-04-20,0.2666
"425",2022-04-21,0.2698
"426",2022-04-22,0.2848
"427",2022-04-25,0.2777
"428",2022-04-26,0.2932
"429",2022-04-27,0.3243
"430",2022-04-28,0.3113
"431",2022-04-29,0.2867
"432",2022-05-02,0.2697
"433",2022-05-03,0.2838
"434",2022-05-04,0.2742
"435",2022-05-05,0.2733
"436",2022-05-06,0.2657
"437",2022-05-09,0.2687
"438",2022-05-10,0.2923
"439",2022-05-11,0.2973
"440",2022-05-12,0.3117
"441",2022-05-13,0.3656
"442",2022-05-16,0.3409
"443",2022-05-17,0.3347
"444",2022-05-18,0.3142
"445",2022-05-19,0.3336
"446",2022-05-20,0.3265
"447",2022-05-23,0.3253
"448",2022-05-24,0.3452
"449",2022-05-25,0.348
"450",2022-05-26,0.3495
"451",2022-05-27,0.3631
"452",2022-05-31,0.3477
"453",2022-06-01,0.3646
"454",2022-06-02,0.3486
"455",2022-06-03,0.3487
"456",2022-06-06,0.359
"457",2022-06-07,0.351
"458",2022-06-08,0.3528
"459",2022-06-09,0.3436
"460",2022-06-10,0.3652
"461",2022-06-13,0.3917
"462",2022-06-14,0.3989
"463",2022-06-15,0.3949
"464",2022-06-16,0.3493
"465",2022-06-17,0.3755
"466",2022-06-21,0.354
"467",2022-06-22,0.3351
"468",2022-06-23,0.3572
"469",2022-06-24,0.3626
"470",2022-06-27,0.3736
"471",2022-06-28,0.3884
"472",2022-06-29,0.3819
"473",2022-06-30,0.4021
"474",2022-07-01,0.3982
"475",2022-07-05,0.3827
"476",2022-07-06,0.3958
"477",2022-07-07,0.4213
"478",2022-07-08,0.4012
"479",2022-07-11,0.3785
"480",2022-07-12,0.3818
"481",2022-07-13,0.4007
"482",2022-07-14,0.3845
"483",2022-07-15,0.38
"484",2022-07-18,0.366
"485",2022-07-19,0.3338
"486",2022-07-20,0.3081
"487",2022-07-21,0.28
"488",2022-07-22,0.2587
"489",2022-07-25,0.2445
"490",2022-07-26,0.2189
"491",2022-07-27,0.2273
"492",2022-07-28,0.2376
"493",2022-07-29,0.2587
"494",2022-08-01,0.2394
"495",2022-08-02,0.2278
"496",2022-08-03,0.2211
"497",2022-08-04,0.2098
"498",2022-08-05,0.23
"499",2022-08-08,0.2237
"500",2022-08-09,0.2282
"501",2022-08-10,0.2724
"502",2022-08-11,0.2523
"503",2022-08-12,0.2488
"504",2022-08-15,0.2335
"505",2022-08-16,0.2433
"506",2022-08-17,0.2428
"507",2022-08-18,0.2451
"508",2022-08-19,0.2351
"509",2022-08-22,0.2448
"510",2022-08-23,0.2598
"511",2022-08-24,0.2646
"512",2022-08-25,0.2591
"513",2022-08-26,0.2908
"514",2022-08-29,0.2649
"515",2022-08-30,0.2631
"516",2022-08-31,0.2827
"517",2022-09-01,0.3089
"518",2022-09-02,0.3178
"519",2022-09-06,0.3151
"520",2022-09-07,0.3291
"521",2022-09-08,0.3464
"522",2022-09-09,0.3691
"523",2022-09-12,0.3751
"524",2022-09-13,0.3575
"525",2022-09-14,0.3963
"526",2022-09-15,0.3846
"527",2022-09-16,0.3751
"528",2022-09-19,0.3882
"529",2022-09-20,0.3965
"530",2022-09-21,0.3715
"531",2022-09-22,0.3979
"532",2022-09-23,0.4033
"533",2022-09-26,0.4118
"534",2022-09-27,0.3906
"535",2022-09-28,0.3872
"536",2022-09-29,0.3773
"537",2022-09-30,0.4002
"538",2022-10-03,0.3972
"539",2022-10-04,0.425
"540",2022-10-05,0.4248
"541",2022-10-06,0.418
"542",2022-10-07,0.4036
"543",2022-10-10,0.3976
"544",2022-10-11,0.4043
"545",2022-10-12,0.4163
"546",2022-10-13,0.4225
"547",2022-10-14,0.3969
"548",2022-10-17,0.3775
"549",2022-10-18,0.3993
"550",2022-10-19,0.3935
"551",2022-10-20,0.3982
"552",2022-10-21,0.3729
"553",2022-10-24,0.3796
"554",2022-10-25,0.3712
"555",2022-10-26,0.3727
"556",2022-10-27,0.3876
"557",2022-10-28,0.3627
"558",2022-10-31,0.365
"559",2022-11-01,0.3574
"560",2022-11-02,0.3725
"561",2022-11-03,0.5112
"562",2022-11-04,0.4668
"563",2022-11-07,0.4299
"564",2022-11-08,0.4226
"565",2022-11-09,0.415
"566",2022-11-10,0.3859
"567",2022-11-11,0.3679
"568",2022-11-14,0.3575
"569",2022-11-15,0.3523
"570",2022-11-16,0.3632
"571",2022-11-17,0.3656
"572",2022-11-18,0.3633
"573",2022-11-21,0.3664
"574",2022-11-22,0.3836
"575",2022-11-23,0.3833
"576",2022-11-25,0.3729
"577",2022-11-28,0.3513
"578",2022-11-29,0.3315
"579",2022-11-30,0.3304
"580",2022-12-01,0.3248
"581",2022-12-02,0.3214
"582",2022-12-05,0.345
"583",2022-12-06,0.346
"584",2022-12-07,0.3431
"585",2022-12-08,0.3388
"586",2022-12-09,0.3333
"587",2022-12-12,0.3104
"588",2022-12-13,0.3159
"589",2022-12-14,0.3098
"590",2022-12-15,0.3071
"591",2022-12-16,0.3261
"592",2022-12-19,0.3316
"593",2022-12-20,0.3186
"594",2022-12-21,0.3239
"595",2022-12-22,0.3316
"596",2022-12-23,0.3253
"597",2022-12-27,0.3159
"598",2022-12-28,0.3273
"599",2022-12-29,0.3314
"600",2022-12-30,0.3304
"601",2023-01-03,0.3188
"602",2023-01-04,0.3091
"603",2023-01-05,0.3119
"604",2023-01-06,0.3227
"605",2023-01-09,0.3395
"606",2023-01-10,0.3506
"607",2023-01-11,0.3373
"608",2023-01-12,0.3506
"609",2023-01-13,0.3466
"610",2023-01-17,0.3579
"611",2023-01-18,0.3254
"612",2023-01-19,0.3238
"613",2023-01-20,0.3424
"614",2023-01-23,0.3257
"615",2023-01-24,0.3296
"616",2023-01-25,0.3265
"617",2023-01-26,0.3071
"618",2023-01-27,0.3366
"619",2023-01-30,0.351
"620",2023-01-31,0.3401
"621",2023-02-01,0.3474
"622",2023-02-02,0.3274
"623",2023-02-03,0.3253
"624",2023-02-06,0.3432
"625",2023-02-07,0.3498
"626",2023-02-08,0.3598
"627",2023-02-09,0.3425
"628",2023-02-10,0.3359
"629",2023-02-13,0.3448
"630",2023-02-14,0.3415
"631",2023-02-15,0.3286
"632",2023-02-16,0.2968
"633",2023-02-17,0.3089
"634",2023-02-21,0.3386
"635",2023-02-22,0.3512
"636",2023-02-23,0.3669
"637",2023-02-24,0.3523
"638",2023-02-27,0.3732
"639",2023-02-28,0.3659
"640",2023-03-01,0.3522
"641",2023-03-02,0.3629
"642",2023-03-03,0.3458
"643",2023-03-06,0.3395
"644",2023-03-07,0.3225
"645",2023-03-08,0.3134
"646",2023-03-09,0.3203
"647",2023-03-10,0.2889
"648",2023-03-13,0.2974
"649",2023-03-14,0.2918
"650",2023-03-15,0.2962
"651",2023-03-16,0.3257
"652",2023-03-17,0.3498
"653",2023-03-20,0.3348
"654",2023-03-21,0.3403
"655",2023-03-22,0.3302
"656",2023-03-23,0.3338
"657",2023-03-24,0.3273
"658",2023-03-27,0.3046
"659",2023-03-28,0.2905
"660",2023-03-29,0.2838
"661",2023-03-30,0.3008
"662",2023-03-31,0.2863
"663",2023-04-03,0.307
"664",2023-04-04,0.3046
"665",2023-04-05,0.3329
"666",2023-04-06,0.3282
"667",2023-04-10,0.3426
"668",2023-04-11,0.3399
"669",2023-04-12,0.332
"670",2023-04-13,0.3191
"671",2023-04-14,0.3142
"672",2023-04-17,0.2794
"673",2023-04-18,0.2888
"674",2023-04-19,0.3199
"675",2023-04-20,0.314
"676",2023-04-21,0.3135
"677",2023-04-24,0.2903
"678",2023-04-25,0.3114
"679",2023-04-26,0.2991
"680",2023-04-27,0.2943
"681",2023-04-28,0.2966
"682",2023-05-01,0.2764
"683",2023-05-02,0.2798
"684",2023-05-03,0.2798
"685",2023-05-04,0.297
"686",2023-05-05,0.3
"687",2023-05-08,0.293
"688",2023-05-09,0.268
"689",2023-05-10,0.275
"690",2023-05-11,0.2726
"691",2023-05-12,0.2782
"692",2023-05-15,0.2279
"693",2023-05-16,0.2304
"694",2023-05-17,0.2369
"695",2023-05-18,0.2452
"696",2023-05-19,0.2672
"697",2023-05-22,0.269
"698",2023-05-23,0.2795
"699",2023-05-24,0.261
"700",2023-05-25,0.2523
"701",2023-05-26,0.2564
"702",2023-05-30,0.2145
"703",2023-05-31,0.2111
"704",2023-06-01,0.2281
"705",2023-06-02,0.2247
"706",2023-06-05,0.2332
"707",2023-06-06,0.2316
"708",2023-06-07,0.2249
"709",2023-06-08,0.2299
"710",2023-06-09,0.2224
"711",2023-06-12,0.2416
"712",2023-06-13,0.2278
"713",2023-06-14,0.2279
"714",2023-06-15,0.2142
"715",2023-06-16,0.2023
"716",2023-06-20,0.2139
"717",2023-06-21,0.2335
"718",2023-06-22,0.2474
"719",2023-06-23,0.2466
"720",2023-06-26,0.2472
"721",2023-06-27,0.2457
"722",2023-06-28,0.2353
"723",2023-06-29,0.2449
