"","date","WRK"
"369",2022-01-31,0.1342
"370",2022-02-01,0.134
"371",2022-02-02,0.1395
"372",2022-02-03,0.1383
"373",2022-02-04,0.1468
"374",2022-02-07,0.1453
"375",2022-02-08,0.1629
"376",2022-02-09,0.1806
"377",2022-02-10,0.1846
"378",2022-02-11,0.1935
"379",2022-02-14,0.1703
"380",2022-02-15,0.1462
"381",2022-02-16,0.152
"382",2022-02-17,0.1604
"383",2022-02-18,0.1702
"384",2022-02-22,0.1366
"385",2022-02-23,0.1273
"386",2022-02-24,0.1151
"387",2022-02-25,0.1184
"388",2022-02-28,0.1257
"389",2022-03-01,0.1257
"390",2022-03-02,0.1243
"391",2022-03-03,0.1268
"392",2022-03-04,0.138
"393",2022-03-07,0.1411
"394",2022-03-08,0.1272
"395",2022-03-09,0.1249
"396",2022-03-10,0.1308
"397",2022-03-11,0.137
"398",2022-03-14,0.1346
"399",2022-03-15,0.1272
"400",2022-03-16,0.1377
"401",2022-03-17,0.1419
"402",2022-03-18,0.1447
"403",2022-03-21,0.1462
"404",2022-03-22,0.1379
"405",2022-03-23,0.1394
"406",2022-03-24,0.1408
"407",2022-03-25,0.1314
"408",2022-03-28,0.1329
"409",2022-03-29,0.1307
"410",2022-03-30,0.1218
"411",2022-03-31,0.1137
"412",2022-04-01,0.1119
"413",2022-04-04,0.12
"414",2022-04-05,0.1106
"415",2022-04-06,0.1232
"416",2022-04-07,0.133
"417",2022-04-08,0.1333
"418",2022-04-11,0.1312
"419",2022-04-12,0.1328
"420",2022-04-13,0.1279
"421",2022-04-14,0.1286
"422",2022-04-18,0.1406
"423",2022-04-19,0.1425
"424",2022-04-20,0.1378
"425",2022-04-21,0.1404
"426",2022-04-22,0.1342
"427",2022-04-25,0.1142
"428",2022-04-26,0.1058
"429",2022-04-27,0.1058
"430",2022-04-28,0.1024
"431",2022-04-29,0.1013
"432",2022-05-02,0.09
"433",2022-05-03,0.0873
"434",2022-05-04,0.0865
"435",2022-05-05,0.0967
"436",2022-05-06,0.1156
"437",2022-05-09,0.0969
"438",2022-05-10,0.0923
"439",2022-05-11,0.0834
"440",2022-05-12,0.0786
"441",2022-05-13,0.0896
"442",2022-05-16,0.0838
"443",2022-05-17,0.0671
"444",2022-05-18,0.0571
"445",2022-05-19,0.0783
"446",2022-05-20,0.0908
"447",2022-05-23,0.0836
"448",2022-05-24,0.088
"449",2022-05-25,0.0801
"450",2022-05-26,0.087
"451",2022-05-27,0.0898
"452",2022-05-31,0.107
"453",2022-06-01,0.1285
"454",2022-06-02,0.126
"455",2022-06-03,0.134
"456",2022-06-06,0.1264
"457",2022-06-07,0.1132
"458",2022-06-08,0.1068
"459",2022-06-09,0.1017
"460",2022-06-10,0.1256
"461",2022-06-13,0.146
"462",2022-06-14,0.1508
"463",2022-06-15,0.1479
"464",2022-06-16,0.166
"465",2022-06-17,0.1888
"466",2022-06-21,0.2038
"467",2022-06-22,0.1939
"468",2022-06-23,0.1855
"469",2022-06-24,0.1974
"470",2022-06-27,0.2049
"471",2022-06-28,0.2104
"472",2022-06-29,0.2051
"473",2022-06-30,0.1984
"474",2022-07-01,0.1899
"475",2022-07-05,0.1938
"476",2022-07-06,0.1921
"477",2022-07-07,0.1691
"478",2022-07-08,0.1671
"479",2022-07-11,0.1683
"480",2022-07-12,0.1746
"481",2022-07-13,0.174
"482",2022-07-14,0.1687
"483",2022-07-15,0.1526
"484",2022-07-18,0.1314
"485",2022-07-19,0.1469
"486",2022-07-20,0.1576
"487",2022-07-21,0.1444
"488",2022-07-22,0.1489
"489",2022-07-25,0.1608
"490",2022-07-26,0.1725
"491",2022-07-27,0.1731
"492",2022-07-28,0.1702
"493",2022-07-29,0.1676
"494",2022-08-01,0.1578
"495",2022-08-02,0.1458
"496",2022-08-03,0.1534
"497",2022-08-04,0.1246
"498",2022-08-05,0.1131
"499",2022-08-08,0.1113
"500",2022-08-09,0.1117
"501",2022-08-10,0.1296
"502",2022-08-11,0.136
"503",2022-08-12,0.1238
"504",2022-08-15,0.1081
"505",2022-08-16,0.1
"506",2022-08-17,0.1092
"507",2022-08-18,0.0897999999999999
"508",2022-08-19,0.0898
"509",2022-08-22,0.0818
"510",2022-08-23,0.0723
"511",2022-08-24,0.0596
"512",2022-08-25,0.0703
"513",2022-08-26,0.1026
"514",2022-08-29,0.0911999999999999
"515",2022-08-30,0.0977
"516",2022-08-31,0.0964
"517",2022-09-01,0.0824
"518",2022-09-02,0.0878
"519",2022-09-06,0.0746
"520",2022-09-07,0.0746
"521",2022-09-08,0.0787999999999999
"522",2022-09-09,0.0892000000000001
"523",2022-09-12,0.0821
"524",2022-09-13,0.0695
"525",2022-09-14,0.0794
"526",2022-09-15,0.0848
"527",2022-09-16,0.0853
"528",2022-09-19,0.0754
"529",2022-09-20,0.0721
"530",2022-09-21,0.0828
"531",2022-09-22,0.087
"532",2022-09-23,0.1035
"533",2022-09-26,0.0885
"534",2022-09-27,0.088
"535",2022-09-28,0.1146
"536",2022-09-29,0.1201
"537",2022-09-30,0.1118
"538",2022-10-03,0.0946
"539",2022-10-04,0.089
"540",2022-10-05,0.0787
"541",2022-10-06,0.0804
"542",2022-10-07,0.0653
"543",2022-10-10,0.0604
"544",2022-10-11,0.0518
"545",2022-10-12,0.0685
"546",2022-10-13,0.0746
"547",2022-10-14,0.0692
"548",2022-10-17,0.0835
"549",2022-10-18,0.0964
"550",2022-10-19,0.1065
"551",2022-10-20,0.1287
"552",2022-10-21,0.1156
"553",2022-10-24,0.1093
"554",2022-10-25,0.0969
"555",2022-10-26,0.1045
"556",2022-10-27,0.1105
"557",2022-10-28,0.1276
"558",2022-10-31,0.1235
"559",2022-11-01,0.1221
"560",2022-11-02,0.1221
"561",2022-11-03,0.1193
"562",2022-11-04,0.1084
"563",2022-11-07,0.1051
"564",2022-11-08,0.1007
"565",2022-11-09,0.1119
"566",2022-11-10,0.1085
"567",2022-11-11,0.099
"568",2022-11-14,0.0898
"569",2022-11-15,0.0847
"570",2022-11-16,0.0742
"571",2022-11-17,0.0555
"572",2022-11-18,0.0404
"573",2022-11-21,0.0667
"574",2022-11-22,0.0474
"575",2022-11-23,0.0454
"576",2022-11-25,0.0381
"577",2022-11-28,0.034
"578",2022-11-29,0.0283
"579",2022-11-30,0.0313
"580",2022-12-01,0.0299
"581",2022-12-02,0.0327000000000001
"582",2022-12-05,0.02
"583",2022-12-06,0.0226999999999999
"584",2022-12-07,0.0278
"585",2022-12-08,0.0273
"586",2022-12-09,0.0241
"587",2022-12-12,0.028
"588",2022-12-13,0.0363
"589",2022-12-14,0.0464
"590",2022-12-15,0.0313
"591",2022-12-16,0.0239999999999999
"592",2022-12-19,0.0236000000000001
"593",2022-12-20,0.0297000000000001
"594",2022-12-21,0.0338000000000001
"595",2022-12-22,0.0289
"596",2022-12-23,0.0276999999999999
"597",2022-12-27,0.0359
"598",2022-12-28,0.055
"599",2022-12-29,0.0488
"600",2022-12-30,0.042
"601",2023-01-03,0.0306
"602",2023-01-04,0.0367
"603",2023-01-05,0.0492
"604",2023-01-06,0.0491
"605",2023-01-09,0.0416
"606",2023-01-10,0.0484999999999999
"607",2023-01-11,0.0689
"608",2023-01-12,0.0782
"609",2023-01-13,0.0633000000000001
"610",2023-01-17,0.0614000000000001
"611",2023-01-18,0.0554
"612",2023-01-19,0.0515
"613",2023-01-20,0.0341
"614",2023-01-23,0.0259
"615",2023-01-24,0.0224
"616",2023-01-25,0.0265
"617",2023-01-26,0.0494
"618",2023-01-27,0.0542
"619",2023-01-30,0.0512
"620",2023-01-31,0.0472
"621",2023-02-01,0.0408
"622",2023-02-02,0.0449999999999999
"623",2023-02-03,0.0358000000000001
"624",2023-02-06,0.0318999999999999
"625",2023-02-07,0.0308
"626",2023-02-08,0.0265
"627",2023-02-09,0.0246
"628",2023-02-10,0.0234
"629",2023-02-13,0.0301
"630",2023-02-14,0.0322999999999999
"631",2023-02-15,0.0402
"632",2023-02-16,0.0376
"633",2023-02-17,0.0554
"634",2023-02-21,0.0744
"635",2023-02-22,0.0858
"636",2023-02-23,0.0785
"637",2023-02-24,0.0592
"638",2023-02-27,0.0415
"639",2023-02-28,0.0411
"640",2023-03-01,0.0527
"641",2023-03-02,0.0655
"642",2023-03-03,0.0668
"643",2023-03-06,0.0642
"644",2023-03-07,0.074
"645",2023-03-08,0.0996
"646",2023-03-09,0.1068
"647",2023-03-10,0.1003
"648",2023-03-13,0.097
"649",2023-03-14,0.1002
"650",2023-03-15,0.1009
"651",2023-03-16,0.1077
"652",2023-03-17,0.108
"653",2023-03-20,0.1267
"654",2023-03-21,0.117
"655",2023-03-22,0.1305
"656",2023-03-23,0.1478
"657",2023-03-24,0.1404
"658",2023-03-27,0.131
"659",2023-03-28,0.1244
"660",2023-03-29,0.127
"661",2023-03-30,0.1446
"662",2023-03-31,0.1364
"663",2023-04-03,0.137
"664",2023-04-04,0.1511
"665",2023-04-05,0.1496
"666",2023-04-06,0.1522
"667",2023-04-10,0.1473
"668",2023-04-11,0.1476
"669",2023-04-12,0.1594
"670",2023-04-13,0.1579
"671",2023-04-14,0.166
"672",2023-04-17,0.1506
"673",2023-04-18,0.1534
"674",2023-04-19,0.1636
"675",2023-04-20,0.1699
"676",2023-04-21,0.1582
"677",2023-04-24,0.1734
"678",2023-04-25,0.1286
"679",2023-04-26,0.1212
"680",2023-04-27,0.1206
"681",2023-04-28,0.1239
"682",2023-05-01,0.1042
"683",2023-05-02,0.101
"684",2023-05-03,0.0992
"685",2023-05-04,0.1179
"686",2023-05-05,0.0966
"687",2023-05-08,0.0811000000000001
"688",2023-05-09,0.0621999999999999
"689",2023-05-10,0.0868
"690",2023-05-11,0.086
"691",2023-05-12,0.0905
"692",2023-05-15,0.0909
"693",2023-05-16,0.1141
"694",2023-05-17,0.1178
"695",2023-05-18,0.1401
"696",2023-05-19,0.1303
"697",2023-05-22,0.1389
"698",2023-05-23,0.127
"699",2023-05-24,0.1573
"700",2023-05-25,0.1739
"701",2023-05-26,0.1777
"702",2023-05-30,0.134
"703",2023-05-31,0.1403
"704",2023-06-01,0.1574
"705",2023-06-02,0.1612
"706",2023-06-05,0.1624
"707",2023-06-06,0.1745
"708",2023-06-07,0.1527
"709",2023-06-08,0.1701
"710",2023-06-09,0.1885
"711",2023-06-12,0.2269
"712",2023-06-13,0.2233
"713",2023-06-14,0.2291
"714",2023-06-15,0.1992
"715",2023-06-16,0.2098
"716",2023-06-20,0.1931
"717",2023-06-21,0.1963
"718",2023-06-22,0.1731
"719",2023-06-23,0.1807
"720",2023-06-26,0.182
"721",2023-06-27,0.1991
"722",2023-06-28,0.2065
"723",2023-06-29,0.217
