"","date","PARA"
"97",2022-06-07,0.2637
"98",2022-06-08,0.262
"99",2022-06-09,0.2798
"100",2022-06-10,0.2786
"101",2022-06-13,0.2835
"102",2022-06-14,0.2738
"103",2022-06-15,0.2673
"104",2022-06-16,0.2435
"105",2022-06-17,0.2463
"106",2022-06-21,0.2475
"107",2022-06-22,0.2585
"108",2022-06-23,0.2643
"109",2022-06-24,0.2689
"110",2022-06-27,0.2755
"111",2022-06-28,0.268
"112",2022-06-29,0.2508
"113",2022-06-30,0.2569
"114",2022-07-01,0.2553
"115",2022-07-05,0.2699
"116",2022-07-06,0.2658
"117",2022-07-07,0.2734
"118",2022-07-08,0.2801
"119",2022-07-11,0.2976
"120",2022-07-12,0.2805
"121",2022-07-13,0.2667
"122",2022-07-14,0.2487
"123",2022-07-15,0.2576
"124",2022-07-18,0.2707
"125",2022-07-19,0.2976
"126",2022-07-20,0.3006
"127",2022-07-21,0.2883
"128",2022-07-22,0.2682
"129",2022-07-25,0.2699
"130",2022-07-26,0.2719
"131",2022-07-27,0.2821
"132",2022-07-28,0.2736
"133",2022-07-29,0.2641
"134",2022-08-01,0.2435
"135",2022-08-02,0.2502
"136",2022-08-03,0.2526
"137",2022-08-04,0.2567
"138",2022-08-05,0.261
"139",2022-08-08,0.2634
"140",2022-08-09,0.2609
"141",2022-08-10,0.2737
"142",2022-08-11,0.2643
"143",2022-08-12,0.2586
"144",2022-08-15,0.2454
"145",2022-08-16,0.2597
"146",2022-08-17,0.2672
"147",2022-08-18,0.2634
"148",2022-08-19,0.2484
"149",2022-08-22,0.2503
"150",2022-08-23,0.2406
"151",2022-08-24,0.2451
"152",2022-08-25,0.2424
"153",2022-08-26,0.2539
"154",2022-08-29,0.2478
"155",2022-08-30,0.2662
"156",2022-08-31,0.2723
"157",2022-09-01,0.2763
"158",2022-09-02,0.2796
"159",2022-09-06,0.2818
"160",2022-09-07,0.2528
"161",2022-09-08,0.2357
"162",2022-09-09,0.2241
"163",2022-09-12,0.2383
"164",2022-09-13,0.2373
"165",2022-09-14,0.2526
"166",2022-09-15,0.2451
"167",2022-09-16,0.2303
"168",2022-09-19,0.2182
"169",2022-09-20,0.2179
"170",2022-09-21,0.2153
"171",2022-09-22,0.2129
"172",2022-09-23,0.2059
"173",2022-09-26,0.2248
"174",2022-09-27,0.2225
"175",2022-09-28,0.2258
"176",2022-09-29,0.2094
"177",2022-09-30,0.2114
"178",2022-10-03,0.2132
"179",2022-10-04,0.2294
"180",2022-10-05,0.2223
"181",2022-10-06,0.2066
"182",2022-10-07,0.1846
"183",2022-10-10,0.1791
"184",2022-10-11,0.1699
"185",2022-10-12,0.1899
"186",2022-10-13,0.1908
"187",2022-10-14,0.1753
"188",2022-10-17,0.1493
"189",2022-10-18,0.143
"190",2022-10-19,0.1426
"191",2022-10-20,0.1598
"192",2022-10-21,0.1553
"193",2022-10-24,0.1601
"194",2022-10-25,0.1581
"195",2022-10-26,0.1722
"196",2022-10-27,0.1747
"197",2022-10-28,0.1671
"198",2022-10-31,0.1572
"199",2022-11-01,0.15
"200",2022-11-02,0.1426
"201",2022-11-03,0.1431
"202",2022-11-04,0.1437
"203",2022-11-07,0.1468
"204",2022-11-08,0.138
"205",2022-11-09,0.138
"206",2022-11-10,0.1359
"207",2022-11-11,0.1431
"208",2022-11-14,0.1458
"209",2022-11-15,0.1537
"210",2022-11-16,0.1571
"211",2022-11-17,0.1566
"212",2022-11-18,0.1416
"213",2022-11-21,0.1345
"214",2022-11-22,0.1332
"215",2022-11-23,0.1451
"216",2022-11-25,0.1509
"217",2022-11-28,0.1515
"218",2022-11-29,0.1473
"219",2022-11-30,0.1492
"220",2022-12-01,0.1527
"221",2022-12-02,0.1586
"222",2022-12-05,0.157
"223",2022-12-06,0.1486
"224",2022-12-07,0.1387
"225",2022-12-08,0.1461
"226",2022-12-09,0.1452
"227",2022-12-12,0.1586
"228",2022-12-13,0.1714
"229",2022-12-14,0.1933
"230",2022-12-15,0.2079
"231",2022-12-16,0.2059
"232",2022-12-19,0.1874
"233",2022-12-20,0.1963
"234",2022-12-21,0.2029
"235",2022-12-22,0.2273
"236",2022-12-23,0.2387
"237",2022-12-27,0.2451
"238",2022-12-28,0.249
"239",2022-12-29,0.2607
"240",2022-12-30,0.2613
"241",2023-01-03,0.2646
"242",2023-01-04,0.2595
"243",2023-01-05,0.2813
"244",2023-01-06,0.2771
"245",2023-01-09,0.2947
"246",2023-01-10,0.2964
"247",2023-01-11,0.2865
"248",2023-01-12,0.2735
"249",2023-01-13,0.2825
"250",2023-01-17,0.2856
"251",2023-01-18,0.2788
"252",2023-01-19,0.2516
"253",2023-01-20,0.2493
"254",2023-01-23,0.2405
"255",2023-01-24,0.2519
"256",2023-01-25,0.251
"257",2023-01-26,0.2512
"258",2023-01-27,0.2511
"259",2023-01-30,0.2527
"260",2023-01-31,0.2359
"261",2023-02-01,0.2403
"262",2023-02-02,0.2419
"263",2023-02-03,0.2667
"264",2023-02-06,0.2614
"265",2023-02-07,0.2582
"266",2023-02-08,0.2528
"267",2023-02-09,0.2535
"268",2023-02-10,0.26
"269",2023-02-13,0.2648
"270",2023-02-14,0.2524
"271",2023-02-15,0.2439
"272",2023-02-16,0.2165
"273",2023-02-17,0.2183
"274",2023-02-21,0.2164
"275",2023-02-22,0.2579
"276",2023-02-23,0.2688
"277",2023-02-24,0.2729
"278",2023-02-27,0.2656
"279",2023-02-28,0.2708
"280",2023-03-01,0.2557
"281",2023-03-02,0.2583
"282",2023-03-03,0.2516
"283",2023-03-06,0.2436
"284",2023-03-07,0.2434
"285",2023-03-08,0.2634
"286",2023-03-09,0.2608
"287",2023-03-10,0.256
"288",2023-03-13,0.2469
"289",2023-03-14,0.2514
"290",2023-03-15,0.2538
"291",2023-03-16,0.246
"292",2023-03-17,0.231
"293",2023-03-20,0.237
"294",2023-03-21,0.2427
"295",2023-03-22,0.2573
"296",2023-03-23,0.2332
"297",2023-03-24,0.2282
"298",2023-03-27,0.2282
"299",2023-03-28,0.2547
"300",2023-03-29,0.2509
"301",2023-03-30,0.2494
"302",2023-03-31,0.2269
"303",2023-04-03,0.2153
"304",2023-04-04,0.1999
"305",2023-04-05,0.2372
"306",2023-04-06,0.2666
"307",2023-04-10,0.2772
"308",2023-04-11,0.272
"309",2023-04-12,0.2744
"310",2023-04-13,0.2688
"311",2023-04-14,0.2734
"312",2023-04-17,0.2643
"313",2023-04-18,0.2548
"314",2023-04-19,0.2457
"315",2023-04-20,0.2672
"316",2023-04-21,0.2779
"317",2023-04-24,0.2977
"318",2023-04-25,0.3122
"319",2023-04-26,0.326
"320",2023-04-27,0.3213
"321",2023-04-28,0.3237
"322",2023-05-01,0.3104
"323",2023-05-02,0.327
"324",2023-05-03,0.3244
"325",2023-05-04,0.3334
"326",2023-05-05,0.3469
"327",2023-05-08,0.358
"328",2023-05-09,0.3655
"329",2023-05-10,0.3794
"330",2023-05-11,0.3749
"331",2023-05-12,0.3724
"332",2023-05-15,0.3551
"333",2023-05-16,0.3749
"334",2023-05-17,0.388
"335",2023-05-18,0.4184
"336",2023-05-19,0.4156
"337",2023-05-22,0.4011
"338",2023-05-23,0.3887
"339",2023-05-24,0.4051
"340",2023-05-25,0.4157
"341",2023-05-26,0.4179
"342",2023-05-30,0.3978
"343",2023-05-31,0.3845
"344",2023-06-01,0.3703
"345",2023-06-02,0.3877
"346",2023-06-05,0.3948
"347",2023-06-06,0.4047
"348",2023-06-07,0.4062
"349",2023-06-08,0.3975
"350",2023-06-09,0.394
"351",2023-06-12,0.3835
"352",2023-06-13,0.3578
"353",2023-06-14,0.3682
"354",2023-06-15,0.3686
"355",2023-06-16,0.3864
"356",2023-06-20,0.3734
"357",2023-06-21,0.3632
"358",2023-06-22,0.3471
"359",2023-06-23,0.3525
"360",2023-06-26,0.3405
"361",2023-06-27,0.3457
"362",2023-06-28,0.3386
"363",2023-06-29,0.3322
