"","date","CTLT"
"158",2022-09-02,0.1806
"159",2022-09-06,0.1757
"160",2022-09-07,0.1769
"161",2022-09-08,0.1842
"162",2022-09-09,0.1845
"163",2022-09-12,0.1781
"164",2022-09-13,0.1614
"165",2022-09-14,0.1681
"166",2022-09-15,0.1696
"167",2022-09-16,0.1636
"168",2022-09-19,0.1617
"169",2022-09-20,0.1543
"170",2022-09-21,0.1415
"171",2022-09-22,0.1461
"172",2022-09-23,0.1466
"173",2022-09-26,0.1501
"174",2022-09-27,0.1459
"175",2022-09-28,0.1448
"176",2022-09-29,0.1408
"177",2022-09-30,0.1314
"178",2022-10-03,0.1283
"179",2022-10-04,0.1204
"180",2022-10-05,0.1195
"181",2022-10-06,0.1276
"182",2022-10-07,0.1391
"183",2022-10-10,0.144
"184",2022-10-11,0.1253
"185",2022-10-12,0.1242
"186",2022-10-13,0.1235
"187",2022-10-14,0.1288
"188",2022-10-17,0.1222
"189",2022-10-18,0.1179
"190",2022-10-19,0.1137
"191",2022-10-20,0.1161
"192",2022-10-21,0.1151
"193",2022-10-24,0.119
"194",2022-10-25,0.0958
"195",2022-10-26,0.0977
"196",2022-10-27,0.1106
"197",2022-10-28,0.1161
"198",2022-10-31,0.1146
"199",2022-11-01,0.1133
"200",2022-11-02,0.1292
"201",2022-11-03,0.1408
"202",2022-11-04,0.1348
"203",2022-11-07,0.1347
"204",2022-11-08,0.1419
"205",2022-11-09,0.1591
"206",2022-11-10,0.1752
"207",2022-11-11,0.1781
"208",2022-11-14,0.1796
"209",2022-11-15,0.19
"210",2022-11-16,0.1738
"211",2022-11-17,0.1834
"212",2022-11-18,0.1963
"213",2022-11-21,0.1957
"214",2022-11-22,0.1804
"215",2022-11-23,0.1877
"216",2022-11-25,0.1936
"217",2022-11-28,0.2055
"218",2022-11-29,0.1964
"219",2022-11-30,0.2204
"220",2022-12-01,0.2351
"221",2022-12-02,0.2402
"222",2022-12-05,0.2366
"223",2022-12-06,0.2561
"224",2022-12-07,0.2714
"225",2022-12-08,0.2851
"226",2022-12-09,0.2983
"227",2022-12-12,0.3115
"228",2022-12-13,0.3026
"229",2022-12-14,0.306
"230",2022-12-15,0.3079
"231",2022-12-16,0.3156
"232",2022-12-19,0.3125
"233",2022-12-20,0.3057
"234",2022-12-21,0.2944
"235",2022-12-22,0.3023
"236",2022-12-23,0.3068
"237",2022-12-27,0.3192
"238",2022-12-28,0.315
"239",2022-12-29,0.3287
"240",2022-12-30,0.3377
"241",2023-01-03,0.3432
"242",2023-01-04,0.3291
"243",2023-01-05,0.3255
"244",2023-01-06,0.323
"245",2023-01-09,0.3225
"246",2023-01-10,0.3017
"247",2023-01-11,0.2915
"248",2023-01-12,0.2959
"249",2023-01-13,0.3048
"250",2023-01-17,0.3046
"251",2023-01-18,0.2947
"252",2023-01-19,0.2803
"253",2023-01-20,0.2719
"254",2023-01-23,0.2547
"255",2023-01-24,0.2594
"256",2023-01-25,0.2727
"257",2023-01-26,0.2871
"258",2023-01-27,0.2526
"259",2023-01-30,0.2626
"260",2023-01-31,0.2782
"261",2023-02-01,0.2925
"262",2023-02-02,0.2821
"263",2023-02-03,0.2835
"264",2023-02-06,0.2934
"265",2023-02-07,0.3058
"266",2023-02-08,0.3069
"267",2023-02-09,0.2925
"268",2023-02-10,0.2636
"269",2023-02-13,0.2528
"270",2023-02-14,0.2344
"271",2023-02-15,0.2393
"272",2023-02-16,0.2408
"273",2023-02-17,0.2351
"274",2023-02-21,0.2257
"275",2023-02-22,0.2284
"276",2023-02-23,0.2359
"277",2023-02-24,0.2418
"278",2023-02-27,0.2222
"279",2023-02-28,0.217
"280",2023-03-01,0.1982
"281",2023-03-02,0.1929
"282",2023-03-03,0.1872
"283",2023-03-06,0.1894
"284",2023-03-07,0.1918
"285",2023-03-08,0.1879
"286",2023-03-09,0.1799
"287",2023-03-10,0.1655
"288",2023-03-13,0.1351
"289",2023-03-14,0.1448
"290",2023-03-15,0.1497
"291",2023-03-16,0.1552
"292",2023-03-17,0.1553
"293",2023-03-20,0.1515
"294",2023-03-21,0.1285
"295",2023-03-22,0.1356
"296",2023-03-23,0.1439
"297",2023-03-24,0.1428
"298",2023-03-27,0.1262
"299",2023-03-28,0.1363
"300",2023-03-29,0.1459
"301",2023-03-30,0.1426
"302",2023-03-31,0.1199
"303",2023-04-03,0.1199
"304",2023-04-04,0.1354
"305",2023-04-05,0.1355
"306",2023-04-06,0.1049
"307",2023-04-10,0.0893
"308",2023-04-11,0.0946
"309",2023-04-12,0.0917
"310",2023-04-13,0.0858
"311",2023-04-14,0.1026
"312",2023-04-17,0.1171
"313",2023-04-18,0.125
"314",2023-04-19,0.1292
"315",2023-04-20,0.1381
"316",2023-04-21,0.1326
"317",2023-04-24,0.1282
"318",2023-04-25,0.1114
"319",2023-04-26,0.1088
"320",2023-04-27,0.1047
"321",2023-04-28,0.1105
"322",2023-05-01,0.1038
"323",2023-05-02,0.1008
"324",2023-05-03,0.0844
"325",2023-05-04,0.0894
"326",2023-05-05,0.0891
"327",2023-05-08,0.1081
"328",2023-05-09,0.1081
"329",2023-05-10,0.11
"330",2023-05-11,0.0939
"331",2023-05-12,0.1017
"332",2023-05-15,0.1089
"333",2023-05-16,0.1087
"334",2023-05-17,0.1044
"335",2023-05-18,0.0998
"336",2023-05-19,0.116
"337",2023-05-22,0.1233
"338",2023-05-23,0.1145
"339",2023-05-24,0.1133
"340",2023-05-25,0.108
"341",2023-05-26,0.1117
"342",2023-05-30,0.1045
"343",2023-05-31,0.1022
"344",2023-06-01,0.1156
"345",2023-06-02,0.1187
"346",2023-06-05,0.1061
"347",2023-06-06,0.1139
"348",2023-06-07,0.1147
"349",2023-06-08,0.1278
"350",2023-06-09,0.1122
"351",2023-06-12,0.1226
"352",2023-06-13,0.1297
"353",2023-06-14,0.1285
"354",2023-06-15,0.1191
"355",2023-06-16,0.1252
"356",2023-06-20,0.1323
"357",2023-06-21,0.1255
"358",2023-06-22,0.1091
"359",2023-06-23,0.1142
"360",2023-06-26,0.1209
"361",2023-06-27,0.1305
"362",2023-06-28,0.1313
"363",2023-06-29,0.128
