"","date","UHS"
"102",2022-06-14,0.3634
"103",2022-06-15,0.3791
"104",2022-06-16,0.3783
"105",2022-06-17,0.377
"106",2022-06-21,0.3918
"107",2022-06-22,0.3954
"108",2022-06-23,0.4123
"109",2022-06-24,0.4066
"110",2022-06-27,0.3956
"111",2022-06-28,0.3874
"112",2022-06-29,0.4145
"113",2022-06-30,0.4156
"114",2022-07-01,0.4005
"115",2022-07-05,0.4085
"116",2022-07-06,0.415
"117",2022-07-07,0.4083
"118",2022-07-08,0.4244
"119",2022-07-11,0.4344
"120",2022-07-12,0.4409
"121",2022-07-13,0.4349
"122",2022-07-14,0.441
"123",2022-07-15,0.4479
"124",2022-07-18,0.4514
"125",2022-07-19,0.4739
"126",2022-07-20,0.4697
"127",2022-07-21,0.4703
"128",2022-07-22,0.4597
"129",2022-07-25,0.4484
"130",2022-07-26,0.4751
"131",2022-07-27,0.4715
"132",2022-07-28,0.4774
"133",2022-07-29,0.4698
"134",2022-08-01,0.4432
"135",2022-08-02,0.4385
"136",2022-08-03,0.4588
"137",2022-08-04,0.4537
"138",2022-08-05,0.4554
"139",2022-08-08,0.4387
"140",2022-08-09,0.442
"141",2022-08-10,0.4392
"142",2022-08-11,0.4493
"143",2022-08-12,0.4536
"144",2022-08-15,0.4407
"145",2022-08-16,0.4491
"146",2022-08-17,0.4412
"147",2022-08-18,0.451
"148",2022-08-19,0.4686
"149",2022-08-22,0.4434
"150",2022-08-23,0.4362
"151",2022-08-24,0.4425
"152",2022-08-25,0.4668
"153",2022-08-26,0.4517
"154",2022-08-29,0.445
"155",2022-08-30,0.4304
"156",2022-08-31,0.4382
"157",2022-09-01,0.4593
"158",2022-09-02,0.5101
"159",2022-09-06,0.5086
"160",2022-09-07,0.5165
"161",2022-09-08,0.4943
"162",2022-09-09,0.4953
"163",2022-09-12,0.5027
"164",2022-09-13,0.4932
"165",2022-09-14,0.4769
"166",2022-09-15,0.476
"167",2022-09-16,0.48
"168",2022-09-19,0.4806
"169",2022-09-20,0.4664
"170",2022-09-21,0.4538
"171",2022-09-22,0.451
"172",2022-09-23,0.4664
"173",2022-09-26,0.4579
"174",2022-09-27,0.4601
"175",2022-09-28,0.4559
"176",2022-09-29,0.4487
"177",2022-09-30,0.4331
"178",2022-10-03,0.434
"179",2022-10-04,0.4204
"180",2022-10-05,0.416
"181",2022-10-06,0.4128
"182",2022-10-07,0.4147
"183",2022-10-10,0.4042
"184",2022-10-11,0.4084
"185",2022-10-12,0.4098
"186",2022-10-13,0.4162
"187",2022-10-14,0.4167
"188",2022-10-17,0.4081
"189",2022-10-18,0.3817
"190",2022-10-19,0.3865
"191",2022-10-20,0.3732
"192",2022-10-21,0.3909
"193",2022-10-24,0.3941
"194",2022-10-25,0.3621
"195",2022-10-26,0.3544
"196",2022-10-27,0.3741
"197",2022-10-28,0.3594
"198",2022-10-31,0.3474
"199",2022-11-01,0.3369
"200",2022-11-02,0.3343
"201",2022-11-03,0.3136
"202",2022-11-04,0.3237
"203",2022-11-07,0.3301
"204",2022-11-08,0.32
"205",2022-11-09,0.3088
"206",2022-11-10,0.2964
"207",2022-11-11,0.3053
"208",2022-11-14,0.3126
"209",2022-11-15,0.2965
"210",2022-11-16,0.2843
"211",2022-11-17,0.28
"212",2022-11-18,0.2861
"213",2022-11-21,0.2735
"214",2022-11-22,0.2846
"215",2022-11-23,0.2806
"216",2022-11-25,0.2719
"217",2022-11-28,0.2822
"218",2022-11-29,0.2774
"219",2022-11-30,0.2799
"220",2022-12-01,0.2884
"221",2022-12-02,0.281
"222",2022-12-05,0.2877
"223",2022-12-06,0.2992
"224",2022-12-07,0.3065
"225",2022-12-08,0.304
"226",2022-12-09,0.305
"227",2022-12-12,0.3055
"228",2022-12-13,0.3148
"229",2022-12-14,0.3194
"230",2022-12-15,0.3181
"231",2022-12-16,0.3191
"232",2022-12-19,0.3326
"233",2022-12-20,0.3267
"234",2022-12-21,0.33
"235",2022-12-22,0.3367
"236",2022-12-23,0.3576
"237",2022-12-27,0.3624
"238",2022-12-28,0.381
"239",2022-12-29,0.3947
"240",2022-12-30,0.4071
"241",2023-01-03,0.4166
"242",2023-01-04,0.4401
"243",2023-01-05,0.4511
"244",2023-01-06,0.4627
"245",2023-01-09,0.4682
"246",2023-01-10,0.4726
"247",2023-01-11,0.4896
"248",2023-01-12,0.5054
"249",2023-01-13,0.4754
"250",2023-01-17,0.4754
"251",2023-01-18,0.4378
"252",2023-01-19,0.4154
"253",2023-01-20,0.3946
"254",2023-01-23,0.3109
"255",2023-01-24,0.302
"256",2023-01-25,0.3063
"257",2023-01-26,0.2866
"258",2023-01-27,0.2907
"259",2023-01-30,0.2983
"260",2023-01-31,0.2789
"261",2023-02-01,0.2504
"262",2023-02-02,0.2632
"263",2023-02-03,0.2557
"264",2023-02-06,0.2615
"265",2023-02-07,0.2436
"266",2023-02-08,0.2499
"267",2023-02-09,0.2488
"268",2023-02-10,0.2516
"269",2023-02-13,0.2334
"270",2023-02-14,0.2275
"271",2023-02-15,0.2169
"272",2023-02-16,0.2237
"273",2023-02-17,0.2092
"274",2023-02-21,0.2086
"275",2023-02-22,0.2037
"276",2023-02-23,0.211
"277",2023-02-24,0.2189
"278",2023-02-27,0.2311
"279",2023-02-28,0.233
"280",2023-03-01,0.2414
"281",2023-03-02,0.2237
"282",2023-03-03,0.2195
"283",2023-03-06,0.2162
"284",2023-03-07,0.2224
"285",2023-03-08,0.2104
"286",2023-03-09,0.2152
"287",2023-03-10,0.2176
"288",2023-03-13,0.2222
"289",2023-03-14,0.2149
"290",2023-03-15,0.2161
"291",2023-03-16,0.2148
"292",2023-03-17,0.2345
"293",2023-03-20,0.2264
"294",2023-03-21,0.2324
"295",2023-03-22,0.2291
"296",2023-03-23,0.2337
"297",2023-03-24,0.2133
"298",2023-03-27,0.2155
"299",2023-03-28,0.2046
"300",2023-03-29,0.2013
"301",2023-03-30,0.1991
"302",2023-03-31,0.2145
"303",2023-04-03,0.2161
"304",2023-04-04,0.2133
"305",2023-04-05,0.2071
"306",2023-04-06,0.2065
"307",2023-04-10,0.2133
"308",2023-04-11,0.2262
"309",2023-04-12,0.2111
"310",2023-04-13,0.2186
"311",2023-04-14,0.2156
"312",2023-04-17,0.2297
"313",2023-04-18,0.2239
"314",2023-04-19,0.2133
"315",2023-04-20,0.201
"316",2023-04-21,0.213
"317",2023-04-24,0.2028
"318",2023-04-25,0.2073
"319",2023-04-26,0.2064
"320",2023-04-27,0.2075
"321",2023-04-28,0.1934
"322",2023-05-01,0.2031
"323",2023-05-02,0.2027
"324",2023-05-03,0.2082
"325",2023-05-04,0.1986
"326",2023-05-05,0.2003
"327",2023-05-08,0.204
"328",2023-05-09,0.2135
"329",2023-05-10,0.2098
"330",2023-05-11,0.2103
"331",2023-05-12,0.2061
"332",2023-05-15,0.2208
"333",2023-05-16,0.2122
"334",2023-05-17,0.2152
"335",2023-05-18,0.203
"336",2023-05-19,0.1975
"337",2023-05-22,0.1857
"338",2023-05-23,0.195
"339",2023-05-24,0.1959
"340",2023-05-25,0.2059
"341",2023-05-26,0.1975
"342",2023-05-30,0.2044
"343",2023-05-31,0.206
"344",2023-06-01,0.2101
"345",2023-06-02,0.189
"346",2023-06-05,0.2025
"347",2023-06-06,0.2058
"348",2023-06-07,0.1971
"349",2023-06-08,0.1956
"350",2023-06-09,0.1947
"351",2023-06-12,0.1904
"352",2023-06-13,0.1977
"353",2023-06-14,0.1838
"354",2023-06-15,0.1928
"355",2023-06-16,0.1916
"356",2023-06-20,0.2015
"357",2023-06-21,0.2051
"358",2023-06-22,0.2152
"359",2023-06-23,0.1985
"360",2023-06-26,0.1915
"361",2023-06-27,0.1737
"362",2023-06-28,0.1763
"363",2023-06-29,0.1789
