"","date","FOXA"
"73",2022-05-03,0.2688
"74",2022-05-04,0.2648
"75",2022-05-05,0.2676
"76",2022-05-06,0.2601
"77",2022-05-09,0.2629
"78",2022-05-10,0.2611
"79",2022-05-11,0.2575
"80",2022-05-12,0.2605
"81",2022-05-13,0.2701
"82",2022-05-16,0.2736
"83",2022-05-17,0.2796
"84",2022-05-18,0.2715
"85",2022-05-19,0.276
"86",2022-05-20,0.2736
"87",2022-05-23,0.2657
"88",2022-05-24,0.2659
"89",2022-05-25,0.2542
"90",2022-05-26,0.2499
"91",2022-05-27,0.2509
"92",2022-05-31,0.2589
"93",2022-06-01,0.2556
"94",2022-06-02,0.2584
"95",2022-06-03,0.2581
"96",2022-06-06,0.2502
"97",2022-06-07,0.2557
"98",2022-06-08,0.2593
"99",2022-06-09,0.2577
"100",2022-06-10,0.2544
"101",2022-06-13,0.2565
"102",2022-06-14,0.2503
"103",2022-06-15,0.2467
"104",2022-06-16,0.2295
"105",2022-06-17,0.2246
"106",2022-06-21,0.2195
"107",2022-06-22,0.2145
"108",2022-06-23,0.2141
"109",2022-06-24,0.2176
"110",2022-06-27,0.2212
"111",2022-06-28,0.2228
"112",2022-06-29,0.2198
"113",2022-06-30,0.224
"114",2022-07-01,0.2231
"115",2022-07-05,0.2176
"116",2022-07-06,0.2123
"117",2022-07-07,0.2056
"118",2022-07-08,0.2096
"119",2022-07-11,0.2155
"120",2022-07-12,0.2116
"121",2022-07-13,0.2171
"122",2022-07-14,0.2231
"123",2022-07-15,0.2227
"124",2022-07-18,0.2135
"125",2022-07-19,0.2089
"126",2022-07-20,0.197
"127",2022-07-21,0.1931
"128",2022-07-22,0.195
"129",2022-07-25,0.1924
"130",2022-07-26,0.198
"131",2022-07-27,0.1945
"132",2022-07-28,0.1925
"133",2022-07-29,0.196
"134",2022-08-01,0.19
"135",2022-08-02,0.1872
"136",2022-08-03,0.1873
"137",2022-08-04,0.1914
"138",2022-08-05,0.1892
"139",2022-08-08,0.1844
"140",2022-08-09,0.189
"141",2022-08-10,0.1934
"142",2022-08-11,0.2045
"143",2022-08-12,0.2033
"144",2022-08-15,0.1932
"145",2022-08-16,0.203
"146",2022-08-17,0.1998
"147",2022-08-18,0.2019
"148",2022-08-19,0.1957
"149",2022-08-22,0.1936
"150",2022-08-23,0.1913
"151",2022-08-24,0.1964
"152",2022-08-25,0.1998
"153",2022-08-26,0.1974
"154",2022-08-29,0.1931
"155",2022-08-30,0.1937
"156",2022-08-31,0.1907
"157",2022-09-01,0.2003
"158",2022-09-02,0.2096
"159",2022-09-06,0.2009
"160",2022-09-07,0.1946
"161",2022-09-08,0.194
"162",2022-09-09,0.1944
"163",2022-09-12,0.2054
"164",2022-09-13,0.2057
"165",2022-09-14,0.21
"166",2022-09-15,0.211
"167",2022-09-16,0.2186
"168",2022-09-19,0.2226
"169",2022-09-20,0.2186
"170",2022-09-21,0.213
"171",2022-09-22,0.212
"172",2022-09-23,0.2102
"173",2022-09-26,0.2155
"174",2022-09-27,0.2204
"175",2022-09-28,0.2274
"176",2022-09-29,0.2224
"177",2022-09-30,0.2115
"178",2022-10-03,0.2108
"179",2022-10-04,0.206
"180",2022-10-05,0.2011
"181",2022-10-06,0.1933
"182",2022-10-07,0.1919
"183",2022-10-10,0.1903
"184",2022-10-11,0.1887
"185",2022-10-12,0.1939
"186",2022-10-13,0.1799
"187",2022-10-14,0.1719
"188",2022-10-17,0.1678
"189",2022-10-18,0.1626
"190",2022-10-19,0.1746
"191",2022-10-20,0.1899
"192",2022-10-21,0.1774
"193",2022-10-24,0.1742
"194",2022-10-25,0.1632
"195",2022-10-26,0.1582
"196",2022-10-27,0.1505
"197",2022-10-28,0.152
"198",2022-10-31,0.1529
"199",2022-11-01,0.1401
"200",2022-11-02,0.1342
"201",2022-11-03,0.1309
"202",2022-11-04,0.1245
"203",2022-11-07,0.1266
"204",2022-11-08,0.1146
"205",2022-11-09,0.1186
"206",2022-11-10,0.119
"207",2022-11-11,0.1208
"208",2022-11-14,0.1224
"209",2022-11-15,0.1197
"210",2022-11-16,0.1154
"211",2022-11-17,0.1167
"212",2022-11-18,0.1244
"213",2022-11-21,0.126
"214",2022-11-22,0.1211
"215",2022-11-23,0.1239
"216",2022-11-25,0.1176
"217",2022-11-28,0.1191
"218",2022-11-29,0.131
"219",2022-11-30,0.128
"220",2022-12-01,0.1266
"221",2022-12-02,0.1306
"222",2022-12-05,0.1284
"223",2022-12-06,0.1336
"224",2022-12-07,0.1304
"225",2022-12-08,0.1338
"226",2022-12-09,0.1402
"227",2022-12-12,0.1562
"228",2022-12-13,0.1697
"229",2022-12-14,0.1832
"230",2022-12-15,0.1887
"231",2022-12-16,0.1968
"232",2022-12-19,0.2016
"233",2022-12-20,0.216
"234",2022-12-21,0.2209
"235",2022-12-22,0.2302
"236",2022-12-23,0.2399
"237",2022-12-27,0.2568
"238",2022-12-28,0.2698
"239",2022-12-29,0.2777
"240",2022-12-30,0.2921
"241",2023-01-03,0.3007
"242",2023-01-04,0.3075
"243",2023-01-05,0.3142
"244",2023-01-06,0.3148
"245",2023-01-09,0.329
"246",2023-01-10,0.3265
"247",2023-01-11,0.3239
"248",2023-01-12,0.3352
"249",2023-01-13,0.3325
"250",2023-01-17,0.3341
"251",2023-01-18,0.3197
"252",2023-01-19,0.3015
"253",2023-01-20,0.3013
"254",2023-01-23,0.2826
"255",2023-01-24,0.2749
"256",2023-01-25,0.2525
"257",2023-01-26,0.2482
"258",2023-01-27,0.242
"259",2023-01-30,0.2421
"260",2023-01-31,0.2394
"261",2023-02-01,0.2383
"262",2023-02-02,0.2412
"263",2023-02-03,0.2428
"264",2023-02-06,0.238
"265",2023-02-07,0.2346
"266",2023-02-08,0.2392
"267",2023-02-09,0.2384
"268",2023-02-10,0.2424
"269",2023-02-13,0.2303
"270",2023-02-14,0.2332
"271",2023-02-15,0.22
"272",2023-02-16,0.2159
"273",2023-02-17,0.2219
"274",2023-02-21,0.2167
"275",2023-02-22,0.2291
"276",2023-02-23,0.2323
"277",2023-02-24,0.2347
"278",2023-02-27,0.239
"279",2023-02-28,0.2345
"280",2023-03-01,0.2329
"281",2023-03-02,0.2354
"282",2023-03-03,0.2332
"283",2023-03-06,0.2403
"284",2023-03-07,0.2425
"285",2023-03-08,0.2443
"286",2023-03-09,0.2306
"287",2023-03-10,0.2222
"288",2023-03-13,0.2276
"289",2023-03-14,0.2336
"290",2023-03-15,0.2398
"291",2023-03-16,0.2348
"292",2023-03-17,0.2372
"293",2023-03-20,0.2464
"294",2023-03-21,0.2444
"295",2023-03-22,0.2431
"296",2023-03-23,0.2436
"297",2023-03-24,0.2372
"298",2023-03-27,0.2339
"299",2023-03-28,0.2312
"300",2023-03-29,0.2337
"301",2023-03-30,0.2332
"302",2023-03-31,0.2282
"303",2023-04-03,0.2283
"304",2023-04-04,0.2238
"305",2023-04-05,0.232
"306",2023-04-06,0.2316
"307",2023-04-10,0.2276
"308",2023-04-11,0.2383
"309",2023-04-12,0.2343
"310",2023-04-13,0.2408
"311",2023-04-14,0.2435
"312",2023-04-17,0.2396
"313",2023-04-18,0.2326
"314",2023-04-19,0.2248
"315",2023-04-20,0.2263
"316",2023-04-21,0.2269
"317",2023-04-24,0.2273
"318",2023-04-25,0.2287
"319",2023-04-26,0.2256
"320",2023-04-27,0.2252
"321",2023-04-28,0.2212
"322",2023-05-01,0.2229
"323",2023-05-02,0.2246
"324",2023-05-03,0.221
"325",2023-05-04,0.2256
"326",2023-05-05,0.2299
"327",2023-05-08,0.2269
"328",2023-05-09,0.228
"329",2023-05-10,0.2269
"330",2023-05-11,0.2325
"331",2023-05-12,0.2249
"332",2023-05-15,0.2313
"333",2023-05-16,0.2394
"334",2023-05-17,0.2294
"335",2023-05-18,0.226
"336",2023-05-19,0.2308
"337",2023-05-22,0.2314
"338",2023-05-23,0.2444
"339",2023-05-24,0.2459
"340",2023-05-25,0.2457
"341",2023-05-26,0.2402
"342",2023-05-30,0.2312
"343",2023-05-31,0.2352
"344",2023-06-01,0.2418
"345",2023-06-02,0.242
"346",2023-06-05,0.2359
"347",2023-06-06,0.2356
"348",2023-06-07,0.2389
"349",2023-06-08,0.2344
"350",2023-06-09,0.2388
"351",2023-06-12,0.2295
"352",2023-06-13,0.2316
"353",2023-06-14,0.245
"354",2023-06-15,0.2433
"355",2023-06-16,0.248
"356",2023-06-20,0.2437
"357",2023-06-21,0.2376
"358",2023-06-22,0.2395
"359",2023-06-23,0.2358
"360",2023-06-26,0.2419
"361",2023-06-27,0.2354
"362",2023-06-28,0.2262
"363",2023-06-29,0.2279
