"","date","XRAY"
"112",2022-06-29,0.1839
"113",2022-06-30,0.1968
"114",2022-07-01,0.1944
"115",2022-07-05,0.1989
"116",2022-07-06,0.2124
"117",2022-07-07,0.2135
"118",2022-07-08,0.2145
"119",2022-07-11,0.2223
"120",2022-07-12,0.2327
"121",2022-07-13,0.234
"122",2022-07-14,0.2281
"123",2022-07-15,0.2376
"124",2022-07-18,0.2338
"125",2022-07-19,0.234
"126",2022-07-20,0.2321
"127",2022-07-21,0.2414
"128",2022-07-22,0.2396
"129",2022-07-25,0.2434
"130",2022-07-26,0.2561
"131",2022-07-27,0.2548
"132",2022-07-28,0.2556
"133",2022-07-29,0.2675
"134",2022-08-01,0.2575
"135",2022-08-02,0.2508
"136",2022-08-03,0.2585
"137",2022-08-04,0.2697
"138",2022-08-05,0.2675
"139",2022-08-08,0.2625
"140",2022-08-09,0.26
"141",2022-08-10,0.2513
"142",2022-08-11,0.2577
"143",2022-08-12,0.264
"144",2022-08-15,0.2489
"145",2022-08-16,0.2538
"146",2022-08-17,0.2553
"147",2022-08-18,0.2566
"148",2022-08-19,0.2524
"149",2022-08-22,0.2468
"150",2022-08-23,0.2365
"151",2022-08-24,0.2397
"152",2022-08-25,0.2468
"153",2022-08-26,0.2457
"154",2022-08-29,0.2395
"155",2022-08-30,0.2291
"156",2022-08-31,0.227
"157",2022-09-01,0.2281
"158",2022-09-02,0.229
"159",2022-09-06,0.2344
"160",2022-09-07,0.2494
"161",2022-09-08,0.2515
"162",2022-09-09,0.2388
"163",2022-09-12,0.2436
"164",2022-09-13,0.2362
"165",2022-09-14,0.2311
"166",2022-09-15,0.2381
"167",2022-09-16,0.2427
"168",2022-09-19,0.2324
"169",2022-09-20,0.2375
"170",2022-09-21,0.2288
"171",2022-09-22,0.2248
"172",2022-09-23,0.2206
"173",2022-09-26,0.2241
"174",2022-09-27,0.213
"175",2022-09-28,0.2071
"176",2022-09-29,0.2038
"177",2022-09-30,0.1925
"178",2022-10-03,0.1859
"179",2022-10-04,0.184
"180",2022-10-05,0.1783
"181",2022-10-06,0.1651
"182",2022-10-07,0.151
"183",2022-10-10,0.1442
"184",2022-10-11,0.1416
"185",2022-10-12,0.1455
"186",2022-10-13,0.1429
"187",2022-10-14,0.1458
"188",2022-10-17,0.1361
"189",2022-10-18,0.1173
"190",2022-10-19,0.1155
"191",2022-10-20,0.1179
"192",2022-10-21,0.1142
"193",2022-10-24,0.1339
"194",2022-10-25,0.1195
"195",2022-10-26,0.106
"196",2022-10-27,0.108
"197",2022-10-28,0.1095
"198",2022-10-31,0.1025
"199",2022-11-01,0.0899
"200",2022-11-02,0.0984
"201",2022-11-03,0.0963
"202",2022-11-04,0.1009
"203",2022-11-07,0.0967000000000001
"204",2022-11-08,0.0927000000000001
"205",2022-11-09,0.097
"206",2022-11-10,0.098
"207",2022-11-11,0.104
"208",2022-11-14,0.1013
"209",2022-11-15,0.0957999999999999
"210",2022-11-16,0.0937
"211",2022-11-17,0.093
"212",2022-11-18,0.1018
"213",2022-11-21,0.0998
"214",2022-11-22,0.1036
"215",2022-11-23,0.1035
"216",2022-11-25,0.1127
"217",2022-11-28,0.1106
"218",2022-11-29,0.1048
"219",2022-11-30,0.1025
"220",2022-12-01,0.1062
"221",2022-12-02,0.0982000000000001
"222",2022-12-05,0.0984
"223",2022-12-06,0.0974
"224",2022-12-07,0.1027
"225",2022-12-08,0.1033
"226",2022-12-09,0.1167
"227",2022-12-12,0.1336
"228",2022-12-13,0.1302
"229",2022-12-14,0.1403
"230",2022-12-15,0.1538
"231",2022-12-16,0.1638
"232",2022-12-19,0.1744
"233",2022-12-20,0.1911
"234",2022-12-21,0.1952
"235",2022-12-22,0.212
"236",2022-12-23,0.2423
"237",2022-12-27,0.2624
"238",2022-12-28,0.2785
"239",2022-12-29,0.295
"240",2022-12-30,0.3153
"241",2023-01-03,0.3294
"242",2023-01-04,0.3425
"243",2023-01-05,0.3533
"244",2023-01-06,0.3671
"245",2023-01-09,0.3774
"246",2023-01-10,0.3915
"247",2023-01-11,0.3924
"248",2023-01-12,0.3878
"249",2023-01-13,0.3904
"250",2023-01-17,0.3989
"251",2023-01-18,0.3867
"252",2023-01-19,0.3673
"253",2023-01-20,0.3445
"254",2023-01-23,0.307
"255",2023-01-24,0.3044
"256",2023-01-25,0.3112
"257",2023-01-26,0.32
"258",2023-01-27,0.3068
"259",2023-01-30,0.3057
"260",2023-01-31,0.3105
"261",2023-02-01,0.306
"262",2023-02-02,0.3171
"263",2023-02-03,0.3156
"264",2023-02-06,0.3164
"265",2023-02-07,0.31
"266",2023-02-08,0.3146
"267",2023-02-09,0.3217
"268",2023-02-10,0.3192
"269",2023-02-13,0.3093
"270",2023-02-14,0.3004
"271",2023-02-15,0.2963
"272",2023-02-16,0.2991
"273",2023-02-17,0.2942
"274",2023-02-21,0.2935
"275",2023-02-22,0.2953
"276",2023-02-23,0.3069
"277",2023-02-24,0.311
"278",2023-02-27,0.3123
"279",2023-02-28,0.3064
"280",2023-03-01,0.3053
"281",2023-03-02,0.304
"282",2023-03-03,0.3149
"283",2023-03-06,0.3183
"284",2023-03-07,0.3299
"285",2023-03-08,0.3272
"286",2023-03-09,0.3231
"287",2023-03-10,0.3152
"288",2023-03-13,0.3062
"289",2023-03-14,0.306
"290",2023-03-15,0.3111
"291",2023-03-16,0.3175
"292",2023-03-17,0.3228
"293",2023-03-20,0.3228
"294",2023-03-21,0.316
"295",2023-03-22,0.3181
"296",2023-03-23,0.3321
"297",2023-03-24,0.3327
"298",2023-03-27,0.3172
"299",2023-03-28,0.3057
"300",2023-03-29,0.3004
"301",2023-03-30,0.2884
"302",2023-03-31,0.2851
"303",2023-04-03,0.278
"304",2023-04-04,0.2798
"305",2023-04-05,0.279
"306",2023-04-06,0.2888
"307",2023-04-10,0.2867
"308",2023-04-11,0.2814
"309",2023-04-12,0.2706
"310",2023-04-13,0.2821
"311",2023-04-14,0.2839
"312",2023-04-17,0.2792
"313",2023-04-18,0.2599
"314",2023-04-19,0.2506
"315",2023-04-20,0.2517
"316",2023-04-21,0.2563
"317",2023-04-24,0.267
"318",2023-04-25,0.2561
"319",2023-04-26,0.245
"320",2023-04-27,0.2429
"321",2023-04-28,0.2405
"322",2023-05-01,0.2417
"323",2023-05-02,0.2365
"324",2023-05-03,0.2334
"325",2023-05-04,0.228
"326",2023-05-05,0.2437
"327",2023-05-08,0.2572
"328",2023-05-09,0.2599
"329",2023-05-10,0.2541
"330",2023-05-11,0.2469
"331",2023-05-12,0.2348
"332",2023-05-15,0.2355
"333",2023-05-16,0.2282
"334",2023-05-17,0.2316
"335",2023-05-18,0.232
"336",2023-05-19,0.2429
"337",2023-05-22,0.2521
"338",2023-05-23,0.2459
"339",2023-05-24,0.2436
"340",2023-05-25,0.2464
"341",2023-05-26,0.2429
"342",2023-05-30,0.2374
"343",2023-05-31,0.2305
"344",2023-06-01,0.2327
"345",2023-06-02,0.2317
"346",2023-06-05,0.2348
"347",2023-06-06,0.2404
"348",2023-06-07,0.2375
"349",2023-06-08,0.2249
"350",2023-06-09,0.2244
"351",2023-06-12,0.2249
"352",2023-06-13,0.2288
"353",2023-06-14,0.2249
"354",2023-06-15,0.2224
"355",2023-06-16,0.2278
"356",2023-06-20,0.2357
"357",2023-06-21,0.2331
"358",2023-06-22,0.2236
"359",2023-06-23,0.2183
"360",2023-06-26,0.2121
"361",2023-06-27,0.2074
"362",2023-06-28,0.2127
"363",2023-06-29,0.2152
