"","date","BBWI"
"126",2022-07-20,0.1875
"127",2022-07-21,0.1823
"128",2022-07-22,0.1814
"129",2022-07-25,0.1927
"130",2022-07-26,0.1941
"131",2022-07-27,0.2079
"132",2022-07-28,0.1977
"133",2022-07-29,0.1835
"134",2022-08-01,0.1648
"135",2022-08-02,0.1708
"136",2022-08-03,0.1825
"137",2022-08-04,0.1839
"138",2022-08-05,0.1832
"139",2022-08-08,0.173
"140",2022-08-09,0.1696
"141",2022-08-10,0.1808
"142",2022-08-11,0.1852
"143",2022-08-12,0.1871
"144",2022-08-15,0.1751
"145",2022-08-16,0.1765
"146",2022-08-17,0.1704
"147",2022-08-18,0.1694
"148",2022-08-19,0.1651
"149",2022-08-22,0.1577
"150",2022-08-23,0.1546
"151",2022-08-24,0.1749
"152",2022-08-25,0.1803
"153",2022-08-26,0.1831
"154",2022-08-29,0.1692
"155",2022-08-30,0.1589
"156",2022-08-31,0.154
"157",2022-09-01,0.157
"158",2022-09-02,0.1566
"159",2022-09-06,0.1564
"160",2022-09-07,0.1533
"161",2022-09-08,0.1549
"162",2022-09-09,0.1571
"163",2022-09-12,0.1542
"164",2022-09-13,0.1428
"165",2022-09-14,0.1479
"166",2022-09-15,0.1494
"167",2022-09-16,0.1505
"168",2022-09-19,0.1466
"169",2022-09-20,0.1319
"170",2022-09-21,0.1203
"171",2022-09-22,0.1375
"172",2022-09-23,0.142
"173",2022-09-26,0.1447
"174",2022-09-27,0.1283
"175",2022-09-28,0.1206
"176",2022-09-29,0.1131
"177",2022-09-30,0.1201
"178",2022-10-03,0.1295
"179",2022-10-04,0.126
"180",2022-10-05,0.1191
"181",2022-10-06,0.1229
"182",2022-10-07,0.1179
"183",2022-10-10,0.1225
"184",2022-10-11,0.1217
"185",2022-10-12,0.1213
"186",2022-10-13,0.119
"187",2022-10-14,0.1153
"188",2022-10-17,0.1066
"189",2022-10-18,0.1029
"190",2022-10-19,0.1015
"191",2022-10-20,0.1103
"192",2022-10-21,0.1108
"193",2022-10-24,0.1079
"194",2022-10-25,0.0922
"195",2022-10-26,0.097
"196",2022-10-27,0.1011
"197",2022-10-28,0.0997
"198",2022-10-31,0.0966
"199",2022-11-01,0.0901
"200",2022-11-02,0.095
"201",2022-11-03,0.0935
"202",2022-11-04,0.0997
"203",2022-11-07,0.0975
"204",2022-11-08,0.1048
"205",2022-11-09,0.1145
"206",2022-11-10,0.113
"207",2022-11-11,0.1164
"208",2022-11-14,0.1079
"209",2022-11-15,0.111
"210",2022-11-16,0.1143
"211",2022-11-17,0.1106
"212",2022-11-18,0.1131
"213",2022-11-21,0.1099
"214",2022-11-22,0.1188
"215",2022-11-23,0.1234
"216",2022-11-25,0.1194
"217",2022-11-28,0.1151
"218",2022-11-29,0.1198
"219",2022-11-30,0.1149
"220",2022-12-01,0.1335
"221",2022-12-02,0.1316
"222",2022-12-05,0.1316
"223",2022-12-06,0.124
"224",2022-12-07,0.1315
"225",2022-12-08,0.1312
"226",2022-12-09,0.1266
"227",2022-12-12,0.1206
"228",2022-12-13,0.1125
"229",2022-12-14,0.1161
"230",2022-12-15,0.1076
"231",2022-12-16,0.1068
"232",2022-12-19,0.1064
"233",2022-12-20,0.092
"234",2022-12-21,0.0901
"235",2022-12-22,0.0868
"236",2022-12-23,0.0793
"237",2022-12-27,0.0911
"238",2022-12-28,0.0987
"239",2022-12-29,0.1078
"240",2022-12-30,0.114
"241",2023-01-03,0.1281
"242",2023-01-04,0.1371
"243",2023-01-05,0.1506
"244",2023-01-06,0.1586
"245",2023-01-09,0.172
"246",2023-01-10,0.1908
"247",2023-01-11,0.2098
"248",2023-01-12,0.2339
"249",2023-01-13,0.2526
"250",2023-01-17,0.2631
"251",2023-01-18,0.2545
"252",2023-01-19,0.2303
"253",2023-01-20,0.2106
"254",2023-01-23,0.1614
"255",2023-01-24,0.1623
"256",2023-01-25,0.166
"257",2023-01-26,0.1661
"258",2023-01-27,0.1819
"259",2023-01-30,0.1731
"260",2023-01-31,0.151
"261",2023-02-01,0.1556
"262",2023-02-02,0.1428
"263",2023-02-03,0.1541
"264",2023-02-06,0.1459
"265",2023-02-07,0.1483
"266",2023-02-08,0.1652
"267",2023-02-09,0.1588
"268",2023-02-10,0.1447
"269",2023-02-13,0.1418
"270",2023-02-14,0.1335
"271",2023-02-15,0.1431
"272",2023-02-16,0.1464
"273",2023-02-17,0.1505
"274",2023-02-21,0.1494
"275",2023-02-22,0.1347
"276",2023-02-23,0.1385
"277",2023-02-24,0.1423
"278",2023-02-27,0.1397
"279",2023-02-28,0.1362
"280",2023-03-01,0.1317
"281",2023-03-02,0.1334
"282",2023-03-03,0.1383
"283",2023-03-06,0.1384
"284",2023-03-07,0.1332
"285",2023-03-08,0.1315
"286",2023-03-09,0.1269
"287",2023-03-10,0.1327
"288",2023-03-13,0.1439
"289",2023-03-14,0.1477
"290",2023-03-15,0.1531
"291",2023-03-16,0.1611
"292",2023-03-17,0.162
"293",2023-03-20,0.1689
"294",2023-03-21,0.169
"295",2023-03-22,0.1662
"296",2023-03-23,0.1693
"297",2023-03-24,0.1491
"298",2023-03-27,0.1325
"299",2023-03-28,0.134
"300",2023-03-29,0.1228
"301",2023-03-30,0.1038
"302",2023-03-31,0.1021
"303",2023-04-03,0.1052
"304",2023-04-04,0.1047
"305",2023-04-05,0.1008
"306",2023-04-06,0.0987
"307",2023-04-10,0.1049
"308",2023-04-11,0.1046
"309",2023-04-12,0.0957
"310",2023-04-13,0.09
"311",2023-04-14,0.0921
"312",2023-04-17,0.0874
"313",2023-04-18,0.0802
"314",2023-04-19,0.0718
"315",2023-04-20,0.0632
"316",2023-04-21,0.0638
"317",2023-04-24,0.0586
"318",2023-04-25,0.0576
"319",2023-04-26,0.0547
"320",2023-04-27,0.0559999999999999
"321",2023-04-28,0.0539000000000001
"322",2023-05-01,0.053
"323",2023-05-02,0.0530999999999999
"324",2023-05-03,0.0522
"325",2023-05-04,0.0498000000000001
"326",2023-05-05,0.0536
"327",2023-05-08,0.0566
"328",2023-05-09,0.0572
"329",2023-05-10,0.0604000000000001
"330",2023-05-11,0.0624000000000001
"331",2023-05-12,0.0628
"332",2023-05-15,0.0618
"333",2023-05-16,0.0582
"334",2023-05-17,0.0569000000000001
"335",2023-05-18,0.0513999999999999
"336",2023-05-19,0.0508999999999999
"337",2023-05-22,0.0487
"338",2023-05-23,0.0507
"339",2023-05-24,0.0487
"340",2023-05-25,0.0475
"341",2023-05-26,0.0434
"342",2023-05-30,0.0383
"343",2023-05-31,0.0364
"344",2023-06-01,0.0362
"345",2023-06-02,0.0295
"346",2023-06-05,0.0227
"347",2023-06-06,0.0281
"348",2023-06-07,0.0447
"349",2023-06-08,0.0458
"350",2023-06-09,0.0515
"351",2023-06-12,0.0482
"352",2023-06-13,0.0631
"353",2023-06-14,0.0543
"354",2023-06-15,0.0600000000000001
"355",2023-06-16,0.0615
"356",2023-06-20,0.0526
"357",2023-06-21,0.0516
"358",2023-06-22,0.0475
"359",2023-06-23,0.0433
"360",2023-06-26,0.042
"361",2023-06-27,0.0491
"362",2023-06-28,0.0427
"363",2023-06-29,0.0413
