"","date","CMA"
"75",2020-11-30,0.296
"76",2020-12-01,0.2914
"77",2020-12-02,0.2734
"78",2020-12-03,0.2527
"79",2020-12-04,0.288
"80",2020-12-07,0.2772
"81",2020-12-08,0.3133
"82",2020-12-09,0.3279
"83",2020-12-10,0.3512
"84",2020-12-11,0.3357
"85",2020-12-14,0.3508
"86",2020-12-15,0.3358
"87",2020-12-16,0.3442
"88",2020-12-17,0.3177
"89",2020-12-18,0.3005
"90",2020-12-21,0.3008
"91",2020-12-22,0.3171
"92",2020-12-23,0.337
"93",2020-12-24,0.3649
"94",2020-12-28,0.3433
"95",2020-12-29,0.3643
"96",2020-12-30,0.3434
"97",2020-12-31,0.2951
"98",2021-01-04,0.2299
"99",2021-01-05,0.1937
"100",2021-01-06,0.1473
"101",2021-01-07,0.1726
"102",2021-01-08,0.131
"103",2021-01-11,0.1436
"104",2021-01-12,0.1165
"105",2021-01-13,0.1179
"106",2021-01-14,0.1189
"107",2021-01-15,0.1696
"108",2021-01-19,0.1509
"109",2021-01-20,0.1351
"110",2021-01-21,0.1244
"111",2021-01-22,0.1367
"112",2021-01-25,0.1405
"113",2021-01-26,0.1541
"114",2021-01-27,0.1597
"115",2021-01-28,0.1598
"116",2021-01-29,0.1391
"117",2021-02-01,0.1096
"118",2021-02-02,0.1085
"119",2021-02-03,0.1215
"120",2021-02-04,0.1055
"121",2021-02-05,0.1214
"122",2021-02-08,0.0974
"123",2021-02-09,0.0975
"124",2021-02-10,0.0732
"125",2021-02-11,0.1035
"126",2021-02-12,0.1124
"127",2021-02-16,0.1108
"128",2021-02-17,0.0995
"129",2021-02-18,0.0893999999999999
"130",2021-02-19,0.0518
"131",2021-02-22,0.1108
"132",2021-02-23,0.0906000000000001
"133",2021-02-24,0.0815
"134",2021-02-25,0.078
"135",2021-02-26,0.1044
"136",2021-03-01,0.1114
"137",2021-03-02,0.0993000000000001
"138",2021-03-03,0.0929
"139",2021-03-04,0.1166
"140",2021-03-05,0.122
"141",2021-03-08,0.1304
"142",2021-03-09,0.1248
"143",2021-03-10,0.1543
"144",2021-03-11,0.1483
"145",2021-03-12,0.1746
"146",2021-03-15,0.1534
"147",2021-03-16,0.1467
"148",2021-03-17,0.1417
"149",2021-03-18,0.1648
"150",2021-03-19,0.1617
"151",2021-03-22,0.1801
"152",2021-03-23,0.1812
"153",2021-03-24,0.1828
"154",2021-03-25,0.1709
"155",2021-03-26,0.1964
"156",2021-03-29,0.1869
"157",2021-03-30,0.1822
"158",2021-03-31,0.1937
"159",2021-04-01,0.1935
"160",2021-04-05,0.1756
"161",2021-04-06,0.2108
"162",2021-04-07,0.2189
"163",2021-04-08,0.2427
"164",2021-04-09,0.261
"165",2021-04-12,0.2984
"166",2021-04-13,0.2803
"167",2021-04-14,0.313
"168",2021-04-15,0.3047
"169",2021-04-16,0.3319
"170",2021-04-19,0.331
"171",2021-04-20,0.3863
"172",2021-04-21,0.3889
"173",2021-04-22,0.3927
"174",2021-04-23,0.3644
"175",2021-04-26,0.366
"176",2021-04-27,0.3462
"177",2021-04-28,0.3272
"178",2021-04-29,0.3334
"179",2021-04-30,0.3298
"180",2021-05-03,0.3255
"181",2021-05-04,0.3213
"182",2021-05-05,0.3012
"183",2021-05-06,0.2836
"184",2021-05-07,0.2627
"185",2021-05-10,0.2629
"186",2021-05-11,0.2541
"187",2021-05-12,0.2383
"188",2021-05-13,0.205
"189",2021-05-14,0.2042
"190",2021-05-17,0.2154
"191",2021-05-18,0.4568
"192",2021-05-19,0.4257
"193",2021-05-20,0.4122
"194",2021-05-21,0.3853
"195",2021-05-24,0.3621
"196",2021-05-25,0.3171
"197",2021-05-26,0.3179
"198",2021-05-27,0.2898
"199",2021-05-28,0.28
"200",2021-06-01,0.2566
"201",2021-06-02,0.2402
"202",2021-06-03,0.2324
"203",2021-06-04,0.2129
"204",2021-06-07,0.1895
"205",2021-06-08,0.1749
"206",2021-06-09,0.1655
"207",2021-06-10,0.149
"208",2021-06-11,0.1448
"209",2021-06-14,0.1216
"210",2021-06-15,0.0926
"211",2021-06-16,0.0944
"212",2021-06-17,0.0823
"213",2021-06-18,0.0721
"214",2021-06-21,0.0597
"215",2021-06-22,0.0365
"216",2021-06-23,0.0462
"217",2021-06-24,0.0604
"218",2021-06-25,0.045
"219",2021-06-28,0.0567
"220",2021-06-29,0.0489999999999999
"221",2021-06-30,0.0471999999999999
"222",2021-07-01,0.0607
"223",2021-07-02,0.0743
"224",2021-07-06,0.0955
"225",2021-07-07,0.1005
"226",2021-07-08,0.1173
"227",2021-07-09,0.1332
"228",2021-07-12,0.1446
"229",2021-07-13,0.1505
"230",2021-07-14,0.1682
"231",2021-07-15,0.1897
"232",2021-07-16,0.2052
"233",2021-07-19,0.1981
"234",2021-07-20,0.2133
"235",2021-07-21,0.2112
"236",2021-07-22,0.2011
"237",2021-07-23,0.1926
"238",2021-07-26,0.1786
"239",2021-07-27,0.1511
"240",2021-07-28,0.1262
"241",2021-07-29,0.0928
"242",2021-07-30,0.0688
"243",2021-08-02,0.07
"244",2021-08-03,0.0697
"245",2021-08-04,0.0789
"246",2021-08-05,0.1336
"247",2021-08-06,0.1738
"248",2021-08-09,0.1881
"249",2021-08-10,0.2293
"250",2021-08-11,0.2544
"251",2021-08-12,0.2807
"252",2021-08-13,0.3131
"253",2021-08-16,0.3327
"254",2021-08-17,0.3022
"255",2021-08-18,0.3012
"256",2021-08-19,0.3156
"257",2021-08-20,0.3116
"258",2021-08-23,0.2897
"259",2021-08-24,0.2853
"260",2021-08-25,0.2617
"261",2021-08-26,0.272
"262",2021-08-27,0.2657
"263",2021-08-30,0.2628
"264",2021-08-31,0.2633
"265",2021-09-01,0.2509
"266",2021-09-02,0.2662
"267",2021-09-03,0.2577
"268",2021-09-07,0.2452
"269",2021-09-08,0.2562
"270",2021-09-09,0.247
"271",2021-09-10,0.2526
"272",2021-09-13,0.2447
"273",2021-09-14,0.2089
"274",2021-09-15,0.1965
"275",2021-09-16,0.1904
"276",2021-09-17,0.2222
"277",2021-09-20,0.2256
"278",2021-09-21,0.2276
"279",2021-09-22,0.2154
"280",2021-09-23,0.1994
"281",2021-09-24,0.1904
"282",2021-09-27,0.1955
"283",2021-09-28,0.1969
"284",2021-09-29,0.1912
"285",2021-09-30,0.2054
"286",2021-10-01,0.2021
"287",2021-10-04,0.1772
"288",2021-10-05,0.1677
"289",2021-10-06,0.1727
"290",2021-10-07,0.1644
"291",2021-10-08,0.1754
"292",2021-10-11,0.1844
"293",2021-10-12,0.1693
"294",2021-10-13,0.1698
"295",2021-10-14,0.2014
"296",2021-10-15,0.2439
"297",2021-10-18,0.2616
"298",2021-10-19,0.2697
"299",2021-10-20,0.2649
"300",2021-10-21,0.2823
"301",2021-10-22,0.301
"302",2021-10-25,0.3051
"303",2021-10-26,0.3026
"304",2021-10-27,0.3066
"305",2021-10-28,0.3349
"306",2021-10-29,0.358
"307",2021-11-01,0.3253
"308",2021-11-02,0.2741
"309",2021-11-03,0.2397
"310",2021-11-04,0.2002
"311",2021-11-05,0.2007
"312",2021-11-08,0.2236
"313",2021-11-09,0.2381
"314",2021-11-10,0.2353
"315",2021-11-11,0.238
"316",2021-11-12,0.2449
"317",2021-11-15,0.2557
"318",2021-11-16,0.2628
"319",2021-11-17,0.2878
"320",2021-11-18,0.2883
"321",2021-11-19,0.289
"322",2021-11-22,0.2951
"323",2021-11-23,0.2965
"324",2021-11-24,0.2979
"325",2021-11-26,0.2791
"326",2021-11-29,0.2922
"327",2021-11-30,0.2871
"328",2021-12-01,0.2886
"329",2021-12-02,0.2894
"330",2021-12-03,0.2892
"331",2021-12-06,0.2929
"332",2021-12-07,0.2853
"333",2021-12-08,0.2972
"334",2021-12-09,0.2848
"335",2021-12-10,0.2618
"336",2021-12-13,0.2729
"337",2021-12-14,0.2868
"338",2021-12-15,0.281
"339",2021-12-16,0.3077
"340",2021-12-17,0.2781
"341",2021-12-20,0.2755
"342",2021-12-21,0.2752
"343",2021-12-22,0.2683
"344",2021-12-23,0.2746
"345",2021-12-27,0.2595
"346",2021-12-28,0.2674
"347",2021-12-29,0.2574
"348",2021-12-30,0.2616
"349",2021-12-31,0.2577
"350",2022-01-03,0.2577
"351",2022-01-04,0.239
"352",2022-01-05,0.2339
"353",2022-01-06,0.2385
"354",2022-01-07,0.242
"355",2022-01-10,0.2228
"356",2022-01-11,0.2281
"357",2022-01-12,0.2418
"358",2022-01-13,0.2513
"359",2022-01-14,0.2699
"360",2022-01-18,0.274
"361",2022-01-19,0.2888
"362",2022-01-20,0.2766
"363",2022-01-21,0.2655
"364",2022-01-24,0.2619
"365",2022-01-25,0.2528
"366",2022-01-26,0.2644
"367",2022-01-27,0.2663
"368",2022-01-28,0.2542
"369",2022-01-31,0.2938
"370",2022-02-01,0.2835
"371",2022-02-02,0.2744
"372",2022-02-03,0.3009
"373",2022-02-04,0.2916
"374",2022-02-07,0.2942
"375",2022-02-08,0.2891
"376",2022-02-09,0.3077
"377",2022-02-10,0.3097
"378",2022-02-11,0.3041
"379",2022-02-14,0.3143
"380",2022-02-15,0.3143
"381",2022-02-16,0.3184
"382",2022-02-17,0.3324
"383",2022-02-18,0.3448
"384",2022-02-22,0.3312
"385",2022-02-23,0.3035
"386",2022-02-24,0.3098
"387",2022-02-25,0.2904
"388",2022-02-28,0.2776
"389",2022-03-01,0.3005
"390",2022-03-02,0.2953
"391",2022-03-03,0.2778
"392",2022-03-04,0.2835
"393",2022-03-07,0.3026
"394",2022-03-08,0.3163
"395",2022-03-09,0.2962
"396",2022-03-10,0.3124
"397",2022-03-11,0.2987
"398",2022-03-14,0.2874
"399",2022-03-15,0.2922
"400",2022-03-16,0.272
"401",2022-03-17,0.2683
"402",2022-03-18,0.2752
"403",2022-03-21,0.2905
"404",2022-03-22,0.2887
"405",2022-03-23,0.2866
"406",2022-03-24,0.2819
"407",2022-03-25,0.2844
"408",2022-03-28,0.2853
"409",2022-03-29,0.2989
"410",2022-03-30,0.2936
"411",2022-03-31,0.2805
"412",2022-04-01,0.2745
"413",2022-04-04,0.269
"414",2022-04-05,0.283
"415",2022-04-06,0.2671
"416",2022-04-07,0.2846
"417",2022-04-08,0.2797
"418",2022-04-11,0.2601
"419",2022-04-12,0.2461
"420",2022-04-13,0.217
"421",2022-04-14,0.1876
"422",2022-04-18,0.1992
"423",2022-04-19,0.1975
"424",2022-04-20,0.206
"425",2022-04-21,0.2033
"426",2022-04-22,0.2097
"427",2022-04-25,0.2081
"428",2022-04-26,0.1973
"429",2022-04-27,0.222
"430",2022-04-28,0.2117
"431",2022-04-29,0.1968
"432",2022-05-02,0.1977
"433",2022-05-03,0.1777
"434",2022-05-04,0.1789
"435",2022-05-05,0.1888
"436",2022-05-06,0.2049
"437",2022-05-09,0.223
"438",2022-05-10,0.2222
"439",2022-05-11,0.2267
"440",2022-05-12,0.2225
"441",2022-05-13,0.2132
"442",2022-05-16,0.2206
"443",2022-05-17,0.1963
"444",2022-05-18,0.1937
"445",2022-05-19,0.1828
"446",2022-05-20,0.2079
"447",2022-05-23,0.1904
"448",2022-05-24,0.2002
"449",2022-05-25,0.2318
"450",2022-05-26,0.2386
"451",2022-05-27,0.2189
"452",2022-05-31,0.2466
"453",2022-06-01,0.2456
"454",2022-06-02,0.2344
"455",2022-06-03,0.2256
"456",2022-06-06,0.2434
"457",2022-06-07,0.2354
"458",2022-06-08,0.2315
"459",2022-06-09,0.2437
"460",2022-06-10,0.2521
"461",2022-06-13,0.228
"462",2022-06-14,0.232
"463",2022-06-15,0.2291
"464",2022-06-16,0.2127
"465",2022-06-17,0.2087
"466",2022-06-21,0.2137
"467",2022-06-22,0.2131
"468",2022-06-23,0.2196
"469",2022-06-24,0.2281
"470",2022-06-27,0.2324
"471",2022-06-28,0.2254
"472",2022-06-29,0.2176
"473",2022-06-30,0.224
"474",2022-07-01,0.2398
"475",2022-07-05,0.2084
"476",2022-07-06,0.1983
"477",2022-07-07,0.1751
"478",2022-07-08,0.1611
"479",2022-07-11,0.1711
"480",2022-07-12,0.1849
"481",2022-07-13,0.1706
"482",2022-07-14,0.2007
"483",2022-07-15,0.1906
"484",2022-07-18,0.2024
"485",2022-07-19,0.1952
"486",2022-07-20,0.1917
"487",2022-07-21,0.1861
"488",2022-07-22,0.1859
"489",2022-07-25,0.2096
"490",2022-07-26,0.2179
"491",2022-07-27,0.1964
"492",2022-07-28,0.1992
"493",2022-07-29,0.2002
"494",2022-08-01,0.1962
"495",2022-08-02,0.1854
"496",2022-08-03,0.192
"497",2022-08-04,0.2073
"498",2022-08-05,0.2011
"499",2022-08-08,0.2107
"500",2022-08-09,0.211
"501",2022-08-10,0.2014
"502",2022-08-11,0.2151
"503",2022-08-12,0.1977
"504",2022-08-15,0.2116
"505",2022-08-16,0.1764
"506",2022-08-17,0.1942
"507",2022-08-18,0.1909
"508",2022-08-19,0.1868
"509",2022-08-22,0.1845
"510",2022-08-23,0.1773
"511",2022-08-24,0.1619
"512",2022-08-25,0.1793
"513",2022-08-26,0.2098
"514",2022-08-29,0.212
"515",2022-08-30,0.2178
"516",2022-08-31,0.228
"517",2022-09-01,0.199
"518",2022-09-02,0.2038
"519",2022-09-06,0.216
"520",2022-09-07,0.2031
"521",2022-09-08,0.1857
"522",2022-09-09,0.2065
"523",2022-09-12,0.1977
"524",2022-09-13,0.1935
"525",2022-09-14,0.1882
"526",2022-09-15,0.2178
"527",2022-09-16,0.2104
"528",2022-09-19,0.2096
"529",2022-09-20,0.2178
"530",2022-09-21,0.2194
"531",2022-09-22,0.19
"532",2022-09-23,0.2039
"533",2022-09-26,0.1991
"534",2022-09-27,0.1973
"535",2022-09-28,0.1947
"536",2022-09-29,0.2159
"537",2022-09-30,0.2416
"538",2022-10-03,0.2278
"539",2022-10-04,0.2422
"540",2022-10-05,0.2529
"541",2022-10-06,0.215
"542",2022-10-07,0.2098
"543",2022-10-10,0.2021
"544",2022-10-11,0.1997
"545",2022-10-12,0.1949
"546",2022-10-13,0.209
"547",2022-10-14,0.2079
"548",2022-10-17,0.2216
"549",2022-10-18,0.2361
"550",2022-10-19,0.2409
"551",2022-10-20,0.2305
"552",2022-10-21,0.2402
"553",2022-10-24,0.2164
"554",2022-10-25,0.2321
"555",2022-10-26,0.2173
"556",2022-10-27,0.2257
"557",2022-10-28,0.2354
"558",2022-10-31,0.2412
"559",2022-11-01,0.243
"560",2022-11-02,0.2287
"561",2022-11-03,0.2241
"562",2022-11-04,0.2415
"563",2022-11-07,0.2336
"564",2022-11-08,0.2395
"565",2022-11-09,0.2225
"566",2022-11-10,0.2277
"567",2022-11-11,0.2349
"568",2022-11-14,0.2351
"569",2022-11-15,0.2495
"570",2022-11-16,0.2586
"571",2022-11-17,0.2374
"572",2022-11-18,0.2497
"573",2022-11-21,0.2406
"574",2022-11-22,0.2392
"575",2022-11-23,0.2199
"576",2022-11-25,0.229
"577",2022-11-28,0.2097
"578",2022-11-29,0.2326
"579",2022-11-30,0.2478
"580",2022-12-01,0.2456
"581",2022-12-02,0.2443
"582",2022-12-05,0.2338
"583",2022-12-06,0.2116
"584",2022-12-07,0.2039
"585",2022-12-08,0.1915
"586",2022-12-09,0.1922
"587",2022-12-12,0.1853
"588",2022-12-13,0.1922
"589",2022-12-14,0.1922
"590",2022-12-15,0.1987
"591",2022-12-16,0.1985
"592",2022-12-19,0.2187
"593",2022-12-20,0.2048
"594",2022-12-21,0.2013
"595",2022-12-22,0.1782
"596",2022-12-23,0.1808
"597",2022-12-27,0.1732
"598",2022-12-28,0.1696
"599",2022-12-29,0.1848
"600",2022-12-30,0.1923
"601",2023-01-03,0.1776
"602",2023-01-04,0.2166
"603",2023-01-05,0.2267
"604",2023-01-06,0.2336
"605",2023-01-09,0.2352
"606",2023-01-10,0.2532
"607",2023-01-11,0.2518
"608",2023-01-12,0.2412
"609",2023-01-13,0.2477
"610",2023-01-17,0.2565
"611",2023-01-18,0.2362
"612",2023-01-19,0.2572
"613",2023-01-20,0.2649
"614",2023-01-23,0.2612
"615",2023-01-24,0.2472
"616",2023-01-25,0.2591
"617",2023-01-26,0.285
"618",2023-01-27,0.288
"619",2023-01-30,0.2843
"620",2023-01-31,0.2677
"621",2023-02-01,0.2416
"622",2023-02-02,0.2491
"623",2023-02-03,0.2555
"624",2023-02-06,0.2755
"625",2023-02-07,0.2747
"626",2023-02-08,0.2836
"627",2023-02-09,0.2896
"628",2023-02-10,0.2933
"629",2023-02-13,0.2946
"630",2023-02-14,0.2986
"631",2023-02-15,0.2715
"632",2023-02-16,0.2859
"633",2023-02-17,0.2915
"634",2023-02-21,0.2892
"635",2023-02-22,0.2631
"636",2023-02-23,0.2747
"637",2023-02-24,0.263
"638",2023-02-27,0.2663
"639",2023-02-28,0.283
"640",2023-03-01,0.2925
"641",2023-03-02,0.3003
"642",2023-03-03,0.2961
"643",2023-03-06,0.284
"644",2023-03-07,0.2841
"645",2023-03-08,0.2967
"646",2023-03-09,0.2952
"647",2023-03-10,0.307
"648",2023-03-13,0.4172
"649",2023-03-14,0.4435
"650",2023-03-15,0.4421
"651",2023-03-16,0.4291
"652",2023-03-17,0.4201
"653",2023-03-20,0.4041
"654",2023-03-21,0.4098
"655",2023-03-22,0.3923
"656",2023-03-23,0.433
"657",2023-03-24,0.4381
"658",2023-03-27,0.5066
"659",2023-03-28,0.4927
"660",2023-03-29,0.4986
"661",2023-03-30,0.482
"662",2023-03-31,0.5013
"663",2023-04-03,0.51
"664",2023-04-04,0.4972
"665",2023-04-05,0.4463
"666",2023-04-06,0.4499
"667",2023-04-10,0.4413
"668",2023-04-11,0.4639
"669",2023-04-12,0.4662
"670",2023-04-13,0.4324
"671",2023-04-14,0.3572
"672",2023-04-17,0.4246
"673",2023-04-18,0.4333
"674",2023-04-19,0.4192
"675",2023-04-20,0.378
"676",2023-04-21,0.3524
"677",2023-04-24,0.3039
"678",2023-04-25,0.3932
"679",2023-04-26,0.412
"680",2023-04-27,0.3901
"681",2023-04-28,0.3662
"682",2023-05-01,0.31
"683",2023-05-02,0.2892
"684",2023-05-03,0.3247
"685",2023-05-04,0.3226
"686",2023-05-05,0.3207
"687",2023-05-08,0.2906
"688",2023-05-09,0.308
"689",2023-05-10,0.3511
"690",2023-05-11,0.3395
"691",2023-05-12,0.296
"692",2023-05-15,0.2947
"693",2023-05-16,0.3083
"694",2023-05-17,0.3046
"695",2023-05-18,0.2721
"696",2023-05-19,0.3042
"697",2023-05-22,0.3042
"698",2023-05-23,0.3168
"699",2023-05-24,0.2836
"700",2023-05-25,0.3146
"701",2023-05-26,0.2963
"702",2023-05-30,0.2967
"703",2023-05-31,0.2982
"704",2023-06-01,0.2935
"705",2023-06-02,0.2627
"706",2023-06-05,0.2323
"707",2023-06-06,0.1904
"708",2023-06-07,0.2049
"709",2023-06-08,0.2443
"710",2023-06-09,0.2303
"711",2023-06-12,0.2238
"712",2023-06-13,0.2104
"713",2023-06-14,0.2096
"714",2023-06-15,0.2545
"715",2023-06-16,0.2674
"716",2023-06-20,0.2361
"717",2023-06-21,0.2135
"718",2023-06-22,0.1986
"719",2023-06-23,0.1611
"720",2023-06-26,0.1836
"721",2023-06-27,0.1762
"722",2023-06-28,0.2339
"723",2023-06-29,0.2445
